RMSE_Train,RMSE_Test,MAPE_Train,MAPE_Test,MAE_Train,MAE_Test
0.035478,0.047534,5.5143,9.0769,4680,6404.9
0.035641,0.049429,5.548,9.1359,4694.8,6421.8
0.035687,0.047797,5.5063,8.8328,4682.4,6287.8
0.035227,0.049582,5.472,9.2187,4640.5,6549.4
0.035082,0.050169,5.4607,9.4183,4620,6586
0.035421,0.047821,5.5111,8.9559,4669.6,6378.6
0.035005,0.049666,5.3811,9.1292,4587.9,6497.2
0.035217,0.048298,5.4426,9.0672,4623.2,6413.5
0.03576,0.049417,5.5346,9.161,4687.6,6460.5
0.034946,0.047674,5.4095,8.7509,4592.5,6272.7
0.03496,0.049494,5.4349,9.2815,4609.5,6540.4
0.035549,0.052356,5.5265,9.6477,4685.9,6850
0.035668,0.047312,5.5211,8.9477,4686.5,6314.5
0.034984,0.048883,5.4031,9.4407,4588.4,6589.7
0.034779,0.048988,5.3755,9.2314,4561.5,6528.9
0.035384,0.049599,5.4772,9.2418,4649.7,6517.6
0.035466,0.0461,5.4875,8.5496,4649.3,6123.3
0.035666,0.050973,5.5036,9.4826,4681.1,6685
0.035372,0.049259,5.4939,9.4163,4656.2,6608.1
0.035416,0.05154,5.5004,9.5861,4667.7,6698.9
0.03514,0.04974,5.4514,9.1852,4608.2,6524.1
0.035315,0.05222,5.5106,9.282,4658.1,6559.9
0.035245,0.052298,5.5059,9.692,4656,6727.2
0.035283,0.048944,5.5668,9.4798,4695.7,6617.3
0.03548,0.054264,5.5278,9.9322,4688.8,6966.2
0.035166,0.048648,5.4344,9.1675,4619.1,6440.2
0.035105,0.050578,5.4586,9.3618,4634.9,6652.3
0.035469,0.048354,5.5201,9.1655,4680.8,6456.9
0.035572,0.04914,5.5407,9.3927,4695,6594.3
0.035487,0.051394,5.5266,9.7191,4690.7,6810.2
0.035786,0.052942,5.561,9.8747,4714.8,6916.4
0.034975,0.047907,5.4389,9.1913,4608.5,6447.1
0.035447,0.046912,5.4392,8.8877,4636.9,6275.3
0.035099,0.04847,5.4473,8.9031,4613,6374.9
0.035017,0.04696,5.417,8.757,4598.8,6238.6
0.035273,0.048651,5.4575,9.0643,4641,6442.7
0.035255,0.049822,5.4676,9.3427,4636.4,6554
0.034974,0.047456,5.4054,9.0093,4598.4,6369.3
0.034939,0.048309,5.3905,9.0697,4576.1,6397.7
0.034927,0.047444,5.3715,8.7613,4568.7,6172.5
0.035289,0.067085,5.4475,9.9498,4632.6,7072.4
0.035241,0.049664,5.4555,9.4781,4634.7,6621.3
0.035373,0.049965,5.4616,9.1028,4634.5,6439.8
0.035231,0.049836,5.4479,9.2992,4628.1,6598.4
0.035438,0.049903,5.5448,9.5261,4693.3,6691.2
0.035642,0.051719,5.5613,9.4586,4711.7,6684.9
0.03548,0.048148,5.5026,8.9415,4674.2,6347.5
0.035056,0.052327,5.4281,9.5353,4610.5,6705.4
0.034995,0.047558,5.4141,8.9619,4596.3,6333.3
0.035041,0.049706,5.3642,8.9321,4573.4,6384.8
0.035665,0.047758,5.534,9.015,4689.3,6396.8
0.035512,0.047901,5.5141,9.0103,4681.1,6408.2
0.034903,0.047776,5.3353,8.8602,4543.7,6323.6
0.035213,0.049818,5.4687,9.5472,4646.7,6668.1
0.034827,0.047113,5.3376,8.8914,4542.5,6293.1
0.035658,0.051299,5.5712,9.9654,4717.5,6893
0.035659,0.047551,5.5595,9.0942,4707.8,6388.6
0.03472,0.049604,5.3691,9.0977,4553,6448.8
0.03546,0.047257,5.4754,8.7342,4654.4,6255.9
0.035219,0.047415,5.4425,9.1486,4625.1,6400.4
0.034786,0.048872,5.361,9.1831,4557.4,6516.9
0.03493,0.051501,5.4203,9.5461,4604.9,6729.1
0.034999,0.055184,5.4353,9.4575,4610.5,6760.8
0.035398,0.052178,5.5116,9.4733,4675.5,6636.4
0.035216,0.097283,5.4397,9.8659,4617,7043.2
0.035071,0.048097,5.4513,8.829,4615.1,6288.6
0.03517,0.048776,5.4118,9.2469,4608.4,6547.4
0.035078,0.04706,5.4293,8.8097,4609.8,6237.1
0.035881,0.052295,5.5848,9.8921,4745.3,6913.3
0.035637,0.047845,5.5455,9.0489,4700.1,6405.3
0.035114,0.049501,5.4832,9.5911,4644.2,6677.5
0.035381,0.047047,5.4557,8.7849,4639.5,6267.8
0.03501,0.050097,5.4426,9.2984,4608.9,6571.8
0.035899,0.048914,5.6243,9.2471,4751.2,6526.9
0.034892,0.048932,5.413,9.2319,4591.8,6525.7
0.035224,0.049125,5.4545,9.3253,4630.7,6533.9
0.03513,0.04934,5.4534,9.3876,4626.5,6553.4
0.035059,0.048923,5.4582,9.1961,4630.7,6505.4
0.035112,0.053628,5.4232,9.5506,4617.9,6729.1
0.035926,0.053698,5.5549,9.7735,4721.1,6921.6
0.035467,0.050682,5.4249,9.1426,4623.8,6461.9
0.03477,0.051309,5.4331,9.8687,4601.9,6832.5
0.035669,0.047164,5.4978,8.9219,4679.5,6328.7
0.035017,0.04888,5.4241,9.0185,4602.4,6439
0.035832,0.055193,5.5229,10.11,4706.8,6987.6
0.035415,0.050135,5.52,9.4493,4667,6678.7
