RMSE_Train,RMSE_Test,MAPE_Train,MAPE_Test,MAE_Train,MAE_Test
0.032748,0.041777,4.8694,7.3968,4191.6,5419.7
0.032833,0.042717,4.8607,7.5817,4200.2,5542.4
0.032873,0.043269,4.8748,7.9823,4205.8,5728.2
0.032809,0.041643,4.9034,7.6343,4226.3,5526.3
0.032697,0.042809,4.8744,7.5483,4191.7,5545.9
0.033061,0.044252,4.9381,7.9535,4249.3,5750.4
0.03295,0.044226,4.9019,8.0098,4218.9,5801.7
0.033094,0.04251,4.9196,7.6004,4243.9,5541.2
0.032885,0.04406,4.8863,8.1466,4213.5,5847.7
0.032765,0.043983,4.8776,7.8699,4204.3,5719.1
0.032705,0.042315,4.8765,7.6914,4190.4,5565.3
0.0331,0.043485,4.9282,7.8929,4250.9,5693.6
0.032948,0.043125,4.8981,7.718,4221.3,5612
0.032523,0.043623,4.8466,7.8906,4169.5,5697.2
0.033049,0.043151,4.9108,7.5989,4231.6,5583.3
0.032897,0.04283,4.8786,7.7939,4202,5624.4
0.032661,0.042134,4.8422,7.5575,4177.5,5487.7
0.032915,0.042825,4.8553,7.696,4196.2,5595.1
0.032817,0.042982,4.8985,7.8579,4210.7,5690.3
0.032941,0.042469,4.9101,7.7654,4221.1,5594.2
0.032486,0.042509,4.8332,7.4086,4171.4,5464
0.032466,0.043234,4.8189,7.6674,4151.8,5608.1
0.033023,0.042641,4.8952,7.797,4219.7,5631.2
0.033013,0.04379,4.9019,7.898,4218,5701.5
0.032704,0.043389,4.9048,7.8953,4209.7,5693.8
0.03256,0.042537,4.8681,7.6861,4190.6,5583.4
0.032756,0.041771,4.8514,7.4185,4185.4,5439.9
0.03278,0.043788,4.8804,7.9451,4206.1,5742.9
0.032567,0.043309,4.8742,7.7504,4188.7,5600.7
0.032702,0.043405,4.8608,7.7636,4192,5664.3
0.033049,0.044804,4.9215,8.1461,4234.4,5895.8
0.032652,0.042742,4.8148,7.7365,4157.4,5609.9
0.033007,0.043431,4.901,7.8981,4226.6,5693.5
0.032902,0.04277,4.9285,7.6781,4244,5593
0.032627,0.042562,4.8422,7.7366,4166.4,5548.6
0.032678,0.043371,4.859,7.6652,4186.5,5597.7
0.032875,0.043434,4.887,7.7482,4216.4,5673.3
0.032717,0.042617,4.8774,7.5426,4200.8,5536.8
0.033168,0.042545,4.9293,7.5997,4254.2,5530.4
0.03291,0.043419,4.8858,7.9498,4215,5694.1
0.032689,0.042925,4.898,7.752,4208.4,5639.2
0.032678,0.044006,4.8624,8.1451,4183.7,5842.4
0.032509,0.043432,4.8137,7.752,4152.8,5622.3
0.033071,0.043311,4.9279,7.9896,4246.2,5748.6
0.033103,0.043147,4.9037,7.7843,4235.4,5636.7
0.032753,0.04451,4.8693,7.6485,4199.7,5625.6
0.032895,0.04486,4.9052,7.9555,4227.9,5809.9
0.032974,0.043808,4.9427,7.9602,4238.4,5764.4
0.033045,0.043005,4.913,7.6483,4231,5587.7
0.0328,0.043984,4.8708,7.8662,4208.7,5690.7
0.032731,0.044056,4.8707,8.0351,4194.5,5702.3
0.032935,0.04358,4.8953,8.138,4215.8,5816.7
0.033105,0.045411,4.941,8.16,4251.7,5887.1
0.032866,0.043122,4.9026,7.7962,4228.9,5637.8
0.032754,0.044886,4.9184,8.0972,4224.6,5834.1
0.032568,0.043764,4.8831,8.0667,4195.6,5808.7
0.032791,0.04307,4.8889,7.8726,4204.2,5673.6
0.032737,0.044013,4.8881,7.9429,4202.4,5783
0.033089,0.043886,4.9411,7.8897,4251.4,5723.2
0.032784,0.042474,4.8359,7.5789,4179.2,5514.3
0.03279,0.04193,4.8845,7.5878,4201.2,5512.2
0.032757,0.044787,4.9146,7.944,4218.9,5768.8
0.032549,0.043312,4.8185,7.9228,4156.2,5676.8
0.033128,0.04399,4.945,8.058,4254.2,5799.8
0.032858,0.042602,4.9081,7.7141,4234.3,5580.9
0.033041,0.042485,4.9117,7.6371,4237.5,5510.2
0.032929,0.043242,4.892,7.739,4223,5632.7
0.032887,0.042882,4.9125,7.6995,4227.5,5621.7
0.032702,0.044194,4.8649,7.9112,4190.8,5730.1
0.032691,0.045335,4.8552,7.9543,4183.9,5765.6
0.032827,0.043535,4.871,7.9397,4198.9,5727.5
0.032915,0.043107,4.915,7.9054,4233,5707.4
0.032746,0.042847,4.8733,7.8072,4198.5,5658.2
0.032619,0.042519,4.8429,7.7111,4172.6,5600.4
0.032627,0.042319,4.8799,7.5621,4196.5,5549.2
0.033006,0.042426,4.8975,7.7526,4214.6,5597.6
0.032959,0.043072,4.95,7.9418,4249.9,5732.3
0.032623,0.044051,4.8807,8.1645,4191.3,5814.9
0.032845,0.044079,4.8736,7.9423,4199.6,5779.1
0.032536,0.042032,4.8396,7.605,4163.4,5503.5
0.032896,0.042836,4.8992,7.6473,4216.9,5576.7
0.032777,0.043406,4.8919,7.8088,4213.3,5640
0.032787,0.042487,4.8927,7.5422,4216.9,5500.9
0.032761,0.042548,4.9028,7.689,4218,5595.3
0.03273,0.042954,4.9093,7.748,4216.4,5634.2
0.03265,0.043435,4.8553,7.8604,4182.3,5659.8
0.032803,0.045079,4.9168,8.4078,4224.3,5975.7
0.032894,0.043708,4.9081,7.8539,4227.4,5723.8
0.032614,0.04395,4.8551,7.9772,4174.3,5761.3
0.033144,0.043032,4.9658,7.7759,4258.5,5626.6
0.033188,0.042915,4.9112,7.6892,4239.7,5581.4
0.032554,0.04308,4.8282,7.65,4162.2,5594.3
0.032891,0.041946,4.8675,7.6103,4195.7,5515
0.032762,0.04194,4.8541,7.4613,4185.8,5429.8
0.03298,0.045366,4.9141,8.3295,4227.3,5927.5
0.032588,0.042662,4.8757,7.7376,4186,5577.9
0.032817,0.043143,4.8846,7.7784,4208.1,5662.4
0.032748,0.043307,4.8756,7.8657,4198,5655.5
0.032867,0.043638,4.8846,8.1231,4202.8,5813.5
0.032696,0.043575,4.845,7.8698,4184.8,5708.8
0.032907,0.043703,4.9164,7.9458,4229.8,5701.7
0.032699,0.042038,4.8404,7.4704,4180.4,5480
0.03289,0.043951,4.91,7.961,4224.8,5743.9
0.03286,0.044674,4.9202,8.1388,4233.9,5861.3
0.032803,0.042921,4.8641,7.9423,4188.1,5674.5
0.032718,0.044425,4.9201,8.0792,4230.7,5842.5
0.032683,0.043307,4.8788,7.6855,4199.3,5575.7
0.032807,0.043953,4.8689,7.9456,4195,5738.1
0.032557,0.044182,4.8434,7.972,4177.4,5799.2
0.032707,0.042898,4.8915,7.721,4204.9,5616.7
0.032695,0.043506,4.8635,7.8124,4190.3,5672
0.032959,0.044326,4.9033,7.899,4214.9,5745.3
0.032726,0.042197,4.8602,7.6034,4183.6,5540.6
0.03272,0.04307,4.8544,7.7867,4178.1,5634.3
0.033149,0.044311,4.943,8.2285,4261.9,5885.2
0.032928,0.043656,4.9086,7.8884,4224.1,5725.1
0.032874,0.043356,4.9133,7.9992,4230.5,5723
0.032745,0.042314,4.89,7.6213,4206.4,5515.9
0.032314,0.043378,4.8016,7.8298,4135,5655.7
0.032679,0.042552,4.8758,7.6286,4195,5565.2
0.032656,0.043713,4.828,7.6356,4170.4,5531.1
0.03285,0.042473,4.8911,7.6531,4207.1,5553.6
0.032975,0.043612,4.9101,7.8134,4222.9,5632.5
0.032499,0.043163,4.8629,7.7312,4185,5621.2
0.032559,0.041956,4.8374,7.4007,4169.8,5447.2
0.032605,0.04246,4.8398,7.452,4167,5489.1
0.032923,0.043367,4.9101,7.8398,4223.7,5645.5
0.032754,0.04314,4.8624,7.7745,4187,5634.8
0.032679,0.042911,4.8841,7.7011,4200.6,5601
0.032942,0.04328,4.9238,7.9919,4234.1,5715.1
0.03302,0.044473,4.9122,7.9622,4238.3,5767.7
0.033195,0.044336,4.9866,8.3647,4280.1,5963.3
0.032828,0.042939,4.9001,7.9481,4215.9,5709.2
0.032562,0.042398,4.8433,7.7164,4163.3,5588.7
0.032982,0.044085,4.9083,7.9586,4238.5,5740
0.032867,0.044079,4.893,7.819,4213.1,5672.6
0.032785,0.043579,4.8844,7.7907,4205.6,5670.8
0.032739,0.043359,4.8802,7.8182,4204.2,5639.7
0.032718,0.043535,4.8737,7.8832,4201.3,5708.7
0.032871,0.043176,4.8831,7.8591,4206.8,5681.6
0.032861,0.042079,4.8783,7.5819,4205.3,5531.7
0.032977,0.043851,4.889,7.9497,4213.4,5752
0.032309,0.042917,4.7882,7.8224,4132.6,5660.5
0.032986,0.042868,4.891,7.9318,4214.3,5671.6
