RMSE_Train,RMSE_Test,MAPE_Train,MAPE_Test,MAE_Train,MAE_Test
0.073551,0.091257,9.0224,12.872,9466.1,11768
0.073501,0.090871,9.0275,12.799,9474.8,11730
0.073836,0.090303,9.0274,12.821,9497.6,11694
0.073587,0.092364,9.0023,12.989,9464.6,11896
0.073834,0.093142,9.0314,12.994,9484.5,12007
0.073783,0.0918,8.9936,12.71,9461.9,11765
0.073822,0.093392,9.015,13.07,9486.8,12026
0.073676,0.091509,8.9966,12.784,9474.4,11772
0.07332,0.090558,8.9406,12.704,9422.3,11633
0.073557,0.091367,9.0171,12.919,9480.4,11786
0.073406,0.090753,9.0125,12.777,9446.1,11697
0.073519,0.08973,8.9728,12.469,9424.7,11532
0.073593,0.092446,9.0367,12.744,9497.7,11862
0.073859,0.09141,9.0433,12.815,9503.4,11732
0.073949,0.091487,9.0394,12.717,9506.5,11759
0.07358,0.092316,9.0233,12.929,9467,11834
0.073504,0.091979,8.9942,12.829,9464.8,11839
0.073935,0.091201,9.0385,12.672,9495.7,11703
0.073766,0.093603,9.0375,13.162,9487.8,12063
0.073615,0.091208,9.04,12.795,9491.2,11761
0.073327,0.092696,8.977,13.082,9434.9,11946
0.0735,0.090482,9.0073,12.712,9468.3,11687
0.073616,0.090794,8.9982,12.722,9455.5,11756
0.073708,0.091633,9.0085,12.892,9484.8,11873
0.073789,0.091622,9.0378,12.868,9488,11846
0.073274,0.092391,8.9729,12.749,9436.1,11851
0.073476,0.091282,8.9822,12.958,9454.2,11859
0.073696,0.090921,9.0153,12.956,9474.9,11748
0.074,0.091851,9.0597,12.946,9518.4,11887
0.07391,0.093317,9.0479,13.216,9520.3,12071
0.073714,0.090271,9.0412,12.596,9500.6,11642
0.073368,0.092316,8.9648,12.892,9440.7,11908
0.073654,0.092843,9.0271,13.074,9490.3,11995
0.073822,0.091334,9.0437,12.829,9490.3,11721
0.073466,0.091774,8.976,12.707,9446,11796
0.073572,0.090555,9.0046,12.697,9471.8,11740
0.073255,0.091645,8.972,12.928,9438,11832
0.073632,0.092303,8.9763,12.891,9451.7,11873
0.07347,0.090849,8.9776,12.851,9452.2,11753
0.073518,0.091028,9.0143,12.553,9469.6,11650
0.073753,0.092524,9.0133,13.067,9486.8,11912
0.073749,0.091291,9.008,12.805,9478.6,11786
0.073427,0.092854,8.9709,12.833,9430.7,11960
0.07406,0.093105,9.0513,13.09,9529.4,11995
0.073649,0.090027,8.9885,12.606,9451.3,11567
0.073658,0.091285,9.0158,12.854,9493.2,11824
0.073667,0.091462,8.9905,12.832,9462.9,11783
0.073685,0.092373,9.0172,12.866,9489.7,11850
0.073988,0.092658,9.0388,12.935,9508.9,11929
0.073439,0.090348,8.9752,12.496,9454.2,11618
0.073704,0.090961,8.9897,12.598,9457.2,11675
0.073599,0.090896,9.0186,12.678,9478.7,11681
0.0739,0.092198,9.0519,12.89,9517.5,11873
0.073475,0.09159,9.0062,12.76,9480.6,11803
0.073317,0.092317,8.9725,12.59,9431.5,11771
0.073544,0.092022,9.0079,12.832,9465.6,11900
0.07355,0.090326,8.9909,12.644,9442.9,11698
0.073301,0.089821,8.9623,12.544,9411.6,11627
0.073801,0.092526,9.0132,12.966,9491.8,11899
0.073574,0.091812,9.0314,13.009,9491.2,11902
0.073811,0.092421,9.0103,12.862,9487.1,11848
0.073439,0.091482,8.9831,12.812,9447.5,11780
0.0741,0.09214,9.0903,13.16,9560.4,11969
0.073668,0.09236,9.0054,12.896,9466.5,11903
0.07389,0.091119,9.0594,12.746,9523.5,11732
0.073469,0.092381,8.9856,12.943,9447.5,11841
0.073551,0.091113,9.0248,12.713,9471.6,11766
0.073401,0.092109,8.9798,12.968,9440.2,11945
0.073683,0.092048,9.0135,12.959,9489.8,11894
0.073642,0.091244,8.9962,12.807,9462.2,11802
0.07335,0.091978,8.9986,12.854,9458.4,11845
0.073833,0.093272,9.0337,12.907,9508.8,11927
0.073562,0.090612,9.0016,12.694,9458.6,11651
0.073794,0.091475,9.016,12.833,9501.8,11853
0.073697,0.090285,9.0217,12.631,9484.1,11601
0.073557,0.092577,8.9845,13.043,9460.2,12020
0.074074,0.090441,9.0472,12.693,9520.6,11672
0.073851,0.092359,9.0107,13.045,9495,11921
0.074047,0.093142,9.0441,12.937,9518.7,11992
0.073471,0.091748,9.0018,12.931,9468.6,11848
0.073328,0.091842,8.9819,12.87,9421.3,11867
0.073523,0.092166,8.9817,13.001,9464,11907
0.073636,0.092767,9.0048,12.89,9470.6,11857
0.07373,0.091927,9.0148,12.843,9493.3,11872
0.073735,0.093616,9.0337,13.059,9507.4,12010
0.073428,0.092461,8.9787,12.888,9447.2,11920
0.073953,0.092293,9.0573,12.906,9517.4,11877
0.073271,0.091311,8.9743,12.891,9429.1,11765
0.073255,0.091804,8.9753,12.762,9448.2,11789
0.073595,0.093088,8.9719,12.97,9439.8,11934
0.073436,0.090262,9.0024,12.749,9474,11669
0.073308,0.092707,8.9667,12.852,9418.9,11927
0.073922,0.090504,9.0544,12.672,9514.3,11697
0.073486,0.091125,8.9851,12.899,9449.2,11802
0.073655,0.090363,9.0134,12.727,9494.8,11649
0.073662,0.095034,9.0422,13.062,9496.1,12115
0.073849,0.092053,9.0103,12.888,9479.9,11850
0.07312,0.09235,8.9384,12.89,9398.6,11920
0.073536,0.092684,9.0064,12.961,9452.7,11902
0.074094,0.092,9.0705,13.08,9546,11943
0.07341,0.091444,8.9758,12.661,9427.3,11761
0.073673,0.092157,9.0365,12.873,9494.3,11907
0.073722,0.091799,9.0452,13.047,9510,11868
0.07361,0.091333,9.0264,12.909,9497,11898
0.073722,0.09173,9.0202,12.96,9480.7,11842
0.073587,0.09101,9.001,12.708,9465.3,11749
0.073741,0.090369,9.032,12.901,9499.6,11761
0.073416,0.091965,8.9746,12.77,9431.1,11862
0.073634,0.09234,8.9939,12.85,9461,11902
0.073624,0.090933,9.0075,12.544,9484.1,11688
0.073635,0.093673,8.9972,13.117,9459.2,11997
0.073591,0.091198,9.009,12.693,9469,11740
0.073468,0.092221,8.99,12.75,9443.2,11805
0.073706,0.091329,9.0387,12.878,9505.4,11811
0.073505,0.09358,8.9861,12.973,9457.8,11988
0.073554,0.092677,8.9789,12.937,9441.7,11895
0.073704,0.092546,9.0026,12.951,9460.8,11939
0.073646,0.091613,9.0089,13.076,9482.7,11877
0.073608,0.091212,9.0168,12.83,9470.3,11805
0.073935,0.093345,9.0498,13.099,9508.6,12006
0.073897,0.091216,9.0313,12.784,9501,11758
0.073713,0.091001,9.0309,12.807,9488.1,11732
0.073775,0.090738,9.0149,12.753,9490.3,11709
0.07347,0.092002,8.9816,13.065,9449.7,11867
0.073811,0.092999,9.017,12.932,9489.9,11897
0.073654,0.091306,9.0041,12.81,9477.1,11779
0.073821,0.092582,9.0462,12.999,9507.6,11915
0.073554,0.092987,9.0054,13.091,9464.8,12010
0.073385,0.091308,8.986,12.663,9447.1,11742
0.073495,0.090866,9.0054,12.771,9463.4,11758
0.07371,0.090769,9.0247,12.649,9498.4,11672
0.073487,0.091328,8.9836,12.733,9446.2,11743
0.073878,0.091982,9.029,13.07,9498.3,11914
0.073421,0.091113,9.0007,12.998,9452.8,11835
0.073853,0.09031,9.0323,12.667,9506.5,11672
0.073605,0.092379,9.0012,12.916,9473,11911
0.073768,0.090839,9.0275,12.818,9483.9,11733
0.073766,0.092012,9.0328,12.673,9478.7,11812
0.073785,0.092605,9.0188,13.136,9484.1,11970
0.074045,0.091702,9.0281,12.868,9500.9,11843
0.073478,0.08987,8.987,12.509,9451.6,11576
0.073488,0.092905,8.985,12.865,9442.1,11935
0.073967,0.090625,9.0406,12.787,9523.3,11747
0.073681,0.090845,9.0368,12.79,9489,11724
0.073641,0.091699,8.9906,12.755,9457.2,11840
0.073291,0.092962,8.9835,12.961,9449.5,11922
0.073424,0.090383,8.9878,12.678,9455.3,11717
0.073504,0.092267,8.987,12.77,9464.7,11877
0.073325,0.091569,8.9626,12.885,9428.1,11832
0.073556,0.091287,8.9943,12.718,9448.1,11723
0.073445,0.091084,8.984,13,9451.6,11774
0.07375,0.093494,9.0312,13.138,9494.2,12028
0.073807,0.091328,9.0197,12.93,9492.4,11810
0.073781,0.090766,9.041,12.774,9483.1,11719
0.073804,0.092591,9.0125,12.865,9483,11884
0.074087,0.090136,9.0719,12.976,9537.1,11755
0.073682,0.091004,9.0631,12.979,9510.6,11805
0.073189,0.090769,8.9376,12.737,9415,11719
0.073634,0.092527,8.9913,13.035,9473.9,11956
0.073416,0.093518,9.0077,13.305,9473.4,12082
0.073672,0.091656,9.0423,12.762,9496.2,11739
0.073429,0.090676,8.9904,12.875,9445,11766
0.073903,0.092997,8.9969,12.95,9477.9,12048
0.073754,0.091693,9.0334,12.914,9509.1,11839
0.073706,0.093022,9.029,13.217,9500,12070
0.073796,0.092869,9.0154,12.992,9497.6,11893
0.073571,0.091607,9.0039,12.879,9461.6,11843
0.073542,0.09092,8.9992,12.722,9458.8,11687
0.073738,0.089975,9.0247,12.62,9471.4,11586
0.073508,0.091648,8.9871,12.743,9452.5,11752
0.0738,0.092188,9.0346,12.917,9500.1,11929
0.073497,0.090654,9.028,12.674,9465.6,11699
0.073762,0.091464,9.0354,12.581,9500,11689
0.073624,0.091139,8.9882,12.774,9450.4,11744
0.073462,0.093205,8.9788,13.142,9443.7,12037
0.073704,0.092099,9.0218,12.905,9481.8,11928
0.073461,0.09099,8.997,12.813,9459.5,11786
0.073362,0.091878,8.949,12.859,9411,11840
0.07326,0.094663,8.9436,13.027,9407.6,12096
0.073554,0.090596,8.9853,12.692,9476.6,11676
0.073471,0.091811,8.9845,12.71,9450.6,11830
0.073645,0.091566,8.9842,12.704,9473.9,11782
0.073425,0.090251,9.0111,12.682,9468.4,11674
0.07332,0.091213,8.9641,12.706,9421.8,11816
0.073536,0.091866,9.0131,12.882,9472.1,11848
0.07342,0.090709,8.9897,12.788,9442.9,11700
0.073209,0.090184,8.9442,12.576,9399.8,11613
0.073594,0.091969,8.986,12.809,9458.2,11812
0.073923,0.091585,9.0613,12.976,9536.1,11830
0.073876,0.092872,9.0144,13.239,9496,12072
0.073711,0.091932,9.0161,12.763,9472.5,11804
0.073722,0.091198,9.019,12.742,9492.9,11738
0.073575,0.090962,8.985,12.92,9463,11767
0.073771,0.091354,9.0139,12.757,9495.5,11795
0.073755,0.091126,9.0121,12.742,9476.8,11713
0.073684,0.09246,9.0191,12.815,9480.4,11866
0.073676,0.094327,8.9765,12.949,9445.9,11964
0.073704,0.093459,9.0341,13.276,9470.8,12082
0.073447,0.091285,8.9914,12.921,9450.5,11793
0.073605,0.091941,8.996,12.72,9474.1,11796
0.07367,0.091409,8.9985,12.814,9470.3,11799
0.073509,0.090408,8.9964,12.589,9465.7,11631
0.073661,0.092307,9.0154,12.863,9473.7,11929
0.073596,0.091856,8.9844,12.818,9453.2,11812
0.073376,0.09197,8.9879,12.689,9438.4,11786
0.073612,0.091051,8.9893,12.764,9457.3,11747
0.073747,0.09214,9.0172,12.86,9483.3,11840
0.073656,0.091638,8.9739,12.736,9448,11747
0.073515,0.092279,8.9705,12.735,9442.8,11833
0.073263,0.090895,8.9508,12.7,9431.8,11716
0.073447,0.092432,8.9839,12.979,9443.8,11930
0.073983,0.091407,9.0465,12.826,9516.8,11786
0.07407,0.091614,9.067,12.897,9532.6,11791
0.073592,0.093618,9.0009,13.122,9479.1,12070
0.073682,0.091269,9.0136,12.91,9482.5,11756
0.073568,0.093405,9.0301,13.001,9486.6,11963
0.073758,0.092775,9.0346,12.975,9484.6,11983
0.07381,0.090781,9.0152,12.754,9497.6,11724
0.073534,0.093604,8.9946,12.941,9442.3,11912
0.073502,0.091536,8.9845,12.793,9448.4,11745
0.073676,0.092399,9.0279,13.001,9487.7,11919
0.073942,0.091216,9.0393,12.675,9509.4,11748
0.074044,0.092622,9.0747,12.89,9546.9,11893
0.073253,0.092556,8.948,12.913,9413.1,11902
0.073453,0.092052,8.9663,12.816,9453,11826
0.073481,0.092331,8.9649,12.941,9439.9,11892
0.074018,0.092587,9.0479,12.902,9512.8,11944
0.073518,0.091306,8.9446,12.65,9419.7,11774
0.073585,0.091711,8.9929,12.843,9455.7,11812
0.073963,0.092171,9.0449,12.919,9500.5,11908
0.073719,0.091538,9.003,13.024,9473,11825
0.073946,0.091686,9.0747,12.962,9514.1,11886
0.073438,0.091726,8.9982,12.793,9469.4,11784
0.073845,0.09166,9.0359,12.739,9494.7,11782
0.073569,0.092148,8.9832,12.725,9455.2,11857
0.073167,0.091469,8.9737,12.845,9440.2,11785
0.073642,0.090702,9.0184,12.604,9485,11636
