Product code,Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),DayTyep_Idx,,,,interpolation rule: follow previous data
IDCJAC0016,66006,2010,8,26,13.6,4,,,,
IDCJAC0016,66006,2010,8,27,16.1,5,,,,
IDCJAC0016,66006,2010,8,28,17.8,6,,,,
IDCJAC0016,66006,2010,8,29,17.2,0,,,,
IDCJAC0016,66006,2010,8,30,14.2,1,,,,
IDCJAC0016,66006,2010,8,31,17.5,2,,,,
IDCJAC0016,66006,2010,9,1,10.4,3,,,,
IDCJAC0016,66006,2010,9,2,4,4,,,,
IDCJAC0016,66006,2010,9,3,6.1,5,,,,
IDCJAC0016,66006,2010,9,4,3.1,6,,,,
IDCJAC0016,66006,2010,9,5,18.5,0,,,,
IDCJAC0016,66006,2010,9,6,14,1,,,,
IDCJAC0016,66006,2010,9,7,15.6,2,,,,
IDCJAC0016,66006,2010,9,8,18.9,3,,,,
IDCJAC0016,66006,2010,9,9,8.5,4,,,,
IDCJAC0016,66006,2010,9,10,12.4,5,,,,
IDCJAC0016,66006,2010,9,11,19.8,6,,,,
IDCJAC0016,66006,2010,9,12,18.8,0,,,,
IDCJAC0016,66006,2010,9,13,16.8,1,,,,
IDCJAC0016,66006,2010,9,14,6.2,2,,,,
IDCJAC0016,66006,2010,9,15,13.2,3,,,,
IDCJAC0016,66006,2010,9,16,19.6,4,,,,
IDCJAC0016,66006,2010,9,17,21.6,5,,,,
IDCJAC0016,66006,2010,9,18,21.1,6,,,,
IDCJAC0016,66006,2010,9,19,14.3,0,,,,
IDCJAC0016,66006,2010,9,20,16,1,,,,
IDCJAC0016,66006,2010,9,21,20.3,2,,,,
IDCJAC0016,66006,2010,9,22,19.5,3,,,,
IDCJAC0016,66006,2010,9,23,11.9,4,,,,
IDCJAC0016,66006,2010,9,24,21.8,5,,,,
IDCJAC0016,66006,2010,9,25,20.1,6,,,,
IDCJAC0016,66006,2010,9,26,22.8,0,,,,
IDCJAC0016,66006,2010,9,27,16.4,1,,,,
IDCJAC0016,66006,2010,9,28,22.9,2,,,,
IDCJAC0016,66006,2010,9,29,18.7,3,,,,
IDCJAC0016,66006,2010,9,30,24,4,,,,
IDCJAC0016,66006,2010,10,1,11.4,5,,,,
IDCJAC0016,66006,2010,10,2,7.9,6,,,,
IDCJAC0016,66006,2010,10,3,10.1,0,,,,
IDCJAC0016,66006,2010,10,4,16.6,1,,,,
IDCJAC0016,66006,2010,10,5,17.2,2,,,,
IDCJAC0016,66006,2010,10,6,16.8,3,,,,
IDCJAC0016,66006,2010,10,7,10.8,4,,,,
IDCJAC0016,66006,2010,10,8,19.9,5,,,,
IDCJAC0016,66006,2010,10,9,6.4,6,,,,
IDCJAC0016,66006,2010,10,10,20.6,0,,,,
IDCJAC0016,66006,2010,10,11,17.8,1,,,,
IDCJAC0016,66006,2010,10,12,17.4,2,,,,
IDCJAC0016,66006,2010,10,13,15.1,3,,,,
IDCJAC0016,66006,2010,10,14,20.8,4,,,,
IDCJAC0016,66006,2010,10,15,5.1,5,,,,
IDCJAC0016,66006,2010,10,16,23.6,6,,,,
IDCJAC0016,66006,2010,10,17,26.6,0,,,,
IDCJAC0016,66006,2010,10,18,27.2,1,,,,
IDCJAC0016,66006,2010,10,19,8.5,2,,,,
IDCJAC0016,66006,2010,10,20,25.7,3,,,,
IDCJAC0016,66006,2010,10,21,26,4,,,,
IDCJAC0016,66006,2010,10,22,25,5,,,,
IDCJAC0016,66006,2010,10,23,18.4,6,,,,
IDCJAC0016,66006,2010,10,24,3.7,0,,,,
IDCJAC0016,66006,2010,10,25,14.8,1,,,,
IDCJAC0016,66006,2010,10,26,23.9,2,,,,
IDCJAC0016,66006,2010,10,27,19.1,3,,,,
IDCJAC0016,66006,2010,10,28,17.3,4,,,,
IDCJAC0016,66006,2010,10,29,12.5,5,,,,
IDCJAC0016,66006,2010,10,30,26.7,6,,,,
IDCJAC0016,66006,2010,10,31,14.1,0,,,,
IDCJAC0016,66006,2010,11,1,5,1,,,,
IDCJAC0016,66006,2010,11,2,12.1,2,,,,
IDCJAC0016,66006,2010,11,3,25.4,3,,,,
IDCJAC0016,66006,2010,11,4,11.3,4,,,,
IDCJAC0016,66006,2010,11,5,11.9,5,,,,
IDCJAC0016,66006,2010,11,6,14,6,,,,
IDCJAC0016,66006,2010,11,7,25.6,0,,,,
IDCJAC0016,66006,2010,11,8,21.2,1,,,,
IDCJAC0016,66006,2010,11,9,22,2,,,,
IDCJAC0016,66006,2010,11,10,20.9,3,,,,
IDCJAC0016,66006,2010,11,11,26.6,4,,,,
IDCJAC0016,66006,2010,11,12,29.8,5,,,,
IDCJAC0016,66006,2010,11,13,24.6,6,,,,
IDCJAC0016,66006,2010,11,14,22.8,0,,,,
IDCJAC0016,66006,2010,11,15,3.1,1,,,,
IDCJAC0016,66006,2010,11,16,23.1,2,,,,
IDCJAC0016,66006,2010,11,17,14.4,3,,,,
IDCJAC0016,66006,2010,11,18,22,4,,,,
IDCJAC0016,66006,2010,11,19,7.4,5,,,,
IDCJAC0016,66006,2010,11,20,30.6,6,,,,
IDCJAC0016,66006,2010,11,21,31.2,0,,,,
IDCJAC0016,66006,2010,11,22,28.7,1,,,,
IDCJAC0016,66006,2010,11,23,30.4,2,,,,
IDCJAC0016,66006,2010,11,24,31.9,3,,,,
IDCJAC0016,66006,2010,11,25,31.6,4,,,,
IDCJAC0016,66006,2010,11,26,25.4,5,,,,
IDCJAC0016,66006,2010,11,27,29,6,,,,
IDCJAC0016,66006,2010,11,28,5,0,,,,
IDCJAC0016,66006,2010,11,29,9.2,1,,,,
IDCJAC0016,66006,2010,11,30,9.5,2,,,,
IDCJAC0016,66006,2010,12,1,7.9,3,,,,
IDCJAC0016,66006,2010,12,2,17.2,4,,,,
IDCJAC0016,66006,2010,12,3,25,5,,,,
IDCJAC0016,66006,2010,12,4,12.8,6,,,,
IDCJAC0016,66006,2010,12,5,22.4,0,,,,
IDCJAC0016,66006,2010,12,6,27.5,1,,,,
IDCJAC0016,66006,2010,12,7,29.5,2,,,,
IDCJAC0016,66006,2010,12,8,29.5,3,,,,
IDCJAC0016,66006,2010,12,9,13.3,4,,,,
IDCJAC0016,66006,2010,12,10,16.3,5,,,,
IDCJAC0016,66006,2010,12,11,31,6,,,,
IDCJAC0016,66006,2010,12,12,29.8,0,,,,
IDCJAC0016,66006,2010,12,13,30.7,1,,,,
IDCJAC0016,66006,2010,12,14,24.5,2,,,,
IDCJAC0016,66006,2010,12,15,29.6,3,,,,
IDCJAC0016,66006,2010,12,16,12.8,4,,,,
IDCJAC0016,66006,2010,12,17,14,5,,,,
IDCJAC0016,66006,2010,12,18,8.8,6,,,,
IDCJAC0016,66006,2010,12,19,17.3,0,,,,
IDCJAC0016,66006,2010,12,20,30.1,1,,,,
IDCJAC0016,66006,2010,12,21,33.9,2,,,,
IDCJAC0016,66006,2010,12,22,27.3,3,,,,
IDCJAC0016,66006,2010,12,23,23.9,4,,,,
IDCJAC0016,66006,2010,12,24,20.4,5,,,,
IDCJAC0016,66006,2010,12,25,32,6,,,,
IDCJAC0016,66006,2010,12,26,11.5,0,,,,
IDCJAC0016,66006,2010,12,27,5.2,1,,,,
IDCJAC0016,66006,2010,12,28,15.8,2,,,,
IDCJAC0016,66006,2010,12,29,31.4,3,,,,
IDCJAC0016,66006,2010,12,30,32.2,4,,,,
IDCJAC0016,66006,2010,12,31,32.2,5,,,,
IDCJAC0016,66006,2011,1,1,32.7,6,,,,
IDCJAC0016,66006,2011,1,2,26.7,0,,,,
IDCJAC0016,66006,2011,1,3,6.5,1,,,,
IDCJAC0016,66006,2011,1,4,11.1,2,,,,
IDCJAC0016,66006,2011,1,5,20.2,3,,,,
IDCJAC0016,66006,2011,1,6,29.1,4,,,,
IDCJAC0016,66006,2011,1,7,22.6,5,,,,
IDCJAC0016,66006,2011,1,8,28.6,6,,,,
IDCJAC0016,66006,2011,1,9,24.2,0,,,,
IDCJAC0016,66006,2011,1,10,20.4,1,,,,
IDCJAC0016,66006,2011,1,11,10.2,2,,,,
IDCJAC0016,66006,2011,1,12,22.7,3,,,,
IDCJAC0016,66006,2011,1,13,18.5,4,,,,
IDCJAC0016,66006,2011,1,14,28.2,5,,,,
IDCJAC0016,66006,2011,1,15,15.7,6,,,,
IDCJAC0016,66006,2011,1,16,22.9,0,,,,
IDCJAC0016,66006,2011,1,17,28,1,,,,
IDCJAC0016,66006,2011,1,18,18.3,2,,,,
IDCJAC0016,66006,2011,1,19,18.3,3,,,,
IDCJAC0016,66006,2011,1,20,28.9,4,,,,
IDCJAC0016,66006,2011,1,21,30.8,5,,,,
IDCJAC0016,66006,2011,1,22,30.6,6,,,,
IDCJAC0016,66006,2011,1,23,26.6,0,,,,
IDCJAC0016,66006,2011,1,24,16.4,1,,,,
IDCJAC0016,66006,2011,1,25,28.4,2,,,,
IDCJAC0016,66006,2011,1,26,25.9,3,,,,
IDCJAC0016,66006,2011,1,27,23.2,4,,,,
IDCJAC0016,66006,2011,1,28,11,5,,,,
IDCJAC0016,66006,2011,1,29,27.1,6,,,,
IDCJAC0016,66006,2011,1,30,30.6,0,,,,
IDCJAC0016,66006,2011,1,31,29.7,1,,,,
IDCJAC0016,66006,2011,2,1,29.7,2,,,,
IDCJAC0016,66006,2011,2,2,27.9,3,,,,
IDCJAC0016,66006,2011,2,3,13.4,4,,,,
IDCJAC0016,66006,2011,2,4,25.8,5,,,,
IDCJAC0016,66006,2011,2,5,28.1,6,,,,
IDCJAC0016,66006,2011,2,6,10.1,0,,,,
IDCJAC0016,66006,2011,2,7,10.9,1,,,,
IDCJAC0016,66006,2011,2,8,13.7,2,,,,
IDCJAC0016,66006,2011,2,9,20.7,3,,,,
IDCJAC0016,66006,2011,2,10,19.6,4,,,,
IDCJAC0016,66006,2011,2,11,23,5,,,,
IDCJAC0016,66006,2011,2,12,3.6,6,,,,
IDCJAC0016,66006,2011,2,13,4.9,0,,,,
IDCJAC0016,66006,2011,2,14,8.1,1,,,,
IDCJAC0016,66006,2011,2,15,14.2,2,,,,
IDCJAC0016,66006,2011,2,16,12.9,3,,,,
IDCJAC0016,66006,2011,2,17,19.3,4,,,,
IDCJAC0016,66006,2011,2,18,14.2,5,,,,
IDCJAC0016,66006,2011,2,19,21.5,6,,,,
IDCJAC0016,66006,2011,2,20,20,0,,,,
IDCJAC0016,66006,2011,2,21,12.8,1,,,,
IDCJAC0016,66006,2011,2,22,11.8,2,,,,
IDCJAC0016,66006,2011,2,23,17.2,3,,,,
IDCJAC0016,66006,2011,2,24,26.8,4,,,,
IDCJAC0016,66006,2011,2,25,21.8,5,,,,
IDCJAC0016,66006,2011,2,26,25.2,6,,,,
IDCJAC0016,66006,2011,2,27,8.7,0,,,,
IDCJAC0016,66006,2011,2,28,14,1,,,,
IDCJAC0016,66006,2011,3,1,10.6,2,,,,
IDCJAC0016,66006,2011,3,2,6.1,3,,,,
IDCJAC0016,66006,2011,3,3,22.7,4,,,,
IDCJAC0016,66006,2011,3,4,24.5,5,,,,
IDCJAC0016,66006,2011,3,5,9.4,6,,,,
IDCJAC0016,66006,2011,3,6,12.6,0,,,,
IDCJAC0016,66006,2011,3,7,22.1,1,,,,
IDCJAC0016,66006,2011,3,8,24.3,2,,,,
IDCJAC0016,66006,2011,3,9,13.1,3,,,,
IDCJAC0016,66006,2011,3,10,7.7,4,,,,
IDCJAC0016,66006,2011,3,11,10.5,5,,,,
IDCJAC0016,66006,2011,3,12,19.6,6,,,,
IDCJAC0016,66006,2011,3,13,22.7,0,,,,
IDCJAC0016,66006,2011,3,14,6.5,1,,,,
IDCJAC0016,66006,2011,3,15,12.6,2,,,,
IDCJAC0016,66006,2011,3,16,17.9,3,,,,
IDCJAC0016,66006,2011,3,17,12.3,4,,,,
IDCJAC0016,66006,2011,3,18,6.5,5,,,,
IDCJAC0016,66006,2011,3,19,6.5,6,,,,
IDCJAC0016,66006,2011,3,20,11.5,0,,,,
IDCJAC0016,66006,2011,3,21,8.8,1,,,,
IDCJAC0016,66006,2011,3,22,17.9,2,,,,
IDCJAC0016,66006,2011,3,23,18.3,3,,,,
IDCJAC0016,66006,2011,3,24,20.1,4,,,,
IDCJAC0016,66006,2011,3,25,15.5,5,,,,
IDCJAC0016,66006,2011,3,26,6.4,6,,,,
IDCJAC0016,66006,2011,3,27,5.5,0,,,,
IDCJAC0016,66006,2011,3,28,12.1,1,,,,
IDCJAC0016,66006,2011,3,29,16.8,2,,,,
IDCJAC0016,66006,2011,3,30,15.2,3,,,,
IDCJAC0016,66006,2011,3,31,3,4,,,,
IDCJAC0016,66006,2011,4,1,16.3,5,,,,
IDCJAC0016,66006,2011,4,2,11.7,6,,,,
IDCJAC0016,66006,2011,4,3,19,0,,,,
IDCJAC0016,66006,2011,4,4,17.2,1,,,,
IDCJAC0016,66006,2011,4,5,10.1,2,,,,
IDCJAC0016,66006,2011,4,6,10.9,3,,,,
IDCJAC0016,66006,2011,4,7,16.2,4,,,,
IDCJAC0016,66006,2011,4,8,16.3,5,,,,
IDCJAC0016,66006,2011,4,9,18.4,6,,,,
IDCJAC0016,66006,2011,4,10,9.3,0,,,,
IDCJAC0016,66006,2011,4,11,15.7,1,,,,
IDCJAC0016,66006,2011,4,12,16.8,2,,,,
IDCJAC0016,66006,2011,4,13,14.9,3,,,,
IDCJAC0016,66006,2011,4,14,17.5,4,,,,
IDCJAC0016,66006,2011,4,15,14.4,5,,,,
IDCJAC0016,66006,2011,4,16,4.2,6,,,,
IDCJAC0016,66006,2011,4,17,7.6,0,,,,
IDCJAC0016,66006,2011,4,18,15.8,1,,,,
IDCJAC0016,66006,2011,4,19,14.1,2,,,,
IDCJAC0016,66006,2011,4,20,7.1,3,,,,
IDCJAC0016,66006,2011,4,21,15.3,4,,,,
IDCJAC0016,66006,2011,4,22,13.6,5,,,,
IDCJAC0016,66006,2011,4,23,4.9,6,,,,
IDCJAC0016,66006,2011,4,24,11,0,,,,
IDCJAC0016,66006,2011,4,25,3.5,1,,,,
IDCJAC0016,66006,2011,4,26,7,2,,,,
IDCJAC0016,66006,2011,4,27,7.6,3,,,,
IDCJAC0016,66006,2011,4,28,7.3,4,,,,
IDCJAC0016,66006,2011,4,29,7.8,5,,,,
IDCJAC0016,66006,2011,4,30,6.5,6,,,,
IDCJAC0016,66006,2011,5,1,13.8,0,,,,
IDCJAC0016,66006,2011,5,2,5.9,1,,,,
IDCJAC0016,66006,2011,5,3,4,2,,,,
IDCJAC0016,66006,2011,5,4,13,3,,,,
IDCJAC0016,66006,2011,5,5,12.5,4,,,,
IDCJAC0016,66006,2011,5,6,12.8,5,,,,
IDCJAC0016,66006,2011,5,7,13.6,6,,,,
IDCJAC0016,66006,2011,5,8,13.6,0,,,,
IDCJAC0016,66006,2011,5,9,11.1,1,,,,
IDCJAC0016,66006,2011,5,10,12.8,2,,,,
IDCJAC0016,66006,2011,5,11,6.9,3,,,,
IDCJAC0016,66006,2011,5,12,13.3,4,,,,
IDCJAC0016,66006,2011,5,13,10.7,5,,,,
IDCJAC0016,66006,2011,5,14,11.8,6,,,,
IDCJAC0016,66006,2011,5,15,12.5,0,,,,
IDCJAC0016,66006,2011,5,16,12.6,1,,,,
IDCJAC0016,66006,2011,5,17,11.6,2,,,,
IDCJAC0016,66006,2011,5,18,11.9,3,,,,
IDCJAC0016,66006,2011,5,19,10.5,4,,,,
IDCJAC0016,66006,2011,5,20,11.7,5,,,,
IDCJAC0016,66006,2011,5,21,11.4,6,,,,
IDCJAC0016,66006,2011,5,22,9.9,0,,,,
IDCJAC0016,66006,2011,5,23,10.1,1,,,,
IDCJAC0016,66006,2011,5,24,5.3,2,,,,
IDCJAC0016,66006,2011,5,25,5.5,3,,,,
IDCJAC0016,66006,2011,5,26,6.9,4,,,,
IDCJAC0016,66006,2011,5,27,8.6,5,,,,
IDCJAC0016,66006,2011,5,28,7.5,6,,,,
IDCJAC0016,66006,2011,5,29,5.4,0,,,,
IDCJAC0016,66006,2011,5,30,2.5,1,,,,
IDCJAC0016,66006,2011,5,31,4,2,,,,
IDCJAC0016,66006,2011,6,1,6.4,3,,,,
IDCJAC0016,66006,2011,6,2,7.5,4,,,,
IDCJAC0016,66006,2011,6,3,10.8,5,,,,
IDCJAC0016,66006,2011,6,4,5.6,6,,,,
IDCJAC0016,66006,2011,6,5,10.7,0,,,,
IDCJAC0016,66006,2011,6,6,9.9,1,,,,
IDCJAC0016,66006,2011,6,7,9.6,2,,,,
IDCJAC0016,66006,2011,6,8,11,3,,,,
IDCJAC0016,66006,2011,6,9,10.4,4,,,,
IDCJAC0016,66006,2011,6,10,7.5,5,,,,
IDCJAC0016,66006,2011,6,11,7.5,6,,,,
IDCJAC0016,66006,2011,6,12,5.8,0,,,,
IDCJAC0016,66006,2011,6,13,5.5,1,,,,
IDCJAC0016,66006,2011,6,14,3.6,2,,,,
IDCJAC0016,66006,2011,6,15,5.5,3,,,,
IDCJAC0016,66006,2011,6,16,5.3,4,,,,
IDCJAC0016,66006,2011,6,17,9.8,5,,,,
IDCJAC0016,66006,2011,6,18,10.1,6,,,,
IDCJAC0016,66006,2011,6,19,10.2,0,,,,
IDCJAC0016,66006,2011,6,20,10.1,1,,,,
IDCJAC0016,66006,2011,6,21,8.6,2,,,,
IDCJAC0016,66006,2011,6,22,10.1,3,,,,
IDCJAC0016,66006,2011,6,23,9.9,4,,,,
IDCJAC0016,66006,2011,6,24,10.1,5,,,,
IDCJAC0016,66006,2011,6,25,10.1,6,,,,
IDCJAC0016,66006,2011,6,26,10.4,0,,,,
IDCJAC0016,66006,2011,6,27,9.6,1,,,,
IDCJAC0016,66006,2011,6,28,4.7,2,,,,
IDCJAC0016,66006,2011,6,29,6.6,3,,,,
IDCJAC0016,66006,2011,6,30,5.3,4,,,,
IDCJAC0016,66006,2011,7,1,7.1,5,,,,
IDCJAC0016,66006,2011,7,2,9.7,6,,,,
IDCJAC0016,66006,2011,7,3,10,0,,,,
IDCJAC0016,66006,2011,7,4,8.4,1,,,,
IDCJAC0016,66006,2011,7,5,10.4,2,,,,
IDCJAC0016,66006,2011,7,6,9.6,3,,,,
IDCJAC0016,66006,2011,7,7,10.4,4,,,,
IDCJAC0016,66006,2011,7,8,10.9,5,,,,
IDCJAC0016,66006,2011,7,9,10.7,6,,,,
IDCJAC0016,66006,2011,7,10,10.7,0,,,,
IDCJAC0016,66006,2011,7,11,10.8,1,,,,
IDCJAC0016,66006,2011,7,12,10.9,2,,,,
IDCJAC0016,66006,2011,7,13,2.7,3,,,,
IDCJAC0016,66006,2011,7,14,10.8,4,,,,
IDCJAC0016,66006,2011,7,15,6.7,5,,,,
IDCJAC0016,66006,2011,7,16,8.2,6,,,,
IDCJAC0016,66006,2011,7,17,6.2,0,,,,
IDCJAC0016,66006,2011,7,18,9.7,1,,,,
IDCJAC0016,66006,2011,7,19,8.4,2,,,,
IDCJAC0016,66006,2011,7,20,6.3,3,,,,
IDCJAC0016,66006,2011,7,21,2,4,,,,
IDCJAC0016,66006,2011,7,22,2.4,5,,,,
IDCJAC0016,66006,2011,7,23,8.4,6,,,,
IDCJAC0016,66006,2011,7,24,9.5,0,,,,
IDCJAC0016,66006,2011,7,25,9.2,1,,,,
IDCJAC0016,66006,2011,7,26,10.6,2,,,,
IDCJAC0016,66006,2011,7,27,11.3,3,,,,
IDCJAC0016,66006,2011,7,28,12.2,4,,,,
IDCJAC0016,66006,2011,7,29,12.7,5,,,,
IDCJAC0016,66006,2011,7,30,12.7,6,,,,
IDCJAC0016,66006,2011,7,31,11.9,0,,,,
IDCJAC0016,66006,2011,8,1,12.3,1,,,,
IDCJAC0016,66006,2011,8,2,12.7,2,,,,
IDCJAC0016,66006,2011,8,3,9.5,3,,,,
IDCJAC0016,66006,2011,8,4,13.3,4,,,,
IDCJAC0016,66006,2011,8,5,12.7,5,,,,
IDCJAC0016,66006,2011,8,6,10.9,6,,,,
IDCJAC0016,66006,2011,8,7,5.9,0,,,,
IDCJAC0016,66006,2011,8,8,10.7,1,,,,
IDCJAC0016,66006,2011,8,9,8.6,2,,,,
IDCJAC0016,66006,2011,8,10,13.2,3,,,,
IDCJAC0016,66006,2011,8,11,10.8,4,,,,
IDCJAC0016,66006,2011,8,12,9.1,5,,,,
IDCJAC0016,66006,2011,8,13,12.3,6,,,,
IDCJAC0016,66006,2011,8,14,9.3,0,,,,
IDCJAC0016,66006,2011,8,15,10.1,1,,,,
IDCJAC0016,66006,2011,8,16,13.2,2,,,,
IDCJAC0016,66006,2011,8,17,6.2,3,,,,
IDCJAC0016,66006,2011,8,18,14.4,4,,,,
IDCJAC0016,66006,2011,8,19,6.1,5,,,,
IDCJAC0016,66006,2011,8,20,13.2,6,,,,
IDCJAC0016,66006,2011,8,21,11.2,0,,,,
IDCJAC0016,66006,2011,8,22,11.1,1,,,,
IDCJAC0016,66006,2011,8,23,10.5,2,,,,
IDCJAC0016,66006,2011,8,24,15.2,3,,,,
IDCJAC0016,66006,2011,8,25,17,4,,,,
IDCJAC0016,66006,2011,8,26,15.5,5,,,,
IDCJAC0016,66006,2011,8,27,8.9,6,,,,
IDCJAC0016,66006,2011,8,28,14.3,0,,,,
IDCJAC0016,66006,2011,8,29,16.6,1,,,,
IDCJAC0016,66006,2011,8,30,11.2,2,,,,
IDCJAC0016,66006,2011,8,31,15.4,3,,,,
IDCJAC0016,66006,2011,9,1,10.2,4,,,,
IDCJAC0016,66006,2011,9,2,9.1,5,,,,
IDCJAC0016,66006,2011,9,3,14.2,6,,,,
IDCJAC0016,66006,2011,9,4,17.1,0,,,,
IDCJAC0016,66006,2011,9,5,14.8,1,,,,
IDCJAC0016,66006,2011,9,6,17.1,2,,,,
IDCJAC0016,66006,2011,9,7,16.9,3,,,,
IDCJAC0016,66006,2011,9,8,7.5,4,,,,
IDCJAC0016,66006,2011,9,9,4,5,,,,
IDCJAC0016,66006,2011,9,10,15.9,6,,,,
IDCJAC0016,66006,2011,9,11,16.3,0,,,,
IDCJAC0016,66006,2011,9,12,18.5,1,,,,
IDCJAC0016,66006,2011,9,13,19.4,2,,,,
IDCJAC0016,66006,2011,9,14,19.6,3,,,,
IDCJAC0016,66006,2011,9,15,17,4,,,,
IDCJAC0016,66006,2011,9,16,15.9,5,,,,
IDCJAC0016,66006,2011,9,17,19.1,6,,,,
IDCJAC0016,66006,2011,9,18,19.1,0,,,,
IDCJAC0016,66006,2011,9,19,18.1,1,,,,
IDCJAC0016,66006,2011,9,20,18.5,2,,,,
IDCJAC0016,66006,2011,9,21,20.8,3,,,,
IDCJAC0016,66006,2011,9,22,21.2,4,,,,
IDCJAC0016,66006,2011,9,23,20.6,5,,,,
IDCJAC0016,66006,2011,9,24,5.3,6,,,,
IDCJAC0016,66006,2011,9,25,3.8,0,,,,
IDCJAC0016,66006,2011,9,26,16.7,1,,,,
IDCJAC0016,66006,2011,9,27,19.4,2,,,,
IDCJAC0016,66006,2011,9,28,6.7,3,,,,
IDCJAC0016,66006,2011,9,29,14.2,4,,,,
IDCJAC0016,66006,2011,9,30,20.3,5,,,,
IDCJAC0016,66006,2011,10,1,14.8,6,,,,
IDCJAC0016,66006,2011,10,2,7.5,0,,,,
IDCJAC0016,66006,2011,10,3,19.9,1,,,,
IDCJAC0016,66006,2011,10,4,17.4,2,,,,
IDCJAC0016,66006,2011,10,5,18.7,3,,,,
IDCJAC0016,66006,2011,10,6,8.6,4,,,,
IDCJAC0016,66006,2011,10,7,18.4,5,,,,
IDCJAC0016,66006,2011,10,8,11.7,6,,,,
IDCJAC0016,66006,2011,10,9,14.8,0,,,,
IDCJAC0016,66006,2011,10,10,20.1,1,,,,
IDCJAC0016,66006,2011,10,11,20.8,2,,,,
IDCJAC0016,66006,2011,10,12,19.3,3,,,,
IDCJAC0016,66006,2011,10,13,20.4,4,,,,
IDCJAC0016,66006,2011,10,14,4.1,5,,,,
IDCJAC0016,66006,2011,10,15,19.7,6,,,,
IDCJAC0016,66006,2011,10,16,26.1,0,,,,
IDCJAC0016,66006,2011,10,17,23.4,1,,,,
IDCJAC0016,66006,2011,10,18,23.4,2,,,,
IDCJAC0016,66006,2011,10,19,27,3,,,,
IDCJAC0016,66006,2011,10,20,27.3,4,,,,
IDCJAC0016,66006,2011,10,21,26.9,5,,,,
IDCJAC0016,66006,2011,10,22,25,6,,,,
IDCJAC0016,66006,2011,10,23,23.8,0,,,,
IDCJAC0016,66006,2011,10,24,26.9,1,,,,
IDCJAC0016,66006,2011,10,25,5.5,2,,,,
IDCJAC0016,66006,2011,10,26,5.3,3,,,,
IDCJAC0016,66006,2011,10,27,10.6,4,,,,
IDCJAC0016,66006,2011,10,28,20.2,5,,,,
IDCJAC0016,66006,2011,10,29,15.1,6,,,,
IDCJAC0016,66006,2011,10,30,18.1,0,,,,
IDCJAC0016,66006,2011,10,31,27.6,1,,,,
IDCJAC0016,66006,2011,11,1,17,2,,,,
IDCJAC0016,66006,2011,11,2,26.6,3,,,,
IDCJAC0016,66006,2011,11,3,13.2,4,,,,
IDCJAC0016,66006,2011,11,4,25.1,5,,,,
IDCJAC0016,66006,2011,11,5,29.5,6,,,,
IDCJAC0016,66006,2011,11,6,20.7,0,,,,
IDCJAC0016,66006,2011,11,7,19.2,1,,,,
IDCJAC0016,66006,2011,11,8,22.9,2,,,,
IDCJAC0016,66006,2011,11,9,25.3,3,,,,
IDCJAC0016,66006,2011,11,10,12.6,4,,,,
IDCJAC0016,66006,2011,11,11,29.4,5,,,,
IDCJAC0016,66006,2011,11,12,25.1,6,,,,
IDCJAC0016,66006,2011,11,13,21.3,0,,,,
IDCJAC0016,66006,2011,11,14,25.4,1,,,,
IDCJAC0016,66006,2011,11,15,30.4,2,,,,
IDCJAC0016,66006,2011,11,16,4.3,3,,,,
IDCJAC0016,66006,2011,11,17,3.7,4,,,,
IDCJAC0016,66006,2011,11,18,22.4,5,,,,
IDCJAC0016,66006,2011,11,19,29.8,6,,,,
IDCJAC0016,66006,2011,11,20,19.1,0,,,,
IDCJAC0016,66006,2011,11,21,9.9,1,,,,
IDCJAC0016,66006,2011,11,22,2.8,2,,,,
IDCJAC0016,66006,2011,11,23,2.7,3,,,,
IDCJAC0016,66006,2011,11,24,3,4,,,,
IDCJAC0016,66006,2011,11,25,3.3,5,,,,
IDCJAC0016,66006,2011,11,26,16.8,6,,,,
IDCJAC0016,66006,2011,11,27,28.4,0,,,,
IDCJAC0016,66006,2011,11,28,31.9,1,,,,
IDCJAC0016,66006,2011,11,29,23.2,2,,,,
IDCJAC0016,66006,2011,11,30,12.5,3,,,,
IDCJAC0016,66006,2011,12,1,22.7,4,,,,
IDCJAC0016,66006,2011,12,2,23.7,5,,,,
IDCJAC0016,66006,2011,12,3,31.4,6,,,,
IDCJAC0016,66006,2011,12,4,11.5,0,,,,
IDCJAC0016,66006,2011,12,5,15.3,1,,,,
IDCJAC0016,66006,2011,12,6,10.5,2,,,,
IDCJAC0016,66006,2011,12,7,15.7,3,,,,
IDCJAC0016,66006,2011,12,8,15.2,4,,,,
IDCJAC0016,66006,2011,12,9,27.1,5,,,,
IDCJAC0016,66006,2011,12,10,14.9,6,,,,
IDCJAC0016,66006,2011,12,11,15,0,,,,
IDCJAC0016,66006,2011,12,12,4,1,,,,
IDCJAC0016,66006,2011,12,13,19.1,2,,,,
IDCJAC0016,66006,2011,12,14,18.9,3,,,,
IDCJAC0016,66006,2011,12,15,22.1,4,,,,
IDCJAC0016,66006,2011,12,16,13,5,,,,
IDCJAC0016,66006,2011,12,17,21.1,6,,,,
IDCJAC0016,66006,2011,12,18,19.7,0,,,,
IDCJAC0016,66006,2011,12,19,4.8,1,,,,
IDCJAC0016,66006,2011,12,20,18.7,2,,,,
IDCJAC0016,66006,2011,12,21,14.5,3,,,,
