Product code,Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),DayTyep_Idx,,,,interpolation rule: follow previous data
IDCJAC0016,66006,2011,12,22,11.1,4,,,,
IDCJAC0016,66006,2011,12,23,21.5,5,,,,
IDCJAC0016,66006,2011,12,24,26.6,6,,,,
IDCJAC0016,66006,2011,12,25,30.8,0,,,,
IDCJAC0016,66006,2011,12,26,13.8,1,,,,
IDCJAC0016,66006,2011,12,27,20.8,2,,,,
IDCJAC0016,66006,2011,12,28,29.1,3,,,,
IDCJAC0016,66006,2011,12,29,28.6,4,,,,
IDCJAC0016,66006,2011,12,30,25.9,5,,,,
IDCJAC0016,66006,2011,12,31,21.7,6,,,,
IDCJAC0016,66006,2012,1,1,33.9,0,,,,
IDCJAC0016,66006,2012,1,2,32.7,1,,,,
IDCJAC0016,66006,2012,1,3,32.1,2,,,,
IDCJAC0016,66006,2012,1,4,25.1,3,,,,
IDCJAC0016,66006,2012,1,5,20.1,4,,,,
IDCJAC0016,66006,2012,1,6,13.3,5,,,,
IDCJAC0016,66006,2012,1,7,32.6,6,,,,
IDCJAC0016,66006,2012,1,8,15.6,0,,,,
IDCJAC0016,66006,2012,1,9,32,1,,,,
IDCJAC0016,66006,2012,1,10,31.2,2,,,,
IDCJAC0016,66006,2012,1,11,31.5,3,,,,
IDCJAC0016,66006,2012,1,12,33,4,,,,
IDCJAC0016,66006,2012,1,13,31.9,5,,,,
IDCJAC0016,66006,2012,1,14,8.8,6,,,,
IDCJAC0016,66006,2012,1,15,13.6,0,,,,
IDCJAC0016,66006,2012,1,16,22.9,1,,,,
IDCJAC0016,66006,2012,1,17,31.8,2,,,,
IDCJAC0016,66006,2012,1,18,29.1,3,,,,
IDCJAC0016,66006,2012,1,19,24.9,4,,,,
IDCJAC0016,66006,2012,1,20,21.9,5,,,,
IDCJAC0016,66006,2012,1,21,9.7,6,,,,
IDCJAC0016,66006,2012,1,22,23.7,0,,,,
IDCJAC0016,66006,2012,1,23,24.1,1,,,,
IDCJAC0016,66006,2012,1,24,12.1,2,,,,
IDCJAC0016,66006,2012,1,25,6.3,3,,,,
IDCJAC0016,66006,2012,1,26,18.6,4,,,,
IDCJAC0016,66006,2012,1,27,13.7,5,,,,
IDCJAC0016,66006,2012,1,28,21.5,6,,,,
IDCJAC0016,66006,2012,1,29,25.9,0,,,,
IDCJAC0016,66006,2012,1,30,25.8,1,,,,
IDCJAC0016,66006,2012,1,31,13.2,2,,,,
IDCJAC0016,66006,2012,2,1,4.8,3,,,,
IDCJAC0016,66006,2012,2,2,3.2,4,,,,
IDCJAC0016,66006,2012,2,3,5.9,5,,,,
IDCJAC0016,66006,2012,2,4,21.7,6,,,,
IDCJAC0016,66006,2012,2,5,29.9,0,,,,
IDCJAC0016,66006,2012,2,6,23.5,1,,,,
IDCJAC0016,66006,2012,2,7,7.2,2,,,,
IDCJAC0016,66006,2012,2,8,7.5,3,,,,
IDCJAC0016,66006,2012,2,9,20.3,4,,,,
IDCJAC0016,66006,2012,2,10,14.8,5,,,,
IDCJAC0016,66006,2012,2,11,17.8,6,,,,
IDCJAC0016,66006,2012,2,12,24.1,0,,,,
IDCJAC0016,66006,2012,2,13,15.2,1,,,,
IDCJAC0016,66006,2012,2,14,19,2,,,,
IDCJAC0016,66006,2012,2,15,27.6,3,,,,
IDCJAC0016,66006,2012,2,16,27.1,4,,,,
IDCJAC0016,66006,2012,2,17,19.1,5,,,,
IDCJAC0016,66006,2012,2,18,22.3,6,,,,
IDCJAC0016,66006,2012,2,19,26,0,,,,
IDCJAC0016,66006,2012,2,20,19.7,1,,,,
IDCJAC0016,66006,2012,2,21,22.8,2,,,,
IDCJAC0016,66006,2012,2,22,21.7,3,,,,
IDCJAC0016,66006,2012,2,23,26.9,4,,,,
IDCJAC0016,66006,2012,2,24,27.2,5,,,,
IDCJAC0016,66006,2012,2,25,26.4,6,,,,
IDCJAC0016,66006,2012,2,26,11.4,0,,,,
IDCJAC0016,66006,2012,2,27,19.2,1,,,,
IDCJAC0016,66006,2012,2,28,16.2,2,,,,
IDCJAC0016,66006,2012,2,29,2.9,3,,,,
IDCJAC0016,66006,2012,3,1,9.9,4,,,,
IDCJAC0016,66006,2012,3,2,2.3,5,,,,
IDCJAC0016,66006,2012,3,3,2.7,6,,,,
IDCJAC0016,66006,2012,3,4,21.3,0,,,,
IDCJAC0016,66006,2012,3,5,25.9,1,,,,
IDCJAC0016,66006,2012,3,6,20.1,2,,,,
IDCJAC0016,66006,2012,3,7,12.2,3,,,,
IDCJAC0016,66006,2012,3,8,7.8,4,,,,
IDCJAC0016,66006,2012,3,9,24.8,5,,,,
IDCJAC0016,66006,2012,3,10,23.3,6,,,,
IDCJAC0016,66006,2012,3,11,23.5,0,,,,
IDCJAC0016,66006,2012,3,12,4.1,1,,,,
IDCJAC0016,66006,2012,3,13,23.5,2,,,,
IDCJAC0016,66006,2012,3,14,21.9,3,,,,
IDCJAC0016,66006,2012,3,15,20,4,,,,
IDCJAC0016,66006,2012,3,16,22.2,5,,,,
IDCJAC0016,66006,2012,3,17,2.6,6,,,,
IDCJAC0016,66006,2012,3,18,16.1,0,,,,
IDCJAC0016,66006,2012,3,19,12.5,1,,,,
IDCJAC0016,66006,2012,3,20,14.2,2,,,,
IDCJAC0016,66006,2012,3,21,17.1,3,,,,
IDCJAC0016,66006,2012,3,22,2,4,,,,
IDCJAC0016,66006,2012,3,23,22.6,5,,,,
IDCJAC0016,66006,2012,3,24,22.9,6,,,,
IDCJAC0016,66006,2012,3,25,8.6,0,,,,
IDCJAC0016,66006,2012,3,26,13,1,,,,
IDCJAC0016,66006,2012,3,27,17.5,2,,,,
IDCJAC0016,66006,2012,3,28,4,3,,,,
IDCJAC0016,66006,2012,3,29,16.9,4,,,,
IDCJAC0016,66006,2012,3,30,15.8,5,,,,
IDCJAC0016,66006,2012,3,31,18.9,6,,,,
IDCJAC0016,66006,2012,4,1,18.6,0,,,,
IDCJAC0016,66006,2012,4,2,17,1,,,,
IDCJAC0016,66006,2012,4,3,18.1,2,,,,
IDCJAC0016,66006,2012,4,4,19.2,3,,,,
IDCJAC0016,66006,2012,4,5,17.4,4,,,,
IDCJAC0016,66006,2012,4,6,18.1,5,,,,
IDCJAC0016,66006,2012,4,7,18.7,6,,,,
IDCJAC0016,66006,2012,4,8,7.6,0,,,,
IDCJAC0016,66006,2012,4,9,19.6,1,,,,
IDCJAC0016,66006,2012,4,10,16.3,2,,,,
IDCJAC0016,66006,2012,4,11,14.5,3,,,,
IDCJAC0016,66006,2012,4,12,16.3,4,,,,
IDCJAC0016,66006,2012,4,13,17.6,5,,,,
IDCJAC0016,66006,2012,4,14,15,6,,,,
IDCJAC0016,66006,2012,4,15,12.3,0,,,,
IDCJAC0016,66006,2012,4,16,15.2,1,,,,
IDCJAC0016,66006,2012,4,17,3.5,2,,,,
IDCJAC0016,66006,2012,4,18,3.7,3,,,,
IDCJAC0016,66006,2012,4,19,10.7,4,,,,
IDCJAC0016,66006,2012,4,20,15.1,5,,,,
IDCJAC0016,66006,2012,4,21,11.2,6,,,,
IDCJAC0016,66006,2012,4,22,8,0,,,,
IDCJAC0016,66006,2012,4,23,2.7,1,,,,
IDCJAC0016,66006,2012,4,24,13,2,,,,
IDCJAC0016,66006,2012,4,25,15.6,3,,,,
IDCJAC0016,66006,2012,4,26,12.8,4,,,,
IDCJAC0016,66006,2012,4,27,14.6,5,,,,
IDCJAC0016,66006,2012,4,28,11.7,6,,,,
IDCJAC0016,66006,2012,4,29,9.8,0,,,,
IDCJAC0016,66006,2012,4,30,9.8,1,,,,
IDCJAC0016,66006,2012,5,1,15.1,2,,,,
IDCJAC0016,66006,2012,5,2,15.2,3,,,,
IDCJAC0016,66006,2012,5,3,14.8,4,,,,
IDCJAC0016,66006,2012,5,4,15.1,5,,,,
IDCJAC0016,66006,2012,5,5,11.7,6,,,,
IDCJAC0016,66006,2012,5,6,15.2,0,,,,
IDCJAC0016,66006,2012,5,7,8.3,1,,,,
IDCJAC0016,66006,2012,5,8,13.7,2,,,,
IDCJAC0016,66006,2012,5,9,13.5,3,,,,
IDCJAC0016,66006,2012,5,10,13.4,4,,,,
IDCJAC0016,66006,2012,5,11,8.7,5,,,,
IDCJAC0016,66006,2012,5,12,11.7,6,,,,
IDCJAC0016,66006,2012,5,13,12.8,0,,,,
IDCJAC0016,66006,2012,5,14,12.7,1,,,,
IDCJAC0016,66006,2012,5,15,12.6,2,,,,
IDCJAC0016,66006,2012,5,16,11.5,3,,,,
IDCJAC0016,66006,2012,5,17,12.3,4,,,,
IDCJAC0016,66006,2012,5,18,12.1,5,,,,
IDCJAC0016,66006,2012,5,19,12,6,,,,
IDCJAC0016,66006,2012,5,20,6.7,0,,,,
IDCJAC0016,66006,2012,5,21,11.4,1,,,,
IDCJAC0016,66006,2012,5,22,11.7,2,,,,
IDCJAC0016,66006,2012,5,23,11.5,3,,,,
IDCJAC0016,66006,2012,5,24,3.8,4,,,,
IDCJAC0016,66006,2012,5,25,6.8,5,,,,
IDCJAC0016,66006,2012,5,26,11.2,6,,,,
IDCJAC0016,66006,2012,5,27,11.1,0,,,,
IDCJAC0016,66006,2012,5,28,11,1,,,,
IDCJAC0016,66006,2012,5,29,6.1,2,,,,
IDCJAC0016,66006,2012,5,30,9.2,3,,,,
IDCJAC0016,66006,2012,5,31,8.1,4,,,,
IDCJAC0016,66006,2012,6,1,9,5,,,,
IDCJAC0016,66006,2012,6,2,4.3,6,,,,
IDCJAC0016,66006,2012,6,3,3.3,0,,,,
IDCJAC0016,66006,2012,6,4,9.8,1,,,,
IDCJAC0016,66006,2012,6,5,7,2,,,,
IDCJAC0016,66006,2012,6,6,7.9,3,,,,
IDCJAC0016,66006,2012,6,7,10.7,4,,,,
IDCJAC0016,66006,2012,6,8,10.6,5,,,,
IDCJAC0016,66006,2012,6,9,10.5,6,,,,
IDCJAC0016,66006,2012,6,10,5.1,0,,,,
IDCJAC0016,66006,2012,6,11,2.8,1,,,,
IDCJAC0016,66006,2012,6,12,7.3,2,,,,
IDCJAC0016,66006,2012,6,13,5.9,3,,,,
IDCJAC0016,66006,2012,6,14,9.9,4,,,,
IDCJAC0016,66006,2012,6,15,6.5,5,,,,
IDCJAC0016,66006,2012,6,16,2.6,6,,,,
IDCJAC0016,66006,2012,6,17,10.3,0,,,,
IDCJAC0016,66006,2012,6,18,10.2,1,,,,
IDCJAC0016,66006,2012,6,19,10.1,2,,,,
IDCJAC0016,66006,2012,6,20,10.1,3,,,,
IDCJAC0016,66006,2012,6,21,5.7,4,,,,
IDCJAC0016,66006,2012,6,22,3.8,5,,,,
IDCJAC0016,66006,2012,6,23,10.1,6,,,,
IDCJAC0016,66006,2012,6,24,10.2,0,,,,
IDCJAC0016,66006,2012,6,25,10.2,1,,,,
IDCJAC0016,66006,2012,6,26,4.3,2,,,,
IDCJAC0016,66006,2012,6,27,7.8,3,,,,
IDCJAC0016,66006,2012,6,28,8.7,4,,,,
IDCJAC0016,66006,2012,6,29,9.5,5,,,,
IDCJAC0016,66006,2012,6,30,9.9,6,,,,
IDCJAC0016,66006,2012,7,1,7.3,0,,,,
IDCJAC0016,66006,2012,7,2,9.4,1,,,,
IDCJAC0016,66006,2012,7,3,9.9,2,,,,
IDCJAC0016,66006,2012,7,4,9.4,3,,,,
IDCJAC0016,66006,2012,7,5,6.7,4,,,,
IDCJAC0016,66006,2012,7,6,8,5,,,,
IDCJAC0016,66006,2012,7,7,6,6,,,,
IDCJAC0016,66006,2012,7,8,10.6,0,,,,
IDCJAC0016,66006,2012,7,9,10.8,1,,,,
IDCJAC0016,66006,2012,7,10,7.8,2,,,,
IDCJAC0016,66006,2012,7,11,11,3,,,,
IDCJAC0016,66006,2012,7,12,3.9,4,,,,
IDCJAC0016,66006,2012,7,13,9.2,5,,,,
IDCJAC0016,66006,2012,7,14,10.5,6,,,,
IDCJAC0016,66006,2012,7,15,11.4,0,,,,
IDCJAC0016,66006,2012,7,16,11.4,1,,,,
IDCJAC0016,66006,2012,7,17,11.6,2,,,,
IDCJAC0016,66006,2012,7,18,11.3,3,,,,
IDCJAC0016,66006,2012,7,19,6.6,4,,,,
IDCJAC0016,66006,2012,7,20,11.7,5,,,,
IDCJAC0016,66006,2012,7,21,4.4,6,,,,
IDCJAC0016,66006,2012,7,22,8.5,0,,,,
IDCJAC0016,66006,2012,7,23,8.7,1,,,,
IDCJAC0016,66006,2012,7,24,4.5,2,,,,
IDCJAC0016,66006,2012,7,25,12,3,,,,
IDCJAC0016,66006,2012,7,26,5.3,4,,,,
IDCJAC0016,66006,2012,7,27,12.2,5,,,,
IDCJAC0016,66006,2012,7,28,11.8,6,,,,
IDCJAC0016,66006,2012,7,29,9,0,,,,
IDCJAC0016,66006,2012,7,30,12.8,1,,,,
IDCJAC0016,66006,2012,7,31,6.9,2,,,,
IDCJAC0016,66006,2012,8,1,12.6,3,,,,
IDCJAC0016,66006,2012,8,2,12.9,4,,,,
IDCJAC0016,66006,2012,8,3,12.2,5,,,,
IDCJAC0016,66006,2012,8,4,13.4,6,,,,
IDCJAC0016,66006,2012,8,5,11.3,0,,,,
IDCJAC0016,66006,2012,8,6,13.6,1,,,,
IDCJAC0016,66006,2012,8,7,13.9,2,,,,
IDCJAC0016,66006,2012,8,8,14.1,3,,,,
IDCJAC0016,66006,2012,8,9,12.1,4,,,,
IDCJAC0016,66006,2012,8,10,7.5,5,,,,
IDCJAC0016,66006,2012,8,11,7.1,6,,,,
IDCJAC0016,66006,2012,8,12,9.3,0,,,,
IDCJAC0016,66006,2012,8,13,13.8,1,,,,
IDCJAC0016,66006,2012,8,14,11.9,2,,,,
IDCJAC0016,66006,2012,8,15,11.7,3,,,,
IDCJAC0016,66006,2012,8,16,15.6,4,,,,
IDCJAC0016,66006,2012,8,17,12.2,5,,,,
IDCJAC0016,66006,2012,8,18,14.8,6,,,,
IDCJAC0016,66006,2012,8,19,15,0,,,,
IDCJAC0016,66006,2012,8,20,16.4,1,,,,
IDCJAC0016,66006,2012,8,21,16.8,2,,,,
IDCJAC0016,66006,2012,8,22,14.4,3,,,,
IDCJAC0016,66006,2012,8,23,13.4,4,,,,
IDCJAC0016,66006,2012,8,24,17.4,5,,,,
IDCJAC0016,66006,2012,8,25,17.4,6,,,,
IDCJAC0016,66006,2012,8,26,17.4,0,,,,
IDCJAC0016,66006,2012,8,27,17.2,1,,,,
IDCJAC0016,66006,2012,8,28,17.9,2,,,,
IDCJAC0016,66006,2012,8,29,12.2,3,,,,
IDCJAC0016,66006,2012,8,30,17.8,4,,,,
IDCJAC0016,66006,2012,8,31,17.1,5,,,,
IDCJAC0016,66006,2012,9,1,14.2,6,,,,
IDCJAC0016,66006,2012,9,2,17,0,,,,
IDCJAC0016,66006,2012,9,3,17.8,1,,,,
IDCJAC0016,66006,2012,9,4,16.8,2,,,,
IDCJAC0016,66006,2012,9,5,17.9,3,,,,
IDCJAC0016,66006,2012,9,6,18.3,4,,,,
IDCJAC0016,66006,2012,9,7,14.4,5,,,,
IDCJAC0016,66006,2012,9,8,18.3,6,,,,
IDCJAC0016,66006,2012,9,9,19,0,,,,
IDCJAC0016,66006,2012,9,10,19.2,1,,,,
IDCJAC0016,66006,2012,9,11,17.2,2,,,,
IDCJAC0016,66006,2012,9,12,18.3,3,,,,
IDCJAC0016,66006,2012,9,13,7.1,4,,,,
IDCJAC0016,66006,2012,9,14,20,5,,,,
IDCJAC0016,66006,2012,9,15,18.8,6,,,,
IDCJAC0016,66006,2012,9,16,20.5,0,,,,
IDCJAC0016,66006,2012,9,17,16.4,1,,,,
IDCJAC0016,66006,2012,9,18,17.5,2,,,,
IDCJAC0016,66006,2012,9,19,19,3,,,,
IDCJAC0016,66006,2012,9,20,19.9,4,,,,
IDCJAC0016,66006,2012,9,21,9.7,5,,,,
IDCJAC0016,66006,2012,9,22,22,6,,,,
IDCJAC0016,66006,2012,9,23,22.5,0,,,,
IDCJAC0016,66006,2012,9,24,21.9,1,,,,
IDCJAC0016,66006,2012,9,25,14.8,2,,,,
IDCJAC0016,66006,2012,9,26,19,3,,,,
IDCJAC0016,66006,2012,9,27,18.4,4,,,,
IDCJAC0016,66006,2012,9,28,19.8,5,,,,
IDCJAC0016,66006,2012,9,29,19.3,6,,,,
IDCJAC0016,66006,2012,9,30,23.8,0,,,,
IDCJAC0016,66006,2012,10,1,22,1,,,,
IDCJAC0016,66006,2012,10,2,20.5,2,,,,
IDCJAC0016,66006,2012,10,3,23.3,3,,,,
IDCJAC0016,66006,2012,10,4,24,4,,,,
IDCJAC0016,66006,2012,10,5,23.5,5,,,,
IDCJAC0016,66006,2012,10,6,3.8,6,,,,
IDCJAC0016,66006,2012,10,7,24.3,0,,,,
IDCJAC0016,66006,2012,10,8,15.2,1,,,,
IDCJAC0016,66006,2012,10,9,17.9,2,,,,
IDCJAC0016,66006,2012,10,10,25.4,3,,,,
IDCJAC0016,66006,2012,10,11,6.5,4,,,,
IDCJAC0016,66006,2012,10,12,9.5,5,,,,
IDCJAC0016,66006,2012,10,13,22.8,6,,,,
IDCJAC0016,66006,2012,10,14,21.3,0,,,,
IDCJAC0016,66006,2012,10,15,26.6,1,,,,
IDCJAC0016,66006,2012,10,16,24.8,2,,,,
IDCJAC0016,66006,2012,10,17,25.4,3,,,,
IDCJAC0016,66006,2012,10,18,22.8,4,,,,
IDCJAC0016,66006,2012,10,19,23.5,5,,,,
IDCJAC0016,66006,2012,10,20,26.8,6,,,,
IDCJAC0016,66006,2012,10,21,13.1,0,,,,
IDCJAC0016,66006,2012,10,22,16.4,1,,,,
IDCJAC0016,66006,2012,10,23,24.5,2,,,,
IDCJAC0016,66006,2012,10,24,27.5,3,,,,
IDCJAC0016,66006,2012,10,25,25.5,4,,,,
IDCJAC0016,66006,2012,10,26,5.5,5,,,,
IDCJAC0016,66006,2012,10,27,27.1,6,,,,
IDCJAC0016,66006,2012,10,28,13.5,0,,,,
IDCJAC0016,66006,2012,10,29,25.6,1,,,,
IDCJAC0016,66006,2012,10,30,27.2,2,,,,
IDCJAC0016,66006,2012,10,31,29.3,3,,,,
IDCJAC0016,66006,2012,11,1,9,4,,,,
IDCJAC0016,66006,2012,11,2,27.8,5,,,,
IDCJAC0016,66006,2012,11,3,7,6,,,,
IDCJAC0016,66006,2012,11,4,24,0,,,,
IDCJAC0016,66006,2012,11,5,26.3,1,,,,
IDCJAC0016,66006,2012,11,6,21.7,2,,,,
IDCJAC0016,66006,2012,11,7,6,3,,,,
IDCJAC0016,66006,2012,11,8,18,4,,,,
IDCJAC0016,66006,2012,11,9,22.3,5,,,,
IDCJAC0016,66006,2012,11,10,13.7,6,,,,
IDCJAC0016,66006,2012,11,11,29.8,0,,,,
IDCJAC0016,66006,2012,11,12,29.4,1,,,,
IDCJAC0016,66006,2012,11,13,25.8,2,,,,
IDCJAC0016,66006,2012,11,14,9.6,3,,,,
IDCJAC0016,66006,2012,11,15,22.1,4,,,,
IDCJAC0016,66006,2012,11,16,2.4,5,,,,
IDCJAC0016,66006,2012,11,17,20,6,,,,
IDCJAC0016,66006,2012,11,18,25.7,0,,,,
IDCJAC0016,66006,2012,11,19,22.6,1,,,,
IDCJAC0016,66006,2012,11,20,19.2,2,,,,
IDCJAC0016,66006,2012,11,21,26.9,3,,,,
IDCJAC0016,66006,2012,11,22,6.6,4,,,,
IDCJAC0016,66006,2012,11,23,19.3,5,,,,
IDCJAC0016,66006,2012,11,24,26.6,6,,,,
IDCJAC0016,66006,2012,11,25,31.8,0,,,,
IDCJAC0016,66006,2012,11,26,19.4,1,,,,
IDCJAC0016,66006,2012,11,27,11.8,2,,,,
IDCJAC0016,66006,2012,11,28,4.4,3,,,,
IDCJAC0016,66006,2012,11,29,26.8,4,,,,
IDCJAC0016,66006,2012,11,30,25.6,5,,,,
IDCJAC0016,66006,2012,12,1,20.4,6,,,,
IDCJAC0016,66006,2012,12,2,12.9,0,,,,
IDCJAC0016,66006,2012,12,3,6.5,1,,,,
IDCJAC0016,66006,2012,12,4,33.2,2,,,,
IDCJAC0016,66006,2012,12,5,32.5,3,,,,
IDCJAC0016,66006,2012,12,6,33.2,4,,,,
IDCJAC0016,66006,2012,12,7,15.5,5,,,,
IDCJAC0016,66006,2012,12,8,31.7,6,,,,
IDCJAC0016,66006,2012,12,9,19.8,0,,,,
IDCJAC0016,66006,2012,12,10,10.9,1,,,,
IDCJAC0016,66006,2012,12,11,11.5,2,,,,
IDCJAC0016,66006,2012,12,12,29,3,,,,
IDCJAC0016,66006,2012,12,13,33.8,4,,,,
IDCJAC0016,66006,2012,12,14,15.7,5,,,,
IDCJAC0016,66006,2012,12,15,6.5,6,,,,
IDCJAC0016,66006,2012,12,16,24,0,,,,
IDCJAC0016,66006,2012,12,17,9.5,1,,,,
IDCJAC0016,66006,2012,12,18,32.8,2,,,,
IDCJAC0016,66006,2012,12,19,27.2,3,,,,
IDCJAC0016,66006,2012,12,20,20.6,4,,,,
IDCJAC0016,66006,2012,12,21,20.3,5,,,,
IDCJAC0016,66006,2012,12,22,16.5,6,,,,
IDCJAC0016,66006,2012,12,23,31.2,0,,,,
IDCJAC0016,66006,2012,12,24,25,1,,,,
IDCJAC0016,66006,2012,12,25,2.6,2,,,,
IDCJAC0016,66006,2012,12,26,19.8,3,,,,
IDCJAC0016,66006,2012,12,27,30,4,,,,
IDCJAC0016,66006,2012,12,28,32.2,5,,,,
IDCJAC0016,66006,2012,12,29,27.3,6,,,,
IDCJAC0016,66006,2012,12,30,20.3,0,,,,
IDCJAC0016,66006,2012,12,31,33.9,1,,,,
IDCJAC0016,66006,2013,1,1,32.4,2,,,,
IDCJAC0016,66006,2013,1,2,10,3,,,,
IDCJAC0016,66006,2013,1,3,28.8,4,,,,
IDCJAC0016,66006,2013,1,4,33.5,5,,,,
IDCJAC0016,66006,2013,1,5,33.4,6,,,,
IDCJAC0016,66006,2013,1,6,32.8,0,,,,
IDCJAC0016,66006,2013,1,7,26.8,1,,,,
IDCJAC0016,66006,2013,1,8,25.5,2,,,,
IDCJAC0016,66006,2013,1,9,20.9,3,,,,
IDCJAC0016,66006,2013,1,10,14,4,,,,
IDCJAC0016,66006,2013,1,11,31.1,5,,,,
IDCJAC0016,66006,2013,1,12,12.7,6,,,,
IDCJAC0016,66006,2013,1,13,5.9,0,,,,
IDCJAC0016,66006,2013,1,14,28.3,1,,,,
IDCJAC0016,66006,2013,1,15,28.7,2,,,,
IDCJAC0016,66006,2013,1,16,30.1,3,,,,
IDCJAC0016,66006,2013,1,17,30.7,4,,,,
IDCJAC0016,66006,2013,1,18,25,5,,,,
IDCJAC0016,66006,2013,1,19,10.8,6,,,,
IDCJAC0016,66006,2013,1,20,6.1,0,,,,
IDCJAC0016,66006,2013,1,21,18.5,1,,,,
IDCJAC0016,66006,2013,1,22,21.6,2,,,,
IDCJAC0016,66006,2013,1,23,15.4,3,,,,
IDCJAC0016,66006,2013,1,24,29.5,4,,,,
IDCJAC0016,66006,2013,1,25,29.9,5,,,,
IDCJAC0016,66006,2013,1,26,21.4,6,,,,
IDCJAC0016,66006,2013,1,27,3.1,0,,,,
IDCJAC0016,66006,2013,1,28,2.5,1,,,,
IDCJAC0016,66006,2013,1,29,17.7,2,,,,
IDCJAC0016,66006,2013,1,30,21.1,3,,,,
IDCJAC0016,66006,2013,1,31,28.5,4,,,,
IDCJAC0016,66006,2013,2,1,10.2,5,,,,
IDCJAC0016,66006,2013,2,2,8.9,6,,,,
IDCJAC0016,66006,2013,2,3,16.1,0,,,,
IDCJAC0016,66006,2013,2,4,28.8,1,,,,
IDCJAC0016,66006,2013,2,5,25.3,2,,,,
IDCJAC0016,66006,2013,2,6,29.5,3,,,,
IDCJAC0016,66006,2013,2,7,30.3,4,,,,
IDCJAC0016,66006,2013,2,8,29.8,5,,,,
IDCJAC0016,66006,2013,2,9,23.7,6,,,,
IDCJAC0016,66006,2013,2,10,22.7,0,,,,
IDCJAC0016,66006,2013,2,11,7.8,1,,,,
IDCJAC0016,66006,2013,2,12,6.5,2,,,,
IDCJAC0016,66006,2013,2,13,17.3,3,,,,
IDCJAC0016,66006,2013,2,14,27,4,,,,
IDCJAC0016,66006,2013,2,15,20.6,5,,,,
IDCJAC0016,66006,2013,2,16,18.4,6,,,,
IDCJAC0016,66006,2013,2,17,25.2,0,,,,
IDCJAC0016,66006,2013,2,18,23.2,1,,,,
IDCJAC0016,66006,2013,2,19,24.6,2,,,,
IDCJAC0016,66006,2013,2,20,23.3,3,,,,
IDCJAC0016,66006,2013,2,21,21.1,4,,,,
IDCJAC0016,66006,2013,2,22,18.5,5,,,,
IDCJAC0016,66006,2013,2,23,4,6,,,,
IDCJAC0016,66006,2013,2,24,21.7,0,,,,
IDCJAC0016,66006,2013,2,25,22.8,1,,,,
IDCJAC0016,66006,2013,2,26,23.1,2,,,,
IDCJAC0016,66006,2013,2,27,24.6,3,,,,
IDCJAC0016,66006,2013,2,28,7.2,4,,,,
IDCJAC0016,66006,2013,3,1,3.1,5,,,,
IDCJAC0016,66006,2013,3,2,8.8,6,,,,
IDCJAC0016,66006,2013,3,3,14.4,0,,,,
IDCJAC0016,66006,2013,3,4,24.2,1,,,,
IDCJAC0016,66006,2013,3,5,23,2,,,,
IDCJAC0016,66006,2013,3,6,21.8,3,,,,
IDCJAC0016,66006,2013,3,7,25.8,4,,,,
IDCJAC0016,66006,2013,3,8,20.3,5,,,,
IDCJAC0016,66006,2013,3,9,19.9,6,,,,
IDCJAC0016,66006,2013,3,10,23.3,0,,,,
IDCJAC0016,66006,2013,3,11,20.6,1,,,,
IDCJAC0016,66006,2013,3,12,18.6,2,,,,
IDCJAC0016,66006,2013,3,13,24.3,3,,,,
IDCJAC0016,66006,2013,3,14,6.2,4,,,,
IDCJAC0016,66006,2013,3,15,7.8,5,,,,
IDCJAC0016,66006,2013,3,16,22.5,6,,,,
IDCJAC0016,66006,2013,3,17,22.6,0,,,,
IDCJAC0016,66006,2013,3,18,22.4,1,,,,
IDCJAC0016,66006,2013,3,19,19.5,2,,,,
IDCJAC0016,66006,2013,3,20,19.4,3,,,,
IDCJAC0016,66006,2013,3,21,19.2,4,,,,
IDCJAC0016,66006,2013,3,22,13.6,5,,,,
IDCJAC0016,66006,2013,3,23,13.1,6,,,,
IDCJAC0016,66006,2013,3,24,21.4,0,,,,
IDCJAC0016,66006,2013,3,25,21,1,,,,
IDCJAC0016,66006,2013,3,26,16,2,,,,
IDCJAC0016,66006,2013,3,27,20.4,3,,,,
IDCJAC0016,66006,2013,3,28,15.9,4,,,,
IDCJAC0016,66006,2013,3,29,12.7,5,,,,
IDCJAC0016,66006,2013,3,30,19.7,6,,,,
IDCJAC0016,66006,2013,3,31,13.3,0,,,,
IDCJAC0016,66006,2013,4,1,16.3,1,,,,
IDCJAC0016,66006,2013,4,2,20.3,2,,,,
IDCJAC0016,66006,2013,4,3,3.7,3,,,,
IDCJAC0016,66006,2013,4,4,6.2,4,,,,
IDCJAC0016,66006,2013,4,5,12.6,5,,,,
IDCJAC0016,66006,2013,4,6,9.9,6,,,,
IDCJAC0016,66006,2013,4,7,15.8,0,,,,
IDCJAC0016,66006,2013,4,8,14.9,1,,,,
IDCJAC0016,66006,2013,4,9,11.3,2,,,,
IDCJAC0016,66006,2013,4,10,18,3,,,,
IDCJAC0016,66006,2013,4,11,18.4,4,,,,
IDCJAC0016,66006,2013,4,12,14.5,5,,,,
IDCJAC0016,66006,2013,4,13,17.7,6,,,,
IDCJAC0016,66006,2013,4,14,17.5,0,,,,
IDCJAC0016,66006,2013,4,15,14,1,,,,
IDCJAC0016,66006,2013,4,16,9,2,,,,
IDCJAC0016,66006,2013,4,17,13.5,3,,,,
