Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality,DayTyep_Idx
IDCJAC0011,66062,2011,3,17,20.6,1,Y,4
IDCJAC0011,66062,2011,3,18,20,1,Y,5
IDCJAC0011,66062,2011,3,19,19.4,1,Y,6
IDCJAC0011,66062,2011,3,20,18.8,1,Y,0
IDCJAC0011,66062,2011,3,21,19.4,1,Y,1
IDCJAC0011,66062,2011,3,22,21.1,1,Y,2
IDCJAC0011,66062,2011,3,23,19.9,1,Y,3
IDCJAC0011,66062,2011,3,24,18.2,1,Y,4
IDCJAC0011,66062,2011,3,25,17.7,1,Y,5
IDCJAC0011,66062,2011,3,26,17.7,1,Y,6
IDCJAC0011,66062,2011,3,27,16.1,1,Y,0
IDCJAC0011,66062,2011,3,28,15.9,1,Y,1
IDCJAC0011,66062,2011,3,29,17.1,1,Y,2
IDCJAC0011,66062,2011,3,30,17.8,1,Y,3
IDCJAC0011,66062,2011,3,31,20.1,1,Y,4
IDCJAC0011,66062,2011,4,1,15.8,1,Y,5
IDCJAC0011,66062,2011,4,2,16.5,1,Y,6
IDCJAC0011,66062,2011,4,3,14.4,1,Y,0
IDCJAC0011,66062,2011,4,4,17.3,1,Y,1
IDCJAC0011,66062,2011,4,5,15.6,1,Y,2
IDCJAC0011,66062,2011,4,6,14.9,1,Y,3
IDCJAC0011,66062,2011,4,7,14.9,1,Y,4
IDCJAC0011,66062,2011,4,8,14.7,1,Y,5
IDCJAC0011,66062,2011,4,9,14.6,1,Y,6
IDCJAC0011,66062,2011,4,10,17.7,1,Y,0
IDCJAC0011,66062,2011,4,11,13.4,1,Y,1
IDCJAC0011,66062,2011,4,12,11.5,1,Y,2
IDCJAC0011,66062,2011,4,13,13.9,1,Y,3
IDCJAC0011,66062,2011,4,14,13.9,1,Y,4
IDCJAC0011,66062,2011,4,15,13.5,1,Y,5
IDCJAC0011,66062,2011,4,16,15.7,1,Y,6
IDCJAC0011,66062,2011,4,17,13.9,1,Y,0
IDCJAC0011,66062,2011,4,18,12.7,1,Y,1
IDCJAC0011,66062,2011,4,19,13.6,1,Y,2
IDCJAC0011,66062,2011,4,20,13.9,1,Y,3
IDCJAC0011,66062,2011,4,21,15.2,1,Y,4
IDCJAC0011,66062,2011,4,22,15.7,1,Y,5
IDCJAC0011,66062,2011,4,23,13,1,Y,6
IDCJAC0011,66062,2011,4,24,13.7,1,Y,0
IDCJAC0011,66062,2011,4,25,16.3,1,Y,1
IDCJAC0011,66062,2011,4,26,15.4,1,Y,2
IDCJAC0011,66062,2011,4,27,15.5,1,Y,3
IDCJAC0011,66062,2011,4,28,14.8,1,Y,4
IDCJAC0011,66062,2011,4,29,14,1,Y,5
IDCJAC0011,66062,2011,4,30,16.1,1,Y,6
IDCJAC0011,66062,2011,5,1,14.8,1,Y,0
IDCJAC0011,66062,2011,5,2,12.9,1,Y,1
IDCJAC0011,66062,2011,5,3,14,1,Y,2
IDCJAC0011,66062,2011,5,4,13,1,Y,3
IDCJAC0011,66062,2011,5,5,11.7,1,Y,4
IDCJAC0011,66062,2011,5,6,10.1,1,Y,5
IDCJAC0011,66062,2011,5,7,9.8,1,Y,6
IDCJAC0011,66062,2011,5,8,9.6,1,Y,0
IDCJAC0011,66062,2011,5,9,10.5,1,Y,1
IDCJAC0011,66062,2011,5,10,10.1,1,Y,2
IDCJAC0011,66062,2011,5,11,8.2,1,Y,3
IDCJAC0011,66062,2011,5,12,7.9,1,Y,4
IDCJAC0011,66062,2011,5,13,9.9,1,Y,5
IDCJAC0011,66062,2011,5,14,10.8,1,Y,6
IDCJAC0011,66062,2011,5,15,7.3,1,Y,0
IDCJAC0011,66062,2011,5,16,7.3,1,Y,1
IDCJAC0011,66062,2011,5,17,7.9,1,Y,2
IDCJAC0011,66062,2011,5,18,8.5,1,Y,3
IDCJAC0011,66062,2011,5,19,11.5,1,Y,4
IDCJAC0011,66062,2011,5,20,11.3,1,Y,5
IDCJAC0011,66062,2011,5,21,12.1,1,Y,6
IDCJAC0011,66062,2011,5,22,12.4,1,Y,0
IDCJAC0011,66062,2011,5,23,13.9,1,Y,1
IDCJAC0011,66062,2011,5,24,12.1,1,Y,2
IDCJAC0011,66062,2011,5,25,11.1,1,Y,3
IDCJAC0011,66062,2011,5,26,10.7,1,Y,4
IDCJAC0011,66062,2011,5,27,8.8,1,Y,5
IDCJAC0011,66062,2011,5,28,8.5,1,Y,6
IDCJAC0011,66062,2011,5,29,10.2,1,Y,0
IDCJAC0011,66062,2011,5,30,11.2,1,Y,1
IDCJAC0011,66062,2011,5,31,13.9,1,Y,2
IDCJAC0011,66062,2011,6,1,16.1,1,Y,3
IDCJAC0011,66062,2011,6,2,13.7,1,Y,4
IDCJAC0011,66062,2011,6,3,10.6,1,Y,5
IDCJAC0011,66062,2011,6,4,11.1,1,Y,6
IDCJAC0011,66062,2011,6,5,10.5,1,Y,0
IDCJAC0011,66062,2011,6,6,9.3,1,Y,1
IDCJAC0011,66062,2011,6,7,7,1,Y,2
IDCJAC0011,66062,2011,6,8,8.2,1,Y,3
IDCJAC0011,66062,2011,6,9,7.5,1,Y,4
IDCJAC0011,66062,2011,6,10,8.9,1,Y,5
IDCJAC0011,66062,2011,6,11,9.9,1,Y,6
IDCJAC0011,66062,2011,6,12,11.6,1,Y,0
IDCJAC0011,66062,2011,6,13,12.8,1,Y,1
IDCJAC0011,66062,2011,6,14,13.7,1,Y,2
IDCJAC0011,66062,2011,6,15,14.1,1,Y,3
IDCJAC0011,66062,2011,6,16,14,1,Y,4
IDCJAC0011,66062,2011,6,17,8.2,1,Y,5
IDCJAC0011,66062,2011,6,18,9.9,1,Y,6
IDCJAC0011,66062,2011,6,19,8.3,1,Y,0
IDCJAC0011,66062,2011,6,20,9.3,1,Y,1
IDCJAC0011,66062,2011,6,21,11.8,1,Y,2
IDCJAC0011,66062,2011,6,22,9.6,1,Y,3
IDCJAC0011,66062,2011,6,23,9.8,1,Y,4
IDCJAC0011,66062,2011,6,24,8.1,1,Y,5
IDCJAC0011,66062,2011,6,25,7.7,1,Y,6
IDCJAC0011,66062,2011,6,26,7.8,1,Y,0
IDCJAC0011,66062,2011,6,27,7.5,1,Y,1
IDCJAC0011,66062,2011,6,28,9,1,Y,2
IDCJAC0011,66062,2011,6,29,10.7,1,Y,3
IDCJAC0011,66062,2011,6,30,12.1,1,Y,4
IDCJAC0011,66062,2011,7,1,10.8,1,Y,5
IDCJAC0011,66062,2011,7,2,11.3,1,Y,6
IDCJAC0011,66062,2011,7,3,8.6,1,Y,0
IDCJAC0011,66062,2011,7,4,10.1,1,Y,1
IDCJAC0011,66062,2011,7,5,12.2,1,Y,2
IDCJAC0011,66062,2011,7,6,10.9,1,Y,3
IDCJAC0011,66062,2011,7,7,11.1,1,Y,4
IDCJAC0011,66062,2011,7,8,5.5,1,Y,5
IDCJAC0011,66062,2011,7,9,6.4,1,Y,6
IDCJAC0011,66062,2011,7,10,6.1,1,Y,0
IDCJAC0011,66062,2011,7,11,9.2,1,Y,1
IDCJAC0011,66062,2011,7,12,6.9,1,Y,2
IDCJAC0011,66062,2011,7,13,9.5,1,Y,3
IDCJAC0011,66062,2011,7,14,8.2,1,Y,4
IDCJAC0011,66062,2011,7,15,5.6,1,Y,5
IDCJAC0011,66062,2011,7,16,7.5,1,Y,6
IDCJAC0011,66062,2011,7,17,10.4,1,Y,0
IDCJAC0011,66062,2011,7,18,9.6,1,Y,1
IDCJAC0011,66062,2011,7,19,7.4,1,Y,2
IDCJAC0011,66062,2011,7,20,8.7,1,Y,3
IDCJAC0011,66062,2011,7,21,11.1,1,Y,4
IDCJAC0011,66062,2011,7,22,11.3,1,Y,5
IDCJAC0011,66062,2011,7,23,8.7,1,Y,6
IDCJAC0011,66062,2011,7,24,6.4,1,Y,0
IDCJAC0011,66062,2011,7,25,8.3,1,Y,1
IDCJAC0011,66062,2011,7,26,7,1,Y,2
IDCJAC0011,66062,2011,7,27,8.1,1,Y,3
IDCJAC0011,66062,2011,7,28,7.1,1,Y,4
IDCJAC0011,66062,2011,7,29,7.3,1,Y,5
IDCJAC0011,66062,2011,7,30,7.1,1,Y,6
IDCJAC0011,66062,2011,7,31,7.4,1,Y,0
IDCJAC0011,66062,2011,8,1,9.7,1,Y,1
IDCJAC0011,66062,2011,8,2,9.9,1,Y,2
IDCJAC0011,66062,2011,8,3,12.5,1,Y,3
IDCJAC0011,66062,2011,8,4,12,1,Y,4
IDCJAC0011,66062,2011,8,5,11.3,1,Y,5
IDCJAC0011,66062,2011,8,6,12.7,1,Y,6
IDCJAC0011,66062,2011,8,7,13.7,1,Y,0
IDCJAC0011,66062,2011,8,8,9.4,1,Y,1
IDCJAC0011,66062,2011,8,9,7.8,1,Y,2
IDCJAC0011,66062,2011,8,10,7.8,1,Y,3
IDCJAC0011,66062,2011,8,11,7.3,1,Y,4
IDCJAC0011,66062,2011,8,12,10.3,1,Y,5
IDCJAC0011,66062,2011,8,13,8.3,1,Y,6
IDCJAC0011,66062,2011,8,14,10.3,1,Y,0
IDCJAC0011,66062,2011,8,15,9.4,1,Y,1
IDCJAC0011,66062,2011,8,16,10.6,1,Y,2
IDCJAC0011,66062,2011,8,17,10.2,1,Y,3
IDCJAC0011,66062,2011,8,18,10.9,1,Y,4
IDCJAC0011,66062,2011,8,19,8.6,1,Y,5
IDCJAC0011,66062,2011,8,20,8.9,1,Y,6
IDCJAC0011,66062,2011,8,21,12.3,1,Y,0
IDCJAC0011,66062,2011,8,22,12.7,1,Y,1
IDCJAC0011,66062,2011,8,23,12.2,1,Y,2
IDCJAC0011,66062,2011,8,24,10.4,1,Y,3
IDCJAC0011,66062,2011,8,25,10.4,1,Y,4
IDCJAC0011,66062,2011,8,26,10.8,1,Y,5
IDCJAC0011,66062,2011,8,27,12.4,1,Y,6
IDCJAC0011,66062,2011,8,28,11.3,1,Y,0
IDCJAC0011,66062,2011,8,29,11.2,1,Y,1
IDCJAC0011,66062,2011,8,30,13.6,1,Y,2
IDCJAC0011,66062,2011,8,31,11.4,1,Y,3
IDCJAC0011,66062,2011,9,1,13.4,1,Y,4
IDCJAC0011,66062,2011,9,2,14.2,1,Y,5
IDCJAC0011,66062,2011,9,3,10.1,1,Y,6
IDCJAC0011,66062,2011,9,4,10.6,1,Y,0
IDCJAC0011,66062,2011,9,5,14.2,1,Y,1
IDCJAC0011,66062,2011,9,6,14.7,1,Y,2
IDCJAC0011,66062,2011,9,7,11.6,1,Y,3
IDCJAC0011,66062,2011,9,8,12.6,1,Y,4
IDCJAC0011,66062,2011,9,9,12.2,1,Y,5
IDCJAC0011,66062,2011,9,10,7.4,1,Y,6
IDCJAC0011,66062,2011,9,11,10.2,1,Y,0
IDCJAC0011,66062,2011,9,12,9,1,Y,1
IDCJAC0011,66062,2011,9,13,8.2,1,Y,2
IDCJAC0011,66062,2011,9,14,11.1,1,Y,3
IDCJAC0011,66062,2011,9,15,15.2,1,Y,4
IDCJAC0011,66062,2011,9,16,11.4,1,Y,5
IDCJAC0011,66062,2011,9,17,14.3,1,Y,6
IDCJAC0011,66062,2011,9,18,15.7,1,Y,0
IDCJAC0011,66062,2011,9,19,14.6,1,Y,1
IDCJAC0011,66062,2011,9,20,17.5,1,Y,2
IDCJAC0011,66062,2011,9,21,11.9,1,Y,3
IDCJAC0011,66062,2011,9,22,11.2,1,Y,4
IDCJAC0011,66062,2011,9,23,12.7,1,Y,5
IDCJAC0011,66062,2011,9,24,14.3,1,Y,6
IDCJAC0011,66062,2011,9,25,13.1,1,Y,0
IDCJAC0011,66062,2011,9,26,12.3,1,Y,1
IDCJAC0011,66062,2011,9,27,10.7,1,Y,2
IDCJAC0011,66062,2011,9,28,13.4,1,Y,3
IDCJAC0011,66062,2011,9,29,15.5,1,Y,4
IDCJAC0011,66062,2011,9,30,12.2,1,Y,5
IDCJAC0011,66062,2011,10,1,10.8,1,Y,6
IDCJAC0011,66062,2011,10,2,11.4,1,Y,0
IDCJAC0011,66062,2011,10,3,10.3,1,Y,1
IDCJAC0011,66062,2011,10,4,10.7,1,Y,2
IDCJAC0011,66062,2011,10,5,10,1,Y,3
IDCJAC0011,66062,2011,10,6,13.3,1,Y,4
IDCJAC0011,66062,2011,10,7,14.4,1,Y,5
IDCJAC0011,66062,2011,10,8,15.4,1,Y,6
IDCJAC0011,66062,2011,10,9,13.2,1,Y,0
IDCJAC0011,66062,2011,10,10,12,1,Y,1
IDCJAC0011,66062,2011,10,11,12.2,1,Y,2
IDCJAC0011,66062,2011,10,12,10.9,1,Y,3
IDCJAC0011,66062,2011,10,13,14.9,1,Y,4
IDCJAC0011,66062,2011,10,14,16.6,1,Y,5
IDCJAC0011,66062,2011,10,15,17.1,1,Y,6
IDCJAC0011,66062,2011,10,16,17.1,1,Y,0
IDCJAC0011,66062,2011,10,17,13.2,1,Y,1
IDCJAC0011,66062,2011,10,18,13,1,Y,2
IDCJAC0011,66062,2011,10,19,12.3,1,Y,3
IDCJAC0011,66062,2011,10,20,13.5,1,Y,4
IDCJAC0011,66062,2011,10,21,15.9,1,Y,5
IDCJAC0011,66062,2011,10,22,17.6,1,Y,6
IDCJAC0011,66062,2011,10,23,19,1,Y,0
IDCJAC0011,66062,2011,10,24,18,1,Y,1
IDCJAC0011,66062,2011,10,25,18.7,1,Y,2
IDCJAC0011,66062,2011,10,26,14.2,1,Y,3
IDCJAC0011,66062,2011,10,27,13.9,1,Y,4
IDCJAC0011,66062,2011,10,28,16.8,1,Y,5
IDCJAC0011,66062,2011,10,29,17.6,1,Y,6
IDCJAC0011,66062,2011,10,30,18.1,1,Y,0
IDCJAC0011,66062,2011,10,31,14.4,1,Y,1
IDCJAC0011,66062,2011,11,1,15.1,1,Y,2
IDCJAC0011,66062,2011,11,2,14.3,1,Y,3
IDCJAC0011,66062,2011,11,3,13.8,1,Y,4
IDCJAC0011,66062,2011,11,4,13.9,1,Y,5
IDCJAC0011,66062,2011,11,5,15.3,1,Y,6
IDCJAC0011,66062,2011,11,6,17.7,1,Y,0
IDCJAC0011,66062,2011,11,7,21.2,1,Y,1
IDCJAC0011,66062,2011,11,8,19.4,1,Y,2
IDCJAC0011,66062,2011,11,9,19.7,1,Y,3
IDCJAC0011,66062,2011,11,10,24.2,1,Y,4
IDCJAC0011,66062,2011,11,11,18.3,1,Y,5
IDCJAC0011,66062,2011,11,12,19.3,1,Y,6
IDCJAC0011,66062,2011,11,13,19.2,1,Y,0
IDCJAC0011,66062,2011,11,14,19.8,1,Y,1
IDCJAC0011,66062,2011,11,15,18.8,1,Y,2
IDCJAC0011,66062,2011,11,16,19.1,1,Y,3
IDCJAC0011,66062,2011,11,17,15.9,1,Y,4
IDCJAC0011,66062,2011,11,18,17.1,1,Y,5
IDCJAC0011,66062,2011,11,19,18.1,1,Y,6
IDCJAC0011,66062,2011,11,20,19.6,1,Y,0
IDCJAC0011,66062,2011,11,21,17.5,1,Y,1
IDCJAC0011,66062,2011,11,22,17.8,1,Y,2
IDCJAC0011,66062,2011,11,23,14.8,1,Y,3
IDCJAC0011,66062,2011,11,24,15.3,1,Y,4
IDCJAC0011,66062,2011,11,25,15.4,1,Y,5
IDCJAC0011,66062,2011,11,26,18.1,1,Y,6
IDCJAC0011,66062,2011,11,27,18.6,1,Y,0
IDCJAC0011,66062,2011,11,28,17,1,Y,1
IDCJAC0011,66062,2011,11,29,19.7,1,Y,2
IDCJAC0011,66062,2011,11,30,20.7,1,Y,3
IDCJAC0011,66062,2011,12,1,15.8,1,Y,4
IDCJAC0011,66062,2011,12,2,14.1,1,Y,5
IDCJAC0011,66062,2011,12,3,13.9,1,Y,6
IDCJAC0011,66062,2011,12,4,15.6,1,Y,0
IDCJAC0011,66062,2011,12,5,11.8,1,Y,1
IDCJAC0011,66062,2011,12,6,12.6,1,Y,2
IDCJAC0011,66062,2011,12,7,12.1,1,Y,3
IDCJAC0011,66062,2011,12,8,16.2,1,Y,4
IDCJAC0011,66062,2011,12,9,16.7,1,Y,5
IDCJAC0011,66062,2011,12,10,17.7,1,Y,6
IDCJAC0011,66062,2011,12,11,18.3,1,Y,0
IDCJAC0011,66062,2011,12,12,17.5,1,Y,1
IDCJAC0011,66062,2011,12,13,16.4,1,Y,2
IDCJAC0011,66062,2011,12,14,15.2,1,Y,3
IDCJAC0011,66062,2011,12,15,15.5,1,Y,4
IDCJAC0011,66062,2011,12,16,14.7,1,Y,5
IDCJAC0011,66062,2011,12,17,17,1,Y,6
IDCJAC0011,66062,2011,12,18,15.8,1,Y,0
IDCJAC0011,66062,2011,12,19,18.6,1,Y,1
IDCJAC0011,66062,2011,12,20,18.4,1,Y,2
IDCJAC0011,66062,2011,12,21,18.7,1,Y,3
IDCJAC0011,66062,2011,12,22,19.2,1,Y,4
IDCJAC0011,66062,2011,12,23,18.7,1,Y,5
IDCJAC0011,66062,2011,12,24,19.7,1,Y,6
IDCJAC0011,66062,2011,12,25,19.1,1,Y,0
IDCJAC0011,66062,2011,12,26,20,1,Y,1
IDCJAC0011,66062,2011,12,27,19.1,1,Y,2
IDCJAC0011,66062,2011,12,28,18.3,1,Y,3
IDCJAC0011,66062,2011,12,29,17.5,1,Y,4
IDCJAC0011,66062,2011,12,30,17.1,1,Y,5
IDCJAC0011,66062,2011,12,31,16.9,1,Y,6
IDCJAC0011,66062,2012,1,1,16,1,Y,0
IDCJAC0011,66062,2012,1,2,18.1,1,Y,1
IDCJAC0011,66062,2012,1,3,20.6,1,Y,2
IDCJAC0011,66062,2012,1,4,20.7,1,Y,3
IDCJAC0011,66062,2012,1,5,20,1,Y,4
IDCJAC0011,66062,2012,1,6,18.5,1,Y,5
IDCJAC0011,66062,2012,1,7,15.1,1,Y,6
IDCJAC0011,66062,2012,1,8,20,1,Y,0
IDCJAC0011,66062,2012,1,9,20.8,1,Y,1
IDCJAC0011,66062,2012,1,10,19.4,1,Y,2
IDCJAC0011,66062,2012,1,11,19.7,1,Y,3
IDCJAC0011,66062,2012,1,12,13.9,1,Y,4
IDCJAC0011,66062,2012,1,13,14.7,1,Y,5
IDCJAC0011,66062,2012,1,14,18.4,1,Y,6
IDCJAC0011,66062,2012,1,15,17.3,1,Y,0
IDCJAC0011,66062,2012,1,16,17.5,1,Y,1
IDCJAC0011,66062,2012,1,17,18.7,1,Y,2
IDCJAC0011,66062,2012,1,18,20,1,Y,3
IDCJAC0011,66062,2012,1,19,21.5,1,Y,4
IDCJAC0011,66062,2012,1,20,20.7,1,Y,5
IDCJAC0011,66062,2012,1,21,21.8,1,Y,6
IDCJAC0011,66062,2012,1,22,19.7,1,Y,0
IDCJAC0011,66062,2012,1,23,19.6,1,Y,1
IDCJAC0011,66062,2012,1,24,20.5,1,Y,2
IDCJAC0011,66062,2012,1,25,20.7,1,Y,3
IDCJAC0011,66062,2012,1,26,20.8,1,Y,4
IDCJAC0011,66062,2012,1,27,21.8,1,Y,5
IDCJAC0011,66062,2012,1,28,21.6,1,Y,6
IDCJAC0011,66062,2012,1,29,22,1,Y,0
IDCJAC0011,66062,2012,1,30,21.7,1,Y,1
IDCJAC0011,66062,2012,1,31,25.3,1,Y,2
IDCJAC0011,66062,2012,2,1,18.4,1,Y,3
IDCJAC0011,66062,2012,2,2,18.5,1,Y,4
IDCJAC0011,66062,2012,2,3,16.7,1,Y,5
IDCJAC0011,66062,2012,2,4,17,1,Y,6
IDCJAC0011,66062,2012,2,5,18.2,1,Y,0
IDCJAC0011,66062,2012,2,6,20.4,1,Y,1
IDCJAC0011,66062,2012,2,7,19.4,1,Y,2
IDCJAC0011,66062,2012,2,8,19.2,1,Y,3
IDCJAC0011,66062,2012,2,9,18.9,1,Y,4
IDCJAC0011,66062,2012,2,10,19.9,1,Y,5
IDCJAC0011,66062,2012,2,11,19.6,1,Y,6
IDCJAC0011,66062,2012,2,12,16.6,1,Y,0
IDCJAC0011,66062,2012,2,13,18.6,1,Y,1
IDCJAC0011,66062,2012,2,14,19.2,1,Y,2
IDCJAC0011,66062,2012,2,15,19.1,1,Y,3
IDCJAC0011,66062,2012,2,16,18.5,1,Y,4
IDCJAC0011,66062,2012,2,17,19,1,Y,5
IDCJAC0011,66062,2012,2,18,19.4,1,Y,6
IDCJAC0011,66062,2012,2,19,19.9,1,Y,0
IDCJAC0011,66062,2012,2,20,19.5,1,Y,1
IDCJAC0011,66062,2012,2,21,19.6,1,Y,2
IDCJAC0011,66062,2012,2,22,17.3,1,Y,3
IDCJAC0011,66062,2012,2,23,18.2,1,Y,4
IDCJAC0011,66062,2012,2,24,20.6,1,Y,5
IDCJAC0011,66062,2012,2,25,18.9,1,Y,6
IDCJAC0011,66062,2012,2,26,21.9,1,Y,0
IDCJAC0011,66062,2012,2,27,21.9,1,Y,1
IDCJAC0011,66062,2012,2,28,23.5,1,Y,2
IDCJAC0011,66062,2012,2,29,20.2,1,Y,3
IDCJAC0011,66062,2012,3,1,20.1,1,Y,4
IDCJAC0011,66062,2012,3,2,18.6,1,Y,5
IDCJAC0011,66062,2012,3,3,18,1,Y,6
IDCJAC0011,66062,2012,3,4,18.9,1,Y,0
IDCJAC0011,66062,2012,3,5,20,1,Y,1
IDCJAC0011,66062,2012,3,6,19.5,1,Y,2
IDCJAC0011,66062,2012,3,7,17.1,1,Y,3
IDCJAC0011,66062,2012,3,8,15,1,Y,4
IDCJAC0011,66062,2012,3,9,14.9,1,Y,5
IDCJAC0011,66062,2012,3,10,17,1,Y,6
IDCJAC0011,66062,2012,3,11,17.5,1,Y,0
IDCJAC0011,66062,2012,3,12,19.9,1,Y,1
IDCJAC0011,66062,2012,3,13,16.8,1,Y,2
IDCJAC0011,66062,2012,3,14,18.1,1,Y,3
IDCJAC0011,66062,2012,3,15,20.2,1,Y,4
IDCJAC0011,66062,2012,3,16,20.1,1,Y,5
IDCJAC0011,66062,2012,3,17,18.6,1,Y,6
IDCJAC0011,66062,2012,3,18,17.1,1,Y,0
IDCJAC0011,66062,2012,3,19,17.6,1,Y,1
IDCJAC0011,66062,2012,3,20,18.9,1,Y,2
IDCJAC0011,66062,2012,3,21,18.9,1,Y,3
IDCJAC0011,66062,2012,3,22,18.3,1,Y,4
IDCJAC0011,66062,2012,3,23,17.6,1,Y,5
IDCJAC0011,66062,2012,3,24,13.9,1,Y,6
IDCJAC0011,66062,2012,3,25,14.5,1,Y,0
IDCJAC0011,66062,2012,3,26,16.2,1,Y,1
IDCJAC0011,66062,2012,3,27,17.7,1,Y,2
IDCJAC0011,66062,2012,3,28,19.4,1,Y,3
IDCJAC0011,66062,2012,3,29,17.5,1,Y,4
IDCJAC0011,66062,2012,3,30,16.7,1,Y,5
IDCJAC0011,66062,2012,3,31,16.1,1,Y,6
IDCJAC0011,66062,2012,4,1,16.2,1,Y,0
IDCJAC0011,66062,2012,4,2,17.6,1,Y,1
IDCJAC0011,66062,2012,4,3,16.8,1,Y,2
IDCJAC0011,66062,2012,4,4,18.6,1,Y,3
IDCJAC0011,66062,2012,4,5,19,1,Y,4
IDCJAC0011,66062,2012,4,6,17.6,1,Y,5
IDCJAC0011,66062,2012,4,7,18.2,1,Y,6
IDCJAC0011,66062,2012,4,8,20.1,1,Y,0
IDCJAC0011,66062,2012,4,9,14.1,1,Y,1
IDCJAC0011,66062,2012,4,10,10.1,1,Y,2
IDCJAC0011,66062,2012,4,11,10.4,1,Y,3
IDCJAC0011,66062,2012,4,12,13,1,Y,4
IDCJAC0011,66062,2012,4,13,12.4,1,Y,5
IDCJAC0011,66062,2012,4,14,14.7,1,Y,6
IDCJAC0011,66062,2012,4,15,17,1,Y,0
IDCJAC0011,66062,2012,4,16,15.9,1,Y,1
IDCJAC0011,66062,2012,4,17,17.3,1,Y,2
IDCJAC0011,66062,2012,4,18,17.2,1,Y,3
IDCJAC0011,66062,2012,4,19,17.5,1,Y,4
IDCJAC0011,66062,2012,4,20,17.4,1,Y,5
IDCJAC0011,66062,2012,4,21,18.2,1,Y,6
IDCJAC0011,66062,2012,4,22,16.5,1,Y,0
IDCJAC0011,66062,2012,4,23,17.6,1,Y,1
IDCJAC0011,66062,2012,4,24,15.6,1,Y,2
IDCJAC0011,66062,2012,4,25,10.8,1,Y,3
IDCJAC0011,66062,2012,4,26,13.5,1,Y,4
IDCJAC0011,66062,2012,4,27,12.9,1,Y,5
IDCJAC0011,66062,2012,4,28,13.8,1,Y,6
IDCJAC0011,66062,2012,4,29,13.1,1,Y,0
IDCJAC0011,66062,2012,4,30,10.9,1,Y,1
IDCJAC0011,66062,2012,5,1,12.7,1,Y,2
IDCJAC0011,66062,2012,5,2,12.4,1,Y,3
IDCJAC0011,66062,2012,5,3,15.2,1,Y,4
IDCJAC0011,66062,2012,5,4,11.5,1,Y,5
IDCJAC0011,66062,2012,5,5,11.8,1,Y,6
IDCJAC0011,66062,2012,5,6,10.8,1,Y,0
IDCJAC0011,66062,2012,5,7,11.2,1,Y,1
IDCJAC0011,66062,2012,5,8,10.8,1,Y,2
IDCJAC0011,66062,2012,5,9,12,1,Y,3
IDCJAC0011,66062,2012,5,10,14.1,1,Y,4
IDCJAC0011,66062,2012,5,11,14.3,1,Y,5
IDCJAC0011,66062,2012,5,12,13.8,1,Y,6
IDCJAC0011,66062,2012,5,13,9.9,1,Y,0
IDCJAC0011,66062,2012,5,14,9.1,1,Y,1
IDCJAC0011,66062,2012,5,15,8.5,1,Y,2
IDCJAC0011,66062,2012,5,16,9.8,1,Y,3
IDCJAC0011,66062,2012,5,17,10,1,Y,4
IDCJAC0011,66062,2012,5,18,10.5,1,Y,5
IDCJAC0011,66062,2012,5,19,10.4,1,Y,6
IDCJAC0011,66062,2012,5,20,10.4,1,Y,0
IDCJAC0011,66062,2012,5,21,12.2,1,Y,1
IDCJAC0011,66062,2012,5,22,9.8,1,Y,2
IDCJAC0011,66062,2012,5,23,10.3,1,Y,3
IDCJAC0011,66062,2012,5,24,9.6,1,Y,4
IDCJAC0011,66062,2012,5,25,12.2,1,Y,5
IDCJAC0011,66062,2012,5,26,10.4,1,Y,6
IDCJAC0011,66062,2012,5,27,10,1,Y,0
IDCJAC0011,66062,2012,5,28,9.1,1,Y,1
IDCJAC0011,66062,2012,5,29,11.3,1,Y,2
IDCJAC0011,66062,2012,5,30,10.4,1,Y,3
IDCJAC0011,66062,2012,5,31,11.9,1,Y,4
IDCJAC0011,66062,2012,6,1,11.6,1,Y,5
IDCJAC0011,66062,2012,6,2,12.8,1,Y,6
IDCJAC0011,66062,2012,6,3,14,1,Y,0
IDCJAC0011,66062,2012,6,4,12.8,1,Y,1
IDCJAC0011,66062,2012,6,5,9,1,Y,2
IDCJAC0011,66062,2012,6,6,10.4,1,Y,3
IDCJAC0011,66062,2012,6,7,9.1,1,Y,4
IDCJAC0011,66062,2012,6,8,6.4,1,Y,5
IDCJAC0011,66062,2012,6,9,6.6,1,Y,6
IDCJAC0011,66062,2012,6,10,8.3,1,Y,0
IDCJAC0011,66062,2012,6,11,9.9,1,Y,1
IDCJAC0011,66062,2012,6,12,11.7,1,Y,2
IDCJAC0011,66062,2012,6,13,10.7,1,Y,3
IDCJAC0011,66062,2012,6,14,11.2,1,Y,4
IDCJAC0011,66062,2012,6,15,11.4,1,Y,5
IDCJAC0011,66062,2012,6,16,11.7,1,Y,6
IDCJAC0011,66062,2012,6,17,10.1,1,Y,0
IDCJAC0011,66062,2012,6,18,9.8,1,Y,1
IDCJAC0011,66062,2012,6,19,8.6,1,Y,2
IDCJAC0011,66062,2012,6,20,7.3,1,Y,3
IDCJAC0011,66062,2012,6,21,8.4,1,Y,4
IDCJAC0011,66062,2012,6,22,10.7,1,Y,5
IDCJAC0011,66062,2012,6,23,8,1,Y,6
IDCJAC0011,66062,2012,6,24,6.9,1,Y,0
IDCJAC0011,66062,2012,6,25,6.5,1,Y,1
