ProfileName,ProfileArea,SettlementDate,CreationDT,Period01,Period02,Period03,Period04,Period05,Period06,Period07,Period08,Period09,Period10,Period11,Period12,Period13,Period14,Period15,Period16,Period17,Period18,Period19,Period20,Period21,Period22,Period23,Period24,Period25,Period26,Period27,Period28,Period29,Period30,Period31,Period32,Period33,Period34,Period35,Period36,Period37,Period38,Period39,Period40,Period41,Period42,Period43,Period44,Period45,Period46,Period47,Period48,SeqNo,Locked,SettlementCase
CLOADNSWCE,COUNTRYENERGY,2012/1/1,2012.4.27 22:08,32.462,30.176,25.564,23.844,15.139,12.595,5.465,15.22,13.783,21.479,10.651,11.349,21.593,30.11,19.031,16.928,25.809,34.129,32.632,30.681,34.746,24.781,26.421,20.384,24.472,23.865,23.638,22.355,21.709,21.032,13.866,5.99,11.078,12.442,7.605,9.043,6.37,13.513,23.204,25.309,32.302,28.246,28.798,42.798,35.485,33.92,27.691,28.15,1,N,3145
CLOADNSWCE,COUNTRYENERGY,2012/1/2,2012.4.27 22:08,40.116,31.641,32.705,33.42,15.701,11.988,13.484,10.525,12.367,14.977,13.408,11.996,7.123,3.614,7.37,2.965,11.996,12.405,14.736,22.153,20.743,14.166,11.578,8.646,17.884,11.91,16.198,10.751,8.461,10.664,7.518,3.576,6.004,5.339,5.164,4.395,6.9,7.196,14.479,18.936,16.848,30.784,32.843,56.593,68.143,63.393,66.866,69.612,2,N,3145
CLOADNSWCE,COUNTRYENERGY,2012/1/3,2012.4.27 22:08,62.541,45.536,42.38,39.924,34.04,20.948,12.402,16.633,8.336,17.674,29.894,18.062,5.526,6.407,6.255,7.127,10.826,9.475,8.585,18.933,16.93,5.793,9.111,8.53,18.008,11.906,9.239,9.194,11.552,11.657,13.093,4.651,5.282,7.486,3.875,4.692,7.594,10.485,14.457,18.191,21.029,33.823,34.897,59.912,67.278,62.63,59.672,67.032,3,N,3145
CLOADNSWCE,COUNTRYENERGY,2012/1/4,2012.4.27 22:08,61.405,50.148,41.283,42.829,30.951,20.452,16.333,13.243,17.801,15.409,25.692,24.843,9.14,6.782,7.006,5.714,13.866,13.01,11.901,15.866,10.946,12.822,8.314,8.193,16.998,8.453,9.535,10.154,12.03,10.239,12.823,5.033,3.109,2.827,3.113,5.992,6.561,8.778,16.282,12.857,20.306,28.202,31.127,50.728,70.673,67.392,62.749,66.644,4,N,3145
CLOADNSWCE,COUNTRYENERGY,2012/1/5,2012.4.27 22:08,56.643,43.861,40.329,46.869,31.651,24.005,9.969,14.595,16.698,17.951,22.153,18.052,11.542,5.093,7.998,6.448,14.378,12.587,11.461,16.671,22.054,14.847,11.909,8.616,17.994,8.385,8.933,8.573,9.798,10.46,7.227,4.483,3.009,3.594,2.639,5.085,5.809,8.843,14.07,17.344,18.119,30.603,39.183,63.645,80.212,71.631,72.909,76.513,5,N,3145
CLOADNSWCE,COUNTRYENERGY,2012/1/6,2012.4.27 22:08,77.793,51.105,44.637,45.271,25.502,23.664,20.894,16.083,12.162,13.29,17.914,20.193,10.632,5.403,3.213,5.492,11.45,15.762,16.538,13.306,15.19,11.128,8.999,7.283,15.24,15.171,12.957,16.783,12.88,9.362,11.17,3.862,3.1,4.352,5.243,6.058,3.797,7.454,10.475,13.402,23.218,41.393,40.717,61.968,76.117,75.173,66.999,62.597,6,N,3145
CLOADNSWCE,COUNTRYENERGY,2012/1/7,2012.4.27 22:08,63.872,50.634,37.984,39.802,30.336,25.611,14.112,13.374,8.979,20.472,20.572,14.378,19.724,27.35,29.85,29.031,34.074,24.09,31.665,30.773,36.972,32.703,33.877,29.481,30.808,41.109,23.689,18.565,20.815,23.138,19.412,12.159,8.547,12.591,7.188,11.699,13.421,11.339,24.712,23.602,29.518,24.464,27.641,39.079,33.595,22.622,27.164,30.676,7,N,3145
CLOADNSWCE,COUNTRYENERGY,2012/1/8,2012.5.3 21:04,40.713,28.194,23.993,29.413,20.916,16.391,9.099,10.288,14.616,13.043,9.851,12.356,19.404,22.093,26.129,37.936,36.277,30.465,30.102,30.853,32.351,28.293,28.3,19.548,26.01,29.346,30.929,26.034,34.147,20.123,22.184,13.004,7.932,11.823,15.752,11.029,9.55,23.726,25.823,34.686,20.146,26.572,28.835,38.887,31.82,18.812,29.716,28.494,1,N,3153
CLOADNSWCE,COUNTRYENERGY,2012/1/9,2012.5.3 21:04,35.381,26.06,19.932,25.651,12.517,17.219,11.511,12.306,14.746,18.315,29.06,22.819,8.311,11.759,8.217,4.493,15.786,11.894,11.953,10.285,15.611,16.661,10.879,10.899,18.155,17.863,10.901,16.266,14.035,15.378,16.116,10.313,8.079,2.617,4.789,7.132,9.979,16.43,18.313,15.258,25.211,28.018,33.311,56.574,73.45,68.411,60.97,73.203,2,N,3153
CLOADNSWCE,COUNTRYENERGY,2012/1/10,2012.5.3 21:04,59.939,37.728,37.709,36.895,33.899,22.731,16.589,15.428,20.486,15.436,25.472,23.736,9.124,9.77,5.805,8.402,17.434,12.672,12.731,13.634,14.794,12.623,7.547,7.59,18.405,17.196,12.13,12.903,12.12,10.876,10.185,3.585,2.06,7.573,5.63,3.712,6.647,8.571,15.291,14.023,21.034,28.034,38.495,62.171,75.371,74.957,53.741,65.611,3,N,3153
CLOADNSWCE,COUNTRYENERGY,2012/1/11,2012.5.3 21:04,69.869,61.33,52.452,43.401,34.149,25.669,19.035,12.764,14.131,20.18,27.257,24.867,11.407,11.166,5.604,8.672,12.711,13.313,12.107,9.752,16.628,12.034,11.769,9.507,21.48,14.502,10.658,17.24,11.399,15.075,5.856,5.408,4.689,4.702,9.755,6.092,6.209,11.508,15.693,10.767,19.534,31.639,42.748,66.418,83.69,73.692,63.685,73.103,4,N,3153
CLOADNSWCE,COUNTRYENERGY,2012/1/12,2012.5.3 21:04,72.292,48.243,41.779,42.983,44.575,30.179,19.805,17.891,14.414,20.694,26.781,29.742,13.067,8.016,5.455,6.23,14.673,13.3,16.035,15.198,22.537,17.587,10.068,9.173,15.869,11.059,14.953,15.343,16.838,13.079,8.463,3.869,7.807,7.216,5.573,5.137,7.92,8.022,13.067,16.683,19.314,32.687,42.631,72.618,85.073,83.027,68.457,80.923,5,N,3153
CLOADNSWCE,COUNTRYENERGY,2012/1/13,2012.5.3 21:04,64.133,59.963,38.173,42.012,39.28,29.336,21.81,16.161,17.112,14.905,27.906,25.888,7.339,3.928,6.544,5.634,12.885,16.517,14.436,11.843,14.432,17.596,12.46,12.331,23.363,16.162,14.149,19.329,16.578,17.454,12.266,6.983,2.441,6.67,4.659,4.571,12.424,13.348,12.944,15.712,22.543,30.997,41.255,64.009,75.993,71.629,65.55,70.718,6,N,3153
CLOADNSWCE,COUNTRYENERGY,2012/1/14,2012.5.3 21:04,68.986,49.319,42.997,42.383,36.714,25.756,20.85,12.663,20.643,18.259,19.573,23.142,22.563,30.405,37.281,40.639,33.615,34.171,44.454,24.939,33.164,35.589,30.296,20.281,19.885,30.191,28.688,26.764,22.926,20.997,17.037,17.392,7.468,13.35,15.418,16.983,15.823,14.579,25.511,28.966,26.44,23.744,24.897,49.403,39.99,28.956,28.812,42.226,7,N,3153
CLOADNSWCE,COUNTRYENERGY,2012/1/15,2012.5.10 22:06,46.357,31.662,25.694,25.84,20.651,12.643,10.079,10.314,17.442,25.763,24.471,23.136,12.189,27.162,25.996,29.023,35.048,40.694,35.019,41.764,32.06,27.925,29.651,31.229,34.174,45.147,30.618,31.732,30.809,24.918,20.776,12.816,8.409,9.256,11.63,14.253,20.518,20.124,28.455,23.604,29.537,29.968,32.407,52.916,37.186,26.333,27.675,33.662,1,N,3158
CLOADNSWCE,COUNTRYENERGY,2012/1/16,2012.5.10 22:06,43.397,38.248,23.599,26.024,20.075,8.991,11.881,7.855,13.079,18.59,26.896,28.251,12.359,11.481,4.807,9.127,18.285,14.22,13.74,10.53,20.919,12.111,12.695,12.744,19.047,16.553,14.056,14.64,11.685,13.177,10.918,6.884,6.457,7.116,5.231,6.502,17.005,18.992,21.32,16.171,13.48,29.421,33.057,65.772,72.78,62.824,55.744,62.923,2,N,3158
CLOADNSWCE,COUNTRYENERGY,2012/1/17,2012.5.10 22:06,64.554,53.314,42.254,39.927,31.415,26.958,17.655,15.731,12.209,19.587,21.038,25.866,13.366,8.187,5.373,6.03,15.816,17.89,18.034,12.616,13.944,12.057,9.965,9.393,17.303,12.414,11.274,14.676,17.45,8.334,3.412,4.16,4.244,3.908,11.614,7.218,7.107,13.246,18.416,20.34,21.556,31.067,44.579,65.135,75.685,64.107,52.492,63.267,3,N,3158
CLOADNSWCE,COUNTRYENERGY,2012/1/18,2012.5.10 22:06,57.283,45.128,33.964,39.183,31.767,19.484,18.529,10.497,18.053,24.049,20.049,26.836,19.043,11.008,11.223,9.178,15.846,14.665,15.28,18.529,14.917,6.41,7.757,8.602,18.068,12.537,9.045,8.228,10.77,7.398,9.297,7.622,4.197,2.549,3.777,4.484,7.079,13.859,16.058,15.349,19.538,31.127,42.765,69.642,71.091,64.869,55.917,57.276,4,N,3158
