ProfileName,ProfileArea,SettlementDate,CreationDT,Period01,Period02,Period03,Period04,Period05,Period06,Period07,Period08,Period09,Period10,Period11,Period12,Period13,Period14,Period15,Period16,Period17,Period18,Period19,Period20,Period21,Period22,Period23,Period24,Period25,Period26,Period27,Period28,Period29,Period30,Period31,Period32,Period33,Period34,Period35,Period36,Period37,Period38,Period39,Period40,Period41,Period42,Period43,Period44,Period45,Period46,Period47,Period48,SeqNo,Locked,SettlementCase
CLOADNSWCE,COUNTRYENERGY,2014/1/1,2014.4.23 22:05,72.073,51.529,38.175,24.256,11.958,17.597,13.126,16.25,11.197,11.57,13.792,15.978,5.464,4.554,5.388,2.493,10.088,13.597,9.882,11.053,16.293,13.86,9.672,10.114,13.721,8.895,6.195,7.145,5.65,11.177,8.765,3.181,1.945,2.139,7.215,5.074,3.553,2.795,6.197,12.053,13.199,25.282,34.08,63.93,83.583,65.223,45.163,57.596,4,N,4079
CLOADNSWCE,COUNTRYENERGY,2014/1/2,2014.4.23 22:05,61.405,49.259,33.866,30.532,17.806,14.453,14.51,12.793,15.025,10.981,19.148,21.538,8.4,6.251,4.312,2.239,6.234,9.176,12.681,13.601,12.247,11.597,8.974,11.599,15.362,12.875,6.489,6.198,5.82,7.842,6.858,3.989,1.088,3.026,1.923,4.867,3.636,3.09,8.32,13.929,16.636,23.178,26.908,66.765,86.861,73.81,57.818,60.012,5,N,4079
CLOADNSWCE,COUNTRYENERGY,2014/1/3,2014.4.23 22:05,74.189,57.153,42.515,36.669,26.509,20.905,16.26,15.995,14.987,9.547,15.012,16.365,8.867,7.073,8.24,6.667,6.995,11.084,10.753,15.4,12.006,9.117,8.144,4.596,17.916,11.355,9.181,3.092,5.441,4.448,5.046,5.753,2.121,1.529,6.379,2.09,2.865,4.48,7.455,14.68,20.269,25.401,29.89,60.646,85.262,80.95,59.736,71.729,6,N,4079
CLOADNSWCE,COUNTRYENERGY,2014/1/4,2014.4.23 22:05,64.027,46.591,35.317,26.725,23.377,22.772,12.809,15.332,11.898,17.639,17.031,20.168,22.485,18.783,23.611,27.858,30.129,31.644,28.129,25.641,24.003,24.177,21.24,25.819,24.819,23.683,24.039,19.062,21.051,18.104,14.263,10.89,8.093,7.336,9.672,11.838,13.971,8.145,11.213,14.425,24.645,20.727,26.598,43.718,60.203,32.413,33.2,37.477,7,N,4079
CLOADNSWCE,COUNTRYENERGY,2014/1/5,2014.5.6 20:02,43.094,30.149,25.701,26.055,16.301,20,15.047,20.675,8.862,15.276,13.671,21.772,17.12,24.124,28.63,26.866,34.837,28.163,32.065,23.227,28.036,33.612,27.655,23.931,21.168,26.865,26.574,27.375,18.736,19.829,15.588,7.377,8.826,11.151,7.502,15.639,11.317,13.624,17.718,13.591,24.506,24.227,34.85,47.763,52.675,30.048,28.693,34.312,1,N,4099
CLOADNSWCE,COUNTRYENERGY,2014/1/6,2014.5.6 20:02,42.755,24.204,15.962,18.002,19.289,10.447,16.042,16.1,16.143,16.951,20.115,22.515,7.401,6.798,6.788,5.385,8.199,17.697,17.236,15.402,13.308,15.291,9.103,6.274,16.192,10.361,8.432,7.59,6.528,10.151,8.834,7.195,1.683,2.499,4.642,7.714,4.724,0.983,6.545,12.391,20.353,26.431,35.523,68.665,93.27,85.169,78.468,70.809,2,N,4099
CLOADNSWCE,COUNTRYENERGY,2014/1/7,2014.5.6 20:02,77.118,52.102,36.698,35.105,20.576,23.288,15.12,16.891,20.704,17.077,28.015,33.593,12.28,6.388,6.334,3.876,4.437,9.289,11.596,11.544,15.868,11.11,11.889,6.813,17.077,8.923,7.757,6.916,2.065,5.683,5.662,4.92,5.302,3.861,6.948,6.43,6.023,6.298,12.493,12.351,18.751,24.556,35.45,66.873,103.154,91.055,76.476,78.004,3,N,4099
CLOADNSWCE,COUNTRYENERGY,2014/1/8,2014.5.6 20:02,84.389,60.941,40.025,30.765,22.247,25.212,17.363,19.838,22.776,15.677,27.542,25.249,14.074,6.003,7.394,7.972,7.811,9.429,5.715,16.053,14.827,10.328,6.336,7.434,17.142,15.307,13.058,8.786,5.654,7.729,10.256,6.782,5.853,3.889,2.308,4.757,6.315,5.052,12.918,11.206,20.259,26.402,40.55,68.927,96.903,90.311,75.43,73.083,4,N,4099
CLOADNSWCE,COUNTRYENERGY,2014/1/9,2014.5.6 20:02,76.633,48.776,35.555,32.977,26.899,19.098,21.921,18.657,17.059,19.208,27.013,25.193,8.412,8.961,6.903,4.929,6.86,10.444,13.146,16.59,14.626,8.048,13.784,7.422,19.979,11.997,9.095,9.719,5.695,8.928,8.668,6.327,5.471,2.948,5.099,3.388,6.414,5.025,8.852,14.738,22.142,27.363,34.32,69.537,94.283,86.185,66.671,76.548,5,N,4099
CLOADNSWCE,COUNTRYENERGY,2014/1/10,2014.5.6 20:02,82.918,52.689,41.617,38.975,24.574,23.885,13.628,22.506,19.588,18.364,21.472,28.634,9.435,8.746,7.906,4.523,10.269,8.291,10.724,11.562,13.578,10.019,10.066,6.314,15.332,16.831,4.663,7.131,4.508,7.552,7.422,3.65,2.712,4.078,2.23,4.97,4.65,4.248,5.208,15.004,21.318,28.67,30.456,56.216,89.486,83.286,65.906,78.829,6,N,4099
