ProfileName,ProfileArea,SettlementDate,CreationDT,Period01,Period02,Period03,Period04,Period05,Period06,Period07,Period08,Period09,Period10,Period11,Period12,Period13,Period14,Period15,Period16,Period17,Period18,Period19,Period20,Period21,Period22,Period23,Period24,Period25,Period26,Period27,Period28,Period29,Period30,Period31,Period32,Period33,Period34,Period35,Period36,Period37,Period38,Period39,Period40,Period41,Period42,Period43,Period44,Period45,Period46,Period47,Period48,
CLOADNSWAI,AUSTINLANDEW,01/01/2006,27/04/2006 22:01,13.968,11.381,8.007,4.691,12.086,9.889,10.851,3.321,8.624,8.387,9.524,7.725,11.333,8.497,11.148,20.173,16.667,17.981,20.42,21.66,18.6,21.344,17.76,17.999,14.684,14.106,15.697,11.686,12.697,13.159,11.378,14.693,13.549,21.104,22.695,24.399,21.854,27.905,23.778,20.442,21.559,20.834,12.339,17.656,20.289,12.999,14.121,14.066,
CLOADNSWAI,AUSTINLANDEW,02/01/2006,27/04/2006 22:01,13.467,13.959,8.387,10.202,13.613,14.251,7.714,14.955,10.85,6.886,9.549,11.145,18.067,17.232,0.248,1.542,3.592,2.843,3.788,2.56,1.681,5.026,3.149,3.973,2.568,1.627,5.476,1.887,2.704,9.6,6.889,6.417,3.989,2.583,0.914,1.476,2.111,0.801,0.332,0,2.066,1.228,0.855,1.787,0.289,7.912,165.4,114.959,
CLOADNSWAI,AUSTINLANDEW,03/01/2006,27/04/2006 22:01,83.794,60.999,40.034,38.124,43.073,45.243,28.396,26.456,16.871,15.281,14.848,25.114,26.718,36.151,16.956,9.107,10.612,9.251,8.801,11.618,10.618,8.179,4.511,8.526,6.425,7.851,3.335,1.855,5.499,5.791,3.589,7.451,4.492,5.845,5.823,11.05,10.525,8.774,7.144,9.972,4.142,8.018,7.512,9.092,6.492,9.161,152.497,106.778,
CLOADNSWAI,AUSTINLANDEW,04/01/2006,27/04/2006 22:01,67.659,35.842,24.589,20.156,15.615,16.484,14.366,16.54,11.636,15.021,20.052,16.564,23.707,23.47,5.282,3.818,1.957,0.799,0.592,2.72,1.14,3.727,2.508,1.774,3,2.086,6.803,0.045,0.37,9.566,10.086,8.556,5.259,6.92,3.456,2.746,1.844,0.169,0,1.542,1.222,0.18,0,0,0.314,8.779,159.683,109.101,
CLOADNSWAI,AUSTINLANDEW,05/01/2006,27/04/2006 22:01,70.45,43.954,38.402,30.947,42.128,37.261,25.962,20.777,14.714,17.643,17.486,19.228,24.967,20.543,4.83,2.973,0.872,0.45,0.066,1.817,3.137,2.894,2.714,1.817,0.141,1.172,5.894,2.543,4.598,15.163,9.493,7.59,6.946,5.564,0.806,1.34,2.254,1.627,1.21,0.305,0.222,0.112,1.232,0.125,1.519,9.312,164.294,108.036,
CLOADNSWAI,AUSTINLANDEW,06/01/2006,27/04/2006 22:01,66.972,54.041,40.856,35.325,48.178,44.016,26.826,21.837,15.242,10.133,15.83,21.264,25.205,21.624,7.236,3.358,1.532,0.914,0.842,2.493,4.636,5.763,2.927,4.663,1.636,1.614,5.534,2.834,1.693,12.14,7.879,5.711,5.99,6.34,3.017,3.483,1.743,1.163,1.499,2.041,3.198,1.245,0.569,1.009,1.045,8.015,162.575,106.08,
CLOADNSWAI,AUSTINLANDEW,07/01/2006,27/04/2006 22:01,71.295,42.806,32.788,31.353,37.577,42.427,25.362,24.344,18.794,16.504,18.522,13.649,16.86,23.524,27.534,34.579,28.899,24.576,21.976,23.229,27.537,22.822,17.834,23.621,17.383,13.457,13.849,18.402,21.967,12.553,13.91,12.911,13.54,15.537,15.765,15.301,18.957,15.562,18.091,21.416,18.475,22.163,20.485,20.823,17.463,12.932,14.916,9.879,
CLOADNSWAI,AUSTINLANDEW,08/01/2006,03/05/2006 22:01,14.135,13.234,7.812,9.945,9.597,14.238,7.315,11.771,10.044,11.011,8.825,6.063,16.775,19.832,25.708,22.33,21.264,24.815,23.798,16.645,20.123,23.491,19.355,16.884,13.967,13.619,16.701,16.734,9.903,13.085,12.679,8.673,7.803,10.057,17.735,18.547,21.807,20.327,22.429,23.678,22.22,21.458,20.093,18.33,18.228,10.975,13.338,16.836,
CLOADNSWAI,AUSTINLANDEW,09/01/2006,03/05/2006 22:01,11.722,10.671,5.488,9.88,10.757,9.576,8.062,11.738,5.47,7.208,17.292,12.015,14.209,21.786,4.755,0.931,1.38,1.161,0.654,1.682,1.8,5.273,2.023,1.318,0,0.504,6.863,1.134,0.978,9.889,7.725,4.818,4.478,3.319,0.43,1.201,2.557,1.246,2.577,3.058,1.138,0.257,0,0,0.36,9.653,159.922,98.449,
CLOADNSWAI,AUSTINLANDEW,10/01/2006,03/05/2006 22:01,60.291,36.217,32.86,32.992,36.407,35.061,26.525,12.891,11,16.118,14.272,22.523,23.044,20.037,4.279,1.925,0,0.911,0.061,1.749,2.654,4.293,2.268,0.365,0,1.614,3.457,1.726,1.501,10.285,4.671,4.689,3.61,4.103,2.255,3.221,0,0.866,0.275,1.564,0.758,0.228,0,0,0.353,9.396,147.786,82.176,
CLOADNSWAI,AUSTINLANDEW,11/01/2006,03/05/2006 22:01,42.005,32.248,23.85,19.947,34.18,34.053,24.447,12.985,8.408,17.152,16.078,19.43,27.866,28.62,2.67,2.527,2.622,2.077,1.429,1.816,3.609,4.794,3.176,1.257,3.7,0.836,6.462,0.206,0.44,9.562,6.306,4.164,2.535,3.814,1.844,1.479,3.201,1.24,0,1.465,0.583,1.764,0,0,0.289,9.232,159.492,99.862,
CLOADNSWAI,AUSTINLANDEW,12/01/2006,03/05/2006 22:01,63.138,40.122,29.66,32.663,40.06,46.095,25.276,18.214,18.879,17.463,14.716,23.115,29.026,20.525,2.438,1.644,1.014,1.002,0.367,1.843,5.77,4.068,1.188,0.043,0,1.51,6.621,1.595,1.512,10.04,9.476,7.321,5.805,4.877,1.194,0.237,1.62,0.623,0.225,1.749,1.019,2.155,0.097,0,0.351,9.469,156.842,86.643,
CLOADNSWAI,AUSTINLANDEW,13/01/2006,03/05/2006 22:01,46.035,36.992,27.268,26.736,41.978,35.376,25.727,22.657,9.455,14.243,16.949,21.524,29.791,19.502,4.318,3.372,0.89,1.951,2.91,3.333,1.93,2.925,1.965,4.087,3.598,2.791,8.29,3.543,0.743,11.484,8.976,7.081,5.611,4.53,3.017,2.159,2.666,1.677,1.872,0.706,1.027,0,0.036,0.473,0.794,7.781,159.67,100.787,
CLOADNSWAI,AUSTINLANDEW,14/01/2006,03/05/2006 22:01,60.843,28.427,29.642,31.429,39.134,40.773,24.653,18.666,19.767,11.116,11.662,13.456,20.085,27.536,25.106,26.288,28.209,26.914,30.678,24.291,24.022,19.11,25.243,20.53,22.338,17.759,15.349,12.187,18.222,17.196,9.012,15.427,13.26,17.033,20.902,18.817,17.335,17.449,22.875,21.791,20.026,25.463,24.018,20.5,17.625,17.324,13.161,15.591,
CLOADNSWAI,AUSTINLANDEW,15/01/2006,10/05/2006 22:00,16.114,6.714,8.4,12.216,12.638,9.443,10.28,6.19,12.861,7.789,12.918,10.641,16.778,14.899,22.394,15.965,27.333,24.361,19.891,26.308,28.152,30.094,22.635,20.253,19.693,21.902,14.901,17.207,8.997,12.35,17.195,12.849,17.518,19.254,18.842,25.491,21.656,23.776,24.572,22.192,25.308,23.929,21.084,19.666,22.349,6.225,9.953,12.392,
CLOADNSWAI,AUSTINLANDEW,16/01/2006,10/05/2006 22:00,12.233,11.86,15.16,6.961,14.009,7.362,6.536,9.804,7.742,8.846,11.585,14.58,24.62,15.851,4.092,1.627,0.796,1.388,1.386,2.68,3.217,6.552,3.14,3.452,3.304,4.79,10.985,6.226,2.551,13.562,7.897,3.402,3.754,3.095,1.937,3.365,1.011,0.774,1.434,2.624,0.82,0.257,1.999,1.922,0.54,7.065,167.468,102.132,
CLOADNSWAI,AUSTINLANDEW,17/01/2006,10/05/2006 22:00,59.767,41.909,36.655,32.878,42.03,41.195,27.519,19.691,17.175,15.062,13.855,24.26,28.185,20.045,1.839,0.318,0,1.01,0.224,1.485,1.84,2.263,2.267,2.597,4.583,1.841,5.028,2.056,0.519,7.037,4.82,1.467,0.767,2.309,2.168,0.896,2.392,2.691,1.585,1.8,0.575,1.286,1.348,0.004,0.373,9.01,159.537,98.729,
CLOADNSWAI,AUSTINLANDEW,18/01/2006,10/05/2006 22:00,61.622,33.015,33.016,27.964,34.103,38.594,25.026,19.075,15.165,12.389,22.575,17.391,28.768,22.335,3.388,2.767,0.573,0.004,2.147,2.588,3.312,3.236,2.759,2.768,2.949,0.577,6.605,0.766,0.29,9.858,5.768,5.32,3.424,4.399,2.965,1.142,2.576,2.551,0.004,1.638,0.797,0.184,0.003,0.875,1.337,7.933,161.563,105.643,
CLOADNSWAI,AUSTINLANDEW,19/01/2006,10/05/2006 22:00,64.261,45.807,34.603,35.096,43.836,39.698,24.91,22.566,12.962,9.828,14.093,18.388,26.435,18.1,4.775,1.833,2.988,1.923,0.07,1.784,2.375,1.557,1.132,1.26,0.469,1.469,5.786,2.851,1.447,7.862,6.863,4.424,1.549,3.108,2.106,0.095,0.351,0.428,1.132,2.297,1.158,0.317,1.942,0.448,0.617,9.771,160.495,97.865,
CLOADNSWAI,AUSTINLANDEW,20/01/2006,10/05/2006 22:00,58.858,37.227,33.428,29.052,38.983,37.282,21.375,18.526,10.574,15.327,13.768,18.891,24.871,14.559,3.235,1.505,2.757,1.693,1.972,3.961,3.463,1.802,0.241,1.149,0.003,2.22,9.915,1.379,18.327,12.319,7.802,7.062,6.875,5.999,4.273,2.163,2.499,0.234,0.897,0.259,1.798,0,1.627,0.52,0.735,7.508,140.966,87.374,
CLOADNSWAI,AUSTINLANDEW,21/01/2006,10/05/2006 22:00,50.651,35.233,28.541,24.496,31.586,33.864,24.767,11.822,11.886,12.204,11.836,16.115,15.115,21.247,25.581,27.926,21.363,24.703,22.855,20.977,26.751,20.689,13.622,14.037,17.185,12.672,14.447,11.94,12.645,12.897,8.505,11.76,10.543,14.177,17.202,16.148,12.326,17.949,20.28,15.918,24.409,12.507,22.359,16.291,13.428,15.709,10.906,8.116,
CLOADNSWAI,AUSTINLANDEW,22/01/2006,17/05/2006 22:04,8.051,6.516,5.952,8.23,8.365,11.321,8.282,7.242,10.282,9.196,8.603,8.975,11.789,18.54,20.744,23.711,18.4,18.912,23.017,17.149,18.016,15.995,13.718,15.611,14.313,13.736,10.228,14.199,6.734,7.396,7.916,7.731,14.069,11.244,18.71,18.587,18.556,15.047,24.421,14.468,12.057,18.649,19.114,17.407,18.274,8.913,9.31,5.798,
CLOADNSWAI,AUSTINLANDEW,23/01/2006,17/05/2006 22:04,9.21,12.835,13.786,7.37,10.045,8.704,13.724,12.649,6.666,9.731,13.423,12.713,15.222,15.507,4.884,2.033,1.947,1.211,2.582,3.709,2.426,5.11,1.345,1.09,0.989,0.509,6.899,2.901,1.09,8.021,5.477,3.541,4.12,3.981,1.822,1.949,3.632,0.041,1.58,1.188,0.325,1.719,1.528,0.368,1.972,8.655,161.143,94.848,
CLOADNSWAI,AUSTINLANDEW,24/01/2006,17/05/2006 22:04,53.129,53.742,32.451,26.544,38.374,36.543,27.492,16.797,20.022,15.139,18.503,18.712,23.126,17.083,3.629,3.717,18.004,15.455,2.73,1.173,1.133,3.784,1.832,0,1.708,1.976,9.403,2.511,2.241,8.751,6.462,7.378,3.767,3.552,3.003,2.518,0.314,0,0.827,0.879,0,0,0.846,0.844,0.388,10.197,164.196,98.797,
CLOADNSWAI,AUSTINLANDEW,25/01/2006,17/05/2006 22:04,61.185,35.207,36.211,32.731,40.041,34.743,37.716,19.774,20.4,15.988,20.7,19.823,22.62,25.1,5.29,3.93,0.658,1.423,0.506,3.451,2.939,3.819,1.739,1.401,0.775,0.695,6.475,0.235,0.991,10.018,7.569,7.177,7.275,5.81,2.849,1.662,0.752,0.864,0,0.382,0.707,0.707,0.888,0,1.805,10.099,158.012,97.572,
CLOADNSWAI,AUSTINLANDEW,26/01/2006,17/05/2006 22:04,53.766,36.428,28.987,28.976,44.748,41.97,25.953,18.247,12.22,10.813,11.137,19.645,21.473,22.408,6.468,7.433,6.738,7.033,10.952,11.523,4.919,7.479,3.77,4.843,6.073,4.852,3.363,4.379,3.724,7.72,4.597,1.959,5.638,5.954,3.548,6.972,2.764,7.676,10.844,6.216,6.997,3.484,4.544,3.104,2.863,4.045,145.5,91.426,
CLOADNSWAI,AUSTINLANDEW,27/01/2006,17/05/2006 22:04,50.989,37.486,23.082,15.699,13.805,12.013,16.442,9.733,8.448,11.419,16.078,15.094,15.325,21.581,4.201,4.716,0.982,1.423,3.331,3.695,3.891,1.598,2.118,0.42,0,0.874,4.376,1.219,1.37,10.215,7.155,4.898,5.143,4.507,3.017,2.159,1.725,1.401,3.301,0.736,1.746,1.498,0.036,0.675,1.656,9.98,154.942,94.934,
CLOADNSWAI,AUSTINLANDEW,28/01/2006,17/05/2006 22:04,46.162,30.966,27.434,21.188,33.894,37.593,26.529,14.213,15.429,13.84,9.55,14.698,18.116,17.184,21.81,22.626,19.571,23.569,27.51,28.028,21.506,13.84,18.557,8.16,13.009,11.371,13.856,16.234,14.775,10.969,13.744,5.878,12.079,19.444,17.071,19.739,18.825,14.853,19.438,14.262,19.474,15.116,13.589,9.897,10.318,8.814,8.15,13.462,
CLOADNSWAI,AUSTINLANDEW,29/01/2006,24/05/2006 22:01,18.237,8.307,8.292,10.003,7.006,12.48,7.621,10.949,6.474,7.336,10.659,13.44,12.787,11.052,18.976,12.037,17.515,22.151,20.575,24.504,24.151,24.582,13.415,16.897,12.976,13.125,11.555,13.548,9.593,12.775,7.476,11.058,10.464,18.013,14.27,17.405,15.649,19.861,17.75,23.46,17.902,17.026,15.744,16.356,15.127,10.075,10.057,7.571,
CLOADNSWAI,AUSTINLANDEW,30/01/2006,24/05/2006 22:01,13.22,11.435,5.966,10.261,12.721,10.786,8.718,10.863,11.013,12.722,15.823,13.756,18.309,19.555,4.731,2.04,0.839,1.929,0.731,1.791,3.263,2.939,1.282,2.729,3.231,2.408,9.878,2.681,1.34,11.205,6.999,4.005,3.817,4.048,1.012,1.781,0.617,2.003,0.499,0.118,3.314,1.166,1.395,0,0.697,10.127,161.023,99.366,
CLOADNSWAI,AUSTINLANDEW,31/01/2006,24/05/2006 22:01,55.049,36.251,35.536,34.09,37.11,33.02,29.137,18.176,15.859,14.831,20.38,22.686,31.504,22.796,4.573,2.361,0,0.854,1.246,2.666,3.891,3.323,2.058,0.833,0.643,0.944,6.45,1.207,0.429,9.423,7.122,4.404,1.908,2.386,2.498,1.451,1.862,0.222,0.088,0.879,0.86,0,0.082,0.767,1.882,11.205,156.489,93.556,
CLOADNSWAI,AUSTINLANDEW,01/02/2006,24/05/2006 22:01,57.442,34.909,27.661,24.201,35.408,34.37,26.606,15.094,14.011,12.466,18.863,17.651,28.508,22.943,4.627,3.798,0.05,1.087,1.551,1.601,2.321,3.746,1.333,0,0.328,1.485,7.079,0.554,0.366,8.882,5.659,4.839,3.722,3.303,2.856,0.877,0.181,2.366,2.372,0.577,0.437,0.336,0.951,0.001,0.339,8.899,157.885,97.187,
CLOADNSWAI,AUSTINLANDEW,02/02/2006,24/05/2006 22:01,52.457,31.394,33.035,24.975,36.729,37.512,20.566,12.604,18.699,12.358,18.331,25.693,21.647,17.956,6.213,2.168,0.606,1.54,1.228,3.029,3.569,3.918,3.164,0.193,1.345,2.244,6.583,0.946,1.031,10.663,7.086,6.348,4.751,5.567,1.2,0.695,0.42,1.988,1.543,0.305,1.297,2.05,0.979,0.948,2.174,10.505,158.464,98.266,
CLOADNSWAI,AUSTINLANDEW,03/02/2006,24/05/2006 22:01,59.307,39.53,31.735,28.113,34.33,34.674,26.06,20.354,12.233,14.4,16.91,24.367,32.18,23.549,3.493,3.172,2.875,2.605,1.572,3.054,3.283,3.261,0.667,0.41,0.681,2.415,5.755,1.25,0.678,11.112,9.775,6.839,7.037,6.489,3.133,2.835,1.821,1.01,0.245,1.956,1.027,0.406,2.466,0.763,1.567,10.152,154.655,98.199,
CLOADNSWAI,AUSTINLANDEW,04/02/2006,24/05/2006 22:01,57.191,31.969,25.616,25.706,33.217,34.773,31.482,22.897,11.061,15.458,9.494,19.392,23.7,18.522,23.451,30.934,36.227,22.585,27.559,33.248,27.945,20.35,17.267,15.183,20.421,14.742,19.465,20.07,16.145,15.922,12.12,14.026,16.077,21.171,22.468,16.629,24.531,21.75,26.761,14.441,24.151,14.465,12.846,13.93,20.597,14.187,18.607,13.867,
CLOADNSWAI,AUSTINLANDEW,05/02/2006,31/05/2006 22:01,15.037,7.908,9.759,7.323,9.405,15.61,5.799,6.634,7.956,12.038,12.813,8.228,18.828,13.297,16.385,17.894,26.333,41.708,24.244,30.126,24.561,20.017,17.838,19.996,23.659,13.03,12.899,14.576,12.378,10.21,11.915,16.586,13.167,12.051,14.851,17.986,25.769,22.521,35.019,24.524,24.071,18.581,14.607,14.954,13.95,11.303,8.525,10.606,
CLOADNSWAI,AUSTINLANDEW,06/02/2006,31/05/2006 22:01,15.969,12.357,12.922,11.765,12.26,6.881,7.609,9.01,4.27,11.569,16.683,16.366,17.865,18.121,4.052,5.562,1.21,3.317,2.471,1.893,3.744,7.445,3.763,2.991,1.951,2.099,7.644,2.269,1.747,10.244,8.383,8.736,5.57,5.259,3.072,3.11,2.519,1.916,0.901,0.205,1.846,0.993,0.537,2.004,0.342,9.613,160.105,109.712,
CLOADNSWAI,AUSTINLANDEW,07/02/2006,31/05/2006 22:01,70.863,46.66,34.925,32.994,45.655,40.178,33.368,29.773,15.294,17.399,14.579,21.235,38.737,36.168,3.197,0.655,3.158,2.065,2.39,1.786,4.263,7.158,5.283,3.273,1.726,1.73,9.557,3.859,2.03,11.775,10.045,6.365,6.428,5.354,2.221,2.351,0.393,2.056,0.656,1.865,2.228,0.14,0,0.106,1.233,10.755,159.435,116.414,
CLOADNSWAI,AUSTINLANDEW,08/02/2006,31/05/2006 22:01,73.954,48.195,38.186,27.888,50.095,43.66,39.415,27.985,13.369,17.264,19.889,23.78,34.145,35.919,4.459,1.68,1.341,2.014,0.367,4.198,4.583,5.132,3.777,2.333,2.63,1.317,8.189,1.601,0.394,11.18,7.054,4.925,4.734,4.799,1.844,0.742,2.336,0,0.949,1.049,0.566,0.937,0.219,0,1.541,9.259,160.503,104.511,
CLOADNSWAI,AUSTINLANDEW,09/02/2006,31/05/2006 22:01,70.206,44.325,37.028,33.834,42.343,43.386,32.875,19.159,17.019,15.46,13.687,32.074,34.193,25.888,2.218,0.531,2.337,2.808,0.061,2.095,3.486,4.898,2.654,3.133,2.78,3.665,11.023,3.666,1.778,10.536,8.049,8.17,6.232,3.622,2.798,2.437,1.209,0.254,0.225,1.079,0.601,0.87,0.096,0.907,1.349,8.421,160.779,119,
CLOADNSWAI,AUSTINLANDEW,10/02/2006,31/05/2006 22:01,73.912,43.763,43.544,31.142,42.946,48.455,30.217,30.705,18.455,17.733,25.749,26.901,35.644,25.417,7.195,3.882,6.511,4.488,2.699,2.37,1.845,5.365,3.178,2.055,2.073,2.333,8.052,3.203,1.238,12.064,10.165,6.578,6.634,5.234,3.017,3.296,2.412,0.234,1.736,3.388,5.764,2.739,0.831,0.473,0.78,10.951,161.257,116.148,
CLOADNSWAI,AUSTINLANDEW,11/02/2006,31/05/2006 22:01,71.755,46.296,40.267,36.618,42.476,46.494,34.648,30.44,26.1,19.342,15.909,15.062,19.225,26.218,33.32,36.591,36.922,41.862,36.3,29.934,34.734,29.905,25.491,22.023,24.426,25.804,21.796,16.832,15.26,16.451,18.546,14.675,19.064,22.362,24.403,20.985,26.188,24.704,22.643,22.899,19.253,24.766,27.09,20.465,14.868,11.846,15.213,8.724,
CLOADNSWAI,AUSTINLANDEW,12/02/2006,07/06/2006 22:01,18.151,12,9.949,7.002,11.615,12.866,10.575,12.16,9.88,12.802,13.329,16.522,17.946,17.906,30.316,27.901,19.052,27.364,33.743,32.789,27.633,27.382,23.432,21.231,19.015,19.416,18.959,23.61,29.016,19.519,15.845,15.261,12.927,23.389,23.892,33.7,28.661,33.106,25.696,34.302,29.633,26.532,25.598,26.538,20.275,11.176,17.049,12.581,
CLOADNSWAI,AUSTINLANDEW,13/02/2006,07/06/2006 22:01,12.499,9.325,11.764,7.455,14.496,7.209,10.8,10.8,14.344,15.56,17.214,20.241,37.043,37.311,7.325,2.86,1.424,0.944,1.14,3.173,3.37,6.313,2.519,2.825,0.904,2.307,9.258,2.772,2.954,12.015,8.127,6.568,5.453,5.747,0.967,1.855,2.249,1.897,1.279,0.794,0.325,2.718,0.296,0,0.354,10.294,164.887,113.422,
CLOADNSWAI,AUSTINLANDEW,14/02/2006,07/06/2006 22:01,75.707,56.201,44.6,35.201,43.367,50.842,45.832,31.444,23.01,14.557,19.512,24.723,30.61,29.868,5.174,1.48,0.627,1.961,0.064,1.828,3.643,5.634,6.098,2.984,1.778,1.185,7.057,3.684,1.441,10.118,8.289,6.868,6.091,4.075,4.073,2.53,3.958,2.022,2.591,3.852,2.85,0.148,0.663,0,0.358,10.066,159.564,114.749,
CLOADNSWAI,AUSTINLANDEW,15/02/2006,07/06/2006 22:01,75.533,56.422,48.53,37.996,47.639,46.648,36.087,28.548,21.131,17.936,20.066,31.355,34.559,31.848,3.945,1.48,0.808,1.178,1.837,1.777,2.138,6.789,4.386,3.271,2.065,2.222,6.288,1.865,0.358,10.479,9.636,4.652,5.23,3.655,5.484,2.034,2.209,0,1.183,1.823,2.612,0.182,0.628,0.277,0.355,10.06,160.483,108.833,
CLOADNSWAI,AUSTINLANDEW,16/02/2006,07/06/2006 22:01,74.241,43.254,34.726,27.588,47.84,49.02,31.865,28.051,17.962,11.486,16.289,24.179,31.662,39.234,3.488,2.728,0.082,1.135,0.06,2.822,3.474,5.993,2.656,1.693,1.787,1.103,5.723,3.189,2.553,9.207,8.415,7.316,1.963,2.316,17.412,14.725,8.606,7.337,6.44,3.228,0.691,2.248,0.096,0.583,0.549,7.128,153.647,98.999,
CLOADNSWAI,AUSTINLANDEW,17/02/2006,07/06/2006 22:01,56.472,36.621,31.246,28.963,37.321,39.32,20.363,22.163,16.414,11.87,14.455,24.827,33.429,31.665,5.406,5.005,2.446,0.52,0.847,3.393,3.816,5.025,7.806,3.466,1.325,0.263,6.884,4.483,2.287,11.757,8.79,3.154,4.345,3.059,4.596,2.878,1.725,0.914,0,0.915,1.684,0.946,0.036,0.811,1.196,9.645,156.695,103.595,
CLOADNSWAI,AUSTINLANDEW,18/02/2006,07/06/2006 22:01,62.311,39.614,27.543,26.913,46.633,43.473,27.218,28.126,19.949,14.826,16.568,11.916,18.526,28.63,21.5,30.865,35,39.199,33.535,28.092,27.617,22.431,24.133,17.323,19.946,17.667,16.788,19.893,13.545,19.385,15.734,17.206,23.289,24.914,33.685,24.705,16.455,22.877,22.83,21.314,30.885,18.216,17.31,14.462,14.874,14.297,12.552,13.226,
CLOADNSWAI,AUSTINLANDEW,19/02/2006,13/06/2006 22:02,6.559,9.996,8.215,10.252,14.944,9.904,8.22,10.185,15.5,13.218,15.307,12.191,17.612,16.072,27.096,29.514,30.507,28.192,29.469,29.887,26.362,21.883,23.519,18.498,14.193,19.634,19.619,17.903,18.991,12.09,16.268,15.2,17.672,25.558,23.756,24.77,27.453,35.536,33.722,30.495,33.058,26.165,21.586,19.135,16.527,12.406,14.816,15.911,
CLOADNSWAI,AUSTINLANDEW,20/02/2006,13/06/2006 22:02,14.869,17.051,9.083,9.652,14.566,11.127,11.051,10.225,12.502,12.76,14.285,23.233,29.088,36.494,6.628,3.938,2.97,3.498,2.132,1.806,3.557,9.062,3.603,4.194,0.773,0.439,6.789,1.903,0.651,10.915,7.969,6.824,5.176,6.804,3.348,2.885,2.649,0.478,1.033,0.299,2.374,2.908,2.046,2.405,0.984,10.423,172.419,118.057,
CLOADNSWAI,AUSTINLANDEW,21/02/2006,13/06/2006 22:02,79.678,54.91,50.067,45.509,44.525,46.082,34.515,27.858,19.338,14.859,16.678,27.513,38.564,32.505,4.422,1.061,1.681,0.822,1.836,3.117,3.186,5.944,3.791,3.082,1.406,1.889,8.605,3.394,0.657,9.785,8.043,8.617,3.802,6.178,3.483,2.206,9.903,10.794,3.94,1.045,0.807,0,0,0.959,0.37,10.408,160.503,111.655,
CLOADNSWAI,AUSTINLANDEW,22/02/2006,13/06/2006 22:02,78.593,54.816,46.42,39.56,47.454,45.757,36.724,23.627,18.906,16.012,22.372,27.841,36.689,38.563,7.672,4.063,1.15,0,0.143,2.49,4.11,6.607,3.387,1.897,3.415,3.593,7.25,2.976,0.768,10.846,7.763,5.752,4.257,3.033,2.199,2.931,2.579,2.944,2.249,3.036,2.368,1.683,0,0.239,1.036,9.796,162.327,106.486,
CLOADNSWAI,AUSTINLANDEW,23/02/2006,13/06/2006 22:02,66.899,41.916,38.461,35.044,47.195,45.315,32.854,23.99,14.444,10.283,19.517,26.47,24.532,27.989,6.402,0.991,0.868,1.241,0.064,1.816,2.685,6.121,2.93,1.641,2.054,0.596,8.525,2.949,3.099,14.408,10.273,7.304,6.689,5.956,2.44,2.341,1.9,0.195,0.225,2.767,2.794,0.13,0.096,0,1.246,9.298,157.352,105.768,
CLOADNSWAI,AUSTINLANDEW,24/02/2006,13/06/2006 22:02,69.35,43.477,32.238,32.033,44.392,43.941,31.456,21.179,12.746,12.458,13.954,21.527,27.487,34.477,2.807,1.347,0.61,2.21,2.636,5.9,4.347,6.069,1.952,3.594,1.818,0.697,9.475,3.394,2.438,11.884,10.899,9.604,5.079,3.491,3.017,3.907,1.725,0.784,0,1.751,1.067,0.733,1.55,1.047,0.919,9.466,156.181,100.257,
CLOADNSWAI,AUSTINLANDEW,25/02/2006,13/06/2006 22:02,55.826,35.495,28.189,30.674,46.027,43.604,33.879,24.711,23.103,15.045,12.545,15.341,20.506,29.282,34.29,30.579,31.087,35.603,30.312,21.021,29.7,17.751,20.571,23.614,25.145,20.928,20.736,22.834,14.838,14.303,11.983,10.577,16.466,27.122,23.663,34.246,31.914,18.054,24.948,22.416,18.69,18.558,19.5,20.427,18.635,15.089,12.422,8.441,
CLOADNSWAI,AUSTINLANDEW,26/02/2006,22/06/2006 09:26,11.804,8.819,6.726,12.889,14.093,12.689,13.154,7.131,9.124,7.281,10.714,14.305,20.011,16.959,30.93,25.547,36.888,29.579,28.589,26.158,24.122,26.917,18.345,19.169,31.446,20.742,17.665,17.078,18.675,19.711,9.398,16.562,18.233,22.616,33.214,22.876,24.809,28.424,35,34.193,26.289,26.072,23.741,15.035,14.528,17.884,12.581,12.447,
CLOADNSWAI,AUSTINLANDEW,27/02/2006,22/06/2006 09:26,14.478,14.121,13.364,9.927,8.587,11.828,17.563,13.251,13.594,12.83,24.739,21.098,25.158,36.066,2.381,2.275,0.871,1.213,2.569,3.487,4.029,11.139,5.267,4.049,1.944,0.783,7.886,3.793,2.306,11.038,8.261,8.736,7.052,4.425,0.645,4.643,1.123,3.273,1.434,0.667,0.612,0.257,0.236,0.156,1.854,8.414,167.244,126.519,
CLOADNSWAI,AUSTINLANDEW,28/02/2006,22/06/2006 09:26,73.2,51.696,46.296,34.96,41.559,44.429,38.184,28.422,15.627,20.732,17.566,41.53,35.823,37.129,2.573,1.209,0.841,0.951,2.216,2.316,5.544,5.32,3.323,1.902,0.31,1.163,9.482,5.157,2.465,10.989,9.224,9.071,4.318,1.954,2.601,1.114,3.143,0.911,2.5,2.264,0.537,1.24,0.866,0,0.376,10.399,162.331,112.984,
