ProfileName,ProfileArea,SettlementDate,CreationDT,Period01,Period02,Period03,Period04,Period05,Period06,Period07,Period08,Period09,Period10,Period11,Period12,Period13,Period14,Period15,Period16,Period17,Period18,Period19,Period20,Period21,Period22,Period23,Period24,Period25,Period26,Period27,Period28,Period29,Period30,Period31,Period32,Period33,Period34,Period35,Period36,Period37,Period38,Period39,Period40,Period41,Period42,Period43,Period44,Period45,Period46,Period47,Period48,
CLOADNSWAI,COUNTRYENERGY,23/06/2006,11/10/2006 22:02,110.692,95.819,75.933,60.884,71.666,73.464,67.791,53.176,37.949,28.828,27.033,24.604,26.343,34.743,8.321,7.147,6.613,5.716,4.111,3.917,5.123,11.569,8.894,11.317,7.232,5.142,8.264,8.057,3.124,10.759,8.481,11.324,7.12,8.113,4.364,5.122,5.438,3.922,0.818,2.627,3.152,3.462,3.49,2.579,1.434,7.433,160.878,136.963,
CLOADNSWAI,COUNTRYENERGY,24/06/2006,11/10/2006 22:02,117.491,100.693,88.256,78.371,81.63,78.648,61.499,49.595,35.1,29.429,26.131,29.271,21.795,20.74,40.356,52.092,50.486,44.468,47.742,51.002,52.496,49.838,43.521,41.772,39.191,34.843,32.435,32.95,33.076,30.432,28.626,21.618,25.859,37.819,40.112,47.451,47.294,47.691,42.157,34.725,42.702,36.184,28.39,21.121,26.768,30.387,17.666,20.033,
CLOADNSWAI,COUNTRYENERGY,25/06/2006,18/10/2006 22:04,20.364,15.638,17.778,13.75,11.116,16.075,12.849,14.344,14.638,16.851,22.293,17.758,15.55,14.523,24.898,29.672,36.824,42.752,50.204,54.561,46.813,49.371,46.966,55.655,58.315,44.194,40.654,39.189,31.223,31.088,34.563,40.255,32.309,30.146,36.906,40.438,43.862,48.419,54.735,49.81,40.055,36.929,42.821,41.347,41.805,33.833,23.06,23.409,
CLOADNSWAI,COUNTRYENERGY,26/06/2006,18/10/2006 22:04,18.623,17.691,19.74,16.539,19.92,20.71,16.272,14.955,16.063,19.121,21.009,18.939,20.257,30.467,4.956,6.248,9.368,5.301,5.776,5.446,4.625,7.934,8.186,11.111,7.446,8.024,9.891,10.141,5.837,13.857,13.449,12.544,10.246,9.28,5.298,8.358,5.203,6.004,4.505,2.399,4.416,6.61,5.955,3.054,2.693,11.118,164.175,134.545,
CLOADNSWAI,COUNTRYENERGY,27/06/2006,18/10/2006 22:04,116.235,100.939,96.482,83.115,98.519,93.22,82.671,53.621,52.152,37.593,27.395,26.77,28.156,33.545,1.173,4.353,4.599,3.114,3.513,3.759,3.243,8.085,5.784,4.937,4.362,5.533,11.193,12.172,7.288,15.594,8.975,8.329,9.087,8.577,6.008,5.069,5.152,4.682,3.793,4.874,5.882,4.498,1.501,1.63,1.082,8.123,159.246,130.625,
CLOADNSWAI,COUNTRYENERGY,28/06/2006,18/10/2006 22:04,116.66,106.602,91.793,81.774,94.468,90.159,73.112,56.984,41.643,37.091,32.703,28.547,24.48,21.258,3.448,7.301,3.589,1.212,2.685,4.607,3.448,8.753,8.62,7.759,5.449,8.377,8.764,4.818,4.449,11.225,12.779,9.69,9.561,12.557,8.71,6.999,5.879,4.27,3.698,5.217,4.107,4.092,2.366,0.378,0.94,7.091,162.373,142.094,
CLOADNSWAI,COUNTRYENERGY,29/06/2006,18/10/2006 22:04,125.979,112.944,93.93,89.772,100.671,95.385,79.401,59.996,55.374,44.543,45.832,35.001,37.112,34.689,2.257,5.183,5.573,5.871,5.182,3.441,5.491,8.345,6.28,5.426,5.892,4.308,9.194,9.07,5.468,13.59,13.126,7.548,9.09,9.585,1.895,2.811,5.875,3.292,2.981,5.021,2.799,1.478,4.099,6.499,2.326,9.045,163.726,141.39,
CLOADNSWAI,COUNTRYENERGY,30/06/2006,18/10/2006 22:04,117.392,103.592,82.592,72.778,80.78,79.728,61.198,57.692,40.049,35.41,28.778,21.276,29.975,41.976,4.822,4.062,3.167,5.968,7.146,4.805,7.9,10.177,10.21,9.097,7.777,7.933,11.592,9.864,7.186,16.133,14.17,13.791,11.626,12.47,5.456,5.705,5.71,5.299,6.805,4.862,3.682,2.537,2.766,3.808,2.209,8.554,162.983,143.595,
CLOADNSWAI,COUNTRYENERGY,01/07/2006,18/10/2006 22:04,123.292,104.429,79.103,68.915,73.085,77.222,69.36,54.958,38.787,41.025,32.63,23.365,20.575,26.887,39.772,48.18,48.263,53.834,65.366,59.181,59.19,56.933,48.548,47.714,39.795,50.605,40.233,42.738,41.44,36.629,32.088,29.363,25.836,25.769,34.935,37.738,38.719,57.397,48.662,49.065,44.677,37.533,34.772,30.039,24.023,19.043,23.162,12.835,
CLOADNSWAI,COUNTRYENERGY,02/07/2006,25/10/2006 22:02,14.591,15.48,17.162,19.115,17.221,16.839,15.888,16.178,10.725,12.052,15.471,15.348,16.757,20.356,22.255,31.408,49.813,45.274,43.281,55.225,56.255,50.566,49.207,55.033,50.401,53.441,55.584,48.615,31.023,36.827,28.71,28.806,24.428,39.414,38.801,34.284,43.899,40.034,53.067,55.237,41.725,31.765,35.422,36.232,31.49,29.645,26.512,21.366,
CLOADNSWAI,COUNTRYENERGY,03/07/2006,25/10/2006 22:02,19.645,17.805,15.15,19.213,20.418,16.242,15.62,17.317,19.752,13.525,16.166,19.348,24.806,27.327,3.556,3.879,6.273,6.397,6.749,4.35,6.255,12.26,10.779,10.962,5.389,7.985,10.437,6.569,2.457,11.446,8.581,7.324,6.701,7.481,10.291,10.859,9.448,6.176,4.294,2.463,3.774,2.32,3.404,4.183,1.962,8.32,156.788,135.329,
CLOADNSWAI,COUNTRYENERGY,04/07/2006,25/10/2006 22:02,118.61,103.485,70.119,58.317,70.082,71.865,83.6,80.652,65.029,54.985,49.914,33.588,41.127,36.406,1.053,3.372,3.788,2.858,4.106,2.301,4.293,9.724,6.827,4.862,2.218,4.587,7.709,11.82,7.12,12.447,7.327,8.291,5.424,4.81,5.169,5.383,4.46,4.776,5.775,5.452,6.237,3.114,1.813,0.505,1.095,9.824,158.616,131.415,
CLOADNSWAI,COUNTRYENERGY,05/07/2006,25/10/2006 22:02,111.968,103.107,98.659,91.775,105.618,96.173,78.68,62.447,50.614,33.364,33.399,39.517,32.036,28.206,3.224,6.395,6.932,1.885,2.33,1.478,4.006,7.448,6.388,7.725,8.854,7.479,11.69,10.872,8.012,12.29,5.802,5.255,8.264,6.993,4.132,6.041,7.745,6.207,5.041,4.708,6.305,5.992,4.394,5.201,2.792,9.01,157.029,134.965,
CLOADNSWAI,COUNTRYENERGY,06/07/2006,25/10/2006 22:02,116.405,103.224,79.971,81.088,83.483,83.99,71.036,62.806,46.438,37.076,26.055,22.132,32.899,38.03,4.379,1.482,3.111,2.26,2.463,3.714,3.945,9.348,6.556,4.767,7.447,6.249,13.586,12.196,7.476,15.224,9.942,6.117,8.5,5.443,4.975,5.563,4.105,2.688,2.481,5.572,1.93,1.891,3.459,3.457,0.771,5.737,157.244,139.28,
CLOADNSWAI,COUNTRYENERGY,07/07/2006,25/10/2006 22:02,112.107,95.434,78.779,72.747,85.491,81.761,67.942,55.29,44.722,37.266,34.881,26.841,33.495,33.716,2.788,4.612,5.057,7.073,8.92,5.796,6.359,8.155,5.586,5.123,8.963,4.046,10.659,10.766,4.543,13.354,10.334,8.71,7.37,5.986,3.876,4.664,5.944,2.35,6.046,4.89,6.544,6.624,2.717,4.573,3.931,7.559,159.162,139.188,
CLOADNSWAI,COUNTRYENERGY,08/07/2006,25/10/2006 22:02,121.979,108.192,93.619,84.575,79.986,78.934,65.63,54.856,43.536,37.594,40.277,34.521,33.28,35.382,31.216,41.957,33.475,52.961,58.73,64.411,64.85,50.138,48.505,41.176,45.324,41.313,41.296,45.119,45.863,34.651,31.631,27.009,26.346,38.177,35.211,41.076,41.216,46.28,51.118,47.09,40.75,32.683,27.858,27.829,31.182,27.91,19.869,18.267,
CLOADNSWAI,COUNTRYENERGY,09/07/2006,01/11/2006 22:02,26.961,17.045,21.895,20.604,16.58,16.123,15.377,22.395,12.582,19.125,17.677,16.175,20.876,18.553,27.801,33.261,38.194,43.906,58.245,57.376,70.668,63.284,50.495,50.461,53.922,46.914,46.225,39.563,37.208,31.612,31.972,34.452,37.817,34.667,42.514,56.17,61.685,57,56.432,51.179,52.031,47.343,38.674,33.589,31.799,28.512,26.867,23.894,
CLOADNSWAI,COUNTRYENERGY,10/07/2006,01/11/2006 22:02,21.951,24.68,18.203,21.853,14.305,10.421,14.386,13.021,13.422,11.533,26.764,21.438,25.206,36.457,2.478,5.459,5.585,5.238,3.127,4.115,3.967,10.185,9.386,7.259,4.198,5.739,10.815,9.951,7.731,16.28,5.667,4.903,5.269,8.221,4.147,3.563,5.721,6.032,7.896,6.075,4.636,4.273,5.179,2.228,0.773,7.252,161.958,139.097,
CLOADNSWAI,COUNTRYENERGY,11/07/2006,01/11/2006 22:02,116.707,105.13,89.15,78.38,84.056,83.913,66.638,52.956,46.419,42.097,31.889,26.925,34.164,31.687,3.891,2.601,2.936,1.621,2.928,4.076,5.835,11.656,12.755,13.768,12.528,7.525,11.735,8.601,6.201,9.81,7.333,6.291,6.723,6.529,4.632,2.099,0.807,0.974,2.852,6.086,3.828,1.97,1.872,1.87,1.338,8.644,159.003,134.623,
CLOADNSWAI,COUNTRYENERGY,12/07/2006,01/11/2006 22:02,124.436,107.791,98.667,88.486,87.021,89.041,76.64,59.459,53.788,48.171,29.717,28.764,23.143,35.087,5.371,4.336,6.119,5.772,3.771,3.618,5.968,6.645,4.81,4.52,2.519,3.772,9.101,9.521,4.6,9.893,6.865,4.87,6.281,4.753,3.848,3.361,7.147,6.546,5.919,6.495,5.296,4.519,4.241,3.524,4.211,9.47,167.63,151.079,
CLOADNSWAI,COUNTRYENERGY,13/07/2006,01/11/2006 22:02,137.714,120.637,108.431,94.316,92.104,84.002,73.262,55.073,53.302,44.673,48.313,36.973,39.186,37.53,4.691,1.485,7.089,4.919,6.313,6.09,9.79,13.298,12.012,8.711,8.138,9.885,10.566,7.932,4.192,10.71,7.304,4.084,8.209,7.724,4.466,4.904,4.635,1.482,2.369,2.799,5.061,3.846,4.588,4.204,1.751,8.36,159.322,145.004,
CLOADNSWAI,COUNTRYENERGY,14/07/2006,01/11/2006 22:02,138.112,118.688,101.445,85.191,91.234,84.96,78.591,66.715,54.383,41.818,41.511,35.089,33.615,37.986,4.8,4.561,5.339,3.759,4.098,5.72,7.786,10.49,9.39,4.495,4.821,5.042,12.501,11.657,9.014,15.065,14.81,10.416,7.826,7.675,4.207,4.738,5.27,0.469,1.632,0.169,2.223,1.786,2.12,3.156,1.732,6.009,162.296,143.497,
CLOADNSWAI,COUNTRYENERGY,15/07/2006,01/11/2006 22:02,132.922,108.187,95.492,90.028,93.241,83.789,71.537,58.686,44.374,38.622,35.877,30.217,23.094,24.736,35.285,47.145,48.499,58.886,62.637,61.811,58.433,55.154,52.396,52.274,51.111,49.751,44.565,44.486,37.874,35.749,25.452,24.562,33.799,33.794,40.406,41.53,46.245,56.027,50.362,40.429,49.23,52.995,46.13,40.837,31.661,33.424,24.018,24.571,
CLOADNSWAI,COUNTRYENERGY,16/07/2006,08/11/2006 22:03,23.959,22.795,22.326,15.003,19.219,17.838,11.216,14.267,13.415,15.891,13.325,15.463,16.73,14.369,21.342,35.153,46.069,48.484,51.79,63.465,60.047,56.845,52.984,56.69,53.144,63.666,49.145,47.754,41.456,34.107,31.116,31.689,39.162,43.41,40.174,41.568,51.874,41.83,42.225,43.727,48.406,38.346,37.363,34.22,29.313,26.744,18.871,20.612,
CLOADNSWAI,COUNTRYENERGY,17/07/2006,08/11/2006 22:03,24.493,27.056,21.235,18.75,17.766,17.2,13.913,15.352,19.597,11.216,20.71,19.92,27.247,33.021,5.902,3.508,3.909,3.184,2.602,3.628,4.849,12.04,9.375,10.557,7.869,3.728,9.566,11.202,8.07,16.576,11.75,8.199,11.14,13.327,5.47,2.971,4.086,2.926,5.308,2.068,2.125,3.465,1.307,3.136,2.167,8.247,164.553,144.112,
CLOADNSWAI,COUNTRYENERGY,18/07/2006,08/11/2006 22:03,121.528,106.525,92.677,83.243,98.208,90.691,72.112,65.891,48.074,41.689,31.122,26.39,27.621,32.748,5.525,7.499,7.141,3.805,3.33,6.763,5.719,9.779,12.46,10.056,10.491,6.951,7.514,6.253,3.549,12.962,9.296,8.723,6.194,6.201,4.979,3.27,5.243,4.595,5.691,5.623,4.898,4.092,0.454,1.032,1.499,9.851,159.955,142.486,
CLOADNSWAI,COUNTRYENERGY,19/07/2006,08/11/2006 22:03,130.451,101.553,87.468,79.042,92.679,95.455,79.019,53.47,44.524,39.173,32.623,34.164,37.092,32.651,4.087,5.969,5.812,4.096,4.634,4.795,4.901,12.353,10.839,9.04,6.377,3.097,8.596,7.939,4.381,12.93,9.355,7.04,7.662,8.671,5.337,2.041,5.504,4.88,2.917,3.73,1.372,0.335,0.302,1.109,0.761,7.063,162.259,143.385,
CLOADNSWAI,COUNTRYENERGY,20/07/2006,08/11/2006 22:03,127.954,111.497,93.381,79.922,97.128,86.798,79.074,56.464,49.335,40.437,35.396,26.193,29.269,40.208,4.107,2.997,6.009,2.811,2.395,3.269,4.885,9.162,7.603,6.304,4.933,4.968,8.765,9.395,5.008,10.101,7.549,7.385,8.552,6.448,4.105,3.981,5.426,6.266,8.653,7.883,4.279,2.71,3.806,3.892,2.181,7.592,158.208,139.884,
CLOADNSWAI,COUNTRYENERGY,21/07/2006,08/11/2006 22:03,118.769,102.339,89.414,79.62,92.371,90.566,72.266,59.924,47.726,44.835,34.076,27.492,31.262,35.641,2.535,4.681,3.848,3.784,4.323,5.228,5.964,12.433,11.493,6.882,4.782,5.614,12.861,11.717,8.868,16.044,8.544,7.854,6.852,7.06,4.144,6.4,6.395,2.811,5.277,3.569,1.847,0.923,1.05,1.445,2.984,7.09,149.574,135.465,
CLOADNSWAI,COUNTRYENERGY,22/07/2006,08/11/2006 22:03,114.623,100.488,84.094,76.267,88.361,88.087,72.457,60.946,52.438,32.547,30.154,34.005,26.398,16.88,32.557,46.827,51.527,53.872,48.006,62.11,52.863,50.138,59.17,50.007,48.535,41.237,35.39,35.974,32.402,31.209,28.492,30.739,29.743,34.147,36.476,47.088,61.63,47.093,44.4,40.776,37.738,35.229,39.111,31.714,18.212,22.101,19.844,13.09,
CLOADNSWAI,COUNTRYENERGY,23/07/2006,15/11/2006 22:13,19.483,18.779,14.963,14.968,15.011,16.273,11.349,10.495,15.477,19.439,16.861,14.342,21.578,21.462,21.618,31.405,34.494,37.891,41.203,47.131,53.555,48.058,41.717,48.399,50.668,46.378,36.766,40.653,37.184,33.485,29.669,35.423,26.52,33.728,36.417,43.536,46.274,52.441,54.072,43.699,37.99,39.925,30.937,34.752,32.863,22.829,24.715,24.32,
CLOADNSWAI,COUNTRYENERGY,24/07/2006,15/11/2006 22:13,17.613,15.558,14.986,13.655,14.821,17.901,17.636,18.152,12.856,15.265,19.251,17.492,21.867,29.656,3.186,3.546,3.508,3.891,3.145,6.043,6.55,14.6,8.522,6.597,7.51,7.689,10.136,8.01,4.231,10.209,8.255,8.303,8.147,6.033,1.045,4.876,3.006,1.186,1.899,7.153,7.456,5.408,2.405,2.376,2.37,9.614,159.372,137.535,
CLOADNSWAI,COUNTRYENERGY,25/07/2006,15/11/2006 22:13,118.194,99.862,80.299,75.506,86.737,91.348,75.569,59.982,40.636,32.928,28.608,34.559,31.318,30.965,1.423,3.267,4.284,3,2.941,5.962,4.693,12.115,9.168,9.241,8.302,7.79,9.552,9.482,6.931,15.828,10.597,7.552,7.125,6.091,3.119,4.436,5.475,6.543,5.472,6.802,4.655,5.926,1.843,2.099,4.251,9.839,155.438,132.785,
CLOADNSWAI,COUNTRYENERGY,26/07/2006,15/11/2006 22:13,123.905,112.193,89.326,70.781,88.424,84.965,73.511,53.066,46.059,35.848,34.379,30.807,27.348,31.486,3.598,4.887,4.661,3.084,2.95,4.303,4.347,8.583,7.522,5.303,4.776,6.571,8.416,5.09,1.975,12.278,7.733,7.535,7.289,11.444,7.38,5.773,1.275,4.603,2.824,2.618,1.194,0.747,1.298,0.962,0.208,7.48,148.658,124.735,
CLOADNSWAI,COUNTRYENERGY,27/07/2006,15/11/2006 22:13,104.222,93.503,83.391,75.653,84.525,83.989,70.513,57.229,52.431,47.593,30.292,28.217,38.408,35.106,4.284,4.414,4.303,3.257,0.353,3.845,4.167,7.812,6.169,5.703,5.735,2.259,8.347,7.758,5.578,11.59,8.007,7.115,6.803,8.208,3.079,2.904,4.027,3.389,3.647,4.24,0.223,0.496,1.581,0.693,1.699,8.609,153.24,137.912,
CLOADNSWAI,COUNTRYENERGY,28/07/2006,15/11/2006 22:13,113.873,96.883,82.166,70.042,76.921,76.826,61.827,43.908,36.397,36.628,29.693,29.589,39.437,40.57,3.592,6.126,3.942,3.486,3.824,4.285,9.066,11.361,8.584,10.705,9.979,7.158,10.021,7.645,4.781,12.043,10.143,9.964,10.458,10.724,6.494,7.038,8.494,5.283,5.337,3.545,5.307,4.615,4.432,5.382,6.3,11.904,155.293,130.963,
CLOADNSWAI,COUNTRYENERGY,29/07/2006,15/11/2006 22:13,114.502,97.422,79.783,66.755,79.208,68.562,52.439,45.802,35.916,30.938,28.518,23.772,21.897,21.734,35.177,43.08,42.144,48.37,47.23,67.189,64.089,49.495,47.366,36.811,36.97,44.258,39.957,40.098,37.434,36.829,33.266,27.513,24.63,32.698,33.406,39.34,38.638,44.007,36.48,31.485,43.429,39.887,35.565,34.78,28.964,23.364,19.482,18.762,
CLOADNSWAI,COUNTRYENERGY,30/07/2006,22/11/2006 22:10,16.231,16.317,18.419,12.927,16.062,11.085,12.906,10.566,13.105,13.844,11.942,14.876,17.916,22.658,23.14,39.035,35.282,44.135,47.545,51.305,61.891,55.817,43.117,35.527,40.512,35.644,32.614,34.257,36.101,35.21,36.42,25.676,28.613,38.659,38.864,44.257,52.271,48.041,51.48,42.111,41.631,35.752,34.267,31.547,31.811,19.769,22.109,22.472,
CLOADNSWAI,COUNTRYENERGY,31/07/2006,22/11/2006 22:10,18.993,22.288,15.554,12.227,13.372,10.742,13.179,13.078,17.437,9.743,16.093,18.041,18.971,30.308,5.589,2.934,3.604,5.094,1.919,3.057,3.985,8.63,5.599,6.39,5.853,4.603,8.933,8.307,5.895,11.447,8.089,5.852,7.027,7.496,4.893,6.317,2.032,2.369,2.82,2.208,5.63,3.613,3.107,1.453,0.782,9.147,154.761,136.433,
CLOADNSWAI,COUNTRYENERGY,01/08/2006,22/11/2006 22:10,122.445,100.868,82.155,77.178,85.199,88.825,70.021,61.113,44.842,47.016,35.126,33.379,30.672,30.148,3.286,3.538,6.04,4.103,2.17,3.7,3.654,6.973,4.22,2.48,4.054,4.203,12.143,11.913,8.345,14.228,8.345,6.567,7.042,4.963,2.603,4.001,4.395,1.737,2.191,3.76,3.247,3.071,0.582,0.19,0.706,11.154,149.548,126.531,
CLOADNSWAI,COUNTRYENERGY,02/08/2006,22/11/2006 22:10,110.231,93.068,77.096,69.239,84.185,91.235,75.802,60.57,47.177,40.84,33.145,28.791,32.44,31.269,3.657,3.308,5.1,3.079,2.589,4.614,7.083,15.584,10.758,12.792,5.124,5.267,7.902,6.86,3.895,11.266,9.348,10.066,7.838,8.752,5.272,2.59,5.724,6.374,4.373,6.114,2.864,2.015,0.663,1.097,0.173,7.777,150.289,129.004,
CLOADNSWAI,COUNTRYENERGY,03/08/2006,22/11/2006 22:10,106.65,93.112,76.767,72.014,82.753,81.246,67.913,60.71,49.702,42.855,34.606,30.928,31.544,35.158,3.461,3.401,6.484,5.926,4.068,6.188,7.734,13.964,9.753,6.413,4.642,5.947,12.87,8.201,5.194,13.497,7.343,7.368,7.556,6.225,3.695,3.921,3.423,2.377,3.695,3.934,2.81,1.144,0.966,0.804,0.167,9.171,153.938,141.448,
CLOADNSWAI,COUNTRYENERGY,04/08/2006,22/11/2006 22:10,115.048,101.693,85.15,74.13,88.27,88.65,72.324,62.581,43.737,36.874,34.766,28.089,26.398,39.836,8.47,3.622,3.752,2.247,3.301,6.54,7.746,11.929,9.583,6.57,5.809,6.124,10.259,10.104,7.876,15.501,9.93,8.846,9.938,7.875,3.927,3.019,1.909,4.516,3.51,1.715,1.027,0.904,3.74,1.367,0.739,8.232,151.79,133.144,
CLOADNSWAI,COUNTRYENERGY,05/08/2006,22/11/2006 22:10,109.751,90.774,77.65,74.255,80.491,86.882,68.304,55.994,47.572,41.857,36.63,23.616,24.68,22.935,34.953,43.713,45.784,59.025,51.208,62.513,56.753,49.329,55.479,36.452,31.499,37.829,34.251,33.024,29.22,25.956,24.608,29.881,20.051,27.477,38.961,31.873,41.696,48.193,54.95,51.018,35.503,32.078,25.253,24.517,25.63,20.263,13.768,22.813,
CLOADNSWAI,COUNTRYENERGY,06/08/2006,01/12/2006 10:25,19.247,20.137,15.976,14.797,12.311,13.624,11.151,16.256,13.365,16.91,14.518,16.627,14.52,16.162,18.948,37.378,33.259,41.277,45.995,59.449,52.462,37.397,40.464,34.693,42.498,49.754,44.355,36.431,31.112,32.585,33.032,32.664,31.362,29.207,38.228,47.819,36.916,39.986,57.006,42.339,44.53,36.014,40.655,28.915,25.405,29.376,17.772,14.954,
CLOADNSWAI,COUNTRYENERGY,07/08/2006,01/12/2006 10:25,22.062,19.067,12.556,7.716,14.324,10.452,17.425,15.772,11.919,15.609,16.694,18.777,23.751,30.262,7.025,3.1,2.934,4.865,3.295,4.363,5.337,13.05,11.091,11.559,7.651,7.614,9.183,8.191,4.353,12.79,7.022,5.644,5.965,5.881,1.455,3.208,3.44,3.114,2.575,4.58,5.692,3.412,1.661,0.272,0.771,8.28,154.64,128.025,
CLOADNSWAI,COUNTRYENERGY,08/08/2006,01/12/2006 10:25,102.9,85.719,75.188,73.484,73.837,74.552,59.184,55.25,46.64,46.144,43.619,38.028,36.573,34.933,3.124,2.504,2.83,3.929,2.766,2.007,4.125,10.45,10.187,7.08,4.998,7.045,11.141,10.826,6.434,11.562,7.438,8.12,5.791,6.189,4.428,4.786,4.372,2.042,6.318,4.005,2.127,1.344,0.804,0.557,0.004,8.619,155.968,126.429,
CLOADNSWAI,COUNTRYENERGY,09/08/2006,01/12/2006 10:25,108.578,86.478,84.418,76.882,89.489,85.304,69.986,54.25,40.858,42.82,25.567,26.074,24.102,33.041,5.783,6.782,6.167,3.53,3.802,4.191,4.553,6.607,3.882,3.113,4.908,2.588,8.454,4.091,3.287,12.044,9.718,6.846,6.939,10.022,6.723,6.226,4.891,5.589,7.885,6.362,3.901,2.932,2.539,0.314,2.29,7.91,155.059,136.037,
CLOADNSWAI,COUNTRYENERGY,10/08/2006,01/12/2006 10:25,119.986,92.951,69.794,71,86.686,84.429,62.705,49.474,44.579,40.54,36.162,23.555,18.13,24.156,2.233,4.434,4.186,3.908,1.986,4.015,4.151,8.339,6.003,5.681,6.709,5.141,11.922,6.601,4.705,11.246,5.652,5.012,4.857,5.528,3.728,2.321,4.803,6.484,7.291,5.147,4.546,1.709,2.627,0.765,0.776,8.805,154.894,129.681,
CLOADNSWAI,COUNTRYENERGY,11/08/2006,01/12/2006 10:25,109.259,99.617,90.359,76.664,93.519,91.577,69.37,50.492,35.849,35.508,29.653,22.782,27.102,32.302,2.96,5.593,4.386,3.635,4.881,6.528,7.298,10.905,12.108,12.033,7.921,4.023,11.512,8.404,4.806,12.727,8.296,8.058,9.149,4.812,4.87,3.121,2.74,2.406,2.52,1.723,1.974,0.968,4.234,0.998,0.733,9.397,149.311,129.985,
CLOADNSWAI,COUNTRYENERGY,12/08/2006,01/12/2006 10:25,111.851,94.383,82.243,77.609,85.366,87.531,70.437,49.955,45.695,30.587,32.159,30.137,25.314,22.92,44.168,59.205,63.104,65.587,64.817,62.281,56.119,40.486,43.649,38.638,36.817,35.555,38.548,34.074,33.331,26.618,26.311,29.558,27.271,20.771,29.237,39.774,45.295,51.556,42.475,44.499,39.656,36.721,26.683,21.248,17.914,27.568,14.937,15.922,
CLOADNSWAI,COUNTRYENERGY,13/08/2006,13/12/2006 22:15,23.113,19.432,19.466,13.933,12.783,14.298,16.867,12.39,15.068,18.111,13.911,13.678,17.117,19.377,24.794,30.565,34.908,42.336,50.128,64.768,55.325,45.791,57.11,44.901,40.163,39.228,36.632,34.205,31.287,35.845,36.494,30.661,32.763,26.038,22.456,36.301,43.754,47.992,48.367,46.309,41.177,37.286,35.751,40.544,38.236,27.325,25.121,15.508,
CLOADNSWAI,COUNTRYENERGY,14/08/2006,13/12/2006 22:15,14.496,11.827,13.723,13.873,16.863,13.086,13.7,17.055,13.791,13.12,16.1,17.017,19.419,30.139,4.008,2.042,2.473,2.02,2.354,5.363,6.756,11.926,10.737,11.812,5.131,3.642,8.896,6.044,3.797,10.33,6.034,3.94,5.244,7.809,2.961,3.529,1.694,0.424,1.443,1.817,1.004,1.035,1.411,0.631,0.721,8.305,159.576,129.486,
CLOADNSWAI,COUNTRYENERGY,15/08/2006,13/12/2006 22:15,108.503,88.268,71.888,67.581,86.458,84.295,72.247,45.686,39.493,33.586,28.723,27.158,32.596,25.589,4.057,4.089,3.771,2.165,0.539,4.256,5.53,10.872,11.821,6.491,8.415,6.219,10.259,10.278,4.111,13.067,9.95,7.209,7.963,7.79,7.47,8.082,4.788,0.642,1.99,1.964,0.981,1.797,0.807,0.626,0.004,10.094,153.241,126.528,
CLOADNSWAI,COUNTRYENERGY,16/08/2006,13/12/2006 22:15,101.735,84.223,80.593,78.351,83.578,72.015,56.243,54.536,39.356,32.197,24.868,17.713,22.778,32.023,4.912,4.457,3.339,0.248,1.401,5.562,9.327,12.84,10.005,8.857,7.546,3.842,7.899,9.798,7.588,13.286,7.277,7.174,6.873,9.506,3.111,3.873,2.562,2.46,2.795,3.172,2.83,0.6,0.732,1.294,2.919,9.908,152.962,119.906,
CLOADNSWAI,COUNTRYENERGY,17/08/2006,13/12/2006 22:15,104.903,88.764,70.433,66.257,74.268,70.786,53.977,50.308,41.948,36.805,36.825,28.367,24.406,34.022,6.407,4.111,3.659,2.812,4.177,4.13,6.581,10.538,8.664,8.2,5.439,4.079,10.766,7.966,4.712,14.156,8.238,6.169,8.592,11.927,4.12,3.742,4.689,2.497,4.06,3.331,1.75,2.495,1.422,0.106,0.718,8.358,152.393,129.348,
CLOADNSWAI,COUNTRYENERGY,18/08/2006,13/12/2006 22:15,100.364,91.084,73.056,56.881,69.181,69.982,65.481,50.259,41.436,40.819,30.074,22.464,25.96,45.913,7.659,4.567,1.556,1.766,2.902,4.789,7.197,9.181,7.549,7.524,3.281,5.865,8.52,8.622,4.417,13.706,10.168,12.308,8.799,7.905,3.906,3.699,4.19,2.138,1.885,1.014,1.558,3.523,4.218,2,0.738,7.93,157.409,129.289,
CLOADNSWAI,COUNTRYENERGY,19/08/2006,13/12/2006 22:15,109.304,91.528,78.245,63.377,82.01,83.011,68.243,50.464,41.761,34.137,28.995,23.361,16.198,21.509,37.826,38.831,36.166,44.273,60.184,53.211,48.755,48.841,41.837,46.268,40.952,39.107,34.793,27.507,25.911,25.451,17.504,20.558,26.135,27.132,33.335,34.708,35.594,47.455,48.905,36.985,34.462,27.333,27.091,25.126,20.792,24.009,24.785,22.105,
CLOADNSWAI,COUNTRYENERGY,20/08/2006,14/12/2006 22:16,17.617,13.642,15.08,12.462,14.902,14.586,12.099,10.307,11.409,9.527,11.798,15.691,17.685,14.55,27.158,28.732,32.891,39.936,49.553,68.611,55.897,52.872,43.867,39.238,34.614,37.044,26.059,24.378,20.312,21.309,29.106,26.681,24.183,27.366,42.366,42.211,43.199,41.294,48.977,34.071,31.119,24.037,20.693,26.601,28.339,25.816,29.825,25.263,
