ProfileName,ProfileArea,SettlementDate,CreationDT,Period01,Period02,Period03,Period04,Period05,Period06,Period07,Period08,Period09,Period10,Period11,Period12,Period13,Period14,Period15,Period16,Period17,Period18,Period19,Period20,Period21,Period22,Period23,Period24,Period25,Period26,Period27,Period28,Period29,Period30,Period31,Period32,Period33,Period34,Period35,Period36,Period37,Period38,Period39,Period40,Period41,Period42,Period43,Period44,Period45,Period46,Period47,Period48,SeqNo,Locked,SettlementCase
CLOADNSWCE,COUNTRYENERGY,2011/1/1,2011.4.21 22:08,55.261,50.888,51.414,56.723,42.836,35.373,22.142,18.265,11.663,12.719,17.309,20.429,21.698,15.591,23.012,23.219,33.664,42.85,44.368,43.423,33.476,31.489,25.084,25.576,32.067,23.916,26.272,19.837,21.813,14.053,13.063,10.897,9.596,10.283,14.333,11.822,10.1,15.48,16.635,14.09,24.146,27.8,32.366,43.499,46.243,36.816,35.111,30.597,7,N,2880
CLOADNSWCE,COUNTRYENERGY,2011/1/2,2011.4.29 22:06,25.845,25.681,28.966,30.813,25.381,15.442,16.539,14.444,14.507,13.643,10.667,20.811,21.837,26.951,27.987,28.708,33.729,32.207,41.348,34.029,48.422,33.723,28.323,21.042,26.538,23.448,17.937,25.803,14.822,15.313,10.925,9.291,11.405,12.162,10.586,7.847,12.275,8.268,20.539,19.31,26.81,27.441,33.649,44.81,42.247,30.69,33.232,23.457,1,N,2885
CLOADNSWCE,COUNTRYENERGY,2011/1/3,2011.4.29 22:06,29.92,33.415,36.538,32.521,22.139,14.721,23.682,13.759,14.462,20.544,13.865,13.003,9.262,5.959,4.79,4.641,10.934,13.13,19.379,12.855,15.156,9.075,9.756,10.312,15.823,14.558,12.529,12.239,10.179,10.176,10.537,5.268,6.618,6.282,3.945,6.686,7.189,6.268,5.921,9.803,17.999,36.106,41.167,68.196,85.771,96.405,84.852,81.02,2,N,2885
CLOADNSWCE,COUNTRYENERGY,2011/1/4,2011.4.29 22:06,67.223,52.026,54.899,63.484,43.296,33.596,27.364,16.441,19.289,18.931,27.406,23.49,11.78,7.937,5.391,5.235,13.26,12.027,14.872,14.39,12.954,9.877,11.406,8.255,18.341,10.098,9.251,9.814,6.598,5.634,5.812,5.522,6.43,2.22,3.33,2.028,2.374,3.599,8.465,16.372,24.577,31.759,41.399,67.734,80.55,84.402,78.045,69.569,3,N,2885
CLOADNSWCE,COUNTRYENERGY,2011/1/5,2011.4.29 22:06,75.075,67.392,62.152,59.516,46.756,35.121,21.272,17.638,14.394,22.034,24.022,23.018,10.844,10.896,4.231,6.425,11.506,9.508,15.647,13.456,16.828,13.523,8.387,9.596,15.761,10.633,5.82,9.624,9.686,4.535,6.916,6.135,3.391,5.079,3.901,3.424,3.336,2.683,10.023,10.865,18.262,30.196,45.463,69.609,81.039,85.884,77.412,74.185,4,N,2885
CLOADNSWCE,COUNTRYENERGY,2011/1/6,2011.4.29 22:06,77.396,52.308,51.993,61.856,61.06,35.975,23.24,16.034,20.906,14.309,33.414,23.803,11.699,13.571,6.841,5.123,11.461,14.305,25.268,16.49,11.571,9.992,11.018,9.273,16.799,16.348,10.213,5.207,7.806,5.472,10.014,4.143,3.943,2.482,3.895,2.481,2.559,2.24,8.883,10.083,18.769,31.008,52.761,65.461,83.145,88.036,81.962,72.823,5,N,2885
CLOADNSWCE,COUNTRYENERGY,2011/1/7,2011.4.29 22:06,70.329,59.639,68.151,65.186,47.79,37.51,22.94,20.205,12.586,19.702,24.827,27.263,18.65,10.073,6.488,5.65,7.155,11.495,23.999,15.596,18.025,16.856,7.289,5.992,14.776,12.588,7.931,5.924,4.912,9.925,10.581,6.319,10.071,9.841,6.669,4.943,1.131,2.914,6.211,12.425,18.293,23.162,42.666,58.572,84.536,83.807,70.195,77.832,6,N,2885
CLOADNSWCE,COUNTRYENERGY,2011/1/8,2011.4.29 22:06,73.943,49.847,49.261,48.393,48.111,33.442,29.093,18.923,15.93,18.227,21.029,33.867,32.678,32.837,28.316,45.477,37.074,34.178,36.833,40.337,27.393,33.368,31.096,26.389,21.281,17.368,22.679,23.586,17.542,22.209,14.737,10.393,12.852,11.276,9.112,10.574,10.978,12.976,17.683,22.639,27.71,30.922,36.578,38.629,47.457,38.699,34.887,33.106,7,N,2885
CLOADNSWCE,COUNTRYENERGY,2011/1/9,2011.5.5 22:04,39.24,32.853,33.768,35.352,25.282,15.114,15.128,9.369,15.016,18.004,19.961,19.06,17.219,30.177,24.027,29.853,36.485,43.19,47.274,35.966,37.386,39.575,26.96,21.784,27.597,23.385,32.829,28.685,25.536,21.472,19.04,10.569,9.784,7.419,7.363,11.472,18.86,15.066,17.356,26.389,39.558,29.183,29.532,48.973,36.377,28.208,30.864,27.331,1,N,2889
CLOADNSWCE,COUNTRYENERGY,2011/1/10,2011.5.5 22:04,40.679,40.119,42.799,35.438,28.802,24.854,13.653,10.047,19.681,23.809,31.133,27.081,11.832,7.339,6.932,5.885,12.91,12.314,20.663,15.47,14.41,10.585,8.229,6.573,16.529,11.93,11.986,8.518,8.596,9.093,9.815,5.395,6.143,3.57,8.858,6.646,4.152,2.061,9.186,12.241,18.36,25.422,39.303,64.718,82.002,93.548,81.002,76.777,2,N,2889
