ProfileName,ProfileArea,SettlementDate,CreationDT,Period01,Period02,Period03,Period04,Period05,Period06,Period07,Period08,Period09,Period10,Period11,Period12,Period13,Period14,Period15,Period16,Period17,Period18,Period19,Period20,Period21,Period22,Period23,Period24,Period25,Period26,Period27,Period28,Period29,Period30,Period31,Period32,Period33,Period34,Period35,Period36,Period37,Period38,Period39,Period40,Period41,Period42,Period43,Period44,Period45,Period46,Period47,Period48,SeqNo,Locked,SettlementCase
NSLP,ACTEWAGL,2015/01/01,2015/04/23 22:03:46,37121.335,34114.076,32037.953,30473.848,29429.913,28256.520,28018.480,27757.995,27833.859,25482.480,26488.998,29359.526,30549.091,31782.785,33881.975,35753.858,37832.957,39366.846,41870.001,43491.471,49467.431,49819.535,49730.310,50114.960,52540.919,52790.589,54472.971,56605.152,59648.319,62711.340,66596.201,70127.373,75576.807,80078.500,83369.086,83373.362,78992.421,73496.600,68917.522,66977.010,63591.632,59943.542,55312.094,51103.854,55054.026,51819.428,45589.956,37757.766,40,Y,4672
NSLP,ACTEWAGL,2015/01/02,2015/04/23 22:03:46,34064.015,31389.928,30010.345,29007.245,28434.505,27938.603,27577.184,27515.184,27845.035,26726.469,28734.747,32869.818,35703.355,37834.634,39628.940,41678.561,43673.288,44162.235,45773.779,46901.713,52226.346,53746.263,54175.450,56588.688,60611.897,62486.016,65589.434,69295.359,73996.584,78113.310,82986.231,87998.765,93286.260,96289.641,98394.673,97753.534,93598.579,89789.781,87047.415,86902.137,82833.067,78125.251,73496.082,67456.934,69658.938,64131.714,56279.360,47510.895,41,Y,4672
NSLP,ACTEWAGL,2015/01/03,2015/04/23 22:03:46,42284.100,38984.907,36842.483,35101.545,33982.606,33360.909,32426.658,31917.928,31857.520,29466.490,31466.402,34786.572,36900.922,39332.620,42489.781,46451.170,50349.536,53519.042,56699.102,58716.229,65633.967,67196.377,68200.329,70812.221,74386.583,76352.475,78546.966,82049.636,85349.369,89331.040,92719.053,96339.626,101410.094,105680.635,108713.892,109030.196,105362.282,100060.193,93890.783,90985.663,86206.312,81197.370,75541.522,69673.668,71993.187,66789.747,58691.864,50248.902,42,Y,4672
NSLP,ACTEWAGL,2015/01/04,2015/05/13 22:00:36,44627.074,41399.426,39290.975,37394.412,36202.711,35226.718,34404.000,33991.794,33283.144,31663.317,32101.247,36250.939,38332.897,40639.149,44489.055,48018.366,52672.420,57199.963,59330.689,64626.620,71216.156,71971.936,71846.437,76486.417,81986.597,82876.801,83623.965,85811.230,87210.590,92127.683,94522.334,95165.487,96885.444,93604.041,90706.942,86775.918,81686.613,77251.305,75723.916,73202.810,68053.469,63822.036,59030.097,54084.741,58522.836,54790.236,48514.992,40061.804,36,Y,4705
NSLP,ACTEWAGL,2015/01/05,2015/05/13 22:00:36,35980.117,33746.991,32252.857,31493.229,30535.492,30133.902,30049.192,29937.921,30942.697,31326.255,35031.444,42590.418,47501.561,49552.114,49982.582,49647.941,50174.265,49693.396,50893.473,51246.898,56642.296,59609.168,60190.235,60993.418,62307.239,62908.938,65179.046,68328.165,73032.464,79870.507,78744.525,78500.234,82707.774,86875.021,87057.911,83676.692,78891.826,74424.471,71382.186,69877.143,66956.054,62952.607,58578.965,53841.783,57647.303,53949.249,47079.835,39534.831,37,Y,4705
NSLP,ACTEWAGL,2015/01/06,2015/05/13 22:00:36,34861.627,32503.263,31344.753,30509.005,30108.792,29506.970,29483.035,29357.817,30522.070,31713.109,35044.479,42262.030,47373.438,49763.128,50273.689,51621.533,52288.958,51775.044,53511.495,53541.373,57355.828,56659.362,55261.557,55896.076,58762.146,59963.812,64937.466,71744.787,71070.354,69384.933,67571.516,65252.613,67031.823,71355.539,77878.880,80796.915,78182.710,76499.455,75769.529,74624.798,70896.072,66672.371,61332.346,55559.729,58906.817,54902.559,48231.426,40015.131,38,Y,4705
NSLP,ACTEWAGL,2015/01/07,2015/05/13 22:00:36,35480.243,33133.343,31726.592,30750.642,30263.703,29729.331,29391.127,29444.860,30642.091,30331.671,34375.411,42337.959,47816.756,51141.418,52090.432,51474.899,51373.211,50938.079,52014.700,52814.419,57643.190,58693.617,58302.960,59893.568,63309.056,67697.276,74154.172,75758.842,73814.053,72515.397,71938.308,71423.105,74137.891,77781.078,83104.173,84183.086,81797.013,79317.398,77341.970,77401.099,74147.377,69678.476,64306.313,57795.416,60653.223,56615.486,49570.221,41317.972,39,Y,4705
NSLP,ACTEWAGL,2015/01/08,2015/05/13 22:00:36,36624.810,34170.136,32706.035,31922.100,30928.825,30502.793,30458.634,30242.735,31066.531,30504.736,34516.857,42466.644,47813.044,51788.882,53005.876,53071.591,52846.470,52344.683,54696.418,56122.844,62276.516,64081.776,64609.969,67953.857,71747.734,74158.557,76304.052,78847.135,82428.765,87586.246,91633.907,97637.797,102985.820,109011.553,113338.283,111453.673,103834.974,94853.595,91627.161,88571.797,82542.047,76423.433,70230.857,62661.874,65164.606,60486.896,52847.425,44635.708,40,Y,4705
NSLP,ACTEWAGL,2015/01/09,2015/05/13 22:00:36,39954.497,37387.926,36271.758,34955.367,34209.002,34108.935,32935.556,32400.132,33376.466,34614.349,37345.579,44685.968,49915.400,53820.560,55571.402,56185.431,56943.334,55875.812,57760.559,57607.373,63448.820,65736.706,66739.286,68074.557,73911.891,79281.257,80288.119,79994.711,83804.615,82631.834,81282.424,78557.148,77224.413,78376.443,77978.769,75416.814,71392.051,69997.708,69026.505,67234.818,62928.975,59005.211,56531.942,53010.527,57968.810,54077.068,48004.754,40429.244,41,Y,4705
NSLP,ACTEWAGL,2015/01/10,2015/05/13 22:00:36,36084.609,33201.079,32198.122,31032.462,30545.424,30171.969,29371.544,29314.902,29797.647,30258.246,30588.464,34849.355,37685.880,41161.265,45569.970,49249.047,52826.274,55319.570,57299.594,55397.535,60319.101,62708.399,59583.702,56666.086,61181.429,63799.337,65271.335,70143.647,66955.480,62721.723,60911.878,60602.333,61962.133,67369.598,71770.042,72551.425,69411.906,66251.568,65931.539,64112.114,60144.565,56635.105,54061.274,50915.718,56496.787,53590.827,47257.223,39697.015,42,Y,4705
NSLP,ACTEWAGL,2015/01/11,2015/05/13 22:00:36,35355.938,32849.290,31482.392,30564.819,29611.937,28815.893,28393.808,28246.109,28431.706,29081.246,31117.964,33736.551,36087.041,39772.111,44879.853,49074.661,53811.484,56386.910,60269.871,61359.826,66549.706,65546.011,62336.130,59930.216,57910.816,58455.202,56049.617,52455.437,51089.171,51435.030,50926.219,53327.483,58113.934,64398.066,67511.689,69558.119,69680.142,68652.035,67387.840,66893.299,64599.914,60609.010,56338.000,51493.884,56190.774,52761.422,46477.954,37973.831,36,Y,4705
NSLP,ACTEWAGL,2015/01/12,2015/05/13 22:00:36,33628.940,30822.425,29503.606,28626.680,27963.793,27666.409,27765.959,28177.446,29487.243,31411.308,35105.834,45490.973,51984.550,55438.173,55665.966,54002.473,51980.742,48935.564,48378.523,46568.703,50647.898,48997.525,46348.386,45403.350,46132.530,44829.036,43920.630,44125.309,44349.014,45207.541,46997.355,50258.461,55142.026,61059.149,66077.663,69302.580,68923.252,67525.554,66954.687,67511.565,64368.291,59982.144,55681.382,50210.675,54226.453,51333.337,44612.419,36807.359,37,Y,4705
NSLP,ACTEWAGL,2015/01/13,2015/05/13 22:00:36,32338.850,29709.012,28699.716,27951.099,27413.775,26758.474,26858.496,27245.353,28256.452,29797.911,33404.389,43520.721,49259.612,52857.897,53592.705,50457.475,51651.095,50254.460,51775.376,50317.349,54307.326,56527.289,56460.136,55909.557,56679.923,54983.877,56600.175,54569.717,51265.117,55486.023,56282.513,58369.231,64032.617,69180.997,72514.440,74290.355,74000.803,72183.225,72450.565,69502.317,65072.399,61150.623,56559.833,51678.715,56805.409,53078.713,46393.876,38151.512,38,Y,4705
NSLP,ACTEWAGL,2015/01/14,2015/05/13 22:00:36,33931.002,31374.309,30117.883,29694.727,29065.718,28758.284,28612.544,28993.714,29809.747,32106.061,34689.481,45740.649,52069.587,56387.996,57529.233,56587.745,54612.796,54249.842,55336.453,54643.679,58770.172,57496.080,53437.641,51066.190,49931.113,45244.294,45038.925,44787.182,45646.590,47498.323,48535.412,51482.336,56372.524,63194.131,67769.623,70800.505,69593.950,68120.408,66532.378,66911.847,65224.410,61877.733,57503.960,52141.221,55762.603,52408.829,45454.972,37651.161,39,Y,4705
NSLP,ACTEWAGL,2015/01/15,2015/05/13 22:00:36,33085.024,30688.219,29062.662,28347.665,27949.294,27509.962,27663.200,27574.809,29200.414,30366.117,33884.171,44379.922,50489.000,53243.485,52400.184,50652.918,48483.332,46157.560,46432.188,45525.090,50287.361,49356.901,46998.839,46184.216,47267.935,46256.732,46554.500,47030.582,48571.839,50280.282,52433.810,56178.152,60421.117,65543.415,69996.267,72007.907,71753.378,69169.968,67574.784,67903.089,66642.641,62986.132,58376.815,52825.015,56557.080,52717.133,45841.926,37597.777,40,Y,4705
NSLP,ACTEWAGL,2015/01/16,2015/05/13 22:00:36,33334.988,30913.491,29274.784,28720.140,28187.223,27738.832,27635.221,27647.679,29268.960,30602.187,33094.048,43680.458,49416.733,52636.164,51694.839,50389.785,49140.863,47687.083,46022.196,44546.354,48822.809,48523.982,46312.161,44416.084,44899.655,43478.266,43380.768,44362.903,45236.424,46894.551,48930.762,51695.281,55685.762,60288.362,63861.479,65557.270,64942.188,64105.282,63132.620,63428.524,61598.195,58625.944,55383.026,51307.206,56770.847,53609.788,47108.732,38943.991,41,Y,4705
NSLP,ACTEWAGL,2015/01/17,2015/05/13 22:00:36,34621.528,31949.490,30655.803,29777.487,29080.601,28958.113,28815.622,28567.788,29269.268,29385.159,28173.170,34993.019,38145.336,41542.323,44313.486,46800.438,49451.951,49383.531,49618.903,48796.005,52725.898,51897.548,49331.759,47733.581,48233.122,46394.948,46010.046,46324.939,47193.709,48655.033,50940.644,54884.558,58673.606,63025.400,66797.525,69042.414,68420.558,66349.837,64035.123,64043.900,62387.133,59504.180,56362.714,52768.519,57918.450,55035.928,48600.569,40688.522,42,Y,4705
NSLP,ACTEWAGL,2015/01/18,2015/05/21 22:00:01,36229.878,33437.918,31636.436,30544.140,29607.676,29235.047,28945.739,28552.458,28780.697,28931.778,26409.080,32618.498,34634.522,37360.451,40112.368,42864.976,44681.802,45270.854,46708.010,46726.834,52111.299,52582.987,50203.949,48004.332,48013.791,47759.293,47720.983,50168.376,51451.159,53224.930,55986.773,58880.440,63389.201,68723.216,72353.026,73926.079,71595.509,69578.239,69130.487,69291.813,66492.306,61652.540,57291.610,52602.971,57337.916,53655.803,47051.493,39125.530,36,Y,4720
NSLP,ACTEWAGL,2015/01/19,2015/05/21 22:00:01,34509.085,32233.120,30432.297,29782.006,29146.025,28855.222,28973.929,28909.948,29976.942,32340.671,34524.595,45601.801,52057.626,54692.114,53395.020,51318.962,50028.076,48602.911,50120.139,49279.864,52123.725,51112.534,47330.872,46145.341,46242.328,44947.140,45027.503,45335.092,45870.463,47441.290,49352.191,51852.565,56335.718,61563.909,65956.478,68647.553,68073.766,67454.074,68118.124,67778.249,64508.864,59890.843,55276.951,49739.092,54355.686,51511.051,45377.564,36989.409,37,Y,4720
NSLP,ACTEWAGL,2015/01/20,2015/05/21 22:00:01,32958.921,30766.711,29316.697,28612.314,28038.064,27744.637,28150.993,28202.400,29594.535,32230.260,35613.227,46437.362,53084.928,56912.579,56755.355,56305.852,55372.251,54682.472,55375.788,54680.380,58516.481,55166.627,52423.744,53050.419,51660.307,48119.169,48279.662,47259.658,48019.475,49254.915,52299.907,53718.292,58207.929,63660.096,68005.167,70747.436,69191.216,68759.228,68578.381,68316.525,64600.758,60957.346,56248.176,51429.047,55845.232,52942.017,45999.623,38180.690,38,Y,4720
NSLP,ACTEWAGL,2015/01/21,2015/05/21 22:00:01,33884.341,31164.428,30242.353,29316.764,28955.574,28785.896,28295.602,29036.534,30221.776,32932.033,35773.994,46254.849,53792.299,57133.821,56238.414,52414.885,50412.430,50444.017,51558.832,51871.622,57667.882,58280.634,55377.676,54482.444,56112.082,54732.189,56819.171,54600.485,55679.880,57585.087,61326.970,64033.504,66692.747,71894.727,75247.874,76789.482,75606.364,74380.659,74761.183,72391.989,67041.084,61959.328,56058.444,52228.048,55972.151,52458.938,46175.541,38156.975,39,Y,4720
