RMSE,MAPE,MAE
0.042548,8.0181,5687.2
0.042517,8.0189,5684
0.042646,8.0153,5689.3
0.042521,7.9634,5660
0.042497,8.0003,5677.3
0.042514,7.9671,5664
0.042554,7.9963,5675.5
0.042406,7.9435,5653.5
0.042494,7.9604,5664.8
0.042562,7.9803,5672.7
0.042567,7.9808,5676.6
0.042487,7.9585,5663.7
0.042309,7.9117,5628.7
0.042381,7.9161,5636.7
0.042245,7.8814,5619.4
0.042528,7.9579,5660.3
0.042412,7.9389,5645.9
0.042408,7.9343,5647.7
0.042337,7.9211,5641.8
0.042251,7.8717,5618.3
0.042327,7.9228,5635
0.042336,7.9352,5641.4
0.042357,7.9287,5639.9
0.042342,7.9048,5627.3
0.042171,7.882,5611.9
0.042174,7.8798,5613.7
0.042131,7.8637,5603.9
0.042276,7.8927,5623.8
0.042415,7.9243,5646
0.042213,7.8695,5613
0.042147,7.8644,5606.3
0.04206,7.8781,5609.5
0.042115,7.8655,5600.3
0.042153,7.8625,5602.2
0.042237,7.886,5619.5
0.042238,7.8963,5623.2
0.042093,7.8227,5585.9
0.042209,7.8619,5611
0.042027,7.8121,5585.2
0.042217,7.842,5605.7
0.042034,7.8017,5576.8
0.042162,7.8542,5604.6
0.042052,7.8248,5581.9
0.042083,7.8236,5593.9
0.042115,7.8317,5591.9
0.042054,7.7866,5570.8
0.042012,7.7821,5568.4
0.041917,7.756,5555.1
0.0421,7.8223,5588.4
0.042079,7.8407,5593.6
0.04208,7.7988,5574
0.042112,7.82,5582.9
0.042096,7.8062,5581.1
0.041965,7.7626,5561.9
0.041985,7.7946,5574.8
0.042012,7.7819,5568
0.041941,7.7709,5560.3
0.041889,7.7822,5561.5
0.041967,7.7742,5563.7
0.041888,7.788,5564.5
0.042009,7.7829,5568.2
0.042162,7.8599,5612.3
0.042045,7.7867,5567
0.041966,7.7597,5559.3
0.041905,7.7684,5555.2
0.041982,7.7462,5557
0.041937,7.742,5542.4
0.041924,7.7454,5547.7
0.042076,7.7739,5570.4
0.042032,7.7536,5560.6
0.041816,7.7124,5528.4
0.041857,7.7599,5553.8
0.042125,7.7888,5575
0.041836,7.7286,5539.8
0.04198,7.7595,5557.5
0.04187,7.7375,5542.4
0.041921,7.7406,5545.7
0.041852,7.7245,5538.6
0.041958,7.7208,5543.1
0.041819,7.7011,5524.9
0.041911,7.7202,5540.5
0.041971,7.7478,5554
0.04177,7.7072,5531.5
0.041887,7.7528,5553.4
0.041998,7.7538,5559.3
0.041948,7.7277,5544.2
0.041818,7.6934,5521.5
0.041928,7.7378,5544.4
0.041927,7.7281,5544.4
0.041783,7.7163,5532.7
0.041921,7.7203,5545.2
0.041979,7.7395,5550.5
0.041817,7.6954,5527.9
0.041775,7.6895,5522.1
0.041901,7.7047,5532
0.041899,7.7068,5535.3
0.041852,7.6996,5528.4
0.041781,7.6929,5521.3
0.041866,7.6858,5524.3
0.041911,7.7387,5548.8
0.041939,7.7089,5538.5
0.041697,7.6823,5512.1
0.041758,7.6798,5516.3
0.041862,7.729,5541.6
0.041705,7.6579,5507.3
0.041885,7.7191,5541.6
0.041901,7.7255,5546.4
0.041952,7.7229,5544.5
0.041788,7.6972,5525.1
0.041799,7.6881,5528.2
0.041676,7.6678,5507.3
0.041881,7.6973,5532.1
0.041926,7.6974,5538.2
0.0418,7.6661,5511.7
0.041683,7.6386,5498.9
0.041687,7.6318,5498.4
0.041777,7.684,5519.1
0.041872,7.6866,5526.9
0.041801,7.6725,5517.5
0.041611,7.638,5491.6
0.042023,7.6972,5541.2
0.041853,7.7061,5533.1
0.041829,7.6649,5514.2
0.041687,7.6428,5501.3
0.041782,7.647,5504.8
0.041935,7.7009,5534.5
0.041631,7.6383,5496.3
0.041865,7.67,5526.4
0.041807,7.683,5521
0.041964,7.6944,5534.5
0.041958,7.6923,5535.8
0.041789,7.663,5515.4
0.041675,7.6104,5489.2
0.041861,7.6672,5516.8
0.041822,7.6707,5521.5
0.041848,7.623,5500.3
0.041735,7.6227,5495
0.041766,7.6496,5508.9
0.041677,7.6437,5499.2
0.041937,7.6996,5537.1
0.041832,7.6712,5515
0.041848,7.6423,5515.4
0.041786,7.6295,5501
0.041739,7.6245,5496.6
0.041733,7.6042,5487.4
0.042071,7.7203,5555.5
0.041841,7.6305,5504.7
0.041771,7.6051,5497.6
0.041758,7.6049,5489.4
0.04179,7.6398,5508.1
0.041798,7.6266,5503
0.041908,7.6524,5519.1
0.041857,7.6445,5512
0.041789,7.6314,5502.7
0.041968,7.671,5523.5
0.042023,7.6821,5535.3
0.041784,7.5995,5489.9
0.041937,7.6409,5513.9
0.041771,7.6354,5504.7
0.041841,7.6118,5502.4
0.041801,7.6567,5514.9
0.04188,7.6323,5509.2
0.041954,7.6392,5514.3
0.041868,7.6242,5502.7
0.041939,7.6368,5515.2
0.041832,7.6288,5503.8
0.041881,7.647,5516.3
0.042039,7.6874,5538.8
0.041835,7.647,5517.5
0.041874,7.6209,5507.4
0.041809,7.6045,5490.2
