RMSE,MAPE,MAE
0.11671,30.386,18554
0.10587,27.719,16708
0.078009,18.699,11669
0.073995,17.21,10898
0.069488,16.136,10229
0.067031,15.453,9825.9
0.064965,15.005,9504.5
0.060754,13.616,8755.8
0.058902,13.065,8452.4
0.058142,12.92,8356.1
0.056183,12.395,8054.8
0.054559,11.871,7772.2
0.053469,11.511,7583.3
0.052125,11.053,7340.3
0.051738,10.841,7241.1
0.050118,10.313,6958.5
0.050306,10.397,7005.4
0.049705,10.198,6889.8
0.049374,10.093,6838.1
0.049097,10.029,6793
0.048898,9.9773,6763.4
0.04845,9.8091,6684
0.048366,9.7613,6659.6
0.047972,9.6129,6587.7
0.047786,9.6222,6573.8
0.047752,9.6254,6570.4
0.04731,9.429,6477.1
0.047044,9.377,6439.3
0.047308,9.4986,6498.3
0.046846,9.322,6406.7
0.046975,9.3476,6419.9
0.046346,9.1577,6325
0.046379,9.1688,6323.7
0.046702,9.2508,6376.6
0.046095,9.0973,6287.1
0.046015,9.0344,6256.9
0.045789,9.0243,6238.7
0.046096,9.0572,6268.3
0.045724,8.9531,6211.7
0.045691,9.0063,6226
0.045801,8.98,6226
0.045544,8.9263,6186.4
0.045289,8.7869,6127.5
0.045263,8.8531,6148.2
0.045162,8.8093,6125.8
0.045443,8.9002,6176.5
0.045339,8.8898,6159.2
0.045083,8.8227,6124.9
0.045071,8.8049,6115.8
0.045087,8.7629,6100.3
0.044875,8.7589,6090
0.044761,8.6551,6046.6
0.044687,8.6558,6040.7
0.044572,8.6444,6029.8
0.044582,8.6326,6023.8
0.044737,8.6431,6044
0.044712,8.6651,6043.7
0.044668,8.6551,6038.5
0.044635,8.6235,6027.1
0.044313,8.5472,5977.8
0.044405,8.5719,5994.1
0.044395,8.5963,6003.4
0.044269,8.5508,5981.7
0.044154,8.5048,5957
0.044354,8.5411,5978.8
0.044239,8.5069,5962.3
0.044078,8.5023,5956.8
0.043971,8.4419,5923.1
0.044235,8.5137,5964.7
0.04418,8.5236,5964.8
0.043947,8.4078,5911.9
0.043941,8.4463,5920.2
0.043912,8.4349,5915.9
0.044037,8.4971,5945.3
0.043836,8.373,5887.3
0.043936,8.4274,5916.6
0.043861,8.4347,5913.3
0.043765,8.3735,5893.8
0.043903,8.4035,5908.4
0.043638,8.3388,5868.6
0.043634,8.3432,5870.8
0.043757,8.3688,5886.6
0.043447,8.3458,5853.9
0.043495,8.341,5856.6
0.043729,8.3706,5881.4
0.043556,8.3436,5864
0.043375,8.2683,5827.1
0.043489,8.3078,5847
0.043488,8.2748,5829.9
0.043345,8.2325,5808.4
0.043375,8.264,5821.5
0.043265,8.2189,5804.5
0.043344,8.267,5823.9
0.043368,8.254,5817.5
0.043402,8.2195,5810.4
0.043176,8.2214,5795.2
0.043214,8.2305,5802.4
0.043286,8.2252,5801.2
0.043182,8.1625,5775.7
0.043088,8.1924,5778.5
0.043096,8.1922,5777.4
0.042953,8.1543,5757.8
0.042979,8.1444,5756.8
0.04312,8.195,5780.5
0.04319,8.1814,5782.1
0.043292,8.2808,5827.9
0.042893,8.1257,5746.1
0.042996,8.1121,5749.2
0.042855,8.1019,5732.3
0.042962,8.1306,5757.1
0.042868,8.0934,5730.8
0.042796,8.1034,5732.1
0.042835,8.0613,5717
0.042692,8.0435,5707.2
0.042766,8.0624,5714.2
0.042781,8.0738,5721.3
0.042835,8.0572,5720.1
0.042743,8.0572,5707.8
0.042646,8.0568,5703.7
0.042755,8.0541,5707.3
0.042739,8.0177,5693.9
0.042615,8.0209,5695.7
0.042773,8.0655,5717
0.042651,8.0211,5690.7
0.042764,8.07,5719.4
0.042791,8.0379,5709
0.042474,7.9931,5673.6
0.042477,7.9836,5671
0.042577,8.0122,5688.3
