RMSE
0.063561
0.062356
0.062192
0.061582
0.061431
0.063212
0.059576
0.063971
0.060613
0.060847
0.058309
0.062157
0.06634
0.060496
0.061587
0.059106
0.064942
0.056144
0.067429
0.059369
0.060835
0.060028
0.065962
0.05931
0.063758
0.061142
0.065719
0.061405
0.061533
0.063379
0.062498
0.061965
0.068999
0.06071
0.066795
0.063571
0.062653
0.061251
0.060296
0.062182
0.059913
0.058606
0.06623
0.059306
0.062993
0.060755
0.05991
0.061994
0.064004
0.06134
0.06536
0.068259
0.060918
0.063995
0.062041
0.05927
0.06415
0.065793
0.061784
0.058975
0.059991
0.059676
0.061268
0.068096
0.0605
0.059889
0.061049
0.067675
0.065367
0.06344
0.064944
0.055199
0.067813
0.061481
0.060453
0.061599
0.057919
0.065632
0.062165
0.059928
0.061537
0.061067
0.060799
0.058638
0.056165
0.056527
0.061655
0.059704
0.062723
0.056529
0.063591
0.062388
0.061119
0.059191
0.061676
0.064594
0.061516
0.061991
0.068057
0.061839
0.070367
0.056585
0.060254
0.060907
0.067594
0.068277
0.063214
0.059197
0.059432
0.061959
0.068016
0.064443
0.0664
0.058203
0.062187
0.060662
0.062659
0.060481
0.054338
0.064267
0.058103
0.059934
0.06376
0.061416
0.061682
0.058812
0.061333
0.065571
0.062859
0.061703
0.059099
0.058237
0.061257
0.059893
0.063931
0.060496
0.062065
0.056653
0.062666
0.058407
0.059465
0.062228
0.059904
0.060025
0.06211
0.061698
0.060462
0.065053
0.06431
0.058465
0.061059
0.06025
0.058781
0.067001
0.058087
0.059087
0.061115
0.064625
0.063069
0.060922
0.058612
0.058772
0.065005
0.059679
0.061177
0.067934
0.064117
0.059655
0.061674
0.062369
0.056743
0.063875
0.061217
0.06174
0.062137
0.061247
0.063123
0.061076
0.06114
0.065181
0.063362
0.062541
0.061641
0.061868
0.064227
0.062438
0.060197
0.067067
0.064021
0.059183
0.060858
0.05776
0.059932
0.05737
0.064325
0.062724
0.06436
0.060704
0.062636
0.060785
0.064048
0.064149
0.062287
0.066026
0.059791
0.059948
0.063844
0.058244
0.068504
0.061294
0.067626
0.061984
0.060707
0.05921
0.063045
0.063646
0.060635
0.058569
0.059926
0.064862
0.056512
0.059925
0.06274
0.063699
0.061397
0.062235
0.062652
0.063122
0.065716
0.061854
0.06763
0.057842
0.062449
0.061169
0.060603
0.059985
0.060774
0.068476
0.062578
0.065097
0.071489
0.06275
0.06619
0.061223
0.058934
0.060176
0.062137
0.059949
0.06263
0.062296
0.06017
0.061695
0.061546
0.064305
0.063963
0.062707
0.058272
0.061363
0.063161
0.061867
0.059835
0.063452
0.062794
0.061563
0.063189
0.061566
0.065108
0.061391
0.055719
0.060326
0.065376
0.062151
0.056611
0.059175
0.062606
0.059218
0.061051
0.058936
0.059414
0.058331
0.062358
0.06132
0.061221
0.063065
0.060026
0.06453
0.058959
0.060021
0.059572
0.058075
0.058612
0.059905
0.061841
0.064103
0.059251
0.065118
0.063171
0.065737
0.062278
0.064505
0.059697
0.06344
0.062703
0.063646
0.062722
0.06644
0.063377
0.061796
0.06164
0.059658
0.055695
0.057301
0.058419
0.057706
0.055441
0.058073
0.060995
0.060012
0.059768
0.063537
0.065958
0.064666
0.061047
0.061205
0.068596
0.063428
0.063713
0.058711
0.062277
0.063599
0.063271
0.062219
0.070507
0.064138
0.05844
0.060376
0.056066
0.063568
0.065407
0.060651
0.059513
0.060846
0.066159
0.060946
0.061686
0.057798
0.061476
0.059035
0.05939
0.067079
0.063406
0.064123
0.061389
0.060712
0.062424
0.063696
0.061773
0.062684
0.060301
0.066134
0.067222
0.063477
0.066541
0.059316
0.060878
0.064077
0.058421
0.057204
0.061336
0.058986
0.058576
0.05859
0.058291
0.05646
0.062087
0.061367
0.058426
0.060552
0.059349
0.067034
0.061373
0.063337
0.062322
0.059703
0.061029
0.060453
0.067633
0.062422
0.060784
0.060364
0.062732
0.063436
0.0608
0.063542
0.062994
0.059815
0.059341
0.060913
0.065723
0.06761
0.062406
0.058075
0.059258
0.059659
0.061277
0.057948
0.060838
0.061826
0.064758
0.063197
0.063907
0.05978
0.062682
0.060978
0.058186
0.057935
0.065156
0.060798
0.056656
0.065032
0.06802
0.060489
0.063686
0.062035
0.061797
0.060468
0.059276
0.068445
0.059261
0.06054
0.060275
0.061963
0.06436
0.060497
0.062744
0.060652
0.06258
0.05996
0.064173
0.063412
0.061249
0.060869
0.061477
0.063184
0.058334
0.059897
0.059652
0.064692
0.061341
0.057082
0.06267
0.064597
0.063899
0.062568
0.06514
0.060169
0.060293
0.0603
0.065659
0.059994
0.061126
0.063113
0.05934
0.058831
0.062482
