ProfileName,ProfileArea,SettlementDate,CreationDT,Period01,Period02,Period03,Period04,Period05,Period06,Period07,Period08,Period09,Period10,Period11,Period12,Period13,Period14,Period15,Period16,Period17,Period18,Period19,Period20,Period21,Period22,Period23,Period24,Period25,Period26,Period27,Period28,Period29,Period30,Period31,Period32,Period33,Period34,Period35,Period36,Period37,Period38,Period39,Period40,Period41,Period42,Period43,Period44,Period45,Period46,Period47,Period48
NSLP,ACTEWAGL,01/01/2006,27/04/2006 22:01,57981.987,52509.119,48727.458,46108.716,43960.02,42813.24,41459.312,40842.44,40150.11,37095.812,38499.554,40943.27,43330.792,46152.285,50874.369,57076.471,64021.69,71694.308,80843.348,86943.981,94517.713,99433.994,100107.822,101520.267,104371.96,103333.636,99512.449,97437.673,98637.464,101119.475,102239.319,102821.482,104060.757,105765.653,105651.279,105964.975,104121.074,102630.367,100288.189,102326.473,100224.355,96573.587,91551.743,85433.952,87146.636,84207.241,74548.319,62047.586
NSLP,ACTEWAGL,02/01/2006,27/04/2006 22:01,55099.815,50914.115,48242.214,46270.528,45081.572,44483.842,43386.671,43115.153,42978.434,42435.239,44043.462,45574.041,47238.722,49351.021,53180.35,57716.529,64038.398,67896.113,74305.908,77603.026,82759.627,86685.943,85905.909,86763.631,88987.337,87748.065,87855.993,88471.399,89311.957,90644.084,90447.494,90522.887,92131.991,94864.681,94702.672,93980.712,89922.864,85530.704,81440.083,81969.402,80924.661,76820.394,72206.688,67404.697,70041.697,70042.692,62489.441,51896.91
NSLP,ACTEWAGL,03/01/2006,27/04/2006 22:01,45270.977,41613.66,39295.632,37943.005,37319.431,36928.828,36597.391,36802.035,37439.459,35877.233,40997.083,48563.016,55636.01,59783.564,63511.493,67368.386,71031.157,72901.709,77651.654,79998.279,84246.844,87729.618,86922.004,87228.254,89694.448,89164.446,89022.234,91235,92923.222,94779.954,96114.369,98258.179,99191.863,100924.519,99149.304,97145.625,94202.309,87919.38,83627.869,84082.433,82536.58,78618.846,72984.993,67882.343,70851.364,70525.908,63373.623,52077.775
NSLP,ACTEWAGL,04/01/2006,27/04/2006 22:01,45978.971,42202.943,40208.992,38994.972,37914.115,37066.008,37218.858,37041.087,37731.12,37987.518,42048.528,49572.051,56894.355,61995.503,65750.22,67567.921,69063.922,69965.812,72499.897,73658.473,77387.653,79476.286,77394.01,75921.55,77145.551,75193.558,74084.427,73989.751,74305.846,75617.61,77592.927,78698.973,79202.785,81381.824,81194.194,81339.536,78652.214,74516.421,73497.403,75112.197,72742.918,70362.918,66368.355,61823.76,66496.117,67637.849,60471.326,49817.84
NSLP,ACTEWAGL,05/01/2006,27/04/2006 22:01,43403.444,39717.141,37759.334,36571.027,36108.501,35272.052,35220.198,35565.864,36456.713,37216.952,41757.991,49383.044,56489.88,62397.928,65963.597,67944.196,69576.97,69323.736,72777.144,73291.833,77180.255,78784.764,76307.728,74446.926,74747.917,72174.468,70161.164,68798.559,68208.537,67991.104,68015.184,69487.611,71910.327,75501.334,77176.558,77609.229,76690.367,75020.6,73513.313,74339.461,70621.135,67378.767,64184.084,59937.173,64686.131,66108.233,60167.445,49652.499
NSLP,ACTEWAGL,06/01/2006,27/04/2006 22:01,43413.888,39616.861,37247.215,36212.425,35177.012,35057.221,35461.113,35230.568,36227.335,37074.939,40897.981,49181.684,56584.249,62711.92,65520.008,67531.842,69853.466,70412.055,73873.054,75148.702,79883.248,82666.35,80992.543,80846.539,81981.601,79478.835,77509.193,76281.753,76548.828,75123.902,73964.234,75195.641,76004.041,75012.682,75229.102,73331.097,71505.011,70304.071,69394.5,71426.079,69539.556,66316.141,64317.005,61820.882,67285.697,68390.396,61846.984,51459.738
NSLP,ACTEWAGL,07/01/2006,27/04/2006 22:01,44571.554,40828.01,38487.638,37409.296,36031.171,35150.469,34943.761,35124.398,35593.602,34670.815,36279.047,40539.603,44071.731,48140.907,53134.634,59013.948,64484.726,67550.326,71886.009,72774.407,76667.755,77904.695,75424.725,74044.847,73810.623,71060.221,69036.628,68451.034,68256.409,69249.003,70028.806,71517.682,72759.389,75013.18,76003.916,75428.866,73019.115,70608.13,69506.542,71069.742,69787.245,68174.179,65547.35,62700.167,68359.377,70553.769,64089.784,53220.39
NSLP,ACTEWAGL,08/01/2006,03/05/2006 22:01,46564.759,42540.763,39958.543,38090.435,37094.513,36617.026,36287.012,35795.937,35983.183,34363.155,34571.044,38912.329,41236.983,44138.536,48649.847,53920.278,58899.789,62502.471,68798.147,70868.662,75073.517,78011.106,77283.501,76625.349,77385.802,76338.95,75368.84,76512.674,77147.568,78798.857,80038.473,81614.889,84483.696,87789.381,89300.359,89346.987,86713.296,82636.56,80257.294,82803.495,80946.889,77433.545,72482.665,67377.137,70552.712,70437.315,63645.557,52484.56
NSLP,ACTEWAGL,09/01/2006,03/05/2006 22:01,45404.281,41719.151,39547.856,37709.735,37156.579,36532.258,36039.136,36098.106,37491.489,37777.759,42452.997,53411.384,62654.914,68622.607,70314.902,71955.379,74440.803,74965.381,79110.538,81286.008,86144.126,90340.446,88906.169,88928.054,91243.644,90963.194,91199.238,92496.155,95238.796,97619.835,99928.069,103016.741,105086.886,108481.201,108638.867,107969.179,104843.298,100381.179,95861.403,95921.066,94658.497,89752.681,83028.899,75518.856,76493.766,75344.267,66644.075,56012.013
NSLP,ACTEWAGL,10/01/2006,03/05/2006 22:01,48905.762,44915.975,42844.171,41539.93,40223.859,39416.663,39486.494,39494.663,40090.346,40378.437,44920.053,55797.245,65041.488,71060.674,74719.807,76566.331,80372.517,82537.049,87322.251,91174.073,96530.282,101372.983,101920.297,103117.528,106934.718,106962.178,108039.101,109655.779,111576.083,113855.527,116074.142,119777.567,121173.723,123907.441,124071.752,123799.765,120254.085,116931.956,113690.66,114372.878,112073.098,107734.073,100275.888,90040.086,90001.161,86690.793,76486.314,64758.021
NSLP,ACTEWAGL,11/01/2006,03/05/2006 22:01,56765.786,52797.427,50086.908,48247.217,46954.896,45875.619,44863.937,44745.546,45195.16,45314.023,48589.448,59640.418,69877.587,77055.116,82492.776,86821.856,92489.126,95750.467,102686.665,106368.062,112417.499,116970.634,116280.929,116743.165,116718.643,113014.181,107641.315,100021.639,97924.044,97046.743,93706.754,89820.73,87920.761,88499.115,87675.339,85787.673,82827.961,80104.647,79660.177,80342.307,76862.315,74090.103,68948.903,64782.305,67779.472,68327.464,61284.876,50700.153
NSLP,ACTEWAGL,12/01/2006,03/05/2006 22:01,44283.619,41007.812,39251.707,38422.152,37894.806,37635.223,37169.469,37773.371,38862.919,40536.867,44748.918,55157.075,64457.13,70908.493,73299.144,73959.674,74782.377,75232.687,78797.268,81360.827,86141.478,89977.688,88992.112,90569.175,93496.673,93599.296,95627.877,98244.984,101202.891,103710.299,105983.5,108861.658,110943.01,113109.349,112907.629,111911.703,108822.735,104156.195,100873.853,101210.411,99199.458,93498.154,87074.489,79344.407,80049.739,78264.011,69645.643,58060.042
NSLP,ACTEWAGL,13/01/2006,03/05/2006 22:01,51032.803,47351.593,44982.762,43656.194,42548.063,41984.178,41454.913,41578.848,42449.956,42781.402,46109.044,57263.825,66930.052,72578.016,76229.212,78151.404,79401.011,80015.204,83650.814,84993.201,89708.502,92216.638,90459.528,89666.621,91240.155,89114.115,88425.322,89007.633,89110.909,89546.401,89437.305,89043.743,87126.112,85440.506,81958.575,79583.07,77004.977,75265.047,75751.357,76343.425,72241.69,68828.708,66534.027,63604.397,68584.466,69375.761,62229.437,51723.242
NSLP,ACTEWAGL,14/01/2006,03/05/2006 22:01,45848.596,41728.656,39827.104,38570.256,37612.918,37207.025,36821.348,36883.595,37261.17,37301.259,36975.178,42870.477,47176.551,51654.358,57003.047,63146.208,69311.409,73730.771,78751.61,81514.046,87027.884,90503.424,90723.841,91369.203,93722.37,92656.797,92874.394,94135.483,94695.316,96866.503,98727.333,100594.307,102283.995,104313.794,104232.299,100779.438,93993.848,86431.736,82534.82,82551.368,79383.525,75797.787,72346.038,67822.566,72391.351,73562.582,66572.724,55203.381
NSLP,ACTEWAGL,15/01/2006,10/05/2006 22:00,48198.001,43952.116,41617.726,40309.253,38875.1,38220.487,37746.815,37433.28,37358.922,37789.441,35972.016,40658.089,42945.602,45803.756,49924.23,54455.712,59311.839,63229.111,68648.135,70647.347,74845.839,78112.067,75802.147,75960.057,78433.533,76907.418,75876.66,75234.516,77664.84,79935.796,79334.275,79157.719,80491.069,81086.99,81093.147,80177.536,78572.446,77972.385,78820.435,80013.785,76588.535,72235.106,68458.765,64368.499,68524.958,68495.304,61555.364,50969.111
NSLP,ACTEWAGL,16/01/2006,10/05/2006 22:00,44358.328,40834.3,38744.52,37228.135,36132.033,36277.273,36145.962,36906.869,38051.951,39975.193,45036.356,56475.367,66065.847,71373.041,73605.571,74559.864,75026.309,75102.284,79014.426,80161.037,84650.948,88411.64,85880.773,82332.796,83208.425,80655.22,78891.429,77786.279,77823.576,79309.938,78902.525,78028.609,81315.953,89026.227,93134.035,93989.782,90499.83,86702.358,84162.395,80911.255,75034.77,71454.879,66878.836,62120.949,65780.475,66852.735,59801.877,49070.434
NSLP,ACTEWAGL,17/01/2006,10/05/2006 22:00,42775.159,39438.639,37594.594,36451.721,36204.954,35674.886,35827.131,36021.135,37363.33,39606.487,45348.919,56953.441,66786.869,72287.861,73961.014,74055.576,76155.269,77448.311,81250.884,82965.004,88041.735,90772.159,89159.41,88205.537,90132.835,89264.729,89540.535,89164.03,89951.503,91040.177,93242.824,94440.389,94954.75,95998.576,94022.424,91530.124,88905.947,87746.685,87282.656,84979.377,80186.699,76762.143,71578.892,65354.963,69177.928,69289.745,62043.234,50432.712
NSLP,ACTEWAGL,18/01/2006,10/05/2006 22:00,43626.891,40161.065,38539.717,37577.641,36695.111,36208.751,37154.746,36790.881,37488.459,40225.789,44814.437,57524.837,70983.54,77413.555,77686.701,77820.758,78270.023,77424.073,80149.911,79725.414,83397.172,85807.74,82403.015,80491.021,81106.353,78480.938,75990.444,74342.387,73213.667,72522.466,72820.665,73835.208,76230.005,79876.73,82805.537,83082.939,82438.318,79947.28,78807.906,78627.597,75330.467,72031.018,67088.707,61561.913,66468.889,68262.924,61139.2,49893.149
NSLP,ACTEWAGL,19/01/2006,10/05/2006 22:00,43357.329,39333.008,37159.507,36274.306,35623.934,34995.562,35060.508,35682.286,36760.961,39230.974,43619.374,56784.644,68336.253,74282.909,75008.385,73377.727,74340.621,73214.158,76013.834,76423.707,80934.064,82695.457,80120.965,78427.066,78462.931,74987.516,73122.362,71979.217,71704.18,71548.788,71835.133,72396.746,73742.178,75347.559,76261.353,75605.191,74105.771,74019.115,74116.41,76172.428,74725.056,71883.463,67520.852,63795.998,68446.405,68472.206,61630.245,49999.757
NSLP,ACTEWAGL,20/01/2006,10/05/2006 22:00,43469.607,39720.715,37693.163,36362.436,35643.398,35368.59,34989.849,35718.644,36534.781,39007.782,43326.285,56404.907,66503.967,72079.208,74041.322,73747.98,74278.666,73302.636,76903.109,77387.106,81396.782,84582.713,82718.085,81472.851,82446.172,80543.749,80132.992,80643.711,81193.706,82200.057,83246.412,84872.306,85755.235,88124.086,87865.669,86341.037,84135.426,81179.58,80027.033,81880.753,78756.751,75007.947,72573.184,67737.557,72077.621,72444.069,64567.728,53696.632
NSLP,ACTEWAGL,21/01/2006,10/05/2006 22:00,46745.702,42713.935,40582.036,39097.3,38009.781,37583.212,37240.935,37186.46,37507.974,38071.995,36987.227,43060.105,46574.855,51370.756,57002.317,62773.405,69631.496,73094.272,79193.514,81498.357,87003.933,91813.626,91294.879,92857.99,96043.007,95871.073,96035.482,96439.922,98343.896,100368.798,101583.161,103736.966,105192.011,105184.455,101248.856,97744.589,94845.202,91513.176,89917.323,92207.147,90084.362,86403.772,82645.578,77898.875,80965.474,80749.569,72568.791,60576.935
NSLP,ACTEWAGL,22/01/2006,17/05/2006 22:04,53208.118,48612.851,45746.093,44069.722,42692.516,41647.037,41181.823,40616.374,40430.41,40427.44,37027.094,42685.963,45517.293,49344.725,54565.016,61047.65,68135.836,75301.48,84596.972,89996.911,98071.729,104337.188,105353.109,107421.992,110242.78,109684.987,109663.9,110148.279,110914.04,111741.167,111760.768,112606.07,114696.945,117062.133,118937.564,119540.873,117593.442,114735.092,112410.9,113745.505,110689.823,104272.871,96031.804,85386.411,85256.527,82751.336,73774.379,61749.919
NSLP,ACTEWAGL,23/01/2006,17/05/2006 22:04,54201.222,50076.266,47718.859,45756.578,44504.663,43858.525,43685.304,43367.267,44343.875,45554.306,48060.814,60131.779,70703.126,77022.417,80687.368,83652.76,87620.567,90574.875,96517.661,100070.96,105626.413,110522.062,110847.817,112655.922,116735.824,116630.651,117786.852,119198.191,120349.283,121782.179,123704.328,126311.554,127593.728,130167.927,130151.724,129533.493,125359.286,121721.224,118110.11,118293.758,114419.254,109298.367,100050.939,89427.789,88142.394,84293.347,75368.827,62324.705
NSLP,ACTEWAGL,24/01/2006,17/05/2006 22:04,54947.876,50576.922,48076.144,46851.065,45608.516,45071.662,44642.162,44461.411,45727.681,47791.671,51454.206,62447.771,72984.5,78177.965,78629.257,77968.972,79512.036,80958.469,84534.447,84797.147,88904.621,91753.894,89820.191,89866.63,91577.474,90160.665,89574.096,88220.955,86938.973,84829.952,82925.528,81757.098,81482.915,84461.856,85644.209,85221.284,83034.773,81073.072,80445.359,78765.171,75159.077,72389.76,68031.587,63057.802,66558.528,67838.187,60473.855,49781.739
NSLP,ACTEWAGL,25/01/2006,17/05/2006 22:04,43432.199,39912.403,37466.088,36192.557,35744.533,35818.484,35367.682,35912.39,36944.819,39740.752,44268.746,56787.13,68001.622,72633.85,73799.305,73564.167,73315.558,72638.729,75768.298,76381.652,79974.015,82216.153,79656.958,78035.463,79009.559,76356.71,75150.34,73861.217,73044.356,73091.237,72915.889,73364.648,73830.312,74883.022,74145.206,73388.299,71597.69,70089.012,71107.941,72288.337,70731.483,68471.727,65772.244,63026.601,68457.393,69629.093,62450.501,51519.099
NSLP,ACTEWAGL,26/01/2006,17/05/2006 22:04,44793.977,41134.985,38717.678,37319.634,36501.741,35998.182,35795.032,36058.68,36365.726,36959.177,37098.858,41887.122,45583.896,48945.856,53445.618,58383.458,63105.881,67609.52,74120.982,76495.191,81582.568,86027.676,85068.892,84920.201,87201.892,87100.179,87506.334,88914.593,91106.133,93834.261,95824.638,98028.293,100793,104100.074,104206.054,103794.757,101815.767,98734.505,96374.14,97332.424,95044.096,91353.958,87596.988,80972.916,82389.447,79836.899,70890.572,58812.907
NSLP,ACTEWAGL,27/01/2006,17/05/2006 22:04,51733.28,48069.256,45408.85,43813.961,42831.019,41767.115,41537.051,41389.514,41973.073,43623.316,44851.617,53981.872,63503.992,69176.074,75652.246,80963.45,85612.744,89484.086,95052.02,98311.102,104861.147,109794.363,109751.028,111532.194,114324.771,113316.824,114006.391,114994.641,116267.688,117685.68,119045.83,120591.762,121706.922,122536.595,120853.716,119078.756,116032.967,113040.688,110768.239,108885.361,103570.657,96878.751,91467.008,84672.677,85774.232,83343.725,74234.112,62184.585
NSLP,ACTEWAGL,28/01/2006,17/05/2006 22:04,55384.649,51898.52,49546.476,48192.785,46709.309,45957.282,44807.927,44565.558,44344.884,44547.122,44181.309,47980.951,52116.89,56429.143,61931.182,68308.205,75280.58,80406.179,87093.214,90818.19,96311.472,98964.117,96798.593,96905.521,100002.006,101028.015,101887.538,103473.53,105272.024,106018.634,102702.582,97599.626,93929.158,92825.182,91846.483,90439.634,87587.425,84663.324,84715.683,84276.633,82222.57,79660.15,76120.324,72901.771,77271.894,77616.639,69826.442,59001.196
NSLP,ACTEWAGL,29/01/2006,24/05/2006 22:01,52035.258,47914.419,45317.188,43987.908,43356.965,42489.304,41706.056,41394.075,41103.423,40969.489,38979.495,42213.202,45591.835,48375.702,52630.328,58142.068,63876.585,68686.428,75763.676,78522.039,84476.369,88249.905,88558.329,89912.275,92773.946,93103.796,93713.907,95389.592,97855.958,101011.075,103052.124,105082.989,107228.995,109585.367,111127.755,112521.266,110376.868,107202.65,105213.135,106210.661,103626.677,98316.797,91861.479,83968.882,85736.654,82754.443,72663.99,59871.406
NSLP,ACTEWAGL,30/01/2006,24/05/2006 22:01,52468.715,48427.17,45951.944,44773.141,43740.207,42959.711,42499.047,42217.575,42942.791,45049.199,48101.869,59923.444,70765.183,75772.627,78385.772,80941.165,83841.255,87163.206,92899.6,96007.441,103225.788,108769.014,109384.788,111607.752,116102.036,116396.676,118132.43,119930.477,122232.376,123877.641,126684.055,129321.052,129433.652,131011.398,130826.156,130544.291,126527.96,119804.276,115238.084,110303.962,103247.964,94312.365,85295.401,77308.431,78126.213,76013.712,67396.863,55214.713
NSLP,ACTEWAGL,31/01/2006,24/05/2006 22:01,48663.178,44762.089,42938.785,41891.058,40965.838,40076.711,39943.521,39776.479,41187.668,43042.379,46837.704,57772.619,69363.773,73959.646,74713.988,74569.093,75316.667,75784.985,78930.29,80964.927,85055.71,88101.666,86702.033,86108.407,87842.325,86753.107,87498.829,88950.775,92159.339,95217.245,99502.962,103024.75,106318.376,110833.477,111320.226,111487.961,108421.926,101886.863,97486.199,95243.941,91443.041,84841.527,77904.665,70956.063,73122.133,72312.993,63897.63,52432.045
NSLP,ACTEWAGL,01/02/2006,24/05/2006 22:01,45376.509,41640.572,40418.659,39593.526,38836.433,38404.407,38345.914,38916.472,40025.369,42526.735,48115.103,58923.472,71570.804,74874.601,77935.366,78883.316,80111.047,82664.345,88614.778,91162.702,99043.379,104000.552,104701.31,107420.216,111099.183,112061.367,115649.763,117185.272,119769.167,122363.366,125046.92,127024.273,129646.034,132837.36,132709.34,132392.282,130737.451,127909.724,127490.307,124623.773,115461.056,106071.352,96867.715,86741.164,86358.388,83383.385,73563.689,60761.969
NSLP,ACTEWAGL,02/02/2006,24/05/2006 22:01,54049.315,50120.809,47415.188,46365.436,45443.278,44752.526,44450.525,44218.57,45076.847,47269.245,52594.762,62296.681,74992.558,81104.954,82886.932,84247.714,87468.37,90353.144,96631.091,100282.38,106448.242,111575.125,112852.003,114849.606,118960.005,120083.724,121670.453,123014.626,125111.921,127017.974,129281.505,131194.005,132160.982,133633.519,133367.969,132322.707,127491.017,119738.292,116210.592,110206.031,103076.427,95980.443,87998.718,78842.9,79576.975,77062.608,67674.401,56203.542
NSLP,ACTEWAGL,03/02/2006,24/05/2006 22:01,49650.485,46245.529,44164.519,43269.918,42347.471,41581.161,41375.597,41497.535,42752.631,45148.681,50400.639,60156.649,72564.216,77833.869,78596.97,77957.579,78534.086,78807.779,82728.633,85033.527,89483.048,93448.475,92356.938,93471.887,96365.819,97504.539,99830.01,102997.485,106750.175,111015.331,114987.809,119156.281,121094.175,122307.46,121766.614,119852.455,115375.256,111676.21,109136.32,106098.626,99891.456,91288.188,84634.741,77624.089,78970.422,77379.297,67863.892,56291.716
NSLP,ACTEWAGL,04/02/2006,24/05/2006 22:01,49550.005,45413.828,42873.574,41800.024,40885.17,39983.051,40181.465,39705.175,40127.741,40557.99,40862.749,43759.512,49566.009,53820.659,60268.359,63767.916,70049.33,72657.596,77194.051,78579.243,83189.996,86015.635,84144.137,83630.141,84569.929,83102.16,82640.914,82787.314,83511.482,84726.908,84736.485,86019.125,87197.372,88602.996,88694.501,86926.801,83366.73,79910.27,79339.211,78482.165,75850.076,72659.388,68374.398,64898.729,69879.869,71780.143,64835.545,53383.812
NSLP,ACTEWAGL,05/02/2006,31/05/2006 22:01,46531.078,42484.244,40371.647,39151.977,38078.928,37461.894,37282.866,37140.116,36884.344,37436.026,36599.787,38403.504,43165.401,46711.737,51112.305,56255.462,61106.025,64582.854,70023,71451.383,76568.302,79348.912,77526.553,77164.694,78317.678,76131.036,75051.591,75868.237,76586.672,78158.245,79140.72,80745.748,83826.967,87590.772,89922.089,90662.67,88798.866,86539.096,86437.81,87763.569,84632.737,79040.264,73395.173,67209.278,69909.29,70543.808,63056.276,52005.938
NSLP,ACTEWAGL,06/02/2006,31/05/2006 22:01,45030.358,41334.371,39733.69,38501.099,37896.722,37208.345,37864.964,38123.717,38993.39,41590.734,47493.138,57596.828,73413.628,78756.357,77580.07,76476.046,77321.603,78093.056,83184.274,85426.877,90602.517,94188.224,92568.374,92485.284,95440.642,94484.073,94716.274,96399.852,97455.795,100276.697,103288.086,105788.956,107588.94,109424.259,108803.321,106600.981,101800.367,97966.275,97466.518,95830.749,90608.387,84409.913,76987.313,69575.44,71824.685,71005.714,62894.529,51045.645
NSLP,ACTEWAGL,07/02/2006,31/05/2006 22:01,44841.99,41010.395,39642.342,38606.6,38308.764,37663.295,37503.534,38184.278,39079.938,41711.53,48196.718,60061.68,76767.904,81091.245,77190.832,72086.372,69364.266,69182.164,72176.979,72934.019,76985.353,79349.448,76867.326,74980.146,75664.753,73543.881,72678.233,72013.95,72226.712,74516.959,76818.271,78367.141,79392.71,81433.823,81746.45,81414.659,78773.701,77383.11,79313.201,80207.773,76966.866,72949.502,67384.733,61274.565,64543.968,65892.188,59598.851,48360.629
NSLP,ACTEWAGL,08/02/2006,31/05/2006 22:01,41703.056,37977.106,36246.453,35477.672,35009.368,34669.451,34951.831,35208.239,36958.885,39765.133,46723.718,58775.497,76434.58,80992.974,77192.053,71905.181,70339.803,69510.472,73373.167,74120.207,78090.663,80432.369,77555.669,76240.839,77698.131,75332.735,75609.978,75141.153,76197.941,78744.423,81549.065,84063.785,86320.96,88401.129,88994,88638.888,84956.388,83076.652,83891.337,84417.882,80249.29,76363.817,70962.887,65131.506,67471.711,68007.541,60589.17,49721.137
NSLP,ACTEWAGL,09/02/2006,31/05/2006 22:01,42892.521,39134.842,37726.602,36636.904,36406.776,35983.732,35943.604,36490.021,37576.985,40573.337,46707.77,58137.05,76250.841,80544.115,77478.268,73032.213,72505.811,72211.146,75383.278,76946.224,82977.33,86575.709,83522.57,80509.493,81935.324,81131.647,81828.403,82725.313,82721.967,83941.048,85638.246,87702.058,86996.719,85971.263,84998.979,82961.903,80056.198,78123.484,79529.035,80057.931,76259.191,73485.568,67904.94,62542.043,65787.915,66699.573,60169.828,48790.948
NSLP,ACTEWAGL,10/02/2006,31/05/2006 22:01,42291.2,38824.428,36993.755,36296.371,35662.78,35727.613,35754.989,36299.029,37802.041,40723.739,47084.358,58607.672,76858.005,82369.194,79141.264,73588.967,71149.249,69897.383,73239.588,73849.495,78145.579,80298.134,76888.394,74948.054,75903.246,73174.864,72379.789,71803.57,71457.343,73317.903,74463.035,75966.146,76236.101,76901.567,76619.989,75806.759,73485.365,72387.576,74549.66,75897.121,73616.422,69747.941,67137.328,63623.373,67565.272,68781.04,61748.417,50557.696
NSLP,ACTEWAGL,11/02/2006,31/05/2006 22:01,43842.025,39787.903,38146.235,37048.005,36196.115,35744.143,35852.436,35945.516,36122.987,37203.97,38499.486,40231.813,48080.871,53352.492,58482.839,64242.122,69631.095,71755.401,75133.95,75754.439,79366.14,80888.902,77594.917,75570.299,75055.687,72151.006,69861.031,68654.47,68388.191,68802.122,69226.217,70847.341,72099.835,75133.043,75657.94,75666.419,73636.294,72163.07,73486.845,73267.353,70451.586,67656.565,65055.371,62200.298,68225.843,69882.537,63180.301,52469.198
NSLP,ACTEWAGL,12/02/2006,07/06/2006 22:01,45592.313,41355.493,39530.921,38001.33,36930.075,36451.435,35904.044,36118.002,35923.5,36876.719,37565.937,37431.87,43114.885,46973.768,52058.146,57462.906,62750.965,66019.27,71883.118,73457.825,77700.906,80184.157,78569.965,77884.34,79428.59,77432.03,76723.206,76990.23,77478.89,78900.99,79472.919,80465.642,82831.027,86233.573,88477.408,89183.052,86967.577,83832.058,85417.218,86430.555,81960.509,77034.113,71244.771,64453.883,67736.856,68997.41,61952.019,50862.361
NSLP,ACTEWAGL,13/02/2006,07/06/2006 22:01,44176.064,40371.028,38347.142,36972.204,36566.809,36125.076,36093.914,36514.018,37923.334,39959.664,47164.718,57806.406,75577.967,80625.538,77594.084,73196.208,70520.379,70868.258,74539.459,75936.038,80647.137,83893.376,81669.966,80575.877,81483.569,79915.738,79194.34,79374.151,79894.08,82762.828,85406.208,87736.8,89301.367,91283.748,92003.047,91193.831,87600.021,84869.911,85527.657,85047.197,80467.821,75974.976,70332.108,64115.598,67401.388,67470.565,60886.884,49352.693
NSLP,ACTEWAGL,14/02/2006,07/06/2006 22:01,42742.539,39469.023,37517.056,36430.475,35921.103,35721.988,35694.529,36243.09,37641.851,40489.043,47403.999,58047.249,76276.096,80412.567,78037.754,73103.574,71369.637,70599.284,74042.778,74649.678,79094.863,81303.639,78819.358,77759.94,78832.876,77215.8,77595.417,78221.996,79315.251,82740.763,85989.971,88734.663,91513.258,93085.33,93345.738,92250.757,87764.061,84062.91,84963.054,84640.234,80137.796,76387.333,71925.657,64946.762,67552.199,67830.083,60638.347,49638.753
NSLP,ACTEWAGL,15/02/2006,07/06/2006 22:01,42791.428,39363.144,37549.121,37135.969,36198.096,36025.333,36475.8,36839.865,37953.947,40866.671,47974.223,59390.249,77646.321,83684.397,80625.727,75101.594,73559.304,74259.534,77514.072,79076.172,83876.827,86902.949,84376.645,83784.951,85683.71,84468.885,85061.547,85943.869,88374.826,93839.793,97618.05,101078.349,103592.283,106059.456,105654.506,103584.386,101057.74,99487.404,100860.858,91955.73,84903.819,80009.775,74065.3,66966.627,69797.952,70022.343,62200.314,50748.053
NSLP,ACTEWAGL,16/02/2006,07/06/2006 22:01,43872.209,40394.415,38895.507,38244.87,37621.308,37276.776,37467.061,37598.642,38515.665,41743.546,48561.093,59510.756,77843.246,83344.821,80183.301,76254.035,75761.656,76572.434,79895.96,80317.097,85105.403,87772.178,86399.204,85821.744,87948.154,86639.484,87800.711,88724.813,90739.862,94619.627,97920.335,100732.523,102728.783,104093.367,103966.545,100885.168,94572.639,91675.854,92926.401,89981.75,84163.069,81226.195,75367.474,67921.16,70731.669,70213.815,62174.353,51157.316
NSLP,ACTEWAGL,17/02/2006,07/06/2006 22:01,44217.776,40999.351,39682.401,38858.544,38089.132,37618.724,37654.88,37784.461,39198.458,42186.222,48468.133,57973.992,76111.829,81123.088,79213.874,76228.093,75624.56,77038.575,81582.992,83367.947,88829.201,92798.176,92122.606,92477.762,94776.269,94500.561,96043.3,97438.766,98862.4,102753.866,105884.112,108163.503,109263.393,110253.896,108633.129,106195.346,100875.578,97828.405,97955.952,95919.705,90987.736,86429.962,81508.149,75856.641,78261.665,77172.18,67868.538,55659.421
NSLP,ACTEWAGL,18/02/2006,07/06/2006 22:01,49121.626,45294.427,43413.353,41906.664,40864.164,40434.321,40323.252,39803.137,40701.218,41609.352,42995.781,42894.41,50370.482,55786.055,62315.316,68678.51,75639.051,80365.874,87156.394,90526.906,97535.897,101903.804,102687.47,104370.782,107389.83,107307.256,108083.68,108797.32,109273.716,110426.947,110959.754,111351.861,111847.978,113519.815,113437.568,110852.761,106573.007,102581.225,102027.817,99366.363,94217.775,87073.43,81026.204,75328.135,78712.067,78694.98,70006.572,57745.356
NSLP,ACTEWAGL,19/02/2006,13/06/2006 22:02,51129.485,46856.935,44517.323,42831.672,41637.33,41229.583,40401.77,39858.525,39774.268,39981.996,40905.414,38915.938,45752.973,48978.704,54006.542,60308.426,66963.551,71707.2,79096.361,82606.839,89120.32,93513.288,92797.352,94113.102,96560.54,95859.526,96221.619,97767.953,98807.905,100158.254,101025.058,102501.678,104335.299,107506.157,108415.163,106373.067,99954.236,96149.945,96486.761,93538.669,87571.091,81609.727,76373.931,69322.256,70969.052,71500.683,63872.046,53300.986
