ProfileName,ProfileArea,SettlementDate,CreationDT,Period01,Period02,Period03,Period04,Period05,Period06,Period07,Period08,Period09,Period10,Period11,Period12,Period13,Period14,Period15,Period16,Period17,Period18,Period19,Period20,Period21,Period22,Period23,Period24,Period25,Period26,Period27,Period28,Period29,Period30,Period31,Period32,Period33,Period34,Period35,Period36,Period37,Period38,Period39,Period40,Period41,Period42,Period43,Period44,Period45,Period46,Period47,Period48
NSLP,ENERGYAUST,04/11/2006,22/02/2007 22:04,138159.028,177822.464,197932.702,199204.724,198574.744,193654.262,204460.906,237330.843,245613.138,248855.207,266050.084,293285.431,292863.123,357863.606,454887.325,496675.924,519926.111,535904.952,509386.991,534705.411,534209.513,526303.715,522997.982,508581.743,510888.685,493990.564,485235.846,472883.956,483219.882,495434.92,507994.717,533914.817,571926.021,599668.035,618674.043,631016.403,637899.989,631280.425,611029.593,589199.461,567408.431,520577.771,508376.584,485295.737,421744.481,368836.214,286733.481,139570.349
NSLP,ENERGYAUST,05/11/2006,28/02/2007 22:01,138089.246,198863.957,199933.345,207808.641,217554.205,215607.3,225421.887,234545.141,227273.897,242091.735,261066.17,271031.523,282946.898,319199.301,393775.493,445696.074,488992.255,497526.731,487142.067,500275.687,510335.019,506494.901,503512.631,505608.912,491516.935,473255.31,477317.139,470954.143,472410.161,483854.321,502914.718,518112.759,592190.966,643995.253,704762.186,723222.555,722899.665,722050.033,686837.284,654868.597,632125.156,562100.592,527702.713,496741.866,416266.892,361485.911,263798.851,114173.427
NSLP,ENERGYAUST,06/11/2006,28/02/2007 22:01,127335.767,173429.479,185822.273,196411.645,202413.318,207336.504,225525.606,216954.668,236897.179,257574.165,290107.409,361440.275,423668.381,484589.468,511918.199,499992.432,499649.818,505735.854,469918.67,470001.341,476026.943,482921.663,476553.958,454454.734,456060.216,465912.583,463663.6,449891.917,457133.577,463660.597,486665.933,497118.384,530989.005,561270.88,604720.991,620406.441,655175.194,674067.12,674824.419,661835.06,617545.522,555738.835,518380.012,498122.703,410365.725,340683.492,261984.136,112981.966
NSLP,ENERGYAUST,07/11/2006,28/02/2007 22:01,132905.765,188547.274,178231.481,188477.281,188587.233,191709.958,210500.079,219160.559,245589.952,249710.954,302716.034,378850.444,406274.519,466960.411,502862.323,495375.92,479987.985,481945.968,456410.071,449753.6,437227.854,445061.926,448878.826,439304.657,430502.711,421029.63,411613.234,411158.989,414463.651,427775.154,444223.072,467666.248,491817.949,532630.482,598068.506,634538.553,665413.544,659709.593,646579.366,625574.696,580297.438,532036.767,482246.713,469927.32,367471.321,334410.136,262862.224,120057.291
NSLP,ENERGYAUST,08/11/2006,28/02/2007 22:01,147569.848,192569.765,176344.654,202359.736,220699.638,221835.427,206897.661,217772.917,241560.827,276420.431,298299.169,341088.903,381377.489,463245.723,515705.393,498414.739,487951.422,478373.375,469355.973,471500.04,472365.389,464590.319,474647.347,458491.506,449397.882,442667.102,448799.027,444204.675,439654.715,462625.01,477034.68,497760.814,518246.237,561878.864,611334.241,633852.004,644159.889,659821.44,661391.899,647806.393,619117.119,563382.547,505348.718,483287.846,389822.42,355159.288,275387.124,125666.76
NSLP,ENERGYAUST,09/11/2006,28/02/2007 22:01,149081.206,198301.241,194090.022,229876.498,211479.925,228515.626,212076.545,218510.465,235851.371,233762.632,296869.628,376891.82,402090.029,469360.062,511289.35,490009.893,469743.825,464997.597,440300.767,460917.572,452023.234,438316.409,453353.51,453503.313,444289.7,438820.532,434162.623,430892.291,433045.592,435850.022,461120.207,478507.472,495301.168,525821.625,555442.898,580355.711,597304.525,631436.818,646596.011,638458.374,603598.072,567414.294,524545.426,493826.848,410074.472,363734.472,287446.561,130903.36
NSLP,ENERGYAUST,10/11/2006,28/02/2007 22:01,136441.482,166412.736,179699.689,206506.167,203482.144,196375.294,197625.249,214335.073,227028.531,240804.842,299899.638,368274.135,413185.159,454503.433,495252.524,477524.28,456500.294,456497.08,438966.968,427051.89,432939.549,427141.341,426048.971,418629.028,423736.398,418933.107,421350.8,414583.666,423452.953,438100.665,456100.306,473088.25,489991.35,498379.232,515585.239,528519.109,549352.257,564889.952,565976.987,553344.428,541055.292,497763.302,467156.509,465463.518,389107.485,364878.713,297759.114,150635.876
NSLP,ENERGYAUST,11/11/2006,28/02/2007 22:01,164534.876,188572.775,188453.816,207949.665,192003.348,184224.029,201013.629,207341.121,228668.298,245483.609,244817.465,267110.45,294211.37,337678.217,416164.274,442213.452,473757.802,493210.013,467842.941,463613.799,458506.656,468391.038,483154.057,479736.119,472491.958,476818.915,471038.959,482223.538,493489.391,491005.493,501265.38,510958.26,545799.365,576458.744,593472.116,578252.082,593431.943,602744.99,598286.37,587678.64,548599.699,507312.883,503131.78,491970.015,427032.808,373988.468,293509.023,152049.889
NSLP,ENERGYAUST,12/11/2006,07/03/2007 22:02,184681.815,226576.528,194029.204,203268.701,216158.599,224949.334,226605.343,225473.084,245944.494,246470.649,261970.132,264504.642,284075.186,325126.726,367711.036,422155.464,454737.452,467373.596,463322.267,475121.014,490160.835,496703.182,500831.612,501509.356,493811.334,492248.931,498730.737,496094.656,502363.064,519791.858,514792.383,536755.531,567280.606,589430.736,618610.275,640988.208,665441.276,676434.966,677931.428,679965.271,642670.379,577009.358,557133.913,516382.971,435501.113,380076.147,300206.979,162227.568
NSLP,ENERGYAUST,13/11/2006,07/03/2007 22:02,183858.839,227436.18,207739.997,201321.293,238555.629,242568.618,225804.479,234475.893,256755.052,288484.225,324245.164,340437.065,389515.35,441242.089,490807.008,501993.723,523596.041,530698.242,508259.085,523685.096,533272.987,525203.044,530390.592,517352.863,501860.961,487659.79,488308.663,492069.146,495092.887,515501.548,539472.591,554113.582,569322.212,589244.422,623878.413,627838.641,621202.803,637537.033,641192.388,633877.226,599701.48,554269.736,501426.698,486074.211,390509.664,353567.099,255004.658,123957.621
NSLP,ENERGYAUST,14/11/2006,07/03/2007 22:02,154755.003,211239.196,191077.415,209580.492,212097.452,222607.557,220729.826,226253.923,248438.177,268258.355,324082.237,366798.45,398433.39,443001.131,469127.479,469254.67,466382.705,452265.961,433103.842,448035.012,449538.965,443184.835,443201.038,440657.614,443630.34,445718.674,453141.919,437944.701,452105.313,465501.874,483551.962,492453.818,527213.583,552269.346,579902.902,590113.866,600367.357,621085.754,632906.385,607457.854,576722.331,531691.952,502529.46,483737.281,383483.077,343476.236,268356.985,137358.683
NSLP,ENERGYAUST,15/11/2006,07/03/2007 22:02,150130.152,188125.677,194142.807,201611.167,209866.861,208456.39,213062.175,224054.391,259768.832,264439.067,313370.93,356543.574,385529.91,454934.479,496990.819,456092.56,448802.479,466013.146,447688.162,468356.211,468411.422,465147.725,453211.024,450078.204,458172.331,462081.316,460912.929,444731.139,459333.65,471554.854,490298.323,504172.878,527172.017,565069.993,599096.489,617464.68,621053.206,628138.572,628242.062,620929.473,598054.674,551936.355,493345.913,483148.809,374371.038,340851.354,292350.959,138626.973
NSLP,ENERGYAUST,16/11/2006,07/03/2007 22:02,154578.496,224636.347,217415.818,203348.554,218625.896,232616.898,228291.598,239401.673,241115.146,274469.889,328174.206,370516.573,433138.673,505517.809,562201.845,555424.919,528371.405,538394.742,502333.895,517057.405,509382.005,525257.743,524528.455,512802.445,509646.623,500646.674,488676.861,494069.839,489177.82,502269.802,522454.006,534136.339,557602.936,592117.515,628518.472,649367.554,674979.299,702061.197,713402.196,712015.08,681838.931,642707.769,583063.697,551457.959,444489.144,393936.837,301452.802,139527.85
NSLP,ENERGYAUST,17/11/2006,07/03/2007 22:02,141632.382,171112.72,179836.215,207849.881,225739.39,223508.41,235507.364,234466.673,249025.209,280216.358,328454.482,402434.28,450055.519,511489.919,536804.955,520182.199,504507.403,472467.999,455787.521,458344.691,454181.866,461650.953,464208.573,453675.662,454768.733,442301.54,432380.545,419134.153,429298.939,439036.337,456479.887,459028.515,484036.844,495957.793,523061.777,532527.708,550177.382,557293.892,578955.691,576167.118,548009.964,519458.947,486305.108,498062.467,420026.351,396308.145,305095.449,135925.698
NSLP,ENERGYAUST,18/11/2006,07/03/2007 22:02,141803.999,186759.84,184392.561,203270.693,191383.438,204566.591,219072.47,227785.801,238186.275,241200.805,250114.24,271151.903,320666.491,361291.765,434357.477,460851.687,482699.857,500815.995,450570.412,450400.032,431501.953,447849.76,440072.76,456045.313,443937.884,434821.938,413972.865,415037.976,419601.578,432859.064,441369.35,445798.317,471026.869,498934.173,527810.527,546483.388,545514.561,540981.741,566405.525,560873.866,534893.972,491233.495,488864.986,491619.342,437922.522,357186.449,268871.935,117894.748
NSLP,ENERGYAUST,19/11/2006,14/03/2007 22:00,128895.045,208066.358,196141.488,218004.636,224699.161,219247.497,220043.122,218807.999,238808.838,242841.755,252303.679,255181.913,296844.612,311478.811,381659.474,415881.487,430819.813,447038.042,451781.976,442678.927,437161.539,439740.694,458184.211,458137.694,449864.141,446218.393,434505.46,438440.301,455352.044,440666.718,450201.232,481861.832,513052.155,535672.943,563848.233,575093.693,582099.179,581423.54,606977.361,608936.307,591645.381,528756.09,507254.2,472955.131,381806.745,338981.538,235069.477,97013.729
NSLP,ENERGYAUST,20/11/2006,14/03/2007 22:00,107137.456,202712.884,198346.45,212516.879,221577.9,228876.558,208578.487,218142.937,226561.285,254624.542,285235.274,338967.506,402140.174,450952.648,481833.277,476747.208,472888.506,486814.988,474400.872,488728.388,503193.605,518299.066,521421.598,539207.385,549541.296,573214.316,585424.215,594891.857,607656.311,643710.257,667584.985,695356.041,703596.841,734480.899,764211.787,763717.113,754432.029,752317.307,749535.057,731369.36,679490.088,623724.379,556806.696,528842.648,439855.815,393421.247,305728.508,152972.52
NSLP,ENERGYAUST,21/11/2006,14/03/2007 22:00,191190.735,245408.086,237384.828,232166.811,246033.232,242404.594,249712.64,251093.801,274848.042,291902.77,308154.166,370174.603,419994.007,471584.896,516510.311,524148.664,535266.831,541060.652,531294.631,554491.933,589062.793,618892.453,634989.058,658806.794,666849.792,698272.501,727949.933,744841.716,767110.515,804597.466,845291.771,893405.933,900739.457,924679.731,941449.172,938588.891,923551.579,915167.129,908406.386,878038.393,834914.056,766240.25,685465.28,637783.403,517760.067,464208.586,351014.98,200757.86
NSLP,ENERGYAUST,22/11/2006,14/03/2007 22:00,254217.11,283687.392,270338.134,283012.047,284924.891,280757.087,292773.2,279379.318,309975.498,322645.06,360259.717,405902.067,460264.857,528740.322,562531.97,582001.029,596354.46,617539.798,595530.168,630275.741,637580.508,655044.773,663583.086,705603.366,741100.56,775566.244,798063.3,801533.283,832690.802,880444.415,925223.398,938189.074,926122.213,896477.623,881171.728,845692.327,812884.766,775262.778,758476.791,744104.538,696424.475,633738.831,567073.092,541879.93,457531.067,415443.133,315554.057,168590.727
NSLP,ENERGYAUST,23/11/2006,14/03/2007 22:00,228412.498,262573.689,241939.018,222103.574,236648.382,226328.13,245472.081,251713.649,253153.336,284475.151,318053.348,362851.557,417478.792,452640.478,504663.784,511469.058,524580.972,531881.284,519235.364,534574.346,540966.715,548475.866,561083.016,564800.347,556416.746,565380.19,568804.605,571150.792,579239.102,599871.029,605764.419,609123.762,629323.582,635242.787,639304.813,648264.508,657514.796,649138.637,656832.668,649991.919,617484.893,585616.716,532527.768,513450.05,436821.034,402495.089,315453.663,167458.06
NSLP,ENERGYAUST,24/11/2006,14/03/2007 22:00,198793.338,236633.016,229910.546,243535.283,249394.411,256457.097,234292.706,253249.918,266659.98,294310.781,322596.995,348813.62,419630.828,489405.561,517983.769,518824.594,521580.93,506830.789,507831.792,510668.464,517749.412,521056.74,518107.983,507455.861,510849.78,504608.095,499793.246,513425.858,516760.869,535006.354,547909.923,558700.246,567985.279,563519.635,575266.586,573657.846,578646.851,568293.864,578712.997,572845.293,554218.398,524827.35,484828.3,488993.166,419369.697,389822.665,292541.546,158284.425
NSLP,ENERGYAUST,25/11/2006,14/03/2007 22:00,196758.631,260022.988,222826.692,226388.215,212090.038,212267.759,243761.135,246082.452,262899.545,264600.379,263351.708,289772.752,334748.469,359753.415,445323.53,475938.951,523162.423,539638.213,503355.942,511153.294,528202.715,561101.535,569226.833,575159.377,582389.049,597451.543,602361.103,618434.213,609862.638,634828.166,657067.284,684188.399,674013.726,679097.522,682952.846,671047.543,670696.446,659480.61,660632.227,653408.657,628286.494,579605.606,557972.323,536050.073,475785.586,413895.676,325708.831,186196.141
NSLP,ENERGYAUST,26/11/2006,23/03/2007 07:59,208230.516,271347.145,258047.039,264638.61,263160.142,249239.809,259528.373,256147.462,267637.78,256746.772,273296.586,283638.96,301382.725,340833.623,392268.49,434824.087,437140.003,435113.124,440414.364,463131.903,460682.549,471494.106,477065.581,479250.211,475637.588,452457.014,450376.281,444391.012,459700.022,456849.748,454733.904,471731.753,507047.233,547315.157,580249.042,589122.449,596302.626,603985.742,604071.795,591578.212,567936.349,522121.332,492767.431,493367.678,408395.095,381113.115,264989.443,103402.158
NSLP,ENERGYAUST,27/11/2006,23/03/2007 07:59,124286.104,207678.838,196153.425,201798.763,224014.542,215118.909,225450.666,231854.839,236685.761,260762.558,307997.747,322916.637,398943.847,441083.637,483826.18,481136.639,488441.005,485356.823,440939.372,465630.558,477719.525,466160.617,459609.42,464524.311,464368.157,459334.394,462036.302,466533.714,468567.907,488258.201,497497.157,528153.009,558510.461,585935.781,634047.531,635969.469,645396.101,644203.582,637915.415,625821.756,584980.555,555454.272,506478.833,480166.08,394074.829,357986.305,272952.561,133053.099
NSLP,ENERGYAUST,28/11/2006,23/03/2007 07:59,175260.014,227389.785,207812.427,217181.546,215354.588,225717.476,227375.533,248809.853,250517.4,270627.555,317534.959,353241.182,393308.869,467989.205,496942.499,506580.07,515486.858,526071.945,538538.018,557659.21,574392.813,595374.009,621053.172,644754.921,668304.879,702790.996,727099.282,730072.999,737221.72,746480.899,726202.458,737331.446,764036.486,786054.809,802309.522,796654.707,776892.994,758402.036,765473.094,761626.462,720667.3,662866.95,609529.903,568773.757,464972.292,399583.987,312518.803,150806.493
NSLP,ENERGYAUST,29/11/2006,23/03/2007 07:59,199639.664,242117.487,229844.405,242430.249,254469.515,247200.863,252780.455,270723.191,277614.647,280772.906,318111.919,341158.413,406360.776,474227.295,524532.025,541770.744,552437.697,551279.784,529009.159,537770.495,540253.542,528181.582,522547.204,512809.375,511600.637,503326.217,491708.978,484082.671,496485.589,498411.579,513564.677,526818.419,548688.255,567572.582,600340.702,616611.368,621290.697,609085.787,616576.077,605759.289,584417.689,534726.519,494766.14,474390.513,381179.334,355858.517,272513.47,136902.432
NSLP,ENERGYAUST,30/11/2006,23/03/2007 07:59,161811.148,210327.836,206534.771,227443.479,226865.941,229678.035,231328.069,235654.769,247368.865,264706.251,311482.224,341171.313,383033.847,445717.658,474803.111,477085.863,484814.542,465141.748,462885.234,465593.794,463316.305,466684.624,460775.556,464085.249,464116.372,457486.627,468395.434,463181.199,465351.176,477680.09,494631.664,507147.553,521287.398,549176.632,572007.375,575798.432,583748.031,579855.499,594177.404,597041.854,571749.532,553213.996,506399.939,495283.571,396368.346,352427.967,267478.189,138142.636
NSLP,ENERGYAUST,01/12/2006,23/03/2007 07:59,159185.755,215025.371,222653.356,234053.794,219516.547,195979.45,244538.714,247144.736,257849.288,252689.697,307421.602,337674.109,385161.035,448328.687,487217.637,477162.229,490525.584,479544.912,452897.778,489259.939,510376.055,523143.669,551060.991,569771.136,602226.754,625411.846,646778.374,675721.858,710681.957,757235.06,786794.55,823042.59,836469.803,835247.043,848832.793,838442.542,829972.998,818267.761,827220.361,818090.193,784975.809,730718.996,678019.835,656800.91,542227.625,500124.184,408365.642,247915.186
NSLP,ENERGYAUST,02/12/2006,23/03/2007 07:59,266777.508,308915.808,291513.482,285784.558,258781.255,272142.261,273532.821,283217.429,287831.158,277719.216,289465.843,316506.214,339718.842,387946.933,459239.94,482615.231,520338.895,510882.422,503253.303,543334.702,547443.565,544035.354,539070.825,525563.445,525361.402,505298.006,499546.788,509022.639,512202.762,527556.218,541307.912,537194.124,544115.314,579528.468,618618.097,622390.495,605670.96,587938.326,569542.958,560340.421,531382.509,490394.915,486292.124,479375.96,430755.054,393029.671,293420.926,146789.695
NSLP,ENERGYAUST,03/12/2006,28/03/2007 22:04,186792.633,213289.455,203982.499,204183.461,218065.794,209047.131,218164.936,220534.905,244932.956,258501.476,268470.789,274864.274,288604.679,327434.244,385885.294,432532.309,455350.888,475206.202,468194.684,485655.3,495001.802,488171.905,463298.988,469506.083,460869.574,455525.503,452038.444,425986.434,438369.292,426443.687,455069.481,480569.179,524911.482,560111.835,587568.456,597078.882,598650.107,595544.947,615396.174,616958.902,593009.188,529398.13,490395.892,455181.852,386109.184,333727.766,246536.39,113866.584
NSLP,ENERGYAUST,04/12/2006,28/03/2007 22:04,149601.818,196498.848,177517.574,207501.521,196778.353,202536.51,222318.113,224896.602,240634.047,233219.146,284983.006,327392.689,392215.607,467385.505,494919.075,470863.341,464217.261,468986.072,439540.123,443549.984,448816.766,446226.871,461165.574,452897.077,448153.878,450114.819,444308.635,443686.014,442148.46,458958.845,486871.529,503677.668,519457.1,538051.334,565709.534,567752.587,577021.834,585808.728,603797.976,608524.768,584067,541628.925,498274.1,475494.232,398440.582,333272.141,250775.482,106623.25
NSLP,ENERGYAUST,05/12/2006,28/03/2007 22:04,125918.937,184753.397,192074.478,187436.021,191925.384,201997.913,211471.175,218971.115,230148.109,250369.096,290198.018,337607.41,401517.743,443062.401,479268.425,471126.482,480696.557,471249.336,455486.582,460763.735,450461.13,451798.043,461842.574,460605.746,468087.489,454857.052,460354.144,462063.844,473740.232,488606.286,509598.172,518558.494,534799.121,558180.465,571654.421,571744.565,576738.852,588960.614,609266.801,613348.919,587237.139,561934.176,518932.972,486782.94,401492.642,360346.525,271966.301,134989.717
NSLP,ENERGYAUST,06/12/2006,28/03/2007 22:04,164943.281,200322.841,192147.517,218344.834,238944.509,226952.667,242105.362,238704.85,246206.124,270568.717,286987.58,340030.636,390034.364,434816.29,476410.254,466695.298,470465.076,473782.606,436197.717,450676.656,460742.159,470033.761,477384.84,474849.743,475713.013,480006.491,495402.78,496636.795,503131.361,542635.157,554000.083,581601.129,598952.521,613016.67,627430.122,631626.899,627042.376,625851.789,636883.095,639841.397,619259.858,578181.778,531240.058,490160.119,396452.999,347938.407,266168.353,131502.791
NSLP,ENERGYAUST,07/12/2006,28/03/2007 22:04,167376.885,230504.931,202486.46,227602.061,223410.769,215987.09,228009.767,241555.798,261227.835,276149.833,296530.499,343418.104,394231.979,444488.78,489141.168,486200.254,482105.393,494302.092,466714.217,482230.847,472932.717,483281.78,485602.432,491449.42,498932.039,491279.87,502870.42,507921.939,520019.96,541484.047,550909.139,581847.377,585347.415,607560.163,628242.763,620632.083,614029.67,613388.978,615877.108,637005.295,611852.329,581044.748,535904.74,523116.097,433377.872,385562.526,299327.41,156659.827
NSLP,ENERGYAUST,08/12/2006,28/03/2007 22:04,184053.168,226710.028,202319.474,238195.13,228768.69,246380.303,237527.14,245353.516,246039.957,272854.437,311357.078,346936.734,389510.676,456650.823,499620.409,498854.99,499658.745,494260.221,474106.732,484880.402,489835.29,496712.089,512698.507,502422.568,512076.535,516687.761,517268.562,518144.822,525491.4,547469.124,577031.904,580627.501,579440.496,583718.169,587617.792,593991.731,593999.336,599313.884,595819.231,596625.841,579806.484,535355.758,499140.704,500596.209,435391.722,393531.086,301997.879,156724.321
NSLP,ENERGYAUST,09/12/2006,28/03/2007 22:04,213021.825,227746.289,213055.969,228284.199,221230.424,238401.682,241535.334,245723.293,254161.789,261139.949,256583.963,293594.384,329760.513,370109.326,430707.553,466368.151,491493.364,510685.766,495974.843,503851.87,504773.825,500619.88,505343.141,512435.765,499631.971,493635.814,501603.32,496439.024,493986.519,501007.211,517605.407,514589.541,528286.937,549201.723,564139.467,560610.53,562201.385,561541.066,559743.568,569448.64,555577.78,510032.841,506435.224,493028.855,429692.362,386243.838,298944.37,142525.246
NSLP,ENERGYAUST,10/12/2006,04/04/2007 22:02,168151.182,216769.862,219002.572,223557.599,235076.159,239439.43,227046.465,244820.708,235553.481,250540.056,256622.327,273754.752,292212.029,322130.948,384543.282,413696.847,461148.906,479397.128,454458.156,483595.07,484472.321,489122.182,506580.892,496468.71,487549.088,485333.801,498779.078,501027.662,508817.532,517147.955,523463.406,532543.05,555506.216,580082.133,597091.848,596388.083,595740.028,601551.876,613654.108,633413.076,614441.598,550634.389,531319.41,507440.499,416881.835,370252.126,260987.901,124287.628
NSLP,ENERGYAUST,11/12/2006,04/04/2007 22:02,171322.706,211355.391,226419.213,229219.567,222525.345,218397.97,233901.48,238498.143,246572.129,253251.115,305902.832,337507.516,380455.51,456711.544,494798.361,499603.555,500017.835,510932.497,504611.183,530684.527,544072.649,568606.451,590453.312,614346.461,644832.297,676140.213,697406.738,716007.347,745973.732,789727.058,802729.396,825326.667,831842.672,851300.544,858124.733,833108.144,815541.553,801920.917,776337.426,741112.379,691033.66,631715.819,555799.495,522376.182,422015.053,376674.642,294810.154,157394.953
NSLP,ENERGYAUST,12/12/2006,04/04/2007 22:02,198326.843,249283.779,231116.931,233785.153,233770.886,230970.806,235322.959,241592.247,270179.143,280818.544,316548.016,340295.511,400758.881,459334.722,510105.568,506937.905,489075.696,479951.696,458821.203,463827.921,450771.002,454013.144,470989.828,465475.747,461876.066,444844.79,445150.515,448055.445,440843.257,477113.904,496128.16,524647.456,549479.437,592651.506,624023.552,639336.472,635052.49,636935.628,622898.295,616660.006,590355.479,548789.817,501398.298,487561.562,397448.774,355800.738,274095.159,139186.903
NSLP,ENERGYAUST,13/12/2006,04/04/2007 22:02,154355.813,201576.871,179205.044,195385.424,227356.082,211579.512,227602.531,227094.818,243437.079,262800.902,295249.532,333900.27,376774.102,435295.64,476616.458,482606.598,464424.263,468682.463,438854.612,457443.178,454826.584,455677.214,447972.619,446764.728,453331.877,438453.777,441358.018,456886.968,460091.586,474178.479,493005.417,507061.503,522934.627,541204.02,563302.952,578618.654,590858.364,590479.761,607193.727,620432.293,595908.233,546393.651,504545.855,491924.828,422615.149,373301.914,260018.551,133153.917
NSLP,ENERGYAUST,14/12/2006,04/04/2007 22:02,185217.332,214430.295,213339.442,226820.601,231095.181,232315.901,230715.841,237307.588,240881.819,260941.393,288087.729,322895.258,383493.34,445913.624,506585.769,491420.111,488531.898,501813.6,485295.594,504989.327,524984.155,547258.148,561298.554,575651.355,595974.282,617864.43,638232.85,656647.851,670072.272,694771.855,706112.796,730330.048,743372.928,757038.017,767366.54,765417.205,757509.56,760192.758,757722.729,779980.822,756900.33,717224.275,659494.994,621008.163,510295.084,451974.564,353114.59,214352.965
NSLP,ENERGYAUST,15/12/2006,04/04/2007 22:02,266562.077,301946.297,278103.095,264886.332,262272.443,266558.213,258420.668,264694.139,277503.585,291011.318,331111.797,346497.243,391909.142,474554.322,503890.114,510033.549,517473.096,506974.52,478096.171,497710.614,490230.934,485521.212,496685.31,484882.145,482599.099,484161.276,465952.935,473110.592,474955.134,486564.459,511462.216,528874.113,554669.993,570221.441,590002.029,600452.067,598928.761,596891.352,580417.202,567351.274,550432.185,520374.25,484861.037,484434.826,407527.012,383127.84,303187.784,162220.024
NSLP,ENERGYAUST,16/12/2006,04/04/2007 22:02,201420.173,226935.694,211236.848,222563.278,197882.122,215861.977,222345.403,229610.006,232399.586,254502.481,266505.63,281418.841,324549.166,374564.665,430886.49,468697.973,494247.734,505638.021,489869.808,489971.486,473934.999,494204.113,499377.422,475455.223,461552.757,445866.106,438061.506,445986.302,440157.129,467954.004,466327.521,491232.793,515956.686,542623.289,557025.957,568443.301,580299.429,570696.521,554906.08,563303.631,541321.526,485428.608,496280.167,490617.84,425229.115,357213.045,265536.194,132618.479
NSLP,ENERGYAUST,17/12/2006,12/04/2007 22:03,155232.846,202476.07,201687.328,214758.057,220565.725,219816.033,226354.895,223718.361,216943.963,241969.25,246994.221,267337.823,286143.893,314677.66,374499.593,416818.363,437033.75,453818.369,426006.264,447783.519,457541.938,470234.741,461391.151,438153.068,430340.054,414493.245,421569.717,420664.206,408933.068,418950.695,431802.043,434661.064,466099.582,480164.431,504555.674,517908.207,523109.895,537130.178,560884.726,583992.589,579940.448,529703.425,502025.431,479631.306,413362.715,346119.32,236538.604,105693.489
NSLP,ENERGYAUST,18/12/2006,12/04/2007 22:03,137031.694,182118.696,196330.14,190384.017,200394.276,220625.642,226785.523,219720.005,229964.841,238281.116,281351.135,316333.925,368631.552,415887.963,473845.837,472956.054,463202.372,465749.127,431237.85,444116.772,459946.787,456131.357,467938.021,464124.314,469092.673,469856.165,476302.44,479432.305,492508.078,502580.486,523875.459,539287.185,551761.542,566241.899,595033.094,592646.981,582569.611,582322.397,595782.124,612445.239,586194.803,546942.249,515600.742,485981.314,406252.424,373109.384,267367.813,126921.442
NSLP,ENERGYAUST,19/12/2006,12/04/2007 22:03,152363.567,204452.685,187417.226,206160.947,192878.426,220220.787,215284.272,242005.112,238426.184,251394.604,285848.053,313317.564,391721.866,420409.894,463870.992,473165.758,482618.5,486466.319,443547.049,469454.467,473276.398,464676.448,483929.64,485418.877,479832.204,480572.163,482662.532,482603.214,490610.756,495869.239,514172.7,527637.872,537541.084,579871.448,610005.327,619568.55,623645.279,619454.813,612876.063,596520.177,573056.856,539126.715,494465.697,489401.147,398599.862,365423.439,298230.441,154398.56
NSLP,ENERGYAUST,20/12/2006,12/04/2007 22:03,162461.871,202517.666,214838.393,216040.756,222804.985,228086.702,238037.996,233173.617,234422.412,267300.929,301624.427,331138.189,411048.683,460738.299,507497.222,500660.296,499979.878,497409.645,470626.832,484855.404,485436.025,489552.478,484926.694,481144.615,471615.302,465638.538,472835.584,474053.065,480635.408,485647.659,498815.928,518196.718,537952.165,561916.224,597140.845,609666.611,604938.324,602669.5,598506.528,600921.164,581811.686,550379.974,511644.539,499109.146,407514.656,371868.936,271502.812,150934.857
NSLP,ENERGYAUST,21/12/2006,12/04/2007 22:03,171717.899,209064.531,209146.845,242650.416,231984.967,233820.667,230328.358,239716.109,245081.799,254436.42,283182.659,312901.837,379808.147,419720.15,492781.351,477814.631,502229.305,509336.053,482252.64,485328.343,494744.26,493157.927,493342.321,496470.724,491847.855,484214.992,494111.185,495571.225,506761.52,521481.944,531907.419,547755.398,557239.865,563140.388,570810.697,575567.455,575126.774,565076.706,585667.597,607172.839,587570.577,553953.301,526628.64,533240.012,442651.281,407039.778,297889.337,151848.929
NSLP,ENERGYAUST,22/12/2006,12/04/2007 22:03,176664.57,227226.024,229711.595,228669.498,216557.211,231097.572,227085.914,243525.511,252611.301,272826.215,300465.811,324770.289,384421.966,425200.031,477765.821,485080.921,497793.73,501279.122,486200.788,499525.985,505285.685,491240.465,506174.702,505756.474,500521.599,500953.706,516666.995,539438.797,541801.487,550691.526,570791.666,584682.118,600456.035,611997.073,614549.345,606627.208,590501.258,582784.752,592527.573,599389.773,583727.049,549625.699,528251.036,513582.207,446509.309,404209.186,318201.293,170812.69
NSLP,ENERGYAUST,23/12/2006,12/04/2007 22:03,188067.819,220630.41,221967.688,221187.282,214247.124,227598.579,223861.025,244338.919,238870.057,243769.652,244562.316,267068.161,296924.404,357901.707,412698.35,439619.026,471829.145,508030.378,493097.241,510122.159,527567.839,529484.643,545277.244,532996.373,541854.953,546287.845,542727.338,558098.521,579184.884,581949.393,597108.156,593269.797,594973.014,594485.931,599201.34,603143.128,610302.474,614238.452,606195.286,608361.669,582583.325,539754.496,529882.43,510858.732,432856.851,380504.202,291326.638,140604.979
