RMSE,MAPE,MAE
0.044953,8.2908,5968.8
0.045148,8.3578,6007.6
0.04449,8.1891,5900.7
0.044743,8.2377,5931.2
0.045364,8.3492,6008
0.044772,8.2428,5942.2
0.044925,8.2763,5962.1
0.045074,8.2678,5959.1
0.044684,8.2318,5927
0.044541,8.0925,5865.5
0.044231,8.1295,5870
0.044701,8.1963,5918.4
0.044382,8.1774,5886.3
0.044584,8.1602,5889.8
0.044258,8.127,5868.1
0.044609,8.2334,5919.1
0.044318,8.1146,5863.9
0.044278,8.084,5847.1
0.044088,8.049,5827
0.044277,8.1124,5856.6
0.043963,8.0328,5804.7
0.04397,8.0241,5809.8
0.044054,8.071,5827.4
0.04426,8.08,5848.7
0.044216,8.1406,5851
0.044342,8.1142,5855.4
0.044041,8.039,5814.7
0.04396,7.989,5785.6
0.044519,8.1406,5878.2
0.043806,8.0248,5791.2
0.044044,8.0325,5816.9
0.043967,8.0194,5800.5
0.044064,8.0291,5808.8
0.044395,8.1068,5856.2
0.044174,8.0781,5833.8
0.044141,8.0589,5818.8
0.044164,8.0586,5818.8
0.043903,7.9975,5785.5
0.043866,8.0302,5796.6
0.044072,8.0185,5798.2
0.043872,7.9434,5758.4
0.043634,7.9472,5743.7
0.043923,7.9887,5783.9
0.043837,8.0191,5788.6
0.043879,8.0184,5788.8
0.043563,7.9223,5739
0.043662,7.9504,5754.3
0.043728,7.9946,5771.9
0.043419,7.9198,5723.6
0.043682,7.9595,5753.5
0.043729,7.9776,5763.7
0.043955,7.9901,5778.9
0.043631,7.8767,5720
0.043623,7.9101,5732.3
0.043471,7.8791,5708.4
0.043349,7.8592,5699.4
0.043741,7.9459,5750
0.043211,7.8003,5668.3
0.043512,7.9218,5729.6
0.043512,7.8843,5714.4
0.043427,7.8732,5701.5
0.043294,7.8723,5702.2
0.043573,7.9336,5732.2
0.043232,7.8408,5688.5
0.04331,7.8357,5679.3
0.043694,7.8952,5730.2
0.043316,7.8141,5664.5
0.043648,7.9072,5725.5
0.043454,7.9253,5720.6
0.043384,7.8718,5699.9
0.043462,7.967,5736.3
0.043479,7.857,5697.2
0.043435,7.8632,5691.6
0.043285,7.8711,5695
0.043498,7.9318,5721.9
0.043343,7.8553,5696.1
0.043293,7.8865,5697.1
0.043219,7.8151,5664.3
0.043455,7.828,5686.5
0.043094,7.8131,5665.5
0.043374,7.8757,5693.9
0.043448,7.9236,5715
0.043137,7.836,5668.8
0.043385,7.8447,5680.6
0.043359,7.8271,5676
0.043036,7.808,5644.4
0.043113,7.8107,5659
0.043218,7.8058,5666.1
0.043215,7.8188,5667.4
0.043183,7.7953,5656.6
0.043323,7.868,5693.1
0.043108,7.8341,5657.6
0.043374,7.8621,5691.2
0.043431,7.8276,5682.2
0.043129,7.8135,5652
0.043188,7.8196,5663.7
0.042964,7.7972,5643.9
0.043296,7.8346,5665.1
0.043205,7.833,5668.5
0.043275,7.8431,5678.6
0.043704,7.9063,5708.6
0.043323,7.8313,5665.6
0.043156,7.7475,5627.6
0.04294,7.7672,5631.3
0.043197,7.8348,5669
0.043267,7.8186,5660.1
0.043217,7.8328,5668.1
0.043139,7.7711,5633.8
0.043002,7.754,5632.5
0.043152,7.7973,5654.1
0.043045,7.7955,5645.2
0.043151,7.7738,5635.1
0.043227,7.7789,5644.7
0.042942,7.7606,5625.6
0.043335,7.8319,5666.4
0.042983,7.7579,5619
0.04322,7.8082,5654.5
0.04308,7.8113,5657
0.043434,7.8702,5698.8
0.043207,7.8039,5657.7
0.043045,7.7575,5625.5
0.043174,7.7921,5649
0.04316,7.8209,5661.4
0.043228,7.8244,5660.4
0.043161,7.7981,5649.8
0.043183,7.7702,5646.2
0.043426,7.8388,5674.9
0.043138,7.7932,5649.4
0.043258,7.8184,5663.8
0.043144,7.7776,5640.3
0.04337,7.8173,5672.6
0.043355,7.8377,5677.8
0.04303,7.7415,5615.3
0.043175,7.7723,5640.6
0.04318,7.8196,5653.9
0.04327,7.8191,5666.5
0.043058,7.7878,5639.4
0.043337,7.8113,5662.5
0.042991,7.7835,5630.7
0.04343,7.8702,5684.2
0.043597,7.8461,5685.1
0.043358,7.8364,5671.1
0.042884,7.7297,5605.8
0.043048,7.7549,5624.6
0.043373,7.8236,5662.7
0.043311,7.7964,5652
0.043014,7.7576,5628
0.043229,7.7926,5653.4
0.04336,7.8311,5668.9
0.043184,7.7838,5637.9
0.043362,7.8574,5677.6
0.043223,7.8343,5661.2
0.04362,7.8225,5665.9
0.043321,7.8095,5665.6
0.043218,7.7888,5645.3
0.043253,7.7849,5646
0.043102,7.7854,5640.8
0.043019,7.7465,5623.8
0.043347,7.8157,5664.6
0.043339,7.8453,5667.8
0.043591,7.8872,5693.5
0.043334,7.813,5665
0.043609,7.8709,5694.8
0.043476,7.8551,5675.9
0.043025,7.7498,5613.6
0.043285,7.7304,5614.9
0.043426,7.8315,5674.9
0.043573,7.9226,5712.9
0.043214,7.7839,5631.8
0.043736,7.8351,5689.4
0.043395,7.7837,5647
0.043512,7.8394,5673.6
0.043178,7.794,5647.3
0.043199,7.8388,5657.2
0.043335,7.813,5653.6
0.043613,7.9285,5714.4
0.043413,7.7975,5645.3
0.043692,7.9312,5720.9
0.043588,7.8665,5690.1
0.043459,7.809,5661.9
0.04343,7.8305,5673.9
0.043452,7.8574,5679.4
0.043721,7.893,5705.3
0.043157,7.7327,5614.6
0.043563,7.8775,5689.1
0.043873,7.7862,5665.7
0.043633,7.8241,5668.4
0.043546,7.8363,5677.5
0.043306,7.8088,5654.4
0.042945,7.732,5607.3
0.043742,7.9373,5719.4
0.043583,7.8592,5681.5
0.043832,7.8998,5709.1
0.043758,7.8824,5706.4
0.043582,7.839,5678.2
0.043478,7.8325,5671.1
0.043998,7.9601,5742.9
0.043295,7.7907,5643.7
0.043681,7.8948,5707.2
0.043818,7.867,5686.8
