RMSE,MAPE,MAE
0.21453,45.669,32315
0.16059,35.752,24046
0.11495,25.988,16999
0.11402,25.279,16520
0.097209,21.524,14109
0.090795,19.655,13014
0.081545,17.167,11599
0.083046,18.014,11980
0.076521,16.211,10931
0.078312,16.453,11117
0.071627,14.709,10116
0.069602,14.521,9876.4
0.0698,14.592,9906.1
0.067148,13.805,9491.4
0.065383,13.134,9140.1
0.065964,13.574,9301.6
0.063046,12.605,8787
0.061896,12.376,8615.5
0.062806,12.62,8769.8
0.060716,12.088,8436.2
0.061696,12.252,8548.6
0.060338,11.99,8372.2
0.059561,11.812,8230
0.057196,11.197,7881.5
0.057293,11.238,7901.9
0.057245,11.318,7923.1
0.056544,11.045,7775.4
0.055682,10.955,7679.1
0.056262,11.036,7748.8
0.054996,10.797,7581.3
0.054589,10.615,7484
0.054848,10.728,7525.1
0.054362,10.666,7475.1
0.055098,10.733,7533.6
0.053388,10.335,7307.6
0.053686,10.446,7346.3
0.053066,10.309,7269.1
0.05294,10.127,7183.6
0.052891,10.196,7203.7
0.05158,9.8414,6994.1
0.051313,9.8501,6982.9
0.052082,9.9849,7078.3
0.051389,9.8754,6961.2
0.050948,9.7622,6930.4
0.050864,9.7408,6911.5
0.049816,9.4814,6741.9
0.050559,9.663,6868.3
0.050705,9.7297,6889
0.050064,9.5093,6766.5
0.049551,9.4601,6714.5
0.049425,9.3501,6657.6
0.049903,9.5255,6759.8
0.048893,9.2777,6605
0.048769,9.2024,6568.1
0.049195,9.3711,6645.4
0.048801,9.1603,6543.1
0.048562,9.1605,6541
0.048202,9.1073,6501.7
0.047857,9.0258,6447.2
0.048399,9.1257,6507.8
0.048103,9.0336,6460.5
0.047965,9.0593,6459.4
0.047661,8.9245,6397.8
0.047571,8.9499,6396.8
0.047482,8.9626,6398.2
0.04766,9.0316,6427
0.047575,8.9524,6393.1
0.047144,8.8145,6321.2
0.046878,8.7805,6277.7
0.04698,8.7723,6281.8
0.046621,8.7086,6250.2
0.047359,8.9196,6363.9
0.047354,8.8418,6326.8
0.046422,8.6135,6187
0.046819,8.71,6250
0.046705,8.6759,6234
0.046405,8.6189,6191.2
0.046711,8.7572,6249.3
0.046588,8.7113,6237
0.045948,8.5002,6115.5
0.046206,8.6227,6177.5
0.045769,8.5086,6105.8
0.046112,8.5375,6137.9
0.045752,8.4199,6076.2
0.045736,8.4761,6090.8
0.045729,8.511,6105.7
0.046101,8.603,6158
0.045899,8.5305,6120.9
0.045726,8.4979,6100.5
0.045476,8.4174,6060.7
0.04569,8.4363,6066.1
0.045449,8.3589,6020.4
0.045522,8.4306,6063.8
0.045758,8.4725,6080.9
0.045503,8.441,6046.3
0.045827,8.4517,6082.9
0.045054,8.2926,5975.9
0.04492,8.258,5952.6
0.045152,8.3291,5996.3
0.045263,8.3301,6003
