RMSE,MAPE,MAE
0.17668,42.877,28326
0.15068,35.163,23037
0.10348,23.036,15226
0.10039,22.691,14667
0.093862,20.565,13613
0.083352,18.398,12158
0.076552,16.099,10904
0.075499,15.953,10805
0.072141,15.129,10269
0.069327,14.468,9888
0.065081,13.43,9179.4
0.06449,13.214,9083.5
0.063678,12.927,8932.9
0.060304,12.074,8412.7
0.059571,11.902,8305.3
0.059089,11.825,8235.5
0.058975,11.787,8214.9
0.056626,11.211,7849.9
0.056731,11.252,7871.7
0.055445,10.877,7635.9
0.055242,10.881,7621.3
0.054136,10.511,7434.4
0.053951,10.48,7394.3
0.052641,10.171,7195.9
0.052836,10.286,7251.9
0.052486,10.223,7193.6
0.051251,9.8374,6977.3
0.051211,9.8458,6979.3
0.051102,9.7791,6935.5
0.05018,9.6142,6817.7
0.050315,9.5981,6815.9
0.050042,9.5956,6791.4
0.049708,9.4466,6725.1
0.049424,9.3485,6676.8
0.048824,9.2222,6584.9
0.04934,9.3922,6676
0.048555,9.1494,6539.1
0.048493,9.1988,6560.2
0.047625,8.9399,6399.2
0.048095,9.0337,6457
0.0474,8.8831,6363.2
0.047833,9.036,6436.5
0.04689,8.7386,6265.6
0.046953,8.7733,6292.2
0.047558,8.9968,6408.6
0.046891,8.7365,6278.9
0.046678,8.6957,6227.5
0.04661,8.7344,6246.6
0.046402,8.6294,6196.4
0.045997,8.4806,6116.6
0.045698,8.5124,6111.2
0.045684,8.4974,6111.7
0.045918,8.4737,6111.2
0.045533,8.4066,6054
0.045637,8.4521,6079.8
0.045043,8.316,5992.7
0.045272,8.4006,6032
0.045293,8.3749,6021.4
0.04518,8.2646,5976.7
0.044825,8.2164,5943.9
0.044684,8.1857,5922.1
0.044623,8.2099,5924.7
0.044349,8.0926,5853.5
0.044686,8.2382,5925.3
0.044384,8.1438,5881.2
0.044245,8.1212,5869.4
0.044426,8.1408,5876.3
0.044211,8.0352,5830.4
0.044072,8.0085,5808.9
0.044121,8.0936,5830.8
0.043855,8.0124,5799.5
0.043898,7.9787,5785.7
0.043637,7.8857,5737.8
0.043562,7.8936,5731.6
0.043974,7.9945,5792.8
0.043665,7.961,5758.3
0.043613,7.899,5743.1
0.043412,7.8203,5684.6
0.043582,7.918,5739.1
0.043281,7.815,5683
0.043359,7.849,5697
0.043313,7.8148,5683.4
0.043413,7.8461,5700.5
0.043336,7.8507,5705.2
0.043201,7.851,5689.6
0.043048,7.7685,5651.5
0.043019,7.7883,5656.6
0.043025,7.7756,5644.2
