RMSE,MAPE,MAE
0.04291,7.7073,5622.7
0.042525,7.6606,5575.4
0.043002,7.7571,5641.9
0.04273,7.6608,5591.8
0.042704,7.654,5576.9
0.042944,7.7094,5622.1
0.042624,7.6454,5573.9
0.042824,7.7111,5604.3
0.042681,7.6277,5567.4
0.042749,7.6867,5592.2
0.042598,7.6079,5555.6
0.042624,7.625,5561.4
0.042342,7.6068,5532.8
0.042277,7.5476,5519.4
0.042275,7.5453,5515.3
0.042102,7.5308,5497.5
0.042381,7.602,5541.8
0.042257,7.5742,5523
0.042344,7.5455,5517.8
0.041967,7.4584,5461.9
0.042169,7.597,5522.2
0.042216,7.4952,5486.6
0.042069,7.5248,5489.5
0.042126,7.4771,5473.1
0.042272,7.5258,5504.1
0.042156,7.5159,5487.8
0.042093,7.5072,5483
0.041946,7.4677,5463.4
0.041883,7.4774,5455
0.042112,7.4847,5471.3
0.041915,7.4234,5435.6
0.041892,7.4439,5441.6
0.041769,7.44,5440.6
0.041822,7.3849,5412.8
0.041837,7.4558,5441.7
0.041812,7.4576,5450.4
0.041729,7.3947,5408
0.041973,7.4541,5454.3
0.041659,7.3854,5408.5
0.041888,7.4458,5445
0.041788,7.4085,5421.9
0.041552,7.3599,5388.7
0.041672,7.3624,5395.9
0.041654,7.3856,5406.6
0.041574,7.3501,5387.6
0.041409,7.3672,5392.6
0.041556,7.3538,5382.7
0.041557,7.3322,5377.7
0.041481,7.3279,5367.9
0.041593,7.3193,5376.6
0.041812,7.381,5411.1
0.041519,7.3324,5379.7
0.041532,7.34,5379
0.04149,7.2926,5362.2
0.041481,7.2951,5360.8
0.041753,7.4004,5416.4
0.041328,7.2754,5338.8
0.041646,7.3267,5376.8
0.041503,7.3416,5372.8
0.041522,7.3552,5385.4
0.041598,7.3602,5388.6
0.041396,7.2907,5357.6
0.041652,7.384,5399.4
0.041362,7.2714,5342.9
0.041442,7.2994,5354.3
0.041375,7.3012,5360
0.041291,7.2877,5339.8
0.041355,7.306,5346.8
0.041224,7.252,5322.7
0.041194,7.2591,5328.5
0.041337,7.2829,5345.3
0.041103,7.2248,5306.7
0.041192,7.2468,5311.9
0.041395,7.2504,5330.8
0.041341,7.2692,5339.5
0.041227,7.2806,5332.6
0.041276,7.2665,5335.9
0.041469,7.2846,5348.4
0.041443,7.2872,5347.2
0.041318,7.2878,5340
0.041151,7.2231,5312.8
0.041278,7.287,5331.4
0.041199,7.242,5309.7
0.041131,7.2359,5312.9
0.041072,7.2218,5298
0.041038,7.1929,5283.9
0.040881,7.1584,5265.3
0.041108,7.212,5303.2
0.041144,7.2298,5308.2
0.041283,7.2459,5321.8
0.041198,7.2412,5321.7
0.041243,7.2687,5325
0.041178,7.2424,5317.1
0.041333,7.2727,5335.6
0.041164,7.229,5306.8
0.041464,7.287,5338.8
0.041059,7.2082,5295.4
0.041136,7.2138,5294.9
0.041403,7.2907,5338.7
0.041068,7.1967,5294.9
0.041342,7.2115,5304
0.041322,7.2718,5328
0.041146,7.2288,5299
0.041062,7.2022,5286.6
0.041245,7.2431,5316.8
0.041196,7.2238,5309
0.041153,7.2032,5289.8
0.040975,7.2042,5284.6
0.041084,7.176,5275.8
0.04092,7.1585,5263.2
0.041358,7.2387,5314.9
0.041095,7.2066,5291.1
0.041163,7.2122,5295.5
0.041145,7.2327,5304.4
0.041122,7.2196,5298.8
0.041013,7.1899,5279.1
0.041112,7.2078,5289.4
0.041196,7.244,5310.5
0.041038,7.19,5280.3
0.041334,7.2407,5313
0.041157,7.198,5289.8
0.041246,7.248,5309.6
0.041044,7.1549,5273.6
0.041067,7.1775,5271
0.041178,7.1977,5292
0.041193,7.1862,5292.5
0.04107,7.2062,5287.7
0.041283,7.1973,5293.2
0.041098,7.1884,5282.5
0.041125,7.2433,5306.4
0.040903,7.156,5257.6
0.041124,7.2011,5285.4
0.041101,7.1941,5279.6
0.04105,7.168,5268.6
0.040919,7.1323,5252.4
0.041237,7.2501,5307.4
0.041155,7.1861,5281.7
0.041223,7.2113,5297.6
0.041048,7.181,5277.7
0.041189,7.2226,5298.2
0.041301,7.2213,5308.2
0.041224,7.1991,5289.5
0.041247,7.2094,5299.8
0.041081,7.1954,5282.4
0.041201,7.2364,5306.5
0.041166,7.2118,5296.5
0.041099,7.1893,5284.6
0.040936,7.1725,5268.3
0.04104,7.1825,5278.1
0.041208,7.2089,5296.2
0.041468,7.2389,5322.1
0.041324,7.2142,5304.6
0.041073,7.152,5265.2
0.041206,7.1614,5270.8
0.04114,7.193,5276.5
0.041215,7.2225,5297.2
0.041262,7.1805,5288.2
0.041246,7.2337,5300.6
0.041327,7.2394,5314
0.041196,7.2,5284.1
0.041243,7.2167,5297.7
0.041113,7.1749,5278.2
0.0413,7.1956,5294.4
0.041271,7.2112,5304.7
0.041418,7.2316,5318.2
0.04125,7.2247,5302.9
0.041206,7.2219,5298.5
0.041249,7.1915,5288
0.041611,7.3078,5351
0.041452,7.2948,5332.4
0.041281,7.1978,5291.3
0.041463,7.2413,5315.5
0.041084,7.1962,5279.3
0.041423,7.2435,5310.2
0.04127,7.2149,5299.2
0.041227,7.1555,5268.2
0.041473,7.2603,5320.1
0.041312,7.1992,5291.9
0.041283,7.1994,5296.4
0.041241,7.2007,5290.9
0.041543,7.2486,5320.4
0.041582,7.2868,5340.9
0.04153,7.2282,5315.3
0.04121,7.2045,5283.7
0.041394,7.2068,5295.1
0.041399,7.208,5297.6
0.041417,7.2236,5310
0.041436,7.2318,5309.6
0.041464,7.2228,5306.7
0.041727,7.2589,5324.6
0.041376,7.2102,5301
0.041692,7.31,5356
0.041456,7.2419,5313.8
0.041648,7.2801,5335.7
0.041461,7.2108,5300
0.041571,7.235,5317.2
0.04155,7.2654,5335.3
0.041393,7.2259,5309.6
0.041476,7.2436,5320.1
0.041554,7.2662,5328.4
0.041861,7.2947,5359.4
0.041587,7.2483,5325
0.041414,7.2572,5315.6
0.041365,7.2284,5304
0.041432,7.2645,5324.8
0.041533,7.2313,5316.1
0.041659,7.2753,5332.8
0.041661,7.2547,5327.2
0.041592,7.2642,5335.5
0.041748,7.2932,5348.3
0.041616,7.2731,5332.8
0.041514,7.2463,5320.2
