RMSE,MAPE,MAE
0.24726,52.169,37298
0.16267,37.423,24885
0.14215,31.779,20737
0.10337,22.281,14949
0.10269,22.499,14733
0.092554,20.09,13323
0.088945,19.322,12822
0.085536,18.864,12412
0.085471,18.196,12190
0.080641,17.163,11509
0.07635,16.023,10853
0.076443,16.155,10898
0.073811,15.318,10424
0.075557,15.765,10649
0.072005,14.96,10186
0.068275,13.811,9545.5
0.066439,13.337,9247.5
0.066606,13.579,9345.6
0.06443,12.905,8963
0.064473,13.022,8986.9
0.064733,13.093,8998.7
0.063557,12.725,8847.8
0.064548,12.897,8950
0.063755,12.741,8836.9
0.061578,12.156,8483.1
0.061346,12.29,8546.2
0.059801,11.773,8242.2
0.061028,12.118,8444.7
0.059827,11.865,8301.3
0.059662,11.836,8255.4
0.059467,11.724,8173.6
0.059308,11.697,8183.5
0.058602,11.444,8023.6
0.058101,11.476,8023.9
0.055532,10.807,7624.2
0.056826,11.153,7794.5
0.057234,11.276,7859.4
0.057283,11.331,7910.8
0.055195,10.728,7549.5
0.056523,11.12,7783.5
0.054672,10.546,7459.4
0.054644,10.55,7443.2
0.055728,10.81,7591.9
0.054431,10.515,7410.4
0.054691,10.535,7418.9
0.054368,10.499,7399.4
0.053228,10.239,7237.7
0.054273,10.476,7399.6
0.053434,10.301,7282.4
0.053097,10.217,7207.3
0.052595,10.135,7149.9
0.05266,10.138,7160
0.052792,10.232,7200.3
0.0531,10.241,7230
0.052677,10.093,7139.4
0.052282,9.9447,7055.6
0.052122,9.9267,7043.1
0.052632,10.084,7115.5
0.051814,9.9257,7021.2
0.05157,9.8808,6993.7
0.051172,9.7885,6932.4
0.050863,9.6614,6852
0.050899,9.6715,6868.7
0.050943,9.636,6855.5
0.050016,9.4921,6756.2
0.050049,9.5958,6791.8
0.050241,9.5852,6787.4
0.050046,9.4949,6741
0.050452,9.6001,6800.6
0.050067,9.6118,6790.9
0.05026,9.5398,6782.8
0.050065,9.4843,6738.9
0.049923,9.4308,6701.7
0.049274,9.3524,6652
0.049105,9.3304,6632
0.049465,9.4352,6673.9
0.049767,9.5539,6749.1
0.049644,9.4226,6685.7
0.048861,9.2635,6580.2
0.049797,9.5044,6708.4
0.048416,9.1356,6501.3
0.048892,9.2631,6581
0.049004,9.2661,6582.6
0.048943,9.2707,6571.8
0.048405,9.0831,6485.4
0.049043,9.2893,6588.7
0.048259,9.1371,6491.3
0.047661,8.9657,6395.9
0.048775,9.1886,6544
0.048474,9.1547,6506.1
0.048461,9.1459,6487.2
0.048439,9.1596,6498.3
0.0478,8.9517,6401.3
0.04827,9.1458,6487.1
0.048283,9.0869,6461.4
0.047476,8.9683,6387.1
0.048279,9.1279,6469
0.047276,8.8941,6341.7
0.047345,8.8843,6339.2
0.047751,8.9431,6356
0.047234,8.8094,6299.8
0.047468,8.9211,6358.8
0.047299,8.8743,6325.8
0.047697,8.9182,6349
0.04713,8.8938,6320.2
0.047551,8.9051,6348
0.046789,8.7939,6268.2
0.047288,8.9141,6335
0.047465,8.8873,6322
0.04687,8.7272,6243
0.046935,8.7785,6269.2
0.046992,8.7729,6261.3
0.047179,8.8398,6305.5
0.046708,8.7063,6227.2
0.046887,8.7858,6260
0.046983,8.8116,6278.2
0.047043,8.8008,6272.4
0.046533,8.6721,6196.6
