RMSE,MAPE,MAE
0.046376,8.6525,6187.9
0.046277,8.6552,6190.3
0.04593,8.5646,6131.9
0.046243,8.5861,6150.7
0.04611,8.5878,6143.6
0.0463,8.594,6158.4
0.046182,8.6386,6171.7
0.046701,8.7392,6220.6
0.046463,8.6573,6180.5
0.046801,8.6403,6176.8
0.0465,8.6734,6188.1
0.046415,8.6409,6168.8
0.045948,8.5721,6131.5
0.045887,8.5552,6122.8
0.046078,8.532,6113.4
0.046298,8.6007,6147.4
0.046392,8.6645,6180.2
0.047045,8.739,6226.1
0.045612,8.4454,6059.1
0.046381,8.581,6137.3
0.045667,8.5061,6082.1
0.046042,8.5509,6121.2
0.046131,8.5448,6120.3
0.046194,8.6264,6154
0.046036,8.5375,6105.8
0.046083,8.5991,6130.9
0.045919,8.5355,6092.5
0.04612,8.5195,6090.9
0.045719,8.4824,6073.2
0.046424,8.5874,6131.2
0.045854,8.5529,6104.2
0.045824,8.572,6109
0.045436,8.4724,6053.4
0.045375,8.4073,6021.4
0.045631,8.4509,6056.1
0.045541,8.4244,6033.2
0.045365,8.3898,6012.6
0.046013,8.5518,6101.4
0.045687,8.4612,6053.3
0.045739,8.5272,6080.6
0.045793,8.5348,6078.5
0.045542,8.3447,5995
0.045762,8.4553,6049.6
0.045894,8.4795,6065.2
0.045944,8.5056,6077
0.045579,8.5103,6060.1
0.045519,8.3796,5999.6
0.045741,8.4945,6080.1
0.046,8.5187,6085.3
0.045409,8.4098,6014.4
0.045257,8.3229,5977.1
0.046175,8.5168,6098
0.045718,8.4467,6049.5
0.045635,8.4393,6044.2
0.045348,8.3909,6012.1
0.045249,8.3215,5971.4
0.04586,8.4568,6047.3
0.045255,8.3843,6001.4
0.04524,8.314,5964.1
0.045675,8.4359,6038.8
0.04533,8.3307,5970.7
0.045408,8.3748,5994.2
0.045389,8.3998,6014.1
0.045377,8.3816,5996.2
0.04522,8.3629,5996.9
0.045433,8.3902,5995.9
0.045005,8.2772,5934.5
0.044953,8.2505,5936.1
0.045287,8.3359,5973.4
0.045322,8.4136,6010.7
0.04518,8.3586,5988.3
0.045634,8.437,6030.2
0.045535,8.372,5996.9
0.045538,8.393,6001.3
0.045265,8.3604,5983.8
0.045253,8.3311,5967.8
0.045712,8.4071,6023.9
0.045727,8.4306,6032.9
0.04539,8.4121,6019
0.045663,8.4447,6045.5
0.045024,8.2945,5937
0.045001,8.3037,5949
0.045483,8.3788,5994.9
0.04523,8.3298,5965.5
0.045075,8.2878,5942.9
0.045892,8.3864,6002.7
0.045318,8.3255,5961.2
0.045008,8.2698,5927.1
0.045277,8.342,5961.7
0.045285,8.3552,5978.1
0.045922,8.4272,6025.7
0.045564,8.3619,5976.7
0.045209,8.3042,5951
0.045252,8.37,5975
0.044933,8.2791,5926.5
0.045129,8.3244,5955.9
0.045226,8.2986,5937.2
0.045708,8.4089,6013.4
0.045394,8.3629,5976.6
0.045179,8.3211,5958.9
0.045062,8.257,5930.6
0.044636,8.2505,5909.3
0.045256,8.3914,5983.9
0.045482,8.3734,5988.3
0.045322,8.318,5959.9
0.045152,8.3585,5966.2
0.044982,8.273,5928.4
0.045683,8.4257,6013.6
0.045436,8.3842,5987.3
0.045091,8.2505,5928.9
0.045153,8.3195,5957.2
0.045916,8.3742,6000.9
0.04535,8.3439,5967.5
0.045364,8.3589,5974
0.045148,8.3095,5950.8
0.045256,8.309,5953.9
0.045593,8.3759,5988.8
0.045793,8.3502,5976
0.044851,8.2893,5919.1
0.04504,8.2666,5922.8
0.04542,8.3285,5959.5
0.045121,8.2813,5932.5
0.045561,8.3216,5956.2
0.045631,8.3946,5998.2
0.045771,8.4354,6017.8
0.045713,8.4443,6013.2
0.045542,8.3834,5992.4
0.045981,8.3593,5992.9
0.045083,8.3439,5953
0.045308,8.3431,5970.7
0.045712,8.3552,5967
0.045074,8.2872,5924.5
0.045557,8.3502,5973.4
0.045443,8.4013,5993.3
0.045308,8.2891,5932.7
0.045244,8.295,5934.8
0.045286,8.3657,5975.7
0.045471,8.3316,5965.6
0.045595,8.4135,5999.6
0.045211,8.2994,5942.3
0.045743,8.3756,5987
0.045416,8.3266,5954.6
0.045292,8.2758,5937.5
0.045395,8.338,5957.5
0.045154,8.3068,5940.2
0.045273,8.3323,5957.9
0.045677,8.3691,5995.8
0.045329,8.299,5943.5
0.04584,8.4102,6000.8
0.045457,8.3736,5977.6
0.045408,8.2984,5951.5
0.04657,8.447,6041.9
0.045738,8.3443,5964.9
0.045999,8.4655,6035.7
0.045383,8.3587,5981
0.045632,8.3605,5980.5
0.046122,8.4582,6035.7
0.045943,8.4527,6035.3
0.045983,8.4098,6011
0.045798,8.3645,5980.7
0.045451,8.3125,5951
0.045811,8.394,6004
0.046111,8.4821,6047.4
0.045374,8.4122,5989.4
0.045622,8.3661,5976.4
0.045462,8.3579,5967.7
0.045671,8.3138,5952.3
0.045279,8.2919,5944.5
0.045411,8.3771,5985.1
0.045479,8.3637,5971.8
0.045486,8.3729,5973.5
0.04565,8.3065,5948.6
0.045193,8.33,5953.5
0.045205,8.3076,5943.2
0.045715,8.4428,6016.3
0.045484,8.3145,5959.1
0.04595,8.4709,6033.8
0.045319,8.29,5944.8
0.046193,8.3974,6002.9
0.045683,8.3706,5981.6
0.045501,8.354,5963.3
0.045543,8.347,5965.6
