Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality,DayTyep_Idx
IDCJAC0010,66062,2015,12,4,23.6,1,Y,5
IDCJAC0010,66062,2015,12,5,24.9,1,Y,6
IDCJAC0010,66062,2015,12,6,25.8,1,Y,0
IDCJAC0010,66062,2015,12,7,25.5,1,Y,1
IDCJAC0010,66062,2015,12,8,25,1,Y,2
IDCJAC0010,66062,2015,12,9,33.3,1,Y,3
IDCJAC0010,66062,2015,12,10,25.5,1,Y,4
IDCJAC0010,66062,2015,12,11,35.3,1,Y,5
IDCJAC0010,66062,2015,12,12,22.6,1,Y,6
IDCJAC0010,66062,2015,12,13,24.4,1,Y,0
IDCJAC0010,66062,2015,12,14,29.6,1,Y,1
IDCJAC0010,66062,2015,12,15,26.9,1,Y,2
IDCJAC0010,66062,2015,12,16,23.4,1,Y,3
IDCJAC0010,66062,2015,12,17,26.1,1,Y,4
IDCJAC0010,66062,2015,12,18,27.5,1,Y,5
IDCJAC0010,66062,2015,12,19,29,1,Y,6
IDCJAC0010,66062,2015,12,20,30.3,1,Y,0
IDCJAC0010,66062,2015,12,21,29.1,1,Y,1
IDCJAC0010,66062,2015,12,22,21.8,1,Y,2
IDCJAC0010,66062,2015,12,23,23,1,Y,3
IDCJAC0010,66062,2015,12,24,24.6,1,Y,4
IDCJAC0010,66062,2015,12,25,25.2,1,Y,5
IDCJAC0010,66062,2015,12,26,26.1,1,Y,6
IDCJAC0010,66062,2015,12,27,23,1,Y,0
IDCJAC0010,66062,2015,12,28,22.6,1,Y,1
IDCJAC0010,66062,2015,12,29,24.9,1,Y,2
IDCJAC0010,66062,2015,12,30,25.6,1,Y,3
IDCJAC0010,66062,2015,12,31,26.7,1,Y,4
