RMSE_Train,RMSE_Test,MAPE_Train,MAPE_Test,MAE_Train,MAE_Test
0.062285,0.084618,7.6625,11.663,8150.3,10862
0.062411,0.083603,7.6608,11.589,8158.1,10794
0.062269,0.084404,7.6541,11.704,8142.6,10881
0.062451,0.084183,7.6613,11.6,8157.4,10847
0.062421,0.083261,7.6768,11.518,8169.9,10763
0.062346,0.083975,7.6542,11.69,8146.2,10850
0.062672,0.083847,7.712,11.679,8193.3,10798
0.062475,0.084182,7.6909,11.547,8170.7,10756
0.062303,0.084427,7.6566,11.676,8140.8,10825
0.062539,0.084296,7.6939,11.771,8164.6,10831
0.062344,0.085031,7.6606,11.709,8155.6,10895
0.06261,0.084651,7.6792,11.616,8165.6,10816
0.062332,0.084845,7.6611,11.835,8154.9,10947
0.06262,0.083317,7.6893,11.491,8182.2,10693
0.062865,0.085064,7.738,11.851,8214.2,10945
0.062505,0.085532,7.6712,11.595,8154.5,10906
0.062349,0.084609,7.6521,11.871,8136.1,10948
0.062131,0.08407,7.6484,11.543,8118.7,10781
0.062282,0.083397,7.6509,11.545,8142,10711
0.062471,0.084334,7.6877,11.651,8174.4,10819
0.062415,0.084227,7.6752,11.692,8166.6,10823
0.062499,0.083943,7.6723,11.635,8163.3,10848
0.062185,0.085165,7.6614,11.662,8135.3,10889
0.062196,0.084601,7.6478,11.606,8131,10856
0.062438,0.084282,7.6735,11.705,8166.6,10853
0.062639,0.085886,7.709,11.965,8189.5,11053
0.062126,0.083638,7.6358,11.65,8122.8,10783
0.062265,0.08396,7.6616,11.674,8140.7,10831
0.062603,0.084295,7.7034,11.679,8192.6,10818
0.062374,0.082743,7.6683,11.487,8165,10659
0.062588,0.083284,7.6909,11.607,8181.5,10760
0.062359,0.083775,7.6732,11.587,8163.8,10794
0.062285,0.085029,7.6481,11.73,8137,10886
0.062555,0.084385,7.6691,11.768,8159.5,10880
0.062522,0.085263,7.6973,11.737,8182,10920
0.062552,0.083127,7.684,11.539,8181.9,10720
0.062368,0.083806,7.6744,11.578,8162.7,10760
0.062147,0.084276,7.6628,11.81,8148.2,10893
0.062472,0.083451,7.6623,11.671,8158.9,10787
0.062501,0.082809,7.6827,11.521,8167.5,10707
0.062399,0.08397,7.6443,11.675,8152.9,10841
0.062402,0.08309,7.6674,11.541,8155.7,10747
0.062739,0.084926,7.6965,11.66,8193.5,10861
0.062491,0.083804,7.6944,11.623,8178.8,10825
0.062506,0.084156,7.6781,11.595,8170.4,10824
0.062183,0.083533,7.6313,11.564,8117.9,10723
0.062475,0.083564,7.6812,11.67,8162.9,10785
0.06249,0.084844,7.6706,11.789,8161.7,10947
0.06262,0.083559,7.7016,11.583,8192.5,10801
0.062651,0.08423,7.6811,11.761,8168.1,10909
0.06268,0.084021,7.7136,11.817,8204.9,10866
0.062565,0.084157,7.685,11.661,8171.4,10813
0.062211,0.084079,7.65,11.625,8129.2,10805
0.062301,0.082682,7.6529,11.33,8141.9,10639
0.062567,0.08391,7.6893,11.696,8179.9,10851
0.062579,0.084414,7.7023,11.694,8184.7,10852
0.06241,0.082976,7.6786,11.475,8170.4,10693
0.062102,0.08443,7.6284,11.604,8122.9,10835
0.062316,0.08358,7.6642,11.547,8150.5,10769
0.062532,0.084195,7.6816,11.602,8166.3,10823
0.062457,0.084246,7.6743,11.693,8152.2,10865
0.062349,0.083574,7.667,11.561,8148.3,10737
0.062649,0.084683,7.7136,11.803,8199.4,10882
0.062246,0.084161,7.6435,11.788,8132.5,10879
0.062412,0.085306,7.6818,11.748,8159.7,10897
0.062279,0.083571,7.6466,11.549,8136.5,10775
0.062279,0.084535,7.6491,11.747,8137.3,10874
0.062651,0.083616,7.7202,11.589,8207.1,10764
0.062629,0.083602,7.6816,11.688,8179,10799
0.062428,0.0825,7.6976,11.563,8177.2,10704
0.062434,0.084486,7.664,11.701,8160.3,10874
0.062256,0.0838,7.6496,11.515,8138.3,10740
0.062411,0.084317,7.6601,11.563,8161.8,10827
0.062514,0.083538,7.697,11.493,8180.3,10758
0.062482,0.08404,7.6923,11.674,8171.5,10852
0.062206,0.08451,7.6233,11.622,8114.5,10819
0.062353,0.084301,7.6659,11.656,8147.3,10877
0.06231,0.08366,7.6596,11.653,8151,10786
0.062378,0.083175,7.6634,11.589,8157.6,10748
0.062267,0.085139,7.6638,11.719,8159.5,10887
0.062425,0.083314,7.6806,11.558,8156.4,10760
0.06246,0.083729,7.682,11.533,8161.4,10781
0.062296,0.083659,7.6543,11.495,8143.9,10735
0.062378,0.084007,7.6761,11.712,8156.8,10860
0.062306,0.083813,7.6472,11.625,8138.9,10805
0.062496,0.083661,7.6716,11.563,8166,10763
0.062304,0.084179,7.6739,11.666,8153.4,10832
0.062345,0.084307,7.6628,11.76,8150.7,10847
0.062163,0.083516,7.6609,11.593,8141.3,10765
0.062195,0.08446,7.6333,11.876,8124.7,10908
0.062509,0.083633,7.6946,11.747,8171.2,10854
0.062297,0.084042,7.6498,11.548,8147.5,10828
0.062388,0.08416,7.6759,11.566,8160.9,10741
0.062162,0.085572,7.6433,11.702,8113.9,10953
0.062502,0.08513,7.6846,11.826,8178.7,10924
