MAPE
0.58875
0.59886
0.70382
0.69458
0.59939
0.56313
0.64865
0.92011
0.61937
0.79839
0.64379
0.63287
0.54755
0.65982
1.1199
0.56942
0.57348
0.70471
0.6698
0.60151
0.59695
0.58803
0.61156
0.5469
0.64996
0.65161
0.62955
1.2203
0.59463
0.56531
0.55942
0.58249
0.5509
0.66814
0.75906
0.68271
1.7461
0.60383
0.63754
0.65916
0.57241
0.56444
0.55828
0.66585
0.51674
0.55826
0.66302
0.62148
0.59371
0.66969
0.60999
0.84992
0.6259
0.67174
1.1726
0.55593
2.4836
0.64823
0.69202
0.57704
0.56522
0.83012
0.56183
0.626
0.62841
0.62548
0.60679
0.63796
0.62295
0.90823
0.59823
0.61244
0.57179
0.63508
0.57758
0.58266
0.62031
0.66345
0.669
0.97508
0.62328
0.75405
0.59359
0.58904
0.57894
0.59838
0.58327
0.56685
0.59127
0.63464
0.68798
0.63
0.60627
0.74692
0.55007
1.0841
0.71889
2.4645
0.69972
0.67716
0.86913
0.66687
0.59516
0.5505
0.89314
0.60092
0.54378
0.7256
0.52773
0.59394
0.54347
0.67414
0.54861
0.55035
0.55252
0.65462
0.87942
1.5842
0.59136
0.88282
0.60024
0.59103
3.0719
0.62339
0.62092
0.77817
0.58301
1.1189
0.81396
0.60972
0.60797
0.65487
0.65685
0.56559
0.58559
0.62786
0.55888
0.59334
0.58732
0.5699
0.75258
0.58349
0.85814
0.62835
0.6481
0.63035
0.68532
0.58175
0.82621
0.65739
0.90047
0.60105
0.60555
0.71334
0.5692
0.66269
0.52874
0.55659
1.5765
0.76759
0.61163
0.51152
0.57585
0.58679
0.68841
0.62727
0.66498
0.56103
0.53662
0.9017
8.0593
0.6278
0.72547
0.58062
0.5492
0.55587
0.55884
0.61011
0.54096
0.5439
0.67375
0.59084
0.72056
0.73761
2.1027
0.58318
0.58201
0.8486
0.64707
1.0306
0.55996
0.93957
0.56247
0.57636
0.98308
0.66228
0.78368
0.66447
0.53921
0.5874
0.61439
0.56713
0.77237
0.69339
0.77817
0.54268
0.58548
0.80499
0.82408
0.72869
0.64583
0.6491
0.59235
0.5714
0.56883
0.77758
0.64892
0.63341
0.64062
0.69343
0.87291
0.6559
1.0783
0.5596
0.60062
0.56632
0.57564
0.76186
0.62112
0.54717
0.5601
2.3768
0.5622
0.75945
0.53023
0.58687
0.56947
0.64658
0.6618
0.67695
1.0223
0.84328
0.55826
0.60934
0.60857
0.53833
0.73988
0.58528
0.55016
0.56527
1.3892
0.67811
0.99461
0.86505
0.63155
0.66581
0.63917
3.3575
0.64693
0.64016
0.76802
0.72133
0.64771
0.62972
0.57342
0.59111
0.76284
0.8876
0.5866
0.63712
0.70982
0.73924
0.89114
0.56702
0.57435
0.57142
0.73893
0.77487
0.62986
0.69465
0.55706
0.85867
0.58263
0.53172
0.55356
0.67168
0.7395
0.6206
1.5735
0.66067
0.54665
0.65109
0.68931
0.77029
0.58579
0.60943
0.54317
0.58546
0.67015
0.53703
0.59082
0.63674
0.64076
0.57853
0.59917
0.59726
0.66171
0.66106
0.91103
0.65523
0.58335
0.65743
0.61425
0.6088
0.59386
0.59894
1.4788
0.91412
0.68309
0.67298
0.747
0.55667
0.6587
0.54273
0.56364
1.0797
0.70036
0.89332
0.58776
0.60631
0.61756
0.66194
0.5844
0.59913
0.68913
0.53628
0.61037
0.60651
0.79704
1.1407
0.64572
0.74986
0.58072
0.59646
0.6138
0.58531
0.63435
0.56604
0.6203
0.51665
0.61581
0.73409
0.58386
0.6353
4.2295
0.60818
0.56513
0.70366
0.63795
0.57263
0.6781
0.58081
0.57267
0.5483
0.59638
0.52937
0.53347
0.60569
0.57683
1.0576
0.70368
0.62489
0.67797
0.62882
0.58172
0.63
0.68206
0.71921
0.66799
0.69144
0.62364
0.56612
0.71308
0.59924
0.57275
0.62227
0.69039
0.6173
0.54732
0.58478
0.63524
0.81507
0.68545
0.58803
0.65807
0.63766
0.55656
0.58935
0.56248
0.75735
0.74728
0.70126
0.59978
0.77133
0.64329
0.74247
0.81064
0.80399
0.54333
0.72488
0.88029
4.027
0.69043
0.70087
0.54614
0.70954
0.63719
0.76067
1.3844
0.62073
0.58494
0.59973
0.86932
0.68565
0.55224
0.60383
0.58861
0.72469
0.54037
0.65626
0.5721
0.52955
0.62077
0.58215
0.61678
1.2923
0.61187
0.54026
0.59926
0.91847
0.8202
0.6248
0.62923
0.61682
0.5785
0.64683
0.63002
0.57283
0.92838
0.64678
0.59864
0.57907
0.73945
0.7339
0.83775
1.2453
0.68467
0.57194
0.66513
0.62811
0.70899
0.61539
0.59357
0.60781
0.59216
9.2884
5.793
0.56525
0.57441
0.59027
0.68337
0.83676
0.52784
0.65552
0.56409
0.73949
0.53644
0.54845
1.063
0.54195
0.5885
0.59586
0.65369
0.613
0.84905
0.57007
0.6139
0.67476
0.66978
0.53738
0.68795
0.60191
0.5265
0.69118
0.61026
0.54554
0.68682
0.52653
0.61918
0.57262
0.54227
0.65533
0.55704
0.78118
0.99786
0.54509
0.6327
0.68166
0.81035
0.57057
0.67254
0.68635
0.63403
0.63537
0.54548
0.61661
0.74778
2.2847
0.64148
0.57981
0.74155
0.61683
0.63138
0.57866
0.5676
0.63471
0.54703
0.97867
0.86378
0.79222
0.60458
1.4125
0.65927
0.66336
0.65599
0.85201
0.60099
0.63065
0.67437
0.66921
2.3678
0.56704
0.6505
0.66543
0.57372
0.57063
0.87793
0.5636
0.61167
0.64943
0.81239
0.5337
0.57575
0.75436
0.56832
0.57074
0.58917
0.56709
0.54779
0.6262
0.54202
0.6122
0.55588
0.55922
0.67618
0.67232
1.4804
0.6037
0.564
1.5034
0.69954
0.54198
0.65175
0.84563
0.54266
0.57401
0.54641
0.57147
0.6739
1.0521
0.65331
0.56781
0.58476
0.56001
0.54309
0.55572
0.83316
0.6839
0.83302
0.56191
0.83537
0.58551
0.59971
0.83823
0.6421
0.70329
0.59388
0.59933
0.55941
0.6808
0.63464
0.59021
0.6169
0.62412
0.58585
0.93475
0.62117
0.58631
0.57245
0.53111
0.56707
0.6389
1.2391
0.72766
1.0615
0.54142
0.68258
0.54873
0.69887
0.7142
0.62376
0.55772
0.58543
0.5972
0.59246
0.58125
0.56861
0.70382
0.70703
0.77373
0.66293
0.57203
1.4175
0.60831
0.59726
0.60778
0.58966
0.68958
0.61272
0.8365
0.65674
0.6565
1.6308
0.73666
0.65818
0.70219
0.55662
0.62689
0.63561
1.6976
0.61595
0.62176
0.87044
0.5416
0.71824
2.4605
0.6891
0.61672
1.2135
0.65062
0.59967
0.89967
1.0521
0.66331
0.64391
0.55429
0.67306
0.72023
0.69368
0.59834
0.58334
0.75798
0.55568
0.76121
0.568
0.7021
0.98242
0.59713
0.69981
0.99441
0.57659
0.51199
0.78669
0.61777
0.76503
0.57253
0.65464
0.71202
0.57017
0.66838
0.61079
1.8466
0.60228
0.69759
1.56
0.72835
0.61497
0.96823
0.53522
1.4704
0.53996
0.84445
0.56593
0.6098
1.3721
0.7644
0.55193
0.73768
2.7114
0.57514
0.68349
0.69482
0.68973
0.61645
0.58818
0.62269
0.59023
1.094
0.56226
0.85581
0.73673
0.62623
0.60744
0.57025
0.5428
0.60347
0.58514
0.57829
0.881
2.3428
0.58896
0.73685
1.5847
0.57705
0.64425
0.53576
0.67768
1.4288
2.5304
0.5684
0.57908
0.67047
0.59692
0.5262
0.66284
0.72326
1.0177
0.56147
0.59221
0.66219
1.2461
0.55132
0.58172
0.60754
0.59413
0.58561
0.67304
0.60434
0.57766
1.5427
0.71991
0.60547
0.64749
0.65617
0.59148
0.58384
0.52992
0.70692
0.55285
0.75512
1.91
0.66586
0.60822
0.95278
0.97963
0.91435
0.91543
0.60093
0.79273
1.411
0.69071
0.67374
0.59747
0.65281
0.56512
0.72598
1.5723
0.96751
0.58139
0.61418
0.55379
0.57045
0.553
1.3571
0.72556
0.60788
0.62882
0.59128
0.77828
0.58289
0.62781
0.60319
0.6292
0.97062
0.58155
0.58152
1.0819
0.60051
0.63081
0.72038
0.94497
0.81526
0.83854
0.63238
0.60738
0.5745
1.5555
0.57155
0.58708
1.0677
0.6858
0.51232
0.5866
0.52205
0.58834
0.64246
0.93593
0.63739
0.63974
0.61966
0.57957
0.79141
0.61604
1.1421
0.94433
0.70952
0.71032
0.54664
0.73635
0.7008
0.55841
0.61574
0.55784
0.63086
1.1895
0.6099
0.71842
0.74338
0.60101
0.56595
0.75217
0.59658
0.57378
0.6338
0.70092
0.59252
0.57194
0.74919
0.57709
1.1283
0.59473
0.61764
0.55902
0.57805
0.57883
0.89591
0.63562
0.52442
0.57287
0.53887
0.67111
0.56684
1.1136
0.58648
1.1645
0.82256
0.64387
0.58122
0.55488
0.76748
0.57124
0.61003
0.58087
0.74188
0.5453
0.52973
0.86727
0.59022
0.57583
0.65131
0.54696
0.74905
0.94303
0.65278
0.89853
0.63804
0.6255
0.60168
0.55589
0.66578
0.59548
0.63298
0.58045
0.57002
0.54471
0.87104
0.58273
0.73383
0.58127
0.64122
1.0328
0.63177
0.56728
0.54755
0.64562
0.60058
1.1993
0.60407
0.57237
0.60767
0.56455
1.6267
0.53465
0.59518
0.60368
0.61025
0.645
0.61051
0.54402
1.3943
0.59689
0.78495
0.80658
0.92847
0.54315
0.5413
0.59366
0.88039
0.6683
0.57626
0.59482
0.89429
0.86878
0.96342
0.59012
0.56377
0.54666
0.60363
0.52947
0.59754
0.56777
0.99652
0.87461
0.76497
0.61145
0.61737
1.0384
0.73414
0.858
0.67664
0.53067
0.59747
0.62279
0.65932
0.5888
0.81084
0.58496
0.56994
0.79555
0.61196
0.84251
0.74003
0.66411
0.55011
0.55993
0.60554
0.66292
0.53397
0.55189
0.60316
0.64695
0.58279
0.58878
0.65595
0.67734
0.75173
0.85049
0.57091
0.58948
0.63089
0.63854
0.60845
0.56757
0.52869
0.68447
0.71393
0.57407
0.60829
0.62176
0.54524
