Training,Testing
0.062864,0.082615
0.062762,0.083748
0.063511,0.082522
0.062826,0.081954
0.062927,0.081595
0.062406,0.081003
0.062083,0.081249
0.062704,0.080671
0.062414,0.081206
0.062675,0.082484
0.06289,0.08249
0.062483,0.082159
0.062729,0.082286
0.062884,0.082028
0.062591,0.08301
0.062435,0.082302
0.063027,0.080633
0.062526,0.082731
0.062582,0.080963
0.062546,0.082257
0.063291,0.082148
0.062529,0.081333
0.062777,0.081632
0.062602,0.081044
0.06269,0.082015
0.062896,0.081779
0.06291,0.081087
0.062953,0.080648
0.062584,0.080908
0.063177,0.08093
0.063115,0.082644
0.062821,0.08104
0.062899,0.080393
0.062735,0.081637
0.062918,0.082067
0.062946,0.080491
0.062627,0.081573
0.062684,0.080237
0.062904,0.081293
0.062859,0.082457
0.063067,0.082112
0.062196,0.083309
0.06277,0.082355
0.062961,0.081771
0.062265,0.081452
0.062488,0.081837
0.063129,0.082121
0.062863,0.083268
0.062709,0.081442
0.062645,0.082721
0.062739,0.081518
0.062749,0.08257
0.062156,0.080711
0.06287,0.082528
0.063127,0.082036
0.062613,0.081186
0.062905,0.082579
0.063114,0.082256
0.062678,0.083238
0.062744,0.079746
0.062812,0.081751
0.062704,0.082513
0.062411,0.081478
0.062264,0.080435
0.06273,0.082483
0.063385,0.08259
0.062668,0.083162
0.062746,0.080944
0.062544,0.079823
0.062889,0.08262
0.062478,0.082415
0.062484,0.081383
0.062937,0.081785
0.062652,0.083531
0.062482,0.081586
0.063131,0.083467
0.062754,0.082714
0.062843,0.082542
0.062781,0.082455
0.062953,0.084287
0.06245,0.080757
0.063063,0.084225
0.062783,0.082733
0.062793,0.080754
0.06265,0.081641
0.062381,0.082764
0.062615,0.081707
0.062862,0.082976
0.062498,0.082528
0.062598,0.081337
0.062637,0.081766
0.062716,0.082124
0.062464,0.082572
0.062882,0.080821
0.063262,0.081927
0.062888,0.081707
0.062798,0.081939
0.062599,0.081151
0.062627,0.081939
0.062465,0.081736
0.062425,0.082203
0.063153,0.081813
0.063196,0.083487
0.063017,0.082495
0.063125,0.080876
0.063109,0.081215
0.062665,0.081334
0.062386,0.082051
0.062676,0.080348
0.062716,0.081868
0.062401,0.082328
0.062714,0.082191
0.06279,0.082479
0.062674,0.080818
0.0626,0.081511
0.062731,0.081843
0.062604,0.082196
0.062536,0.081128
0.062758,0.083809
0.062815,0.081552
0.062384,0.081191
0.062876,0.082564
0.062942,0.08071
0.062498,0.082112
0.062897,0.080811
0.063143,0.080915
0.062806,0.08011
0.062706,0.082996
0.063192,0.081369
0.062693,0.0815
0.062696,0.079853
0.062565,0.080121
0.063049,0.081705
0.06279,0.081383
0.062867,0.081946
0.062384,0.081988
0.06267,0.081544
0.062625,0.082799
0.062748,0.081583
0.06301,0.081723
0.062814,0.081436
0.062853,0.08048
0.062989,0.081487
0.062644,0.080362
0.063033,0.082401
0.062979,0.081993
0.062871,0.082221
0.062449,0.081511
0.062277,0.081783
0.06279,0.080746
0.062861,0.082255
0.062396,0.081757
0.062978,0.08293
0.062698,0.081053
0.062975,0.081476
0.062729,0.080846
0.062154,0.081363
0.063223,0.082105
0.063053,0.081311
0.063012,0.081967
0.062637,0.082314
0.062411,0.081421
0.062822,0.082888
0.062904,0.083132
0.063237,0.082773
0.062622,0.081799
0.062476,0.083608
0.062836,0.082648
0.062927,0.082067
0.062845,0.082125
0.06281,0.081653
0.063311,0.081653
0.063133,0.083226
0.062647,0.080799
0.06272,0.082496
0.062761,0.083099
0.062452,0.082657
0.06288,0.08341
0.062348,0.081636
0.062889,0.081349
0.062572,0.081928
0.062643,0.080419
0.062832,0.081169
0.062909,0.082423
0.06237,0.08074
0.062524,0.081213
0.062815,0.081561
0.063125,0.080697
0.062535,0.081711
0.062777,0.081505
0.062509,0.081721
0.062903,0.082997
0.062825,0.083529
0.062837,0.08439
0.062645,0.081812
0.062309,0.080934
0.062742,0.083012
0.062886,0.082588
0.062608,0.082048
0.063019,0.081189
0.062568,0.079561
0.062689,0.080119
0.062713,0.081504
0.06286,0.08191
0.062291,0.080118
0.062613,0.081631
0.062586,0.082604
0.063098,0.082015
0.062848,0.082968
0.062487,0.081127
0.062595,0.0817
0.06292,0.080274
0.062908,0.081676
0.063141,0.081501
0.063289,0.081734
0.063011,0.083662
0.062653,0.082889
0.062966,0.081909
0.062683,0.081109
0.063014,0.082588
0.062559,0.081858
0.063171,0.080697
0.062555,0.081696
0.062741,0.080954
0.06282,0.082555
0.062616,0.082716
0.062814,0.083671
0.062936,0.080997
0.063041,0.08223
0.062841,0.082845
0.06325,0.082695
0.063013,0.0815
0.062952,0.081718
0.062913,0.081075
0.062673,0.08107
0.062875,0.081668
0.062515,0.080715
0.062942,0.082701
