Training,Testing
0.065665,0.085638
0.065923,0.084225
0.065769,0.084402
0.066071,0.08565
0.065822,0.084563
0.065848,0.085761
0.065937,0.086335
0.065895,0.084021
0.06601,0.08537
0.066222,0.08597
0.065878,0.08495
0.065826,0.084159
0.065728,0.086127
0.066021,0.085095
0.065705,0.085669
0.065841,0.085613
0.065831,0.084841
0.065496,0.084669
0.066094,0.085111
0.06543,0.08359
0.065595,0.084431
0.065628,0.084968
0.065968,0.085112
0.065381,0.083344
0.065667,0.084376
0.065608,0.084778
0.0656,0.084125
0.066184,0.084628
0.065919,0.084592
0.065476,0.08359
0.065819,0.083969
0.066132,0.085696
0.066013,0.084701
0.065593,0.084832
0.065695,0.084513
0.065691,0.082955
0.06544,0.083757
0.066018,0.08549
0.065938,0.085018
0.066112,0.084619
0.065875,0.085959
0.065949,0.085065
0.065796,0.084172
0.065407,0.084096
0.065889,0.084681
0.065808,0.085292
0.066107,0.086237
0.065801,0.085255
0.065826,0.084756
0.065669,0.084567
0.065971,0.085581
0.065731,0.084283
0.065948,0.084659
0.065697,0.085606
0.065801,0.084826
0.066389,0.085049
0.065885,0.085499
0.065829,0.085431
0.065558,0.084743
0.065821,0.084626
0.065839,0.084396
0.065416,0.084085
0.065819,0.084688
0.06597,0.085223
0.065602,0.084529
0.065496,0.083504
0.065931,0.084656
0.065303,0.084791
0.065794,0.084031
0.065816,0.085127
0.066054,0.085461
0.065509,0.08427
0.065665,0.085078
0.065944,0.084481
0.06575,0.08549
0.065677,0.0838
0.065964,0.083771
0.066067,0.084179
0.065935,0.086299
0.065642,0.0852
0.066044,0.084553
0.065729,0.083823
0.065573,0.08488
0.066266,0.085133
0.06602,0.08546
0.065977,0.085585
0.065727,0.084426
0.066241,0.085785
0.065867,0.084308
0.065844,0.084147
0.066084,0.084906
0.065958,0.08409
0.065798,0.085146
0.065959,0.08399
0.065766,0.084402
0.065784,0.085551
0.065926,0.085264
0.065524,0.085155
0.065936,0.086334
0.065282,0.08447
0.065935,0.084609
0.065939,0.085186
0.065926,0.084568
0.066072,0.085608
0.065766,0.085803
0.065548,0.086216
0.066039,0.085351
0.065979,0.086255
0.065544,0.083814
0.06585,0.085126
0.06549,0.086336
0.066065,0.084433
0.06557,0.084375
0.065527,0.084696
0.065783,0.085428
0.065772,0.084181
0.065721,0.08431
0.065421,0.084629
0.065575,0.084905
0.065645,0.085396
0.065774,0.085651
0.065709,0.083186
0.06557,0.084189
0.066169,0.086148
0.06602,0.084557
0.065908,0.084644
0.065507,0.083691
0.065605,0.085681
0.065674,0.084237
0.066135,0.085019
0.065963,0.085106
0.065916,0.084555
0.065648,0.084405
0.065873,0.084757
0.066005,0.083647
0.066073,0.084716
0.065996,0.085378
0.065832,0.084833
0.066098,0.084886
0.06586,0.084668
0.066294,0.084808
0.065412,0.08454
0.065771,0.084989
0.065739,0.08615
0.065494,0.082995
0.065708,0.084683
0.066049,0.084825
0.065597,0.083817
0.065546,0.085604
0.065869,0.084675
0.065706,0.084494
0.066225,0.085577
0.065851,0.085009
0.065817,0.08469
0.066048,0.084401
0.065858,0.085227
0.065805,0.084851
0.065889,0.084065
0.065884,0.084624
0.065433,0.085231
0.065806,0.084019
0.066095,0.084333
0.065971,0.084757
0.065659,0.084786
0.065345,0.084437
0.065801,0.084837
0.065602,0.08423
0.065702,0.084518
0.065631,0.084511
0.065863,0.085316
0.066237,0.085686
0.066158,0.084918
0.065839,0.083821
0.06577,0.085747
0.065907,0.084515
0.065723,0.083853
0.066046,0.084651
0.066107,0.086251
0.06587,0.084917
0.065715,0.084061
0.065714,0.084411
0.066036,0.08498
0.065493,0.085814
0.066041,0.085237
0.065821,0.084577
0.065518,0.086661
0.065691,0.084204
0.065868,0.084071
0.065602,0.084541
0.06561,0.084363
0.065465,0.083156
0.065921,0.0855
0.065697,0.084575
0.065984,0.084967
0.065989,0.085063
0.065624,0.084414
0.065761,0.085139
0.065842,0.085829
0.065262,0.083929
0.065858,0.085144
0.065723,0.084023
0.065919,0.084227
0.065931,0.084637
0.066169,0.087243
0.066247,0.084145
0.065617,0.084411
0.065793,0.084862
0.065954,0.084108
0.065722,0.084669
0.066171,0.084798
0.066061,0.084949
0.065722,0.085189
0.065612,0.08367
0.065576,0.084346
0.065738,0.084735
0.065616,0.084975
0.065911,0.08592
0.066197,0.085779
0.065813,0.085699
0.065639,0.084183
0.065694,0.084064
0.066253,0.085682
0.065835,0.083734
0.065721,0.084897
0.065609,0.085191
0.065708,0.084057
0.066286,0.08454
0.066046,0.084697
0.065975,0.086071
0.065863,0.085115
0.065825,0.085025
0.065895,0.08515
0.065554,0.08526
0.065792,0.084411
0.065718,0.084456
