2.972273464654521247e-01,1.877666520785216953e-01,1.436136508523842559e-01,6.639767747740145387e-02,5.569185307631126930e-02,0.000000000000000000e+00,7.181793189101642882e-02,6.157490475960424037e-02,1.835877929228387634e-02,5.466146743330151797e-02,4.613520047804869906e-02,1.121542507423458901e-01,1.757125501343148877e-01,2.223548033922816691e-01,2.952591540179163587e-01,3.369092488541735042e-01,4.218234459137747416e-01,5.380791615358313518e-01,5.792091454558201402e-01,6.385551150394201958e-01,6.851937292890788456e-01,7.548079171051880198e-01,8.155268912786732827e-01,7.889905994811234891e-01,8.252639670249336534e-01,8.424328699008768462e-01,9.020732819557442106e-01,8.715391885538967820e-01,8.962541346653232210e-01,8.702827643972445015e-01,8.888497366709028347e-01,8.926136284602945725e-01,9.166329541966391492e-01,9.709986075550579576e-01,1.000000000000000000e+00,9.935151873350902552e-01,9.905919094019330906e-01,9.438918843171536510e-01,9.239529442332163889e-01,8.797519280693700816e-01,7.791954816992008315e-01,6.549494936192176153e-01,5.761985930013744373e-01,4.596717139878331859e-01,3.748415078245901921e-01,2.652115099712233359e-01,2.424010927527822656e-01,1.382167254484480134e-01,1.452802359882006122e+00,1.320083682008368120e+00,5.000000000000000000e-01,1.488235294117647101e+00
1.577287426463852282e-01,1.212392974729124412e-01,8.561457878733975957e-02,5.664894798185379082e-02,1.508166061292717276e-02,2.633985177315508255e-02,2.347303234866863694e-02,8.203371676016918412e-02,1.478295339263593564e-02,4.391507127424762458e-02,1.221994086009249754e-02,0.000000000000000000e+00,1.432599113132012603e-01,1.667953592824454878e-01,2.858249284902206200e-01,2.766330854480714696e-01,3.426701780614230253e-01,4.782537481539114732e-01,4.695672359021001441e-01,4.957780799495045687e-01,5.839594253362950793e-01,5.938765834016329626e-01,6.671994954861111271e-01,6.456229516510486599e-01,6.514693692105760769e-01,6.856064417962194346e-01,6.790737181247145093e-01,6.884651296801364007e-01,7.638372172408788296e-01,7.871718669163114690e-01,8.036181274434245347e-01,8.764382364305276507e-01,9.038492338659716019e-01,9.880739937215992086e-01,9.880199038174675152e-01,1.000000000000000000e+00,9.258677764969325263e-01,9.487626961682639193e-01,8.848147724481371101e-01,8.484799185235304408e-01,7.758256493596381587e-01,6.426378178002870589e-01,5.539753352558041133e-01,4.597517067642061805e-01,2.702443789567570143e-01,1.660493355725694564e-01,1.578464166329339169e-01,1.289056539657624234e-01,8.038348082595869748e-01,1.148535564853556235e+00,5.485762144053600853e-01,7.470588235294117752e-01
1.888378372965539009e-01,1.002806380137053477e-01,0.000000000000000000e+00,6.538439352544152261e-02,5.417055829589295657e-02,9.106991309732029305e-02,3.510773024119782232e-02,7.179940920948095495e-02,9.999870134150888601e-02,1.003076568904628513e-01,1.310385351090497252e-01,1.389534048635125141e-01,2.733433655136388030e-01,3.452413632430204049e-01,4.370295753042511833e-01,5.261803006337038013e-01,6.148241006190168223e-01,6.336280236316207404e-01,6.438863904345303313e-01,6.911815533958304281e-01,7.157220369098564738e-01,7.422432692981696389e-01,8.043030449317062347e-01,8.725945897991576050e-01,8.668175309717014443e-01,9.095570729635368279e-01,9.167463264132743594e-01,9.253015808376838791e-01,9.562672346063596507e-01,9.612210378294527846e-01,1.000000000000000000e+00,9.935806189458525894e-01,9.707377246001177573e-01,9.667546868532785886e-01,9.894901341592455823e-01,9.667773925148873682e-01,9.180636250867860726e-01,8.692417456431835721e-01,8.572123607045343263e-01,8.294335575023034091e-01,7.313604537731820399e-01,6.136336845309225962e-01,4.470060628054194907e-01,3.864707740296675076e-01,2.857146366426559503e-01,1.108687571556604967e-01,1.631094724254642525e-01,1.889777481908487544e-01,1.066371681415929196e+00,1.152719665271966454e+00,5.033500837520937798e-01,1.500000000000000000e+00
2.235736825926533389e-01,1.463680043636050587e-01,1.360138972716724570e-01,4.626119406811438767e-02,5.288619443435253753e-02,8.727967725143662148e-02,8.809256717295423089e-02,8.228504996464586219e-02,1.299345398193615941e-01,1.572745084107804725e-01,2.532074890323890992e-01,2.339816816238314001e-01,3.292654532953617763e-01,4.329244803569405331e-01,5.055028742367596584e-01,5.923570255214253288e-01,6.706759547095291207e-01,6.686837200563712225e-01,6.727261923248208930e-01,6.974938203421346961e-01,7.218157945560411681e-01,7.275517213679920658e-01,7.465582955863909742e-01,8.057060234695152534e-01,8.089113242291419148e-01,8.048298476009937419e-01,8.257404480215325693e-01,8.153987380899363480e-01,8.621633478168300169e-01,8.816799452400764237e-01,9.198579740781542835e-01,9.514868474125033337e-01,9.295811810739857961e-01,9.881732677425276723e-01,9.999029255345122102e-01,1.000000000000000000e+00,9.420630522870838686e-01,9.068159325057325582e-01,8.912379269603992737e-01,8.152717389181226570e-01,7.646942760156025809e-01,6.601839772776104676e-01,4.667939679849286150e-01,4.481292312710709047e-01,2.952194633097768861e-01,0.000000000000000000e+00,1.027285014561627186e-01,2.174635977621385274e-01,7.802359882005900360e-01,1.165271966527196668e+00,5.000000000000000000e-01,6.617647058823529216e-01
2.593762796804470194e-01,2.096362303307430508e-01,8.684610203670371786e-02,8.962952314163570577e-02,0.000000000000000000e+00,4.787100726074289964e-02,1.312088520625847854e-01,1.330927445437399270e-01,1.574025975600668315e-01,1.832415017530370227e-01,1.631752758242476231e-01,2.040525673920561278e-01,2.966919575306646850e-01,4.045632419210032915e-01,4.863637286536103832e-01,5.829570568454532919e-01,6.270959958673297807e-01,7.017238102082918871e-01,6.765703324979787103e-01,6.826555714407305242e-01,6.621384852731706516e-01,6.996880968775579523e-01,7.337633783452459646e-01,7.822943521915282084e-01,7.414854074042019905e-01,7.951343102406129848e-01,8.185143771412363156e-01,8.284101800857948117e-01,8.431830121353324214e-01,8.785478410354091716e-01,8.924768472767188321e-01,9.379431140614291618e-01,9.373370490073609229e-01,9.660198951185149374e-01,1.000000000000000000e+00,9.748718131342534177e-01,9.699425526204192849e-01,9.307799494184274547e-01,8.975985945227403784e-01,8.363109530704231354e-01,7.691774394287478334e-01,6.561666252128435239e-01,5.154519482085240245e-01,4.338298468935931629e-01,2.815301559642110485e-01,1.173791554508799573e-01,1.006357652555164017e-01,1.893666691595117524e-01,8.156342182890856662e-01,1.110878661087866259e+00,5.351758793969849659e-01,7.117647058823528550e-01
2.360135205656228863e-01,1.195216790663348877e-01,8.370846347869331794e-02,6.291082131721015269e-02,0.000000000000000000e+00,7.089415243777434650e-02,1.035437175784038460e-01,1.172179893894580577e-01,1.600819621697791295e-01,1.286697733052178938e-01,1.832450429237750533e-01,2.418971601771031932e-01,3.469145567351018533e-01,3.919367318739874761e-01,4.316481658583269931e-01,5.307047040349487377e-01,6.299881868767204240e-01,6.657253473320088322e-01,6.894069509567856135e-01,6.997975110266007048e-01,6.999503064236921590e-01,7.469691123044455150e-01,8.194066695359394359e-01,8.505949234240446355e-01,8.294576785392395735e-01,8.427096967360184765e-01,8.759459989202583730e-01,8.663930131917590982e-01,9.054667357392486293e-01,9.348612668227763711e-01,9.621035306429684963e-01,9.719200993065679750e-01,9.635308326851332872e-01,1.000000000000000000e+00,9.882334956291422001e-01,9.443598389022120898e-01,9.225376601027622803e-01,8.747078314794116682e-01,8.305066216590514250e-01,7.882119259216268103e-01,7.176168718330485641e-01,5.836859968458842918e-01,4.368996457803034916e-01,4.156992626836363836e-01,3.078013085740373134e-01,1.366288855397093105e-01,1.682406572744677975e-01,1.981855019152209962e-01,9.247787610619470078e-01,1.127615062761506248e+00,5.854271356783919966e-01,1.170588235294117485e+00
2.337671445546538607e-01,1.783087028102273708e-01,1.355475682436310947e-01,2.894758254174978340e-02,0.000000000000000000e+00,1.214841704834520308e-01,1.592923169906524938e-01,1.456192095091055350e-01,1.837184866280119899e-01,1.849750234128215709e-01,2.464070991918870801e-01,2.567188669175431426e-01,3.171237618144511772e-01,4.265612536104216312e-01,4.179834303450494226e-01,4.245383591015588487e-01,5.035318594532990355e-01,6.359926184648655445e-01,6.565102999543637186e-01,6.028326118659320665e-01,6.776842325993189808e-01,7.692778134650464228e-01,7.384869191833148827e-01,7.078751769838121932e-01,7.145919964441425076e-01,7.262696885817069292e-01,7.460546771218983242e-01,8.142522704740522421e-01,8.190255638538624927e-01,8.444873178499401334e-01,8.471354981613631319e-01,8.478733186556902668e-01,9.189276803080941303e-01,9.367925219313698593e-01,9.732300573419937484e-01,1.000000000000000000e+00,9.872759834672891754e-01,9.517529518152486601e-01,8.545972020553572746e-01,8.215572044267792640e-01,7.447554684462222019e-01,6.571113011339805299e-01,5.409465177486970644e-01,4.348617485843475072e-01,5.093434400049101640e-01,4.659190581681899590e-01,4.208539467058230454e-01,3.000846346748122784e-01,9.188790560471977731e-01,1.152719665271966454e+00,5.435510887772194710e-01,1.405882352941176583e+00
1.609320408449754769e-01,1.045296125145969701e-01,8.176589436515602216e-02,5.336428862440006915e-02,4.233995774981064858e-02,3.958599600201494900e-02,7.731776858659702989e-02,5.161652508934501393e-02,3.592021603077907854e-02,0.000000000000000000e+00,9.545639486224878623e-02,1.980505347078384271e-01,1.506849011758215617e-01,2.423837326600309927e-01,2.676443476764703844e-01,2.736561560017251038e-01,3.935431432192220136e-01,4.379529017919697731e-01,4.095268631097226941e-01,4.993521189242751679e-01,5.392313937775813359e-01,6.498889538395147270e-01,6.824009818089759039e-01,6.954263747693598674e-01,6.803044310445717224e-01,6.734569923397376590e-01,6.707858577172860493e-01,6.927455093897291194e-01,7.114804080571812683e-01,7.426620442056536264e-01,7.890238543695649032e-01,7.793394211216898571e-01,8.550803957054182725e-01,8.716613006479040360e-01,9.537824640578749236e-01,9.858919446140855802e-01,1.000000000000000000e+00,9.254753443549624814e-01,8.598708397522292213e-01,7.807852387472926647e-01,7.291091143770196403e-01,5.870935915762314217e-01,4.952043451134379715e-01,3.557923268872668077e-01,3.286475634828346926e-01,2.480947873185390951e-01,2.746752664279226153e-01,2.010825139575708742e-01,9.424778761061947119e-01,1.190376569037656651e+00,5.050251256281407253e-01,1.420588235294117707e+00
6.214847886101992208e-02,8.468136215488739071e-02,2.045079354771743227e-02,2.329152904475169025e-02,3.129352647994430858e-02,4.178494719360983586e-03,4.571672639822140644e-02,0.000000000000000000e+00,7.169321430492726736e-03,2.401920443283004150e-02,6.850356499573279079e-02,1.104058725379090250e-01,2.763144849306093387e-01,2.674596882760281180e-01,3.598406369534514204e-01,4.899588445718109919e-01,5.868037791129768754e-01,6.302672040894652383e-01,6.060123708520831487e-01,6.314952299512949230e-01,6.309353705856008965e-01,6.738385935669093385e-01,7.488212375728007242e-01,7.992547351840659786e-01,7.734770949458733558e-01,7.780590567770152566e-01,8.354200852546845857e-01,8.214339273522089924e-01,8.525534203381208709e-01,8.812749498334723208e-01,9.005349415666863422e-01,9.699463019927153651e-01,9.739886502394977663e-01,9.976557234857259537e-01,1.000000000000000000e+00,9.880355594140031172e-01,9.398902222926623917e-01,9.085747730968266600e-01,8.771065557199336782e-01,8.391848701905574304e-01,7.705956506089358671e-01,6.693039703169436638e-01,5.016137737365351512e-01,3.983078109093497465e-01,2.827036780200077315e-01,9.301847908342257554e-02,1.256566925867637352e-01,2.148220384678315442e-01,9.808259587020649040e-01,1.215481171548117079e+00,5.134003350083752304e-01,1.364705882352941213e+00
1.474466832454572052e-01,7.931774496921238649e-02,0.000000000000000000e+00,1.381101763341759971e-02,7.992203406847919744e-03,2.701507325570974387e-03,4.694413994286071590e-02,9.339514171587573466e-02,1.000543827364107907e-01,1.013945502614428118e-01,1.421042311498347810e-01,1.424488445174369733e-01,2.539357120665441947e-01,3.370567269059014381e-01,4.290350940360989629e-01,5.258673424888269388e-01,6.077289187752424882e-01,6.147622338103059247e-01,6.481234539769373804e-01,7.087045698213663147e-01,6.905525651364176065e-01,7.216378336811872796e-01,7.990725638289417621e-01,8.140482043287866620e-01,8.202683304795818087e-01,8.539236295670822319e-01,8.540282553090471351e-01,8.938247428951289208e-01,9.026031622230744622e-01,9.251401233596183715e-01,9.394699484953563662e-01,9.733453923549378883e-01,9.834758384957908994e-01,9.952906950730734392e-01,1.000000000000000000e+00,9.838461329191656723e-01,9.771848801807586637e-01,9.451017081297155009e-01,9.130370706122139524e-01,8.460015619605925075e-01,8.077773397458801741e-01,7.033513674618238065e-01,5.584348602364987979e-01,4.294865488489166827e-01,3.221457825963178756e-01,2.169447948297124340e-01,2.853357277058922725e-01,3.001107427241986314e-01,1.007374631268436627e+00,1.278242677824267926e+00,5.016750418760469454e-01,1.432352941176470829e+00
