RMSE
0.56204
0.55532
0.55166
0.55136
0.55084
0.55136
0.55053
0.55249
0.55117
0.55214
0.55099
0.55201
0.55218
0.5516
0.55107
0.55162
0.55262
0.55104
0.55242
0.55104
0.55272
0.55279
0.55293
0.55196
0.55205
0.55249
0.55283
0.55352
0.55287
0.55346
0.55318
0.55341
0.55294
0.55256
0.55435
0.55438
0.55347
0.55352
0.55435
0.55383
0.5553
0.55478
0.5553
0.55297
0.55524
0.55359
0.55583
0.55541
0.55541
0.55438
0.55544
0.55544
0.556
0.55598
0.55557
0.55741
0.55469
0.55744
0.55654
0.55763
0.55801
0.55695
0.55895
0.56053
0.55894
0.55843
0.55884
0.55883
0.56017
0.5592
0.55787
0.56001
0.55955
0.56001
0.56083
0.56124
0.5598
0.56012
0.56256
0.56202
0.56467
0.56479
0.56108
0.56472
0.56433
0.5631
0.56351
0.5654
0.56511
0.56631
0.56336
0.56525
0.56652
0.56582
0.56677
0.56547
0.56775
0.5707
0.56774
0.56846
