Training,Testing
0.07127,0.092731
0.071143,0.089209
0.071666,0.090687
0.070634,0.091348
0.071491,0.091603
0.071116,0.091165
0.071449,0.091633
0.071352,0.091402
0.070645,0.089867
0.07161,0.090427
0.070748,0.090789
0.071149,0.090518
0.071238,0.091066
0.070212,0.089632
0.071953,0.090412
0.072161,0.091815
0.071351,0.090221
0.070132,0.0886
0.07057,0.089742
0.071136,0.090643
0.071274,0.089535
0.071543,0.091103
0.070514,0.090096
0.071622,0.090505
0.071358,0.091272
0.071988,0.0923
0.072039,0.092336
0.071081,0.090718
0.070645,0.091049
0.071324,0.09096
0.071119,0.089779
0.070607,0.091397
0.070947,0.091619
0.071926,0.092135
0.070706,0.09102
0.070528,0.08976
0.071504,0.089851
0.071724,0.091133
0.071257,0.090924
0.071523,0.09122
0.070865,0.090429
0.070687,0.089749
0.071456,0.092377
0.07109,0.091576
0.070892,0.089474
0.070995,0.090716
0.071788,0.091527
0.071374,0.090818
0.071654,0.090419
0.070996,0.091367
0.0715,0.0916
0.070889,0.090044
0.070967,0.090864
0.070966,0.090203
0.071482,0.091157
0.072089,0.092489
0.070587,0.088509
0.070787,0.091048
0.070594,0.090279
0.071284,0.090878
0.071646,0.090996
0.07154,0.090898
0.0712,0.090587
0.071494,0.091924
0.070264,0.090572
0.071811,0.090769
0.071111,0.090401
0.071228,0.091021
0.071204,0.089993
0.07069,0.089861
0.071661,0.091358
0.071405,0.091363
0.071394,0.09024
0.070442,0.090484
0.071156,0.090722
0.07218,0.091867
0.071404,0.091316
0.07111,0.090323
0.070856,0.091003
0.071329,0.090173
0.071727,0.091546
0.071455,0.090444
0.071322,0.091168
0.071334,0.091061
0.071489,0.090577
0.071454,0.091986
0.071211,0.090594
0.07087,0.091751
0.071075,0.091348
0.070936,0.09083
0.071623,0.090331
0.071725,0.091837
0.070747,0.090059
0.071228,0.089979
0.071331,0.091407
0.071742,0.089839
0.070315,0.090184
0.071578,0.091132
0.071542,0.090503
0.072312,0.092713
0.070156,0.089072
0.070903,0.089776
0.071947,0.092052
0.07113,0.091736
0.071079,0.090612
0.071138,0.089722
0.071596,0.091326
0.071768,0.090235
0.07078,0.090697
0.071941,0.091982
0.071638,0.090513
0.070734,0.091057
0.07133,0.091506
0.071432,0.091164
0.0717,0.092693
0.071436,0.091661
0.07115,0.090535
0.070761,0.090171
0.071047,0.089716
0.071638,0.090443
0.070506,0.090364
0.070757,0.089426
0.071898,0.090712
0.071862,0.091053
0.071367,0.091389
0.071405,0.089867
0.070738,0.089868
0.071467,0.090566
0.071405,0.092527
0.070988,0.090027
0.071298,0.090169
0.070935,0.090953
0.071331,0.090889
0.071306,0.091652
0.070799,0.091025
0.071847,0.091623
0.071084,0.092083
0.071522,0.090573
0.071124,0.090535
0.071663,0.090907
0.072293,0.091521
0.071519,0.090402
0.072017,0.091533
0.071356,0.08975
0.071313,0.090948
0.071556,0.091313
0.071318,0.091206
0.071056,0.09099
0.07124,0.08994
0.071019,0.090138
0.071081,0.089829
0.07099,0.091521
0.070562,0.089399
0.070836,0.089484
0.070411,0.089704
0.070856,0.090648
0.07181,0.090072
0.071432,0.089646
0.071526,0.091666
0.071032,0.091407
0.070317,0.090548
0.071292,0.090319
0.070992,0.090693
0.071253,0.091049
0.071512,0.091253
0.071189,0.089991
0.071501,0.091013
0.071295,0.092016
0.070816,0.089648
0.071639,0.091502
0.070787,0.091568
0.07132,0.091465
0.071475,0.090379
0.0719,0.090774
0.071092,0.090205
0.071084,0.092021
0.072236,0.09151
0.07104,0.090911
0.070877,0.089562
0.070495,0.089881
0.071151,0.092051
0.07167,0.090874
0.070731,0.09022
0.07114,0.089277
0.070851,0.090986
0.071644,0.091503
0.070667,0.090052
0.071888,0.091737
0.07121,0.090415
0.070631,0.091307
0.070906,0.089118
0.071868,0.092171
0.071623,0.090828
0.07067,0.089171
0.071743,0.091291
0.071316,0.092277
0.0716,0.091734
0.071314,0.09021
0.071596,0.090523
0.071158,0.090582
0.071528,0.0905
0.071008,0.090119
0.071366,0.091845
0.070604,0.089456
0.070481,0.090209
0.071292,0.090629
0.071496,0.09209
0.071047,0.089506
0.072117,0.090086
0.07145,0.090506
0.071032,0.089304
0.070875,0.090714
0.071502,0.090226
0.071654,0.090486
0.071445,0.090768
0.071016,0.090208
0.071355,0.090756
0.070859,0.090159
0.071008,0.089911
0.071607,0.090935
0.071967,0.091726
0.071111,0.092683
0.070815,0.089798
0.070512,0.090986
0.070114,0.089046
0.071261,0.090731
0.071658,0.091129
0.071267,0.090063
0.071628,0.091203
0.071449,0.090661
0.069878,0.091249
0.07168,0.09099
0.07099,0.089669
0.071704,0.09127
0.071315,0.091659
0.071178,0.090797
0.070902,0.092511
0.070724,0.090949
0.071544,0.090736
0.071427,0.090542
0.071611,0.091373
0.071442,0.092439
0.070301,0.090245
0.070982,0.091062
0.071539,0.091294
0.070806,0.089394
0.071688,0.091936
0.071448,0.089185
0.070382,0.089272
0.071139,0.08935
0.070784,0.090329
0.071312,0.090156
0.071394,0.089289
0.071189,0.090329
0.071554,0.089874
0.071043,0.090177
0.071389,0.090546
0.071037,0.089478
0.071213,0.09074
0.070961,0.091215
0.071339,0.090747
0.071237,0.090296
0.07049,0.091598
0.070876,0.090414
0.070908,0.089443
0.071345,0.091479
0.071875,0.09193
0.071582,0.090517
0.071349,0.090172
0.069816,0.089424
0.071235,0.089732
0.071921,0.091377
0.070792,0.091699
0.070059,0.090941
0.071231,0.091802
0.070406,0.089926
0.071116,0.089945
0.071278,0.090071
0.072227,0.092881
0.071322,0.090926
0.070632,0.091436
0.07074,0.091753
0.070234,0.089125
0.072254,0.0929
0.071909,0.090231
0.072353,0.090594
0.071246,0.090693
