Training,Testing
0.078629,0.097532
0.078653,0.096612
0.078569,0.096817
0.07894,0.098057
0.078782,0.098586
0.078852,0.09733
0.078544,0.096577
0.078915,0.097237
0.079335,0.099229
0.078825,0.097316
0.078628,0.097277
0.078611,0.097599
0.078609,0.095816
0.079272,0.099683
0.079101,0.099063
0.078623,0.097268
0.078752,0.098544
0.07871,0.097251
0.078569,0.097794
0.078814,0.097907
0.078531,0.096939
0.079121,0.099054
0.078604,0.09728
0.078234,0.097677
0.078823,0.098168
0.078556,0.098855
0.07879,0.098477
0.078487,0.097507
0.078829,0.098298
0.078539,0.097336
0.078945,0.098198
0.078621,0.097804
0.078326,0.097167
0.078532,0.097902
0.07871,0.098263
0.078934,0.097408
0.078505,0.096937
0.07847,0.097068
0.079046,0.098588
0.07896,0.098476
0.079667,0.099959
0.078574,0.0972
0.07862,0.096652
0.07931,0.099585
0.079051,0.099138
0.078357,0.097922
0.079331,0.098867
0.078708,0.097922
0.079114,0.098548
0.078678,0.096852
0.078724,0.096722
0.079568,0.098018
0.078683,0.097299
0.078471,0.097281
0.078615,0.097611
0.078345,0.097045
0.079017,0.09883
0.078503,0.096212
0.079523,0.096934
0.078665,0.098012
0.078476,0.098374
0.078978,0.097884
0.078914,0.098134
0.079242,0.099013
0.078321,0.096125
0.078629,0.097638
0.078304,0.097302
0.078736,0.098434
0.079715,0.099589
0.078755,0.098344
0.078476,0.097287
0.078633,0.096298
0.078805,0.098502
0.078295,0.09695
0.078763,0.097976
0.078787,0.098185
0.078883,0.097714
0.078453,0.097696
0.07844,0.097531
0.078453,0.097486
0.078718,0.098518
0.079113,0.098622
0.078688,0.097949
0.079332,0.098765
0.078285,0.095997
0.078905,0.099643
0.078692,0.097725
0.0786,0.097642
0.078883,0.097482
0.078789,0.097909
0.078948,0.098101
0.078512,0.09785
0.078158,0.096429
0.078525,0.098175
0.078765,0.096856
0.07847,0.096756
0.078851,0.097204
0.078887,0.097927
0.07863,0.097653
0.078962,0.099504
0.078974,0.09835
0.078435,0.097142
0.079133,0.09835
0.078803,0.095972
0.078351,0.097608
0.07881,0.09833
0.077903,0.096807
0.078851,0.097951
