Training,Testing
0.068342,0.08402
0.06847,0.086016
0.068243,0.084054
0.069262,0.086131
0.069081,0.085917
0.068897,0.084987
0.068435,0.083725
0.06899,0.084845
0.068375,0.084082
0.069011,0.084444
0.068948,0.086963
0.068143,0.085437
0.068815,0.085333
0.068575,0.085435
0.069383,0.084399
0.068645,0.084058
0.068365,0.084302
0.068477,0.084577
0.069079,0.08488
0.068662,0.083902
0.068642,0.085213
0.069151,0.084352
0.069588,0.085707
0.068159,0.083378
0.068744,0.085019
0.068825,0.085627
0.069309,0.08489
0.068958,0.084284
0.068652,0.084861
0.068521,0.084957
0.068666,0.084068
0.06871,0.084888
0.068837,0.084184
0.0685,0.083783
0.068789,0.085448
0.068835,0.085116
0.068011,0.084356
0.068822,0.084402
0.068508,0.084177
0.069069,0.085966
0.06856,0.085568
0.068497,0.085205
0.068368,0.083609
0.068698,0.084496
0.068638,0.084736
0.069019,0.08565
0.068646,0.084161
0.068886,0.085559
0.069516,0.085658
0.068816,0.086362
0.068667,0.08613
0.068779,0.084963
0.068281,0.083731
0.067797,0.084579
0.068543,0.085048
0.068135,0.085183
0.068587,0.085419
0.067858,0.082477
0.068337,0.084423
0.068573,0.085059
0.06904,0.084812
0.06904,0.085643
0.068973,0.084672
0.068525,0.084278
0.068875,0.084427
0.068739,0.084948
0.068933,0.085684
0.068551,0.084489
0.068237,0.083216
0.068459,0.085258
0.068573,0.08407
0.068754,0.08585
0.068599,0.084355
0.068287,0.084466
0.068613,0.083842
0.06841,0.084074
0.068,0.082709
0.068012,0.083663
0.067907,0.0835
0.069233,0.086523
0.068615,0.08426
0.068842,0.085653
0.068572,0.084843
0.06864,0.085028
0.069035,0.086201
0.068634,0.084906
0.068884,0.085161
