MAPE
0.61751
0.62146
0.62216
0.62388
0.62355
0.62422
0.6248
0.62429
0.62475
0.62479
0.62465
0.62437
0.62456
0.62391
0.62462
0.6245
0.62413
0.62425
0.62428
0.624
0.62451
0.62441
0.62425
0.62416
0.62418
0.62429
0.62399
0.62417
0.62397
0.62423
0.62379
0.62418
0.62404
0.62419
0.62417
0.6241
0.62409
0.62409
0.62444
0.6241
0.62416
0.62452
0.62441
0.62455
0.6242
0.62418
0.62437
0.62409
0.62444
0.62442
0.62457
0.62435
0.62431
0.62459
0.62459
0.62427
0.62466
0.62446
0.62453
0.62445
0.62467
0.62465
0.6245
0.62461
0.62423
0.62494
0.62482
0.62432
0.62447
0.62443
0.62466
0.6247
0.62435
0.62484
0.62502
0.62509
0.62506
0.62488
0.62469
0.62499
0.62478
0.62497
0.62491
0.62506
0.62482
0.62511
0.62482
0.62502
0.62493
0.6249
0.62473
0.62496
0.62483
0.62516
0.62497
0.62474
0.62517
0.62496
0.6249
0.62515
0.62517
0.62501
0.62532
0.62505
0.62535
0.62528
0.62495
0.62552
0.62521
0.62505
0.62516
0.62522
0.6253
0.62514
0.62515
0.62535
0.6252
0.62539
0.62508
0.62516
0.62573
0.62542
0.6257
0.62542
0.62518
0.62546
0.6252
0.62544
0.62561
0.62525
0.62549
0.62547
0.62556
0.62558
0.62533
0.62543
0.62561
0.6257
0.62543
0.62559
0.62582
0.62575
0.62536
0.62572
0.62581
0.62619
0.62556
0.62588
0.62605
0.62585
0.62536
0.62591
0.62548
0.62603
0.62576
0.62599
0.62623
0.62599
0.62602
0.62597
0.62613
0.62581
0.62598
0.6259
0.6262
0.62567
0.62607
0.6261
0.62612
0.62637
0.6262
0.62639
0.62603
0.62623
0.62662
0.62581
0.62658
0.62648
0.62616
0.62583
0.62632
0.62641
0.62603
0.62599
0.62625
0.62697
0.6266
0.62616
0.62653
0.62639
0.62652
0.62653
0.62663
0.62709
0.62709
0.62686
0.62644
0.62655
0.62666
0.62689
