RMSE
0.21634
0.16827
0.15028
0.14179
0.13013
0.12488
0.1206
0.11612
0.11387
0.11285
0.11197
0.11099
0.10728
0.10928
0.10662
0.10547
0.10468
0.10351
0.10351
0.10342
0.10245
0.10225
0.10207
0.10115
0.10135
0.10084
0.1
0.09948
0.099617
0.098888
0.099113
0.098272
0.09845
0.098454
0.097857
0.098056
0.097687
0.097015
0.097551
0.097319
0.097253
0.096959
0.096317
0.096435
0.096684
0.096134
0.096118
0.095605
0.09631
0.095587
0.094995
0.095757
0.095563
0.095583
0.094997
0.095065
0.094742
0.095287
0.094589
0.094405
0.094084
0.094603
0.094315
0.094456
0.094043
0.093975
0.094531
0.094115
0.094014
0.093477
0.093832
0.093411
0.093578
0.093939
0.093247
0.093309
0.093278
0.092827
0.093103
0.093624
0.093095
0.093769
0.093031
0.092928
0.093034
0.092547
0.092762
0.092561
0.093079
0.092528
0.092516
0.092655
0.092947
0.092589
0.092608
0.092223
0.092354
0.092097
0.092496
0.092268
0.092349
0.091767
0.092009
0.092102
0.092138
0.092004
0.092158
0.091859
0.091586
0.092084
0.091839
0.091994
0.091425
0.091894
0.092161
0.091879
0.091838
0.092087
0.091775
0.091949
0.092089
0.091831
0.091667
0.091617
0.092117
0.091902
0.091905
0.091473
0.091878
0.091835
0.091273
0.09174
0.091461
0.091762
0.09145
0.09197
0.091635
0.09158
0.09163
0.09186
0.091612
0.09151
0.091743
0.091688
0.091386
0.091629
0.091962
0.091674
0.091488
0.091524
0.091523
0.09156
0.092023
0.091758
0.092366
0.091543
0.091948
0.092315
0.091721
0.091931
0.091653
0.091888
0.092366
0.091629
0.092218
0.091487
0.092193
0.091997
0.092158
0.0915
0.092028
0.09218
0.092038
0.092418
0.092047
0.09198
0.092071
0.092118
0.092316
0.091746
0.09224
0.092377
0.091969
0.091963
0.092197
0.092619
0.092074
0.092818
0.09246
0.092051
0.09274
0.092831
0.092152
0.092196
0.092625
0.092543
0.092345
0.092638
0.092728
0.092634
0.092838
0.09231
0.092707
0.092709
0.093022
0.092883
0.092807
0.09271
0.092618
0.092477
0.093302
0.09279
0.092576
0.092963
0.093186
0.093505
0.093333
0.092997
0.093243
0.093387
0.093079
0.09349
0.093071
0.092902
0.093233
0.093449
0.093118
0.09344
0.093309
0.093755
0.093275
0.093473
0.093774
0.093286
0.093679
0.093485
0.093695
0.093432
0.093832
0.093611
0.093918
0.093552
0.093638
0.093651
0.093864
0.094312
0.094075
0.094359
0.094398
0.093921
0.09412
0.093938
0.094177
0.094236
0.094266
0.094815
0.094267
0.093882
0.094689
0.094301
0.094437
0.094544
0.094746
0.09408
0.094645
0.094504
0.095162
0.094975
0.094695
0.0951
0.095298
0.094936
0.094537
0.095258
0.094676
0.095256
0.095225
0.094925
0.095367
0.095438
0.095239
0.095286
0.095797
0.095307
0.095463
0.095959
0.095384
0.095314
0.096068
0.095796
0.096058
0.095949
0.095751
0.095464
0.095447
0.095844
0.095682
0.095894
0.095921
0.095723
