ProfileName,ProfileArea,SettlementDate,CreationDT,Period01,Period02,Period03,Period04,Period05,Period06,Period07,Period08,Period09,Period10,Period11,Period12,Period13,Period14,Period15,Period16,Period17,Period18,Period19,Period20,Period21,Period22,Period23,Period24,Period25,Period26,Period27,Period28,Period29,Period30,Period31,Period32,Period33,Period34,Period35,Period36,Period37,Period38,Period39,Period40,Period41,Period42,Period43,Period44,Period45,Period46,Period47,Period48,SeqNo,Locked,SettlementCase
CLOADNSWCE,COUNTRYENERGY,2015/01/01,2015/04/23 22:04:49,64.384,45.979,41.192,35.728,19.299,22.342,19.699,17.619,13.109,15.439,14.587,6.998,2.196,2.195,5.618,3.392,5.606,10.591,9.131,10.391,11.787,8.196,6.038,5.410,9.892,7.029,12.797,10.873,5.209,6.321,1.309,3.741,2.263,4.766,4.493,3.697,2.776,4.200,8.112,10.340,14.892,26.324,23.221,52.180,65.981,61.264,58.416,65.395,5,N,4672
CLOADNSWCE,COUNTRYENERGY,2015/01/02,2015/04/23 22:04:49,65.642,49.609,39.823,34.884,23.932,17.151,19.592,13.786,14.105,17.145,14.102,14.755,6.160,8.547,4.161,0.641,7.146,8.363,7.833,10.987,6.953,4.974,7.891,6.232,10.987,7.133,5.950,4.967,2.296,5.505,2.255,1.385,2.081,3.403,7.181,3.055,3.710,5.928,12.759,14.627,17.044,24.694,26.865,57.099,89.883,70.900,51.744,54.901,6,N,4672
CLOADNSWCE,COUNTRYENERGY,2015/01/03,2015/04/23 22:04:49,53.291,38.669,32.983,35.264,27.951,25.313,16.336,10.915,11.761,11.565,10.767,18.196,16.214,19.837,33.699,26.060,28.319,23.608,22.641,22.789,23.993,23.677,21.321,20.235,18.070,17.492,17.148,11.602,13.860,14.049,8.484,5.644,7.928,7.046,12.695,3.784,4.138,3.401,9.538,11.796,15.114,12.531,20.418,39.140,44.944,24.345,18.893,21.005,7,N,4672
CLOADNSWCE,COUNTRYENERGY,2015/01/04,2015/05/13 22:02:38,36.399,25.192,15.423,15.222,14.224,11.199,10.984,12.709,12.744,9.093,13.356,12.543,19.913,23.602,31.902,31.269,25.868,17.546,15.786,15.428,23.483,25.777,21.006,18.037,24.617,19.379,27.653,16.521,12.047,18.908,16.290,7.854,7.343,10.294,11.327,9.271,11.670,11.488,16.932,21.608,19.629,16.531,21.555,43.331,41.150,27.518,20.097,28.989,1,N,4705
CLOADNSWCE,COUNTRYENERGY,2015/01/05,2015/05/13 22:02:38,39.689,22.489,20.184,19.997,12.709,15.347,11.619,13.047,15.318,17.139,26.316,23.976,8.543,7.754,8.239,3.975,8.973,17.441,8.917,10.826,3.738,5.923,5.677,4.840,9.114,4.450,9.331,6.164,4.041,3.040,4.427,7.252,5.082,6.774,1.609,3.607,2.869,3.866,12.234,10.934,17.981,26.847,26.140,53.218,90.302,56.656,49.239,52.629,2,N,4705
CLOADNSWCE,COUNTRYENERGY,2015/01/06,2015/05/13 22:02:38,53.192,38.483,30.925,25.748,24.969,20.787,20.653,17.056,17.073,16.689,17.715,16.558,4.164,5.986,6.457,4.915,9.491,11.971,7.719,12.088,6.980,5.827,5.589,5.933,10.449,5.761,4.978,3.329,5.406,4.329,4.335,2.762,1.311,2.177,1.149,4.504,1.657,5.798,7.604,10.962,19.953,30.707,28.670,61.426,89.103,64.071,49.918,56.143,3,N,4705
CLOADNSWCE,COUNTRYENERGY,2015/01/07,2015/05/13 22:02:38,54.246,46.818,41.518,41.394,24.036,20.928,15.672,7.692,11.610,16.604,19.617,15.737,8.771,9.778,7.276,4.552,5.128,8.724,5.251,12.979,10.376,8.013,7.950,3.331,11.357,7.113,4.530,6.626,2.586,5.025,3.996,2.988,4.103,4.651,5.124,3.837,3.693,3.487,12.055,10.240,14.528,25.004,25.204,56.942,87.959,59.486,51.594,50.558,4,N,4705
CLOADNSWCE,COUNTRYENERGY,2015/01/08,2015/05/13 22:02:38,52.029,39.704,28.012,28.499,20.713,21.155,15.325,11.313,10.321,13.175,21.772,15.301,10.342,5.819,3.054,2.191,7.780,8.604,8.018,11.596,7.669,7.481,10.361,16.067,16.856,8.690,8.247,10.180,4.090,2.290,4.140,5.605,1.571,6.704,5.661,1.134,2.105,3.597,7.930,14.037,17.216,22.737,28.047,57.757,93.738,63.938,49.761,57.633,5,N,4705
CLOADNSWCE,COUNTRYENERGY,2015/01/09,2015/05/13 22:02:38,54.012,43.008,31.088,27.531,23.897,14.008,12.961,12.558,14.841,14.818,15.173,19.377,9.236,10.322,7.787,5.567,13.470,12.994,9.816,15.473,10.961,7.316,6.512,10.285,17.033,13.804,5.440,6.533,6.152,3.605,5.462,2.927,4.905,2.927,7.013,3.427,2.093,5.930,4.611,10.991,17.126,28.400,28.338,60.615,94.307,72.759,49.432,54.706,6,N,4705
CLOADNSWCE,COUNTRYENERGY,2015/01/10,2015/05/13 22:02:38,60.089,44.430,30.198,26.873,23.820,21.232,17.842,15.211,18.469,11.572,14.743,11.618,19.004,19.295,33.187,28.834,30.517,30.848,36.700,25.573,28.078,15.724,22.289,26.200,20.993,26.759,22.904,22.159,24.920,21.020,20.198,6.463,11.294,8.597,9.498,7.935,9.551,12.264,12.909,14.892,23.932,19.852,20.073,38.109,59.021,32.990,26.543,29.648,7,N,4705
