ProfileName,ProfileArea,SettlementDate,CreationDT,Period01,Period02,Period03,Period04,Period05,Period06,Period07,Period08,Period09,Period10,Period11,Period12,Period13,Period14,Period15,Period16,Period17,Period18,Period19,Period20,Period21,Period22,Period23,Period24,Period25,Period26,Period27,Period28,Period29,Period30,Period31,Period32,Period33,Period34,Period35,Period36,Period37,Period38,Period39,Period40,Period41,Period42,Period43,Period44,Period45,Period46,Period47,Period48,Locked
NSLP,COUNTRYENERGY,16/05/2009,15/09/2009 22:04,251071.348,241801.464,226139.565,222521.684,194246.494,187857.588,209011.256,210093.09,201797.272,242041.643,229328.176,243518.428,289915.87,295627.031,326652.681,361454.468,332164.352,373223.716,397910.301,391824.978,390523.55,367592.42,341521.991,328564.682,354205.851,384119.501,362041.841,331109.193,311882.573,331676.704,341782.505,359698.703,342920.481,391907.756,456962.181,522192.569,539481.731,505612.072,492360.466,472495.278,438144.984,409253.194,415443.185,374264.081,353925.404,332927.465,325440.006,328009.349,Y
NSLP,COUNTRYENERGY,17/05/2009,15/09/2009 22:04,318183.953,272993.013,254339.581,248884.475,206389.169,231581.888,246897.214,258830.315,267470.611,268266.388,256317.954,248798.862,290681.123,327381.519,346221.802,375140.649,369959.706,380638.588,359114.979,382267.621,355608.958,349469.397,336294.762,363588.755,377522.832,332807.56,341213.68,316363.062,308795.548,331239.319,334331.999,342262.396,375011.207,418420.255,502960.053,569984.292,569807.305,550688.937,538175.675,522259.022,475868.267,470140.583,442466.566,403713.148,348693.275,304097.879,304946.364,298015.99,Y
NSLP,COUNTRYENERGY,18/05/2009,15/09/2009 22:04,283993.848,197737.67,227252.129,230074.594,206061.485,191761.25,219480.682,219454.371,255453.142,248344.245,277107.945,279805.969,317580.324,355156.824,439317.144,478607.075,483693.157,474263.311,460716.142,436193.892,404421.682,382344.554,382651.13,367795.694,394382.552,388202.013,377497.262,379799.351,366016.755,376796.911,368871.721,371974.856,403979.688,446679.505,522212.172,573518.421,596686.103,576187.164,537398.073,508332.217,495370.355,460118.974,411519.89,387231.878,335136.493,301340.689,274842.157,244729.703,Y
NSLP,COUNTRYENERGY,19/05/2009,15/09/2009 22:04,234042.576,225575.385,223923.472,229468.576,208459.301,208235.022,174952.944,207198.419,225897.259,228840.181,253300.078,247519.25,280361.673,346266.427,422928.072,451089.873,461412.334,457954.188,452229.783,418173.476,394141.046,394454.841,387477.214,406242.192,414131.835,411799.358,413640.243,399439.2,392228.717,401395.645,377520.027,388000.315,417376.385,464858.033,524044.681,589768.771,601832.278,571033.047,534806.734,509333.845,498195.8,458233.568,417258.604,391917.316,354470.887,321793.872,292820.974,267854.275,Y
NSLP,COUNTRYENERGY,20/05/2009,15/09/2009 22:04,255723.631,233010.17,201046.408,232237.226,177579.559,194045.979,196002.367,230181.172,238876.405,248961.046,248335.664,261318.802,284719.645,326303.496,411878.336,455418.655,460538.808,438628.327,435603.577,435586.959,402542.897,408869.927,402127.473,415789.347,432361.538,428398.449,410649.187,409060.741,403364.769,407949.788,403944.056,410776.222,443865.544,487099.529,545875.486,578757.09,587322.304,570139.39,546119.624,504308.777,489823.3,447996.007,417340.93,391445.866,350024.001,315722.584,301443.493,282107.297,Y
NSLP,COUNTRYENERGY,21/05/2009,15/09/2009 22:04,250832.551,225146.549,209603.988,202390.714,197935.129,201221.853,171643.789,209002.035,211287.462,239632.864,259677.565,244261.612,268785.291,314651.336,415242.119,451520.344,457679.583,449853.836,455013.413,439517.088,417592.359,408706.242,408289.481,426453.763,428939.023,424130.631,412757.16,403591.809,393677.031,388389.363,382674.279,396247.596,419954.984,455384.874,515837.443,567360.906,582831.419,554052.763,529969.958,505110.82,498136.183,450668.447,419463.782,387212.638,343547.572,331383.924,301977.404,275716.724,Y
NSLP,COUNTRYENERGY,22/05/2009,15/09/2009 22:04,280095.191,267088.972,228696.538,202119.512,201187.93,233941.385,221778.391,209136.658,240304.002,249490.821,245927.647,238847.094,296137.873,327058.619,393585.059,425824.23,442650.746,433656.283,439468.353,434829.81,413895.669,397602.107,394659.751,411519.806,403348.425,394515.184,403475.525,391474.758,394498.813,390654.436,378458.058,377068.671,401754.245,442280.507,474185.568,524923.361,524546.529,504810.75,484854.783,474787.661,440424.169,423149.746,407728.447,380933.382,372538.46,348944.202,310366.203,268290.848,Y
NSLP,COUNTRYENERGY,23/05/2009,15/09/2009 22:04,259324.37,255776.882,222840.717,205923.211,187865.782,177626.192,186557.079,203227.917,211673.979,201367.412,213177.932,235773.163,254496.572,273643.733,326493.903,342792.522,353804.974,375079.992,384257.999,370315.057,355684.157,351029.029,322052.898,359827.449,357915.941,356133.18,350051.95,348260.877,320374.895,329698.25,329313.932,335011.632,346480.665,399660.393,464472.026,502152.167,518310.235,467012.503,454331.694,436412.367,423018.192,404305.892,386327.373,378448.91,340795.929,312644.348,320946.646,345056.426,Y
NSLP,COUNTRYENERGY,24/05/2009,15/09/2009 22:04,296993.608,266248.313,236573.975,220876.909,196251.92,215156.859,211239.011,217591.071,225345.315,244167.637,251975.541,224893.253,227207.867,260347.219,311916.664,311578.866,332930.82,336758.818,379389.047,388975.9,374825.098,323531.463,313793.448,322361.474,328842.089,324580.288,319867.173,322561.684,296712.09,333404.568,338539.909,315941.327,372396.029,376628.82,438692.865,515181.063,536540.088,517009.417,484490.081,471118.279,437360.913,402214.077,381100.475,362030.581,330823.967,291291.6,301668.428,305549.673,Y
NSLP,COUNTRYENERGY,25/05/2009,15/09/2009 22:04,257243.603,237172.233,227653.411,218752.856,204602.191,183982.982,194253.032,208811.683,211241.104,233791.324,259703.404,239627.364,282854.91,302498.283,389047.876,422492.007,439377.016,429294.181,440574.275,422122.58,392728.624,376001.185,369653.475,376625.229,383999.996,375223.605,376124.702,372212.927,362918.698,365744.22,349876.952,363760.066,385968.449,421597.375,487671.47,539154.547,563215.507,539685.695,517228.072,490417.064,480715.395,440750.763,411124.414,381588.807,342914.346,315015.889,297054.945,252667.398,Y
NSLP,COUNTRYENERGY,26/05/2009,15/09/2009 22:04,229137.815,245128.928,204965,209064.816,203956.946,174954.232,158339.918,155350.353,166529.56,205887.603,223970.5,232101.395,293314.037,334640.705,418203.295,443264.491,456853.859,443652.079,434761.516,423949.619,401418.59,378980.75,368930.443,382639.17,375839.934,385503.852,384687.522,391198.261,380179.492,373230.025,360576.669,374510.455,391523.081,431666.477,492264.104,553987.056,566733.769,551824.26,526591.705,504412.158,472296.594,452506.742,417768.854,386610.434,339440.565,325569.307,285307.073,260436.862,Y
NSLP,COUNTRYENERGY,27/05/2009,15/09/2009 22:04,241811.798,240496.127,232373.217,221917.871,180439.468,173400.773,170040.581,183253.311,216987.125,213452.433,260213.474,268615.441,291578.504,341996.758,418251.615,454035.679,459952.357,446427.651,427921.984,392658.145,361196.091,358949.388,342181.821,362887.764,359116.683,353716.181,342846.382,343604.874,350641.07,357025.185,352986.291,361957.781,380523.601,434440.196,478504.429,550482.408,573579.699,548924.286,525231.043,498803.952,487766.075,467992.254,425662.705,382144.608,330460.692,325896.87,300585.712,252401.127,Y
NSLP,COUNTRYENERGY,28/05/2009,15/09/2009 22:04,244355.067,240575.683,217971.935,224849.376,185752.096,187791.795,197148.312,202792.657,215773.832,251214.251,265076.28,269865.996,293336.566,360877.577,445357.697,472022.245,482217.591,464103.783,445606.247,442211.506,428447.719,410231.26,385282.656,390581.152,402524.806,391983.005,385432.531,393407.395,384242.12,369976.144,370139.843,370446.586,391462.37,443268.289,505306.649,568227.658,588759.598,591904.685,560778.182,549827.234,525006.536,470335.313,454838.351,401031.769,379010.883,352878.092,340349.156,299909.918,Y
NSLP,COUNTRYENERGY,29/05/2009,15/09/2009 22:04,255124.634,256408.246,224496.828,227037.297,200565.228,210358.623,182120.688,199126.188,227231.26,257055.644,263349.781,265412.428,307482.445,336249.714,444504.52,477520.43,490363.804,475660.268,465327.789,466093.354,430066.209,393572.476,382347.3,391262.916,393381.481,395565.403,389475.394,369655.991,372938.609,368656.35,381565.735,369723.928,408233.817,452443.329,501510.676,548168.026,575331.26,561708.429,523649.923,518735.393,499538.367,476525.966,452034.798,409813.917,361459.304,331976.324,324551.089,266113.081,Y
NSLP,COUNTRYENERGY,30/05/2009,15/09/2009 22:04,262269.417,262951.702,250113.901,253113.522,200051.059,195901.852,207865.267,222907.216,225190.57,258838.702,260344.704,260110.822,284162.665,337483.144,360159.969,362879.859,373988.606,386233.908,376897.689,386343.427,389186.728,368286.081,357505.388,366331.269,351327.763,333417.761,334937.93,322760.683,318335.805,366279.446,328784.074,328677.352,377981.825,400657.527,511150.535,548563.139,563979.295,539487.336,525152.761,484224.956,471900.669,459934.168,414992.48,389994.147,360650.212,341223.082,353323.929,312774.246,Y
NSLP,COUNTRYENERGY,31/05/2009,25/09/2009 22:00,290026.753,284122.162,256671.615,247450.849,205891.724,222348.283,221143.722,230146.931,232385.787,239583.639,259105.156,249118.742,278174.75,316428.472,327789.12,363150.092,359158.655,381863.321,379114.876,413276.247,403955.74,399188.197,368384.22,346882.846,369920.486,375185.037,368198.621,344082.326,344739.089,388456.89,400743.887,420443.692,415247.141,459827.161,550379.857,593244.783,593727.267,560758.675,538061.011,502206.261,487716.042,445676.446,441453.493,403210.207,358354.12,305060.19,322484.587,296226.861,Y
NSLP,COUNTRYENERGY,01/06/2009,25/09/2009 22:00,274060.168,284104.774,218064.234,217985.149,208949.972,193955.514,206710.192,234583.582,244829.346,271623.993,256732.012,251271.444,287059.062,333006.391,425962.037,450850.256,477892.165,476818.092,491174.936,486159.518,455311.126,433142.681,426248.375,453429.736,446732.207,440162.644,437022.949,426806.511,425943.287,429145.998,411992.397,443382.823,475439.973,513521.064,580388.356,637761.211,641132.339,612697.438,576231.62,562027.285,549838.364,510589.261,467458.94,421597.071,368191.395,323664.373,315713.847,271055.893,Y
NSLP,COUNTRYENERGY,02/06/2009,25/09/2009 22:00,257062.302,274115.085,234296.355,248780.988,211265.936,206509.486,162013.509,206975.476,201138.825,193849.836,237364.068,249185.019,284285.262,333747.042,423258.597,478484.153,497733.035,481135.52,467886.082,479589.49,451424.005,423510.231,405316.762,438260.238,456527.89,447653.957,431794.608,419479.328,420256.588,423707.973,419407.039,432948.063,469465.343,502995.605,553793.76,599546.529,625603.764,597634.937,558632.138,549494.805,535409.869,477694.204,455794.944,409504.586,369086.036,358309.279,313666.669,264154.014,Y
NSLP,COUNTRYENERGY,03/06/2009,25/09/2009 22:00,272794.482,258408.779,233255.052,214615.939,187356.2,187190.934,185427.124,203415.523,198290.597,230638.997,261023.78,255137.424,295616.594,317446.686,423530.866,466919.306,474631.244,460975.78,460312.546,451789.755,442148.988,403009.57,393053.177,409290.789,417170.093,416283.739,411819.981,407648.5,415692.881,413415.447,395713.244,410206.628,437046.118,481809.269,539262.525,579989.813,591749.366,584676.303,549774.865,520850.662,512893.905,470377.44,444490.56,402589.689,350949.582,327526.167,324285.424,275612.283,Y
NSLP,COUNTRYENERGY,04/06/2009,25/09/2009 22:00,257861.338,237629.508,215454.352,202586.655,181471.828,190524.49,187902.734,201760.998,224171.383,234347.128,265243.718,277964.188,283047.769,336233.281,409076.515,466241.013,475840.802,459682.944,471334.149,462040.581,449116.102,424481.408,409102.14,423909.739,418766.934,423288.596,398134.069,401575.907,400069.277,384589.999,378888.538,389027.233,408350.21,456768.808,513223.98,570596.909,594631.821,570456.061,554294.287,533678.63,510597.897,480793.648,456039.998,406680.039,352396.029,317816.094,323231.504,306986.688,Y
NSLP,COUNTRYENERGY,05/06/2009,25/09/2009 22:00,305616.233,286657.329,268727.436,268394.827,214106.772,201060.654,211922.41,206618.485,218536.731,262787.316,277921.532,273221.208,289846.752,330922.153,425237.071,471042.565,478325.17,467650.068,468430.941,459634.78,430166.817,395765.483,376645.965,393875.06,392388.559,389937.183,375653.034,374628.012,361669.389,364967.545,358499.201,378300.105,399420.172,429931.927,498467.254,552902.702,557759.101,553672.716,538211.835,529662.95,504466.142,492709.72,461789.465,428751.743,385113.725,370371.936,357459.32,301851.904,Y
NSLP,COUNTRYENERGY,06/06/2009,25/09/2009 22:00,284941.13,289027.976,265403.365,257344.217,237548.785,215557.877,211736.056,222652.182,264018.69,240740.313,245719.143,287804.307,317299.251,320161.332,354215.202,411103.092,437645.591,444125.835,442022.885,460583.616,407105.015,394729.854,360443.86,376911.213,370345.212,364210.101,341358.751,332802.91,344395.806,374804.806,367815.885,395604.708,409845.448,454446.53,515144.755,583374.349,602518.669,541104.26,531543.312,520953.216,488468.136,468387.389,466725.957,418427.082,380621.267,331850.589,325005.559,339404.794,Y
NSLP,COUNTRYENERGY,07/06/2009,01/10/2009 22:02,314695.06,294504.818,275075.857,237026.014,218272.66,233014.977,231954.831,263336.295,260482.226,252897.717,274922.018,264093.623,290438.719,286247.084,341214.49,385790.43,389659.655,410564.869,411011.25,417019.587,413236.699,408309.044,377374.612,432287.126,398280.174,364628.87,386204.409,362400.317,375591.124,377609.128,389942.03,381821.203,405277.283,470292.303,530079.448,589813.887,598260.166,575616.929,544982.064,515943.214,493752.89,484946.916,472885.661,448150.945,392650.78,329574.831,335438.902,331299.918,Y
NSLP,COUNTRYENERGY,08/06/2009,01/10/2009 22:02,307683.251,301918.89,249524.457,269541.069,223885.775,215227.626,221515.631,235568.857,251015.922,260634.592,268123.55,275853.487,300530.045,299635.166,343426.574,389425.002,419907.617,438569.456,458505.636,452249.96,438439.297,404578.531,385800.077,398910.734,394418.583,401279.082,408979.38,397025.714,394481.167,390557.29,392200.018,400739.328,428830.569,482416.516,554129.937,626707.232,640730.24,608687.236,573880.475,556586.295,537937.472,507120.968,462870.753,430108.192,376308.801,337005.401,304437.255,275450.63,Y
NSLP,COUNTRYENERGY,09/06/2009,01/10/2009 22:02,275447.035,266599.518,231213.576,240356.673,199576.519,172010.335,173265.405,182871.019,210771.09,224373.188,260138.935,283488.743,322599.764,362411.755,452680.61,513822.922,528647.846,518441.518,515646.059,502462.352,483361.297,444097.973,444521.739,468301.156,460842.611,470062.516,461982.586,450427.429,450834.46,459875.327,451044.468,466980.751,494629.256,544210.089,613784.332,685598.17,706339.314,670299.966,641561.329,629325.178,602958.995,559071.75,524802.859,466728.167,404063.561,356565.98,339171.315,312560.854,Y
NSLP,COUNTRYENERGY,10/06/2009,01/10/2009 22:02,304481.804,304518.4,269271.437,285458.935,244810.473,238441.182,231435.505,234783.399,244553.696,269956.012,278991.096,298002.702,354638.025,398171.869,479601.859,535258.765,554664.686,548199.448,527156.757,522913.13,495778.74,471341.983,443778.893,463160.02,470328.801,454801.215,454142.69,456244.935,445754.887,464298.842,459351.005,460331.605,492515.634,537539.286,625006.915,699414.764,719132.652,704938.126,669912.962,655617.934,635462.829,584656.446,531931.077,477322.078,417348.742,385682.402,352995.227,336514.948,Y
NSLP,COUNTRYENERGY,11/06/2009,01/10/2009 22:02,335293.139,330027.477,278924.959,268612.117,230650.071,232439.744,227208.556,262185.616,255682.953,277179.647,299827.314,319204.816,347393.842,418348.927,534336.164,578803.725,582471.846,576016.416,572095.763,550443.859,514596.712,480723.081,457456.297,459032.073,468553.578,456299.801,433714.928,434693.501,424635.154,435378.787,432183.086,437671.871,483547.304,544971.418,633894.107,709151.051,722944.005,706785.027,691312.333,677366.975,646420.965,588576.201,549879.567,493858.994,451913.598,427405.063,395797.306,338137.499,Y
NSLP,COUNTRYENERGY,12/06/2009,01/10/2009 22:02,307386.87,295942.212,262921.636,271038.876,264637.75,268268.944,244431.762,239460.598,265584.635,285456.122,324727.397,314471.43,390795.611,432580.664,527254.978,597217.933,603048.02,602963.742,584534.665,557407.175,528281.899,485665.212,450908.363,468888.766,472548.713,455523.714,439527.966,434696.332,420667.372,429724.214,423383.043,435859.815,463949.119,524732.61,600864.678,654469.756,676804.896,681243.245,643250.31,629048.139,622216.382,581736.839,559674.977,524581.887,480831.73,461281.072,419189.82,363819.258,Y
NSLP,COUNTRYENERGY,13/06/2009,01/10/2009 22:02,339092.68,307960.246,291199.165,300346.542,268767.565,246584.167,249115.953,261842.182,288603.507,270127.462,303631.852,311812.496,354004.181,372472.868,429083.123,469550.277,439561.899,469870.212,515753.301,472311.828,480046.193,447174.349,419454.299,397608.448,407854.859,395091.82,396189.776,386762.625,395158.885,387789.382,370421.285,395885.634,450773.131,496287.032,562933.934,635726.82,641572.482,631019.341,605307.419,572416.784,563632.582,507807.268,498547.768,454508.116,426000.316,382632.647,382568.457,373418.225,Y
NSLP,COUNTRYENERGY,14/06/2009,09/10/2009 06:31,362132.252,329191.595,275294.398,285388.327,267923.867,244623.812,255987.44,262793.533,272062.196,288381.537,315542.374,303302.9,319305.956,331934.806,404328.328,437094.457,450103.86,474814.562,462991.996,443068.397,416568.118,400206.61,384047.093,384839.318,386205.657,361685.99,372630.767,359608.254,343968.16,366893.563,377687.611,399838.779,444269.875,478771.196,553154.186,621202.56,640839.777,588833.069,573008.47,564283.53,539694.955,491195.274,478156.162,450615.205,394559.745,345064.695,322876.253,334124.182,Y
NSLP,COUNTRYENERGY,15/06/2009,09/10/2009 06:31,330678.194,300254.899,266238.03,233395.335,205265.168,217431.999,228458.887,246803.916,271851.262,290076.938,298715.285,301644.379,333751.094,398392.172,486425.383,519167.299,533238.283,528857.523,526850.167,517663.449,490874.282,443802.542,415833.405,444819.08,447021.928,431405.284,422269.119,415532.854,414720.546,415989.869,411265.225,416107.445,445849.148,488283.539,584229.379,666620.601,675603.696,646435.218,618682.358,601309.987,589624.029,538554.983,506854.655,471237.955,413900.561,373068.515,343137.118,288291.354,Y
NSLP,COUNTRYENERGY,16/06/2009,09/10/2009 06:31,283970.088,267099.092,241223.546,243614.805,250199.696,249578.048,220091.324,225079.412,259575.309,275493.175,303996.518,312244.078,325650.662,387115.685,505382.352,545983.984,529410.981,514008.698,474363.815,470479.171,445274.522,398408.452,368596.427,382444.439,377553.626,365823.136,360835.901,360128.059,350018.868,361359.446,359822.929,362810.57,400376.923,461189.895,540810.161,611236.035,646899.086,609600.779,576988.255,576097.855,570667.302,530242.048,489575.375,436959.756,392971.502,358291.444,353908.107,297077.352,Y
NSLP,COUNTRYENERGY,17/06/2009,09/10/2009 06:31,298484.151,290441.819,250295.94,231531.389,206877.265,198753.985,192896.548,228365.412,241289.011,282639.794,300184.373,288508.189,322424.179,415603.389,513071.098,540084.171,541882.837,519991.036,515154.751,502021.912,456252.51,432678.536,420939.934,432538.429,434205.984,432429.772,415434.232,414684.254,399938.768,396757.768,391074.935,405374.206,431671.078,497277.743,577286.907,629860.002,675076.538,662028.211,635315.832,618009.485,580835.194,554095.504,516434.577,464120.032,420298.922,377514.783,340706.082,276417.837,Y
NSLP,COUNTRYENERGY,18/06/2009,09/10/2009 06:31,290496.782,307620.57,259968.333,244308.132,230491.539,222910.258,223642.857,251045.431,258415.13,269124.527,318319.371,316109.723,359055.003,400426.719,490935.461,540370.601,546603.975,532528.04,532887.594,500207.796,472020.461,448306.299,409186.099,432669.348,435121.419,432207.004,424052.852,421510.383,406680.895,407931.439,400048.815,406037.414,429281.027,476402.406,546606.47,613101.868,636841.14,630686.684,614733.412,609895.614,585455.887,552936.674,497270.378,459165.307,410769.375,368988.95,357647.49,315035.266,Y
NSLP,COUNTRYENERGY,19/06/2009,09/10/2009 06:31,309164.632,313218.851,299025.474,282450.151,239948.22,237448.445,221214.526,216650.255,250349.648,272540.931,287951.557,294687.839,329446.569,388741.994,474882.268,538397,536251.613,522750.867,500035.63,499420.951,465259.213,437357.191,420682.032,448532.386,449954.989,437079.276,400501.24,403788.291,395864.2,402723.931,403153.389,411205.412,446098.035,485653.636,552629.502,609943.156,615746.768,608193.124,575942.705,563446.069,564291.432,528382.823,492419.393,453516.945,417329.486,385055.909,367989.367,317219.907,Y
NSLP,COUNTRYENERGY,20/06/2009,09/10/2009 06:31,290837.053,270950.584,251040.178,225861.576,212270.78,202571.623,206401.84,249362.36,255562.783,243621.497,251838.047,278209.222,287282.122,318877.966,383658.282,425448.752,386713.52,394799.92,413498.324,439051.02,420541.918,381670.226,373938.407,390295.211,368436.959,361523.537,372231.53,366968.475,368547.787,371714.056,375261.771,396833.859,430466.985,465287.431,523820.602,564798.11,549081.817,557931.652,545103.828,521557.735,498422.574,449772.696,444479.937,421349.23,372551.961,355391.393,359678.208,355702.96,Y
NSLP,COUNTRYENERGY,21/06/2009,16/10/2009 22:04,324343.808,321986.435,265878.895,246627.617,252442.354,230171.665,238205.404,231505.911,259851.271,262444.819,248641.577,271518.99,265928.319,313408.517,335401.13,363207.69,380348.992,381287.525,396506.768,408646.108,382469.877,408995.426,374325.287,404238.216,421770.255,430592.317,386902.366,387542.341,354706.676,362681.31,411185.339,440677.706,454173.616,493381.053,548219.975,586992.182,599862.667,584111.181,553799.634,517711.22,511141.728,488707.485,456161.344,406730.841,348456.544,340019.231,335688.923,337532.214,Y
NSLP,COUNTRYENERGY,22/06/2009,16/10/2009 22:04,317227.767,305414.643,270593.282,258960.362,215013.604,211206.949,238213.581,257050.322,269027.683,284119.819,283439.759,277475.609,314774.257,358857.99,446624.958,496970.604,499641.253,498014.237,488454.203,485766.637,440739.213,434543.143,401582.592,420564.425,431343.225,404864.967,408877.718,405850.928,390446.379,386567.208,377930.832,379476.078,424830.591,464210.058,534050.094,605170.938,632706.917,604765.182,576787.676,548257.991,535965.674,506013.694,467516.854,426290.589,365682.317,328023.075,311022.937,272029.36,Y
NSLP,COUNTRYENERGY,23/06/2009,16/10/2009 22:04,287542.296,274905.125,243262.417,253530.02,223967.783,209980.441,201597.21,218787.951,248092.16,264267.756,310469.163,285656.229,306295.636,379871.093,477346.372,520617.322,515210.634,517190.847,498347.999,489171.889,455472.997,436027.002,409100.831,407972.48,406765.107,405465.717,394369.347,394477.817,383760.682,381099.563,376699.363,382043.695,396136.429,454289.682,539471.714,596659.205,627476.634,611020.266,575549.187,575971.981,560186.298,521935.82,490165.634,445296.904,382577.928,351428.486,325020.331,290918.282,Y
NSLP,COUNTRYENERGY,24/06/2009,16/10/2009 22:04,292473.746,286438.396,258621.73,244210.108,209272.378,199694.111,206380.535,218378.205,252777.631,279864.218,275016.443,299298.118,335466.213,397809.403,482532.506,514181.791,518855.565,518093.497,495615.713,463985.95,440634.473,417401.201,376950.605,406822.546,402923.114,407532.277,384439.125,375582.55,375908.002,361661.671,367908.197,376531.133,410461.582,461539.009,536138.093,603739.24,618699.106,608965.038,592808.75,588716.362,571515.857,530361.76,501800.897,474590.214,413581.229,375096.477,355519.943,295080.648,Y
NSLP,COUNTRYENERGY,25/06/2009,16/10/2009 22:04,259953.61,274920.03,248226.044,227389.237,231468.792,240968.641,208151.193,218514.095,237999.787,253208.475,288768.627,279661.414,312313.987,385547.571,494227.772,534498.847,548167.705,544084.049,525500.124,519856.061,498679.504,462749.293,449259.415,446850.326,452773.903,452420.423,438901.304,415825.317,416179.81,416154.027,415226.705,425643.387,467170.55,526740.461,601170.374,665350.686,674089.732,655385.234,638511.656,621130.86,600380.178,562704.468,524874.878,463183.63,409490.267,368496.767,349742.854,308358.711,Y
NSLP,COUNTRYENERGY,26/06/2009,16/10/2009 22:04,310012.924,302974.88,268598.957,251461.439,196344.755,215651.243,220673.507,226688.23,223373.341,244738.363,253104.646,286816.323,345086.326,402366.477,482338.687,533805.409,531396.464,535171.617,521989.634,499381.99,468223.692,436328.411,430302.178,441630.808,431079.036,410692.283,412549.333,400045.476,398380.733,415970.951,424043.049,428187.236,452379.987,486697.502,575678.469,629143.792,637400.729,613859.286,589122.447,571914.528,572544.23,527276.447,497277.886,447837.623,411927.459,359822.724,346952.656,312161.189,Y
NSLP,COUNTRYENERGY,27/06/2009,16/10/2009 22:04,296311.471,317946.133,273569.149,287529.225,238488.407,242371.189,227847.628,245815.704,261566.118,264927.167,275982.408,288059.387,314599.016,329610.766,369891.225,422161.523,447968.78,421073.423,433520.852,438071.815,439874.22,430554.432,416339.773,417904.584,387418.551,370983.27,401770.567,399564.068,382594.885,415938.925,413393.848,446087.203,445774.828,479933.217,544146.634,613378.962,612374.652,589068.709,567912.318,540302.091,528524.347,483825.823,478468.848,455937.41,421388.825,385598.171,352904.338,373718.898,Y
NSLP,COUNTRYENERGY,28/06/2009,23/10/2009 22:04,346190.345,318026.889,273802.157,253576.527,234362.219,238586.256,241253.078,239615.095,235395.315,235518.089,246463.67,259458.823,281802.352,301254.762,333487.533,349395.549,381287.97,414720.134,405206.287,425533.973,416258.312,413852.53,391682.961,393573.543,402811.831,377173.427,379507.198,375423.897,395450.379,381881.385,382428.132,396468.471,443456.357,474383.25,559322.529,623150.597,629883.849,601490.032,574880.054,562360.295,516364.788,489852.228,477962.67,434178.797,397340.844,346208.154,335393.736,336580.355,Y
NSLP,COUNTRYENERGY,29/06/2009,23/10/2009 22:04,312920.974,293194.145,257691.813,249498.638,219994.096,218306.126,223939.453,244894.448,256347.207,253610.383,294204.551,321059.159,340737.79,371645.517,465927.061,505642.41,515991.491,512263.969,499380.76,493243.292,464438.521,434350.562,395209.243,390016.554,399466.353,390544.399,390803.377,381155.611,378311.984,391279.807,377430.688,367550.517,399640.924,462565.069,547381.674,610157.506,671824.08,632532.279,603955.703,581799.759,580518.468,540114.904,515912.565,456679.26,405903.751,368703.536,350624.338,297329.188,Y
NSLP,COUNTRYENERGY,30/06/2009,23/10/2009 22:04,290240.659,288331.837,247398.037,240283.061,209455.462,206124.661,186515.959,187229.387,233657.881,251203.797,278582.032,315598.415,339834.638,409222.673,478087.961,508000.924,517163.938,507905.543,487005.947,480368.297,456396.281,420995.851,414829.159,403938.181,418169.011,400589.311,397543.851,389930.576,375146.453,373270.391,366345.791,370004.48,416673.034,455809.916,542744.328,607508.561,621761.587,612743.591,589566.965,556088.489,538390.438,517363.872,487820.467,426635.935,382850.425,362452.794,315214.71,294852.214,Y
NSLP,COUNTRYENERGY,01/07/2009,23/10/2009 22:04,302248.776,290545.753,247368.277,235763.556,183735.683,187599.33,206554.729,194697.633,227583.218,232222.892,252551.448,290051.677,323000.915,381903.308,428247.647,478199.674,476092.633,457245.774,439534.01,429224.363,399660.39,371680.224,345915.473,371320.464,367360.014,371438.503,343211.058,355371.416,354249.687,330346.361,333052.714,336314.366,361607.436,404527.595,466369.995,542899.74,582650.837,555716.96,533760.069,518986.43,493858.247,467741.227,425523.826,388611.728,350920.336,309272.18,291368.596,258229.903,Y
NSLP,COUNTRYENERGY,02/07/2009,23/10/2009 22:04,255742.167,227784.491,204469.385,209682.471,197122.335,164069.169,168594.927,190584.966,205210.099,211998.63,239567.882,256848.761,285601.849,344828.656,433892.117,478566.661,494401.279,484113.243,470996.297,455013.335,427785.99,396029.002,376744.033,401663.863,403350.979,401297.5,386230.271,378076.002,376760.753,378073.482,366732.361,379490.866,404679.951,464546.39,538343.188,598647.083,621035.28,621257.34,604133.783,598139.341,587683.727,560354.501,501316.03,445187.296,400674.315,383654.733,360527.004,303597.542,Y
NSLP,COUNTRYENERGY,03/07/2009,23/10/2009 22:04,295533.263,300145.619,255637.732,219175.877,212101.579,219942.572,202470.98,197262.877,261946.812,259246.785,292885.014,312407.022,350581.216,383840.466,465638.828,515531.579,526083.047,529488.267,505994.495,497728.893,468957.978,438057.681,413304.771,439872.006,435923.096,442722.827,416212.512,436155.741,438644.063,426615.016,423809.126,428500.549,459110.074,495795.855,555464.553,629169.566,666302.688,639351.564,616406.793,607349.199,596071.034,562208.487,526366.201,495307.411,450071.311,435690.461,384202.639,333824.787,Y
