ProfileName,ProfileArea,SettlementDate,CreationDT,Period01,Period02,Period03,Period04,Period05,Period06,Period07,Period08,Period09,Period10,Period11,Period12,Period13,Period14,Period15,Period16,Period17,Period18,Period19,Period20,Period21,Period22,Period23,Period24,Period25,Period26,Period27,Period28,Period29,Period30,Period31,Period32,Period33,Period34,Period35,Period36,Period37,Period38,Period39,Period40,Period41,Period42,Period43,Period44,Period45,Period46,Period47,Period48,SeqNo,Locked,SettlementCase
CLOADNSWCE,COUNTRYENERGY,01/01/2010,22/04/2010 22:34:03,78.749,61.398,54.592,52.052,52.133,30.376,24.378,16.084,20.563,13.979,17.249,12.471,6.461,5.505,3.179,5.892,9.451,10.326,11.332,13.568,21.371,18.38,15.144,11.692,16.295,8.483,10.048,10.414,11.672,10.978,13.103,10.034,7.574,5.663,7.858,7.785,9.324,8.395,12.302,18.22,22.227,46.153,58.105,61.703,69.253,81.435,72.704,79.022,6,N,2585
CLOADNSWCE,COUNTRYENERGY,02/01/2010,22/04/2010 22:34:03,79.031,61.118,58.321,54.464,51.129,30.216,22.632,17.649,17.208,13.194,19.355,24.267,24.385,33.659,28.171,31.1,32.319,48.462,43.023,44.128,38.242,29.465,35.11,22.54,32.454,30.68,30.504,16.487,21.29,19.375,22.69,15.701,14.548,19.41,14.536,14.572,9.826,14.072,24.51,27.934,30.766,26.378,34.052,46.896,37.245,33.163,29.15,39.463,7,N,2585
CLOADNSWCE,COUNTRYENERGY,03/01/2010,29/04/2010 22:30:20,44.68,38.828,35.243,28.349,30.039,29.788,19.062,15.432,14.313,20.533,27.692,24.644,26.061,35.442,45.841,47.7,44.573,29.58,45.623,37.71,36.106,33.489,33.864,38.833,33.006,33.754,31.977,23.713,22.37,24.151,21.28,20.679,13.833,14.788,18.358,20.901,10.026,19.836,24.354,29.376,32.682,36.213,44.564,48.148,42.815,34.802,32.916,43.018,1,N,2592
CLOADNSWCE,COUNTRYENERGY,04/01/2010,29/04/2010 22:30:20,43.734,52.778,37.821,29.326,32.566,16.623,29.302,18.515,17.542,18.484,27.937,33.381,14.396,10.852,11.952,7.127,11.809,12.919,12.344,20.575,24.267,18.89,10.823,14.22,14.423,18.228,9.852,11.252,8.142,7.318,17.127,11.467,8.555,7.729,10.647,12.219,12.914,8.176,15.516,22.523,30.604,30.149,41.004,53.422,80.745,80.967,75.887,68.468,2,N,2592
CLOADNSWCE,COUNTRYENERGY,05/01/2010,29/04/2010 22:30:20,72.705,61.058,54.196,48.353,46.804,29.381,28.116,21.459,25.144,20.019,32.615,29.897,15.135,9.834,11.334,7.761,12.944,8.048,12.404,22.21,23.423,14.553,10.142,9.931,11.252,10.605,12.357,9.649,9.445,7.517,13.33,10.849,9.415,6.577,10.058,5.528,7.863,9.401,14.858,18.91,25.885,23.125,36.938,60.394,83.965,84.211,71.122,68.565,3,N,2592
CLOADNSWCE,COUNTRYENERGY,06/01/2010,29/04/2010 22:30:20,72.28,63.696,59.265,55.795,49.29,31.609,17.271,13.623,12.453,24.084,42.069,28.247,8.636,6.467,11.518,12.37,11.116,9.09,11.807,15.381,19.568,13.861,7.694,7.381,11.991,11.822,8.316,6.103,7.947,9.896,9.126,11.021,12.324,12.807,11.517,9.141,9.413,16.707,16.721,17.423,18.439,22.433,38.841,55.283,81.073,77.438,70.003,71.207,4,N,2592
CLOADNSWCE,COUNTRYENERGY,07/01/2010,29/04/2010 22:30:20,69.577,57.929,54.087,49.73,48.241,35.398,27.096,15.564,19.754,18.207,32.892,32.159,18.305,7.886,9.333,10.804,10.066,9.813,15.125,16.16,18.531,10.361,9.079,12.521,17.557,12.368,12.562,8.465,7.343,7.342,14.2,6.873,4.196,6.306,7.334,7.33,4.104,7.787,14.252,15.51,18.13,30.187,41.844,54.114,76.63,86.711,68.385,67.399,5,N,2592
CLOADNSWCE,COUNTRYENERGY,08/01/2010,29/04/2010 22:30:20,68.797,62.905,55.309,55.6,46.043,27.803,22.376,17.583,16.807,23.976,29.759,32.737,15.112,8.555,11.985,10.204,15.359,11.511,12.098,18.803,16.944,13.86,10.81,7.752,12.678,14.81,8.437,5.585,6.545,8.359,10.425,10.791,6.276,7.228,6.957,7.055,7.823,8.198,10.204,17.267,21.04,23.871,37.249,53.353,69.347,73.408,62.455,63.724,6,N,2592
CLOADNSWCE,COUNTRYENERGY,09/01/2010,29/04/2010 22:30:20,67.098,54.345,58.393,48.113,39.846,27.363,22.13,20.633,21.352,20.895,18.019,28.463,32.208,32.64,31.201,27.233,45.048,38.866,34.155,22.135,29.585,36.338,26.226,24.809,26.7,24.472,23.084,19.019,19.866,18.172,13.911,19.406,11.752,14.125,12.41,8.792,14.319,12.928,23.918,22.066,31.923,21.852,26.692,36.175,42.213,27.231,36.969,38.594,7,N,2592
CLOADNSWCE,COUNTRYENERGY,10/01/2010,06/05/2010 22:21:53,33.391,33.75,25.436,25.73,20.081,21.694,13.685,13.409,17.07,16.936,20.489,21.797,25.465,22.098,25.995,27.279,28.349,30.663,31.572,27.916,31.046,23.684,23.073,17.236,18.144,27.081,24.778,14.427,14.847,16.151,10.914,12.873,7.999,9.947,14.002,13.661,11.393,15.01,19.925,22.142,28.782,17.637,29.514,45.096,39.566,25.266,24.614,38.567,1,N,2596
CLOADNSWCE,COUNTRYENERGY,11/01/2010,06/05/2010 22:21:53,35.697,38.042,36.063,32.513,24.747,16.712,16.898,17.96,14.28,20.398,22.926,24.923,10.248,6.787,11.477,11.729,11.42,9.059,12.584,17.945,13.575,11.066,11.185,7.369,17.082,8.992,9.178,8.931,8.571,8.772,11.216,8.824,6.128,4.896,7.34,7.88,6.028,7.757,15.137,16.363,19.964,22.443,36.458,59.006,66.618,65.552,54.224,54.856,2,N,2596
CLOADNSWCE,COUNTRYENERGY,12/01/2010,06/05/2010 22:21:53,58.156,48.35,43.103,39.959,43.208,22.629,17.921,15.204,19.694,22.392,20.922,19.303,10.609,12.445,9.853,7.959,10.335,9.268,8.67,12.459,17.152,10.333,7.007,8.739,14.275,16.18,10.038,8.348,9.475,10.455,11.76,8.148,7.107,7.373,6.516,6.524,5.874,9.652,10.737,16.392,25.085,25.717,39.683,56.968,74.754,71.554,46.393,53.161,3,N,2596
CLOADNSWCE,COUNTRYENERGY,13/01/2010,06/05/2010 22:21:53,54.592,52.065,46.207,42.868,42.079,29.695,23.735,19.289,18.52,28.292,22.777,31.955,10.099,5.035,8.37,8.587,8.233,8.578,7.258,11.94,12.852,13.441,10.763,4.964,11.205,10.68,10.391,7.124,7.496,7.649,14.091,7.263,8.044,4.477,10.439,5.294,6.28,9.827,10.213,17.109,21.237,19.483,37.146,60.143,68.634,63.461,52.934,45.649,4,N,2596
CLOADNSWCE,COUNTRYENERGY,14/01/2010,06/05/2010 22:21:53,61.38,56.089,49.32,53.368,45.25,30.394,22.907,25.656,27.525,36.509,30.796,33.003,14.699,17.678,11.494,14.127,19.872,12.897,15.18,19.43,21.887,17.277,14.595,14.904,17.112,17.149,13.956,13.06,13.123,14.048,14.592,13.145,13.544,12.413,15.507,14.514,11.301,14.243,16.973,19.824,24.937,25.154,41.242,63.05,72.893,73.599,64.798,66.353,5,N,2596
CLOADNSWCE,COUNTRYENERGY,15/01/2010,06/05/2010 22:21:53,61.552,65.742,59.871,51.301,33.075,20.788,21.774,25.892,28.746,20.079,29.328,27.331,10.511,6.959,6.932,7.102,13.381,10.131,11.934,12.914,15.465,11.618,5.801,6.541,10.964,10.145,12.436,10.432,7.805,7.596,11.468,8.56,5.588,6.399,4.672,7.81,9.625,8.064,12.713,16.941,20.161,22.38,37.733,48.534,70.775,75.689,51.734,49.264,6,N,2596
CLOADNSWCE,COUNTRYENERGY,16/01/2010,06/05/2010 22:21:53,58.982,45.824,48.171,42.34,37.297,23.304,22.262,16.991,18.178,19.519,20.071,22.447,32.007,37.096,25.831,39.38,34.628,33.552,31.33,23.404,27.718,19.818,18.862,18.248,17.316,30.464,22.409,17.948,14.904,20.5,16.675,17.55,12.603,11.022,18.851,11.637,16.499,12.049,20.137,23.79,27.987,16.415,28.326,42.541,38.092,28.87,29.879,39.559,7,N,2596
CLOADNSWCE,COUNTRYENERGY,17/01/2010,14/05/2010 22:25:06,35.002,35.488,35.035,29.672,27.156,16.839,14.91,14.073,15.258,22.046,14.867,22.631,19.299,37.549,28.438,30.166,36.821,30.287,31.565,34.362,32.228,30.099,22.308,27.593,30.406,29.543,18.444,20.865,19.507,15.136,15.196,15.873,15.713,9.397,13.387,19.292,16.521,15.102,25.829,27.305,29.71,22.486,28.588,46.811,34.928,24.679,30.194,36.56,1,N,2606
CLOADNSWCE,COUNTRYENERGY,18/01/2010,14/05/2010 22:25:06,38.466,43.419,39.89,38.272,36.168,27.411,23.952,14.566,19.639,25.072,31.811,34.321,16.832,12.465,13.366,9.88,12.947,13.379,10.399,17.069,24.103,15.407,13.012,11.512,20.735,15.989,12.088,14.711,10.414,14.597,13.655,9.582,8.787,7.401,7.556,7.995,9.693,8.638,17.324,19.427,23.878,25.242,46.37,63.107,69.663,76.177,80.587,83.893,2,N,2606
CLOADNSWCE,COUNTRYENERGY,19/01/2010,14/05/2010 22:25:06,75.548,57.507,54.139,59.33,53.306,35.175,24.618,23.517,20.289,34.988,22.582,29.796,15.01,18.691,8.707,6.444,8.583,7.192,9.499,17.864,22.289,13.548,10.62,10.542,15.602,12.419,9.026,10.552,10.081,6.691,10.146,9.627,7.687,6.927,7.431,7.172,6.055,5.348,10.956,19.329,25.534,25.785,39.382,60.278,84.632,78.308,75.538,72.245,3,N,2606
CLOADNSWCE,COUNTRYENERGY,20/01/2010,14/05/2010 22:25:06,75.604,56.634,51.729,54.174,42.113,22.393,27.317,26.745,26.154,22.514,40.298,30.939,15.221,14.564,14.3,9.308,11.893,12.353,12.248,15.668,18.225,14.741,12.343,13.953,14.99,11.73,10.906,10.367,6.713,8.849,10.431,11.437,6.045,6.588,8.508,13.094,7.719,7.884,13.236,23.125,28.182,31.681,38.108,54.936,72.522,66.903,65.463,66.742,4,N,2606
CLOADNSWCE,COUNTRYENERGY,21/01/2010,14/05/2010 22:25:06,69.396,58.977,61.493,62.168,54.553,30.713,23.176,17.081,14.808,27.839,26.067,33.035,13.06,8.079,6.268,4.994,6.839,4.983,4.39,9.408,14.628,10.147,7.188,8.4,7.351,8.217,7.205,3.597,5.568,5.525,5.428,7.754,0.848,1.067,2.305,1.153,2.727,2.754,7.157,11.748,18.753,17.674,32.416,47.432,73.016,78.639,66.003,60.907,5,N,2606
